Time,Temperature,Heat Flow
[s],[K],[mW/mg]
0,300.105,8.82E-03
1.2,300.107,8.93E-03
2.4,300.105,8.61E-03
3.6,300.104,8.61E-03
4.8,300.105,8.87E-03
6,300.106,8.48E-03
7.2,300.107,8.74E-03
8.4,300.105,8.82E-03
9.6,300.105,8.33E-03
10.8,300.106,9.00E-03
12,300.105,8.69E-03
13.2,300.107,8.98E-03
14.4,300.107,8.79E-03
15.6,300.107,9.00E-03
16.8,300.109,9.06E-03
18,300.111,8.82E-03
19.2,300.103,9.03E-03
20.4,300.108,8.72E-03
21.6,300.109,8.98E-03
22.8,300.111,8.90E-03
24,300.11,8.93E-03
25.2,300.109,8.87E-03
26.4,300.113,8.85E-03
27.6,300.107,8.61E-03
28.8,300.109,9.19E-03
30,300.109,8.69E-03
31.2,300.111,8.98E-03
32.4,300.112,8.79E-03
33.6,300.111,9.32E-03
34.8,300.109,9.21E-03
36,300.111,9.13E-03
37.2,300.111,9.11E-03
38.4,300.11,9.03E-03
39.6,300.11,9.00E-03
40.8,300.113,8.98E-03
42,300.109,9.08E-03
43.2,300.11,8.85E-03
44.4,300.113,8.87E-03
45.6,300.114,9.00E-03
46.8,300.113,8.79E-03
48,300.114,9.06E-03
49.2,300.112,8.77E-03
50.4,300.115,8.77E-03
51.6,300.115,8.69E-03
52.8,300.116,8.48E-03
54,300.115,9.06E-03
55.2,300.115,8.95E-03
56.4,300.119,9.00E-03
57.6,300.116,9.00E-03
58.8,300.118,9.16E-03
60,300.115,9.24E-03
61.2,300.118,8.93E-03
62.4,300.12,9.26E-03
63.6,300.118,9.16E-03
64.8,300.121,8.95E-03
66,300.12,8.90E-03
67.2,300.118,8.72E-03
68.4,300.12,9.19E-03
69.6,300.119,9.00E-03
70.8,300.116,9.03E-03
72,300.118,8.79E-03
73.2,300.121,8.98E-03
74.4,300.123,8.72E-03
75.6,300.123,9.26E-03
76.8,300.123,8.87E-03
78,300.121,8.77E-03
79.2,300.119,9.06E-03
80.4,300.122,9.11E-03
81.6,300.123,8.77E-03
82.8,300.122,8.74E-03
84,300.12,8.82E-03
85.2,300.123,8.85E-03
86.4,300.124,9.03E-03
87.6,300.122,9.13E-03
88.8,300.122,8.85E-03
90,300.125,9.08E-03
91.2,300.126,8.79E-03
92.4,300.124,8.59E-03
93.6,300.125,8.79E-03
94.8,300.126,8.72E-03
96,300.125,8.93E-03
97.2,300.126,8.79E-03
98.4,300.126,9.06E-03
99.6,300.128,8.85E-03
100.8,300.127,8.59E-03
102,300.126,8.98E-03
103.2,300.123,8.79E-03
104.4,300.126,8.79E-03
105.6,300.127,8.51E-03
106.8,300.128,8.66E-03
108,300.127,8.82E-03
109.2,300.127,8.95E-03
110.4,300.127,8.79E-03
