Time,Temperature,Heat flow
s,K,W g-1
0,297.6031,-0.19889
1,297.6644,-0.18762
2,297.6645,-0.18458
3,297.69,-0.20015
4,297.733,-0.22066
5,297.7913,-0.20348
6,297.8684,-0.19714
7,297.9568,-0.19126
8,298.0547,-0.20116
9,298.1558,-0.19386
10,298.273,-0.19248
11,298.4021,-0.19384
12,298.5239,-0.19553
13,298.6597,-0.18919
14,298.7841,-0.18687
15,298.9183,-0.18551
16,299.0489,-0.18883
17,299.1952,-0.18277
18,299.3325,-0.17758
19,299.4624,-0.17495
20,299.608,-0.17448
21,299.7456,-0.16549
22,299.8897,-0.16064
23,300.019,-0.15687
24,300.1735,-0.15684
25,300.3183,-0.15124
26,300.4497,-0.14709
27,300.5929,-0.14312
28,300.7289,-0.14152
29,300.8733,-0.13654
30,301.0276,-0.13283
31,301.1649,-0.12939
32,301.3022,-0.12941
33,301.4497,-0.12471
34,301.5893,-0.12082
35,301.7357,-0.11722
36,301.8983,-0.11538
37,302.0366,-0.11182
38,302.1781,-0.10904
39,302.3317,-0.10578
40,302.4776,-0.10473
41,302.625,-0.10121
42,302.7687,-0.09827
43,302.9129,-0.09543
44,303.0585,-0.09493
45,303.1958,-0.09267
46,303.3502,-0.09077
47,303.4971,-0.08891
48,303.6379,-0.08762
49,303.7901,-0.08528
50,303.9383,-0.08334
51,304.0724,-0.08129
52,304.2159,-0.0808
53,304.3808,-0.07896
54,304.5283,-0.07686
55,304.667,-0.07483
56,304.8228,-0.0733
57,304.9727,-0.07072
58,305.1115,-0.06851
59,305.2655,-0.06668
60,305.4102,-0.06535
61,305.5675,-0.06362
62,305.7185,-0.06213
63,305.8751,-0.06114
64,306.0217,-0.06046
65,306.1599,-0.06003
66,306.322,-0.059
67,306.4515,-0.05793
68,306.596,-0.05687
69,306.7546,-0.057
70,306.9155,-0.05601
71,307.0644,-0.05484
72,307.2109,-0.0536
73,307.3674,-0.0523
74,307.5115,-0.051
75,307.6714,-0.04973
76,307.8244,-0.04868
77,307.9682,-0.04687
78,308.1193,-0.04608
79,308.2746,-0.04532
80,308.4257,-0.04455
81,308.5662,-0.0438
82,308.7231,-0.04285
83,308.8863,-0.04189
84,309.025,-0.04095
85,309.1839,-0.04035
86,309.3499,-0.03962
87,309.5026,-0.03896
88,309.6459,-0.03855
89,309.7893,-0.03779
90,309.95,-0.03649
91,310.0983,-0.03551
92,310.2631,-0.03524
93,310.4093,-0.03502
94,310.5577,-0.03429
95,310.713,-0.03307
96,310.8682,-0.03182
97,311.0145,-0.03033
98,311.1816,-0.02904
99,311.3146,-0.02769
100,311.4905,-0.02647
101,311.6501,-0.02527
102,311.7989,-0.02355
103,311.9429,-0.0223
104,312.0873,-0.0213
105,312.2576,-0.0199
106,312.3876,-0.01899
107,312.5421,-0.01825
108,312.7038,-0.01718
109,312.8586,-0.01638
110,313.0194,-0.01714
111,313.1836,-0.0169
112,313.3438,-0.01621
113,313.4826,-0.01579
114,313.6289,-0.01589
115,313.797,-0.01563
116,313.9381,-0.01478
117,314.0906,-0.01394
118,314.253,-0.01334
119,314.4126,-0.01285
120,314.5601,-0.01217
121,314.7228,-0.01175
122,314.8706,-0.0118
123,315.0233,-0.01197
124,315.1776,-0.01206
125,315.33,-0.01133
126,315.4895,-0.01075
127,315.6357,-0.01053
128,315.7985,-0.01058
129,315.9602,-0.01012
130,316.1144,-0.01119
131,316.2644,-0.01117
132,316.4219,-0.01101
133,316.5691,-0.01091
134,316.7249,-0.00945
135,316.875,-0.00853
136,317.0321,-0.00744
137,317.2008,-0.00689
138,317.3554,-0.00724
139,317.5173,-0.00748
140,317.6605,-0.00747
141,317.8102,-0.00636
142,317.973,-0.00579
143,318.1363,-0.00528
144,318.2897,-0.00494
145,318.4402,-0.00492
146,318.5979,-0.00505
147,318.751,-0.00511
148,318.9118,-0.0048
149,319.0692,-0.00441
150,319.2268,-0.00508
151,319.3928,-0.00512
152,319.5347,-0.00474
153,319.6993,-0.00472
154,319.8476,-0.00453
155,320.0056,-0.00462
156,320.1621,-0.00459
157,320.3124,-0.00437
158,320.4821,-0.00401
159,320.6377,-0.00361
160,320.7974,-0.00348
161,320.9401,-0.00347
162,321.0991,-0.00312
163,321.2754,-0.00244
164,321.4154,-0.00175
165,321.5738,-0.00126
166,321.7298,-0.00041
167,321.8933,0.00071
168,322.0421,0.0015
169,322.216,0.00207
170,322.3663,0.00186
171,322.5202,0.00203
172,322.6814,0.00217
173,322.8382,0.00228
174,322.9993,0.00212
175,323.1637,0.00166
176,323.3219,0.00177
177,323.4774,0.00206
178,323.6395,0.00185
179,323.7885,0.0013
180,323.9411,0.00113
181,324.103,0.00054
182,324.2487,-0.00044
183,324.4218,0.00031
184,324.5812,0.00055
185,324.7393,0.00031
186,324.8839,0.00016
187,325.0439,-0.00133
188,325.1979,-0.00227
189,325.3574,-0.00284
190,325.5238,-0.00314
191,325.6776,-0.00405
192,325.8356,-0.00433
193,325.9906,-0.00426
194,326.1539,-0.00375
195,326.3165,-0.00393
196,326.4755,-0.00398
197,326.6294,-0.00385
198,326.7933,-0.00319
199,326.9467,-0.00173
200,327.1077,-0.00087
201,327.2677,0
202,327.4253,0.00065
203,327.5898,0.00099
204,327.732,0.00131
205,327.9008,0.00191
206,328.0614,0.00224
207,328.2132,0.00264
208,328.3757,0.00289
209,328.5385,0.00315
210,328.6843,0.00408
211,328.8483,0.00438
212,329.0203,0.00469
213,329.1827,0.00485
214,329.3386,0.00495
215,329.4989,0.0053
216,329.6494,0.0057
217,329.8128,0.00644
218,329.9733,0.00714
219,330.1259,0.00761
220,330.28,0.00818
221,330.4409,0.0088
222,330.5997,0.00816
223,330.7539,0.00818
224,330.9214,0.00842
225,331.0868,0.00902
226,331.2448,0.00968
227,331.3935,0.01036
228,331.5559,0.01084
229,331.7135,0.01126
230,331.8718,0.01133
231,332.0421,0.01116
232,332.1904,0.01152
233,332.3558,0.01201
234,332.5199,0.01221
235,332.6772,0.01255
236,332.8341,0.01223
237,332.9991,0.01142
238,333.1527,0.01065
239,333.3164,0.00947
240,333.4718,0.00945
241,333.635,0.00963
242,333.7884,0.01059
243,333.9553,0.01102
244,334.1242,0.01049
245,334.2822,0.01021
246,334.4452,0.01007
247,334.6019,0.01122
248,334.7641,0.01271
249,334.9172,0.01352
250,335.0904,0.01408
251,335.234,0.01498
252,335.3996,0.0151
253,335.5625,0.01501
254,335.7192,0.01496
255,335.8798,0.0143
256,336.0451,0.01413
257,336.2062,0.01429
258,336.3629,0.01479
259,336.5239,0.01425
260,336.6754,0.01378
261,336.8378,0.0135
262,336.9945,0.01302
263,337.1671,0.0138
264,337.3287,0.01462
265,337.4943,0.01526
266,337.6459,0.01551
267,337.798,0.01593
268,337.9676,0.01663
269,338.1251,0.01681
270,338.2917,0.01678
271,338.4548,0.017
272,338.612,0.01753
273,338.7691,0.01786
274,338.935,0.01818
275,339.0868,0.01869
276,339.2655,0.01884
277,339.4257,0.0196
278,339.5802,0.02033
279,339.7427,0.0205
280,339.9045,0.02105
281,340.0658,0.02116
282,340.2348,0.02142
283,340.393,0.02205
284,340.5515,0.02293
285,340.7218,0.02377
286,340.8692,0.02443
287,341.0356,0.02477
288,341.2021,0.02463
289,341.3545,0.0246
290,341.5236,0.02447
291,341.6831,0.02468
292,341.8505,0.02588
293,342.0124,0.027
294,342.1758,0.02806
295,342.3339,0.0287
296,342.4828,0.02922
297,342.6513,0.02946
298,342.8056,0.0296
299,342.9747,0.03011
300,343.1384,0.03036
301,343.2921,0.03054
302,343.459,0.03069
303,343.6218,0.02994
304,343.7773,0.02975
305,343.9348,0.02999
306,344.1093,0.03026
307,344.2631,0.03045
308,344.4263,0.02989
309,344.5964,0.02985
310,344.7602,0.02996
311,344.9102,0.03105
312,345.0738,0.03189
313,345.24,0.03237
314,345.3995,0.03274
315,345.5557,0.03357
316,345.7255,0.03381
317,345.8965,0.03434
318,346.0567,0.03446
319,346.2108,0.03438
320,346.3762,0.03484
321,346.5409,0.03508
322,346.6929,0.0349
323,346.8653,0.03466
324,347.0117,0.03455
325,347.1865,0.0345
326,347.3453,0.03447
327,347.5059,0.03464
328,347.6819,0.03464
329,347.8391,0.03461
330,348.0068,0.03474
331,348.1744,0.03504
332,348.335,0.03507
333,348.4952,0.03556
334,348.6662,0.03572
335,348.8265,0.0356
336,348.9741,0.03592
337,349.1444,0.03586
338,349.3091,0.03576
339,349.4611,0.03543
340,349.6319,0.03516
341,349.7799,0.03495
342,349.9543,0.03473
343,350.1086,0.03448
344,350.2794,0.03404
345,350.4402,0.0334
346,350.6049,0.03295
347,350.776,0.03275
348,350.9391,0.03272
349,351.0921,0.03224
350,351.2548,0.0318
351,351.4197,0.0315
352,351.5899,0.03208
353,351.7457,0.033
354,351.9171,0.0331
355,352.0758,0.03318
356,352.2374,0.03359
357,352.409,0.03344
358,352.5679,0.03333
359,352.7301,0.03298
360,352.8951,0.03338
361,353.0632,0.03358
362,353.2124,0.03391
363,353.389,0.03402
364,353.5482,0.03347
365,353.7016,0.03318
366,353.8673,0.03329
367,354.0398,0.0333
368,354.2097,0.03302
369,354.3723,0.03287
370,354.5342,0.03309
371,354.6923,0.03345
372,354.8577,0.03392
373,355.0333,0.03386
374,355.1895,0.03375
375,355.3437,0.03372
376,355.5116,0.03386
377,355.6787,0.03427
378,355.8313,0.03412
379,355.9956,0.03401
380,356.1622,0.03328
381,356.3233,0.03325
382,356.4807,0.03331
383,356.6541,0.03329
384,356.8214,0.03274
385,356.9782,0.03284
386,357.1441,0.03279
387,357.3236,0.03245
388,357.4854,0.03206
389,357.6471,0.03195
390,357.803,0.0319
391,357.9696,0.03197
392,358.1372,0.03241
393,358.2967,0.03255
394,358.4599,0.03231
395,358.6267,0.03177
396,358.7894,0.03109
397,358.9703,0.03076
398,359.1254,0.0312
399,359.2825,0.03141
400,359.4407,0.0313
401,359.6075,0.03101
402,359.7727,0.03098
403,359.9395,0.03053
404,360.103,0.02988
405,360.2714,0.02891
406,360.439,0.02867
407,360.6115,0.02849
408,360.7739,0.02827
409,360.9273,0.02778
410,361.1044,0.02714
411,361.2571,0.02707
412,361.4219,0.02729
413,361.5865,0.02669
414,361.7537,0.02705
415,361.9179,0.02722
416,362.0727,0.02725
417,362.2472,0.0276
418,362.4114,0.02815
419,362.5809,0.02824
420,362.7423,0.0283
421,362.9059,0.02922
422,363.0765,0.02991
423,363.2343,0.03031
424,363.3977,0.03051
425,363.5703,0.03015
426,363.7253,0.03027
427,363.8978,0.03001
428,364.0671,0.02944
429,364.2305,0.02953
430,364.3959,0.0297
431,364.5541,0.02969
432,364.7194,0.02962
433,364.8818,0.02895
434,365.0503,0.02804
435,365.2177,0.02746
436,365.3843,0.02685
437,365.5486,0.02545
438,365.7116,0.02569
439,365.8887,0.02541
440,366.0486,0.02479
441,366.2151,0.025
442,366.3861,0.02441
443,366.544,0.02455
444,366.7079,0.02457
445,366.8788,0.02425
446,367.0397,0.02456
447,367.2107,0.02469
448,367.3764,0.02488
449,367.5408,0.0257
450,367.7069,0.0264
451,367.8648,0.02685
452,368.0219,0.02733
453,368.2052,0.0281
454,368.355,0.02898
455,368.532,0.02972
456,368.7101,0.02993
457,368.8553,0.03016
458,369.011,0.03097
459,369.1961,0.03132
460,369.3593,0.0317
461,369.5215,0.0321
462,369.6865,0.03193
463,369.8481,0.03157
464,370.015,0.03141
465,370.1871,0.03093
466,370.3585,0.03093
467,370.5222,0.03126
468,370.684,0.03117
469,370.8445,0.03123
470,371.0219,0.03176
471,371.1894,0.03213
472,371.3655,0.03224
473,371.5213,0.03182
474,371.698,0.03222
475,371.8504,0.03253
476,372.0184,0.03306
477,372.1947,0.0329
478,372.3507,0.03325
479,372.5087,0.03331
480,372.6759,0.03318
481,372.8361,0.03303
482,373.0009,0.03251
483,373.163,0.03245
484,373.341,0.03268
485,373.497,0.03275
486,373.673,0.03241
487,373.842,0.03208
488,374.015,0.0319
489,374.173,0.03193
490,374.341,0.03155
491,374.511,0.03041
492,374.689,0.03019
493,374.839,0.03019
494,375.006,0.0301
495,375.179,0.03075
496,375.33,0.03067
497,375.514,0.03021
498,375.665,0.03083
499,375.837,0.03142
500,376.013,0.03147
501,376.174,0.03153
502,376.342,0.03185
503,376.513,0.03273
504,376.666,0.03326
505,376.827,0.03375
506,376.998,0.03394
507,377.165,0.03457
508,377.337,0.03452
509,377.496,0.03471
510,377.663,0.0354
511,377.834,0.03597
512,378.011,0.03593
513,378.179,0.03586
514,378.33,0.03613
515,378.5,0.0362
516,378.667,0.03649
517,378.838,0.03668
518,378.997,0.03722
519,379.165,0.0377
520,379.324,0.03789
521,379.501,0.03819
522,379.657,0.03818
523,379.822,0.03888
524,379.999,0.03932
525,380.163,0.03975
526,380.342,0.03987
527,380.504,0.04076
528,380.676,0.0413
529,380.838,0.04176
530,380.995,0.04216
531,381.167,0.04254
532,381.33,0.04288
533,381.504,0.04331
534,381.67,0.04424
535,381.849,0.04367
536,382.009,0.04356
537,382.171,0.04349
538,382.351,0.04372
539,382.513,0.04419
540,382.681,0.0448
541,382.842,0.04537
542,383.015,0.04509
543,383.18,0.04532
544,383.351,0.0454
545,383.517,0.04571
546,383.674,0.04615
547,383.852,0.04637
548,384.025,0.04658
549,384.185,0.04692
550,384.356,0.04766
551,384.523,0.04771
552,384.685,0.04818
553,384.85,0.04863
554,385.009,0.04938
555,385.184,0.05017
556,385.351,0.0506
557,385.526,0.05094
558,385.692,0.05124
559,385.863,0.05214
560,386.023,0.0528
561,386.19,0.05309
562,386.355,0.05357
563,386.526,0.05288
564,386.696,0.05288
565,386.865,0.05321
566,387.028,0.05401
567,387.189,0.05504
568,387.364,0.05575
569,387.521,0.05636
570,387.685,0.05688
571,387.856,0.05772
572,388.028,0.05894
573,388.192,0.06006
574,388.369,0.06105
575,388.541,0.06282
576,388.697,0.06433
577,388.85,0.0654
578,389.032,0.06617
579,389.186,0.06665
580,389.355,0.06655
581,389.528,0.06658
582,389.695,0.06693
583,389.866,0.06681
584,390.038,0.06667
585,390.216,0.06691
586,390.379,0.06726
587,390.55,0.06652
588,390.709,0.06712
589,390.882,0.06756
590,391.05,0.06787
591,391.222,0.06779
592,391.382,0.0688
593,391.539,0.06936
594,391.702,0.06984
595,391.889,0.07121
596,392.056,0.07162
597,392.232,0.07259
598,392.397,0.07369
599,392.559,0.07437
600,392.731,0.07509
601,392.891,0.07605
602,393.058,0.0775
603,393.23,0.07825
604,393.408,0.07928
605,393.565,0.08018
606,393.733,0.08124
607,393.899,0.08136
608,394.071,0.08217
609,394.233,0.083
610,394.412,0.08389
611,394.582,0.08454
612,394.747,0.0843
613,394.919,0.08502
614,395.083,0.08586
615,395.249,0.08604
616,395.421,0.08675
617,395.59,0.08726
618,395.759,0.08753
619,395.928,0.08769
620,396.093,0.08765
621,396.265,0.08796
622,396.417,0.08847
623,396.587,0.08893
624,396.769,0.0893
625,396.934,0.08945
626,397.093,0.08988
627,397.266,0.09028
628,397.44,0.08984
629,397.601,0.09064
630,397.771,0.09149
631,397.937,0.0922
632,398.113,0.09337
633,398.288,0.09378
634,398.449,0.09424
635,398.62,0.09459
636,398.788,0.0945
637,398.963,0.09591
638,399.129,0.09686
639,399.3,0.09751
640,399.467,0.09832
641,399.633,0.09861
642,399.803,0.09905
643,399.973,0.09957
644,400.146,0.10033
645,400.318,0.1014
646,400.462,0.10197
647,400.644,0.1027
648,400.816,0.10353
649,400.975,0.10426
650,401.15,0.10462
651,401.32,0.10505
652,401.481,0.10537
653,401.65,0.1054
654,401.829,0.1056
655,401.996,0.1059
656,402.16,0.10722
657,402.323,0.10736
658,402.496,0.10799
659,402.658,0.10895
660,402.834,0.10912
661,403.005,0.10955
662,403.175,0.10981
663,403.341,0.10989
664,403.512,0.10996
665,403.68,0.11018
666,403.853,0.11024
667,404.019,0.11066
668,404.179,0.1109
