Time,Mass
[s],[g]
0,74.4
1,74.237579
2,74.34111
3,74.461268
4,74.260654
5,74.053464
6,74.344103
7,74.201761
8,74.36808
9,73.979459
10,74.238184
11,74.317995
12,73.884284
13,74.034639
14,74.186947
15,74.028295
16,73.410458
17,73.362772
18,73.574293
19,74.405394
20,74.665229
21,74.047349
22,73.911611
23,74.372837
24,74.25542
25,74.277951
26,73.729118
27,73.525526
28,73.651108
29,73.135786
30,73.053135
31,72.611162
32,72.665746
33,73.279737
34,73.000722
35,72.807139
36,72.733671
37,72.722221
38,72.794573
39,72.124732
40,71.133824
41,70.907517
42,71.50218
43,71.775202
44,71.911022
45,71.082706
46,70.338622
47,70.637953
48,70.186425
49,69.939301
50,70.33017
51,70.123349
52,70.052916
53,69.734258
54,69.523142
55,69.370412
56,69.098462
57,68.70659
58,68.844402
59,68.360457
60,68.567707
61,68.57684
62,68.194054
63,67.81283
64,67.699311
65,67.399273
66,67.73632
67,67.535415
68,67.406767
69,67.172724
70,67.108866
71,66.238086
72,66.342083
73,65.846669
74,65.320332
75,65.343311
76,64.77579
77,65.04915
78,64.923756
79,64.591475
80,64.447452
81,64.546269
82,63.990377
83,64.156962
84,64.229362
85,63.928787
86,63.741127
87,62.993577
88,62.642766
89,62.389472
90,62.622738
91,62.484669
92,62.213084
93,62.037215
94,61.609372
95,61.620363
96,61.564014
97,61.505521
98,61.030312
99,61.007497
100,60.805707
101,60.397118
102,60.362475
103,59.896891
104,59.690595
105,59.584747
106,59.368217
107,58.717485
108,58.888823
109,58.735924
110,58.547426
111,57.989736
112,57.607774
113,57.718701
114,57.997512
115,57.83272
116,57.628909
117,57.389026
118,56.655142
119,56.662206
120,56.634762
121,56.644598
122,56.412485
123,55.894284
124,55.874815
125,55.467741
126,55.155615
127,55.001383
128,54.429256
129,54.793826
130,54.50755
131,54.370575
132,53.492057
133,53.252266
134,53.15144
135,53.559131
136,53.545485
137,53.406347
138,53.100222
139,52.147386
140,51.547135
141,51.769753
142,52.107171
143,52.084952
144,51.357161
145,50.817927
146,50.441373
147,50.704957
148,50.654197
149,50.360612
150,50.146818
151,49.752094
152,49.54859
153,49.359553
154,49.102348
155,48.876325
156,48.517887
157,48.212569
158,47.92546
159,48.15928
160,47.457107
161,47.464058
162,47.442485
163,47.194169
164,46.658891
165,46.284465
166,46.450023
167,46.018712
168,45.654417
169,45.876543
170,45.939182
171,45.449303
172,45.067516
173,45.317744
174,44.739601
175,44.1705
176,44.583074
177,44.148769
178,43.817688
179,43.558479
180,43.299755
181,43.132213
182,42.85532
183,42.794276
184,42.569051
185,42.169975
186,41.67889
187,41.26175
188,40.7769
189,40.748804
190,40.627176
191,40.817089
192,40.365968
193,39.931168
194,39.831702
195,39.509893
196,39.423483
197,39.151436
198,38.563995
199,38.342394
200,38.243036
201,37.841743
202,37.639735
203,37.613175
204,37.297249
205,37.11361
206,36.698873
207,36.453982
208,35.95349
209,35.603218
210,35.363265
211,34.908318
212,35.407517
213,35.182267
214,34.919671
215,34.470194
216,34.036556
217,33.858055
218,33.478391
219,33.09554
220,33.032199
221,32.53405
222,32.110257
223,32.020917
224,32.040852
225,31.347471
226,30.715782
227,30.428683
228,30.251996
229,30.074214
230,30.198033
231,29.884143
232,29.23553
233,29.132673
234,28.850905
235,28.578719
236,28.514556
237,27.887031
238,27.658349
239,27.605257
240,27.032786
241,27.305874
242,26.660778
243,26.659463
244,25.920198
245,25.582417
246,25.128302
247,24.889375
248,24.79232
249,24.975626
250,24.764863
251,24.24371
252,23.68747
253,22.974853
254,23.062229
255,22.879333
256,22.242924
257,22.191189
258,21.977273
259,21.484681
260,21.612519
261,21.273931
262,20.707578
263,20.312336
264,19.998341
265,19.753122
266,18.945689
267,18.561733
268,18.522831
269,18.295256
270,18.245
271,17.403464
272,17.207309
273,17.06221
274,16.911817
275,16.431425
276,16.429291
277,16.287346
278,15.955412
279,15.745607
280,15.423195
281,15.312206
282,15.324538
283,15.076785
284,14.569297
285,14.239217
286,14.196322
287,14.251606
288,13.896109
289,14.205294
290,14.353615
291,13.71755
292,13.325928
293,13.345448
294,12.826284
295,12.727041
296,12.854921
297,13.187359
298,12.780405
299,12.764578
300,12.816
301,12.250324
302,12.084754
303,12.09697
304,11.995077
305,11.852636
306,11.75173
307,11.625312
308,11.497124
309,11.427473
310,11.316349
311,11.185208
312,11.089873
313,11.006278
314,10.881329
315,10.759094
316,10.691345
317,10.575192
318,10.456359
319,10.348118
320,10.262613
321,10.17242
322,10.08877
323,10.046928
324,9.910589
325,9.804341
326,9.728073
327,9.635603
328,9.567248
329,9.447409
330,9.347206
331,9.272342
332,9.216098
333,9.125182
334,9.045246
335,8.973821
336,8.875936
337,8.78478
338,8.739117
339,8.658154
340,8.583373
341,8.4997
342,8.434958
343,8.336925
344,8.279866
345,8.233422
346,8.13506
347,8.048523
348,8.002923
349,7.942949
350,7.874879
351,7.803152
352,7.74685
353,7.659161
354,7.602897
355,7.537033
356,7.493482
357,7.449485
358,7.374556
359,7.307339
360,7.244007
361,7.199385
362,7.135383
363,7.09575
364,7.044236
365,6.975247
366,6.920494
367,6.89251
368,6.811647
369,6.757215
370,6.709363
371,6.684371
372,6.624235
373,6.572461
374,6.534892
375,6.478979
376,6.405853
377,6.367868
378,6.332984
379,6.289015
380,6.224405
381,6.188356
382,6.120505
383,6.075435
384,6.035619
385,5.989908
386,5.935449
387,5.871754
388,5.825743
389,5.801666
390,5.745254
391,5.706006
392,5.648685
393,5.595538
394,5.535481
395,5.504401
396,5.485871
397,5.429517
398,5.364619
399,5.309491
400,5.266727
401,5.222017
402,5.192973
403,5.148858
404,5.068718
405,5.012204
406,4.982222
407,4.944578
408,4.894909
409,4.846857
410,4.786907
411,4.739308
412,4.692365
413,4.671077
414,4.616481
415,4.561004
416,4.504353
417,4.457892
418,4.432461
419,4.379414
420,4.337146
421,4.271284
422,4.235242
423,4.185372
424,4.134337
425,4.102564
426,4.037959
427,3.98548
428,3.925124
429,3.893918
430,3.849322
431,3.787944
432,3.767274
433,3.703379
434,3.658627
435,3.639692
436,3.56897
437,3.502281
438,3.458982
439,3.419858
440,3.366889
441,3.31939
442,3.295505
443,3.223857
444,3.165036
445,3.122647
446,3.076286
447,3.047188
448,3.006907
449,2.948939
450,2.896405
451,2.859207
452,2.824692
453,2.774822
454,2.722483
455,2.674721
456,2.62688
457,2.59674
458,2.538429
459,2.505165
460,2.448925
461,2.41656
462,2.378587
463,2.343335
464,2.303762
465,2.243538
466,2.204842
467,2.165401
468,2.133316
469,2.10151
470,2.045442
471,1.998507
472,1.969314
473,1.923204
474,1.900702
475,1.839305
476,1.800952
477,1.754887
478,1.719188
479,1.697782
480,1.656512
481,1.605002
482,1.570625
483,1.532327
484,1.518451
485,1.475778
486,1.437029
487,1.399702
488,1.362387
489,1.338876
490,1.305241
491,1.285756
492,1.245575
493,1.184699
494,1.178173
495,1.161447
496,1.145009
497,1.108117
498,1.080848
499,1.045786
500,1.013347
501,1.001776
502,0.997569
503,0.959389
504,0.935189
505,0.915267
506,0.915302
507,0.895069
508,0.867471
509,0.857081
510,0.83192
511,0.817653
512,0.809362
513,0.793279
514,0.78167
515,0.729708
516,0.687224
517,0.701685
518,0.725303
519,0.719036
520,0.682433
521,0.674
522,0.658429
523,0.644195
524,0.64529
525,0.631886
526,0.613378
527,0.571765
528,0.580166
529,0.588019
530,0.566876
531,0.550581
532,0.527559
533,0.533645
534,0.537641
535,0.531318
536,0.510992
537,0.484247
538,0.48663
539,0.467884
540,0.486283
541,0.480514
542,0.43824
543,0.43987
544,0.43215
545,0.446471
546,0.42811
547,0.429029
548,0.41657
549,0.385733
550,0.385708
551,0.396027
552,0.384051
553,0.377116
554,0.366496
555,0.36437
556,0.351681
557,0.35729
558,0.363138
559,0.327495
560,0.32
561,0.329131
562,0.336003
563,0.324917
564,0.300189
565,0.290072
566,0.28569
567,0.290875
568,0.304887
569,0.289926
570,0.274473
571,0.25746
572,0.261343
573,0.276951
574,0.240553
575,0.231189
576,0.226063
577,0.234095
578,0.237657
579,0.222466
580,0.229606
581,0.200424
582,0.196467
583,0.209312
