Time,Temperature,Mass fraction
315,352.335,5.133
318,352.842,5.133
321,353.347,5.1343
324,353.85,5.1343
327,354.353,5.1347
330,354.853,5.1357
333,355.356,5.1343
336,355.856,5.1343
339,356.356,5.1357
342,356.858,5.1343
345,357.356,5.1343
348,357.851,5.1357
351,358.352,5.1357
354,358.851,5.1357
357,359.348,5.1367
360,359.846,5.136
363,360.343,5.1358
366,360.839,5.1371
369,361.34,5.1371
372,361.834,5.1378
375,362.334,5.1378
378,362.831,5.1385
381,363.33,5.1398
384,363.827,5.1401
387,364.323,5.1398
390,364.817,5.1398
393,365.317,5.1411
396,365.812,5.1411
399,366.308,5.1411
402,366.802,5.1401
405,367.301,5.1411
408,367.795,5.1408
411,368.29,5.1408
414,368.786,5.1411
417,369.283,5.1411
420,369.778,5.1425
423,370.272,5.1425
426,370.768,5.1401
429,371.262,5.1401
432,371.756,5.1416
435,372.249,5.1429
438,372.747,5.1436
441,373.24,5.1416
444,373.737,5.1411
447,374.229,5.1411
450,374.723,5.1425
453,375.219,5.1431
456,375.712,5.1438
459,376.206,5.1438
462,376.703,5.1452
465,377.197,5.1452
468,377.693,5.1452
471,378.186,5.1438
474,378.681,5.1452
477,379.177,5.1448
480,379.67,5.1452
483,380.165,5.1452
486,380.661,5.1455
489,381.158,5.1455
492,381.65,5.1465
495,382.146,5.1462
498,382.644,5.1452
501,383.14,5.1465
504,383.635,5.1452
507,384.134,5.1465
510,384.632,5.1523
513,385.13,5.1492
516,385.626,5.1608
519,386.12,5.1476
522,386.618,5.1577
525,387.119,5.1608
528,387.615,5.1592
531,388.116,5.1545
534,388.615,5.1542
537,389.113,5.1556
540,389.612,5.1552
543,390.114,5.155
546,390.613,5.1519
549,391.114,5.1509
552,391.613,5.1509
555,392.114,5.152
558,392.617,5.1509
561,393.118,5.1505
564,393.618,5.1515
567,394.124,5.1519
570,394.625,5.1522
573,395.126,5.1519
576,395.631,5.1519
579,396.131,5.1519
582,396.635,5.1519
585,397.139,5.1519
588,397.639,5.1532
591,398.144,5.1529
594,398.646,5.1532
597,399.149,5.1519
600,399.656,5.1532
603,400.16,5.1532
606,400.665,5.1532
609,401.169,5.1532
612,401.674,5.1542
615,402.178,5.1542
618,402.684,5.1532
621,403.18799,5.1542
624,403.69201,5.1532
627,404.197,5.1529
630,404.70499,5.1542
633,405.208,5.1542
636,405.715,5.1529
639,406.22201,5.1539
642,406.726,5.1539
645,407.234,5.1529
648,407.738,5.1529
651,408.24399,5.1595
654,408.751,5.1414
657,409.256,5.1197
660,409.764,5.1634
663,410.268,5.1524
666,410.77199,5.1499
669,411.28,5.1499
672,411.784,5.1499
675,412.29,5.1499
678,412.79799,5.1499
681,413.30199,5.1499
684,413.809,5.1499
687,414.314,5.1499
690,414.81901,5.1499
693,415.325,5.1512
696,415.829,5.1499
699,416.333,5.1485
702,416.84,5.1499
705,417.342,5.1483
708,417.848,5.1496
711,418.35399,5.1496
714,418.859,5.1483
717,419.363,5.1486
720,419.87,5.1496
723,420.37301,5.1496
726,420.87701,5.1496
729,421.379,5.1483
732,421.883,5.1483
735,422.385,5.1483
738,422.88801,5.1483
741,423.393,5.1496
744,423.893,5.1483
747,424.39899,5.1483
750,424.89899,5.1473
753,425.40301,5.1469
756,425.906,5.1469
759,426.405,5.1456
762,426.911,5.1456
765,427.411,5.1456
768,427.91199,5.1446
771,428.413,5.1433
774,428.915,5.1446
777,429.41601,5.1449
780,429.91601,5.1459
783,430.417,5.1442
786,430.919,5.1428
789,431.42,5.1442
792,431.92299,5.1442
795,432.42299,5.1435
798,432.92299,5.1428
801,433.421,5.1428
804,433.92,5.1428
807,434.419,5.1418
810,434.91801,5.1401
813,435.41801,5.1401
816,435.92,5.1415
819,436.419,5.1415
822,436.91601,5.1401
825,437.417,5.1388
828,437.91401,5.1375
831,438.415,5.1375
834,438.915,5.1375
837,439.411,5.1375
840,439.90999,5.1368
843,440.40999,5.1361
846,440.906,5.1361
849,441.405,5.1348
852,441.904,5.1334
855,442.39699,5.1334
858,442.89699,5.1334
861,443.396,5.1321
864,443.892,5.1307
867,444.391,5.1294
870,444.89001,5.1281
873,445.387,5.1294
876,445.88599,5.1294
879,446.38199,5.1294
882,446.879,5.1267
885,447.37501,5.1254
888,447.876,5.1254
891,448.37301,5.1238
894,448.86899,5.1215
897,449.368,5.1198
900,449.866,5.1191
903,450.364,5.1171
906,450.86201,5.1164
909,451.361,5.1171
912,451.86001,5.1154
915,452.357,5.1141
918,452.85599,5.1121
921,453.35,5.1104
924,453.85,5.1089
927,454.348,5.1089
930,454.84501,5.1079
933,455.344,5.1063
936,455.842,5.1069
939,456.34,5.0904
942,456.837,5.1042
945,457.33401,5.0998
948,457.831,5.0984
951,458.329,5.0949
954,458.82799,5.0932
957,459.324,5.0915
960,459.824,5.0898
963,460.32101,5.0884
966,460.81499,5.0869
969,461.316,5.0862
972,461.811,5.0849
975,462.31,5.083
978,462.807,5.0808
981,463.30401,5.0804
984,463.805,5.0804
987,464.303,5.0777
990,464.801,5.0763
993,465.301,5.0744
996,465.797,5.0729
999,466.29101,5.0719
1002,466.79301,5.0692
1005,467.29301,5.0679
1008,467.78901,5.0666
1011,468.28499,5.0652
1014,468.78699,5.0639
1017,469.284,5.0625
1020,469.786,5.0619
1023,470.283,5.0609
1026,470.782,5.0595
1029,471.281,5.0582
1032,471.779,5.0554
1035,472.27801,5.0538
1038,472.777,5.0525
1041,473.275,5.0525
1044,473.77601,5.0511
1047,474.277,5.0484
1050,474.77601,5.0471
1053,475.275,5.0471
1056,475.775,5.0458
1059,476.268,5.0431
1062,476.771,5.0427
1065,477.268,5.0417
1068,477.769,5.0404
1071,478.268,5.0386
1074,478.767,5.0368
1077,479.26501,5.0361
1080,479.766,5.0348
1083,480.266,5.0335
1086,480.76301,5.0321
1089,481.262,5.0308
1092,481.76,5.0295
1095,482.26,5.0281
1098,482.75699,5.0274
1101,483.254,5.0258
1104,483.753,5.0241
1107,484.25201,5.0234
1110,484.749,5.0217
1113,485.24599,5.0201
1116,485.74801,5.0187
1119,486.245,5.0187
1122,486.742,5.0174
1125,487.236,5.0147
1128,487.73701,5.0137
1131,488.23701,5.0133
1134,488.736,5.013
1137,489.23299,5.013
1140,489.73099,5.0117
1143,490.23,5.0159
1146,490.72899,5.0163
1149,491.227,5.0147
1152,491.727,5.0137
1155,492.22401,5.0127
1158,492.723,5.0113
1161,493.22201,5.0127
1164,493.72201,5.0137
1167,494.219,5.0127
1170,494.717,5.0127
1173,495.21599,5.0113
1176,495.714,5.0113
1179,496.21599,5.01
1182,496.714,5.01
1185,497.212,5.01
1188,497.713,5.0066
1191,498.21,5.0049
1194,498.708,5.0049
1197,499.20499,5.0049
1200,499.704,5.0049
1203,500.202,5.0049
1206,500.704,5.0049
1209,501.2,5.0049
1212,501.70299,5.0035
1215,502.2,5.0022
1218,502.70099,5.0022
1221,503.199,5.0053
1224,503.697,5.0053
1227,504.197,5.0053
1230,504.699,5.004
1233,505.19601,5.004
1236,505.69601,5.004
1239,506.195,5.004
1242,506.69401,5.004
1245,507.19601,5.004
1248,507.69401,5.0053
1251,508.191,5.0035
1254,508.69401,5.0035
1257,509.195,5.0028
1260,509.693,5.0025
1263,510.19201,5.0038
1266,510.691,5.0038
1269,511.189,5.0038
1272,511.69201,5.0028
1275,512.19401,5.0022
1278,512.695,5.0022
1281,513.19401,5.0022
1284,513.695,5.0022
1287,514.19201,5.0022
1290,514.69201,5.0018
1293,515.19201,5.0008
1296,515.68999,4.9995
1299,516.18999,4.9985
1302,516.68999,4.9998
1305,517.18999,4.9998
1308,517.68999,4.9998
1311,518.193,4.9998
1314,518.69201,4.9998
1317,519.193,4.9998
1320,519.68999,4.9998
1323,520.195,4.9998
1326,520.69401,4.9998
1329,521.19201,4.9998
1332,521.69601,4.9985
1335,522.195,4.9981
1338,522.69401,4.9995
1341,523.19601,4.9981
1344,523.695,4.9981
1347,524.195,4.9981
1350,524.69601,4.9971
1353,525.195,4.9958
1356,525.69401,4.9958
1359,526.195,4.9968
1362,526.69401,4.9958
1365,527.195,4.9945
1368,527.69601,4.9948
1371,528.195,4.9955
1374,528.69401,4.9939
1377,529.19401,4.9939
1380,529.69401,4.9932
1383,530.193,4.9926
1386,530.69501,4.9926
1389,531.19401,4.9926
1392,531.69599,4.9912
1395,532.193,4.9912
1398,532.69199,4.9899
1401,533.19401,4.9889
1404,533.69199,4.9895
1407,534.193,4.9892
1410,534.689,4.9885
1413,535.19099,4.9885
1416,535.693,4.9872
1419,536.193,4.9858
1422,536.69099,4.9845
1425,537.19001,4.9858
1428,537.689,4.9858
1431,538.18699,4.9845
1434,538.68699,4.9832
1437,539.189,4.9832
1440,539.68699,4.9818
1443,540.18699,4.9805
1446,540.68799,4.9798
1449,541.18299,4.9778
1452,541.684,4.9778
1455,542.184,4.9791
1458,542.68101,4.9778
1461,543.17899,4.9778
1464,543.67701,4.9768
1467,544.176,4.9761
1470,544.67499,4.9748
1473,545.17499,4.9734
1476,545.67301,4.9721
1479,546.16999,4.9701
1482,546.66901,4.968
1485,547.16801,4.9666
1488,547.66401,4.9676
1491,548.167,4.9663
1494,548.66801,4.9649
1497,549.16999,4.9636
1500,549.672,4.9623
1503,550.16999,4.9609
1506,550.672,4.9596
1509,551.17301,4.9581
1512,551.67301,4.9568
1515,552.17301,4.9554
1518,552.67301,4.9541
1521,553.17399,4.9528
1524,553.67399,4.9514
1527,554.17499,4.9497
1530,554.67301,4.9486
1533,555.17399,4.9473
1536,555.67499,4.9458
1539,556.17399,4.9445
1542,556.67399,4.9422
1545,557.172,4.94
1548,557.66901,4.939
1551,558.16901,4.9377
1554,558.66599,4.935
1557,559.16801,4.9343
1560,559.66401,4.9325
1563,560.16401,4.9299
1566,560.659,4.9277
1569,561.16099,4.9255
1572,561.66199,4.924
1575,562.16099,4.9219
1578,562.65601,4.9197
1581,563.15699,4.9174
1584,563.65699,4.9151
1587,564.15601,4.9119
1590,564.655,4.9105
1593,565.15,4.9075
1596,565.65101,4.9046
1599,566.15,4.9019
1602,566.65,4.8988
1605,567.15,4.8961
1608,567.64899,4.8954
1611,568.14399,4.8921
1614,568.64301,4.8885
1617,569.14301,4.8867
1620,569.642,4.8823
1623,570.13901,4.881
1626,570.63999,4.8789
1629,571.13999,4.8755
1632,571.63901,4.8734
1635,572.13901,4.8709
1638,572.63599,4.8673
1641,573.13499,4.8641
1644,573.63401,4.8605
1647,574.13401,4.859
1650,574.63099,4.8573
1653,575.13099,4.8538
1656,575.63199,4.8497
1659,576.13001,4.8468
1662,576.63001,4.8443
1665,577.129,4.8406
1668,577.62601,4.837
1671,578.124,4.8337
1674,578.62198,4.8311
1677,579.12198,4.8278
1680,579.61899,4.8258
1683,580.11799,4.8222
1686,580.62,4.818
1689,581.11899,4.8144
1692,581.61701,4.8106
1695,582.11899,4.8066
1698,582.616,4.8035
1701,583.116,4.8006
1704,583.616,4.7969
1707,584.11799,4.7922
1710,584.61399,4.79
1713,585.116,4.7865
1716,585.61701,4.7808
1719,586.11201,4.7771
1722,586.61201,4.7737
1725,587.11201,4.7699
1728,587.60901,4.7649
1731,588.111,4.7605
1734,588.60901,4.7582
1737,589.10901,4.7543
1740,589.60499,4.7488
1743,590.10499,4.7452
1746,590.60499,4.7406
1749,591.10401,4.7349
1752,591.602,4.7306
1755,592.09901,4.7256
1758,592.59901,4.7207
1761,593.09699,4.715
1764,593.59501,4.7099
1767,594.094,4.7049
1770,594.59199,4.6993
1773,595.09199,4.6954
1776,595.58799,4.6885
1779,596.08701,4.6822
1782,596.586,4.6765
1785,597.086,4.6699
1788,597.58701,4.6629
1791,598.08701,4.6573
1794,598.585,4.6502
1797,599.086,4.6437
1800,599.58701,4.636
1803,600.08701,4.6297
1806,600.58799,4.6223
1809,601.08799,4.6147
1812,601.589,4.6066
1815,602.08799,4.5987
1818,602.58799,4.5912
1821,603.085,4.5823
1824,603.58701,4.5745
1827,604.086,4.5646
1830,604.58701,4.5561
1833,605.08701,4.5463
1836,605.58399,4.5368
1839,606.085,4.5259
1842,606.585,4.5148
1845,607.085,4.5031
1848,607.585,4.4918
1851,608.086,4.481
1854,608.586,4.4705
1857,609.085,4.4586
1860,609.58799,4.4456
1863,610.08701,4.4337
1866,610.58799,4.4201
1869,611.08799,4.405
1872,611.59,4.3907
1875,612.089,4.3788
1878,612.59,4.3643
1881,613.089,4.3493
1884,613.58799,4.3329
1887,614.08701,4.3189
1890,614.58799,4.3019
1893,615.08701,4.284
1896,615.58399,4.2671
1899,616.086,4.2504
1902,616.58399,4.2333
1905,617.08399,4.216
1908,617.58301,4.1972
1911,618.08301,4.1768
1914,618.58301,4.1556
1917,619.07999,4.1368
1920,619.58301,4.1153
1923,620.07899,4.093
1926,620.57899,4.0702
1929,621.07899,4.0471
1932,621.581,4.023
1935,622.08301,3.9982
1938,622.589,3.975
1941,623.09,3.9504
1944,623.59199,3.9246
1947,624.09299,3.8974
1950,624.59299,3.8697
1953,625.09501,3.8434
1956,625.594,3.8155
1959,626.09601,3.7863
1962,626.59501,3.7564
1965,627.09699,3.7267
1968,627.594,3.6963
1971,628.09501,3.6649
1974,628.594,3.6319
1977,629.09101,3.6004
1980,629.59199,3.5691
1983,630.09,3.536
1986,630.59,3.4993
1989,631.085,3.4647
1992,631.58301,3.4291
1995,632.08201,3.3926
1998,632.57899,3.3547
2001,633.07499,3.3173
2004,633.572,3.2818
2007,634.068,3.2428
2010,634.56501,3.2015
2013,635.06101,3.1651
2016,635.55701,3.1251
2019,636.051,3.0839
2022,636.54401,3.042
2025,637.03901,3.0038
2028,637.533,2.9645
2031,638.02701,2.9233
2034,638.525,2.8816
2037,639.01401,2.8419
2040,639.50999,2.8019
2043,640.00699,2.7605
2046,640.50101,2.7189
2049,640.99399,2.6812
2052,641.48701,2.6406
2055,641.982,2.5992
2058,642.477,2.5585
2061,642.97101,2.5221
2064,643.46799,2.4844
2067,643.97501,2.4461
2070,644.48701,2.4018
2073,644.99201,2.3592
2076,645.495,2.3203
2079,645.99601,2.2773
2082,646.495,2.2329
2085,646.99399,2.1889
2088,647.49399,2.1464
2091,647.99299,2.1041
2094,648.49399,2.059
2097,648.99201,2.0191
2100,649.48899,1.9773
2103,649.98899,1.9325
2106,650.48701,1.8885
2109,650.98499,1.8477
2112,651.48099,1.8066
2115,651.97901,1.765
2118,652.48099,1.7222
2121,652.977,1.6835
2124,653.47599,1.6439
2127,653.97501,1.6036
2130,654.47401,1.562
2133,654.97599,1.5245
2136,655.473,1.4846
2139,655.97501,1.4463
2142,656.47199,1.4069
2145,656.969,1.3714
2148,657.47199,1.3367
2151,657.97001,1.3015
2154,658.47101,1.2642
2157,658.97199,1.2308
2160,659.473,1.1982
2163,659.97101,1.1641
2166,660.47001,1.1305
2169,660.96799,1.0995
2172,661.46799,1.0687
2175,661.96601,1.0379
2178,662.465,1.0076
2181,662.96299,0.98
2184,663.46,0.952
2187,663.96,0.9259
2190,664.45801,0.8974
2193,664.95899,0.8736
2196,665.45801,0.849
2199,665.961,0.825
2202,666.45801,0.8006
2205,666.96,0.781
2208,667.461,0.7595
2211,667.95899,0.738
2214,668.46299,0.717
2217,668.961,0.6985
2220,669.461,0.6798
2223,669.96699,0.6612
2226,670.47199,0.6445
2229,670.97401,0.6267
2232,671.47901,0.6091
2235,671.98499,0.5933
2238,672.486,0.5763
2241,672.99299,0.561
2244,673.49601,0.5481
2247,673.999,0.5329
2250,674.50199,0.5183
2253,675.00501,0.5064
2256,675.50501,0.4936
2259,676.01099,0.48
2262,676.51099,0.4681
2265,677.012,0.4577
2268,677.51499,0.4473
2271,678.017,0.4371
2274,678.51801,0.4274
2277,679.01899,0.4187
2280,679.52,0.4083
2283,680.02,0.3998
2286,680.52201,0.3911
2289,681.01801,0.3844
2292,681.51899,0.3768
2295,682.01801,0.3704
2298,682.51801,0.363
2301,683.01801,0.3575
2304,683.517,0.3497
2307,684.01499,0.3442
2310,684.51301,0.3391
2313,685.01099,0.3348
2316,685.50699,0.331
2319,686.00599,0.3258
2322,686.50599,0.3207
2325,687.004,0.3173
2328,687.50001,0.3137
2331,687.99698,0.3083
2334,688.495,0.3058
2337,688.99399,0.3033
2340,689.49399,0.2994
2343,689.99201,0.2976
2346,690.48899,0.2945
2349,690.98701,0.2915
2352,691.48499,0.2879
2355,691.98401,0.2845
2358,692.47999,0.283
2361,692.97999,0.2785
2364,693.47901,0.2765
2367,693.977,0.2767
2370,694.47401,0.275
2373,694.97199,0.272
2376,695.473,0.2683
2379,695.973,0.2649
2382,696.46799,0.2623
2385,696.97001,0.2633
2388,697.46799,0.2619
2391,697.965,0.2619
2394,698.46299,0.2619
2397,698.95801,0.2606
2400,699.45701,0.2591
2403,699.956,0.2591
2406,700.45399,0.2578
2409,700.95301,0.2565
2412,701.45099,0.2551
2415,701.947,0.2521
2418,702.44599,0.2508
2421,702.94599,0.2508
2424,703.44599,0.2508
2427,703.94501,0.2508
2430,704.44099,0.2494
2433,704.94001,0.2467
2436,705.43699,0.2481
2439,705.935,0.2467
2442,706.43601,0.2466
2445,706.93299,0.2453
2448,707.43,0.2446
2451,707.92802,0.2439
2454,708.42802,0.2439
2457,708.92499,0.2426
2460,709.422,0.2441
2463,709.921,0.2454
2466,710.422,0.2441
2469,710.91901,0.2441
2472,711.41999,0.2447
2475,711.91901,0.2454
2478,712.41599,0.2454
2481,712.91401,0.2441
2484,713.413,0.2427
2487,713.91001,0.2427
2490,714.409,0.2441
2493,714.908,0.2451
2496,715.405,0.2444
2499,715.905,0.2444
2502,716.40201,0.2444
2505,716.89899,0.2441
2508,717.39701,0.2447
2511,717.89399,0.2451
2514,718.38999,0.2451
2517,718.88901,0.2457
2520,719.38901,0.2457
2523,719.88401,0.2457
2526,720.383,0.2457
2529,720.88199,0.2451
2532,721.38001,0.2451
2535,721.878,0.2464
2538,722.37699,0.2464
2541,722.87501,0.2464
2544,723.37501,0.2464
2547,723.87299,0.2471
2550,724.37299,0.2484
2553,724.87,0.2471
2556,725.37198,0.2471
2559,725.87198,0.2457
2562,726.37101,0.2444
2565,726.86899,0.2457
2568,727.37101,0.2457
2571,727.86701,0.2457
2574,728.37,0.2457
2577,728.86701,0.2471
2580,729.36899,0.2457
2583,729.866,0.2457
2586,730.365,0.2461
2589,730.86301,0.2471
2592,731.36399,0.2471
2595,731.86399,0.2471
2598,732.36201,0.2471
2601,732.86399,0.2481
2604,733.365,0.2471
2607,733.86399,0.2471
2610,734.36201,0.2471
2613,734.86701,0.2481
2616,735.37101,0.2471
2619,735.87501,0.2471
2622,736.38099,0.2474
2625,736.88401,0.2484
2628,737.38999,0.2474
2631,737.895,0.2471
2634,738.39899,0.2484
2637,738.90101,0.2484
2640,739.40299,0.2471
2643,739.90601,0.2471
2646,740.41001,0.2484
2649,740.91401,0.2484
2652,741.41501,0.2498
2655,741.91801,0.2498
2658,742.41999,0.2498
2661,742.91999,0.2484
2664,743.422,0.2498
2667,743.921,0.2498
2670,744.42399,0.2498
2673,744.92499,0.2498
2676,745.42399,0.2498
2679,745.92499,0.2498
2682,746.42301,0.2511
2685,746.92301,0.2511
2688,747.42399,0.2514
2691,747.921,0.2524
2694,748.421,0.2524
2697,748.921,0.2514
2700,749.421,0.2508
2703,749.917,0.2498
2706,750.41801,0.2498
2709,750.91801,0.2498
2712,751.41501,0.2498
2715,751.91401,0.2511
2718,752.413,0.2524
2721,752.91401,0.2524
2724,753.41099,0.2524
2727,753.91001,0.2524
2730,754.41001,0.2511
2733,754.909,0.2511
2736,755.408,0.2511
2739,755.90699,0.2524
2742,756.40601,0.2534
2745,756.904,0.2534
2748,757.405,0.2534
2751,757.90299,0.2528
2754,758.40101,0.2521
2757,758.89899,0.2521
2760,759.39899,0.2521
2763,759.895,0.2534
2766,760.39301,0.2548
2769,760.892,0.2555
2772,761.38999,0.2561
2775,761.887,0.2561
2778,762.38401,0.2561
2781,762.883,0.2558
2784,763.38001,0.2555
2787,763.879,0.2568
2790,764.378,0.2568
2793,764.87198,0.2568
2796,765.36701,0.2568
2799,765.87,0.2568
2802,766.366,0.2568
2805,766.866,0.2568
2808,767.365,0.2568
2811,767.86301,0.2568
2814,768.36201,0.2568
2817,768.86399,0.2578
2820,769.36301,0.2578
2823,769.86201,0.2578
2826,770.36399,0.2578
2829,770.86399,0.2578
2832,771.365,0.2575
2835,771.865,0.2575
2838,772.365,0.2588
2841,772.866,0.2588
2844,773.36799,0.2578
2847,773.87,0.2575
2850,774.37299,0.2571
2853,774.87101,0.2575
2856,775.37198,0.2588
2859,775.87299,0.2602
2862,776.37601,0.2602
2865,776.878,0.2602
2868,777.38099,0.2588
2871,777.88099,0.2575
2874,778.38401,0.2575
2877,778.88499,0.2588
2880,779.387,0.2602
2883,779.88999,0.2602
2886,780.391,0.2615
2889,780.88901,0.2622
2892,781.395,0.2612
2895,781.90101,0.2605
2898,782.408,0.2618
2901,782.91501,0.2632
2904,783.421,0.2632
2907,783.92899,0.2605
2910,784.43299,0.2605
2913,784.93799,0.2618
2916,785.44199,0.2608
2919,785.947,0.2618
2922,786.452,0.2618
2925,786.95402,0.2618
2928,787.45701,0.2618
2931,787.96,0.2618
2934,788.46299,0.2618
2937,788.965,0.2632
2940,789.46702,0.2632
2943,789.96702,0.2632
2946,790.47098,0.2632
2949,790.973,0.2645
2952,791.47703,0.2632
2955,791.97703,0.2632
2958,792.48002,0.2632
2961,792.97898,0.2632
2964,793.48197,0.2632
2967,793.97898,0.2632
2970,794.48002,0.2632
2973,794.98301,0.2631
2976,795.48502,0.2615
2979,795.98301,0.2615
2982,796.48698,0.2642
2985,796.99003,0.2642
2988,797.486,0.2642
2991,797.98698,0.2638
2994,798.48698,0.2645
2997,798.98502,0.2645
3000,799.48502,0.2645
3003,799.986,0.2638
3006,800.48002,0.2641
3009,800.98099,0.2641
3012,801.47898,0.2641
3015,801.97703,0.2641
3018,802.478,0.2641
3021,802.973,0.2641
3024,803.46799,0.2641
3027,803.96598,0.2654
3030,804.46403,0.2661
3033,804.96299,0.2668
3036,805.46,0.2681
3039,805.96,0.2667
3042,806.45902,0.2667
3045,806.95603,0.2667
3048,807.45603,0.2667
3051,807.952,0.2674
3054,808.45103,0.2681
3057,808.94797,0.2681
3060,809.447,0.2681
3063,809.94498,0.2654
3066,810.44498,0.2654
3069,810.94199,0.2681
3072,811.439,0.2681
3075,811.93699,0.268
3078,812.43497,0.2666
3081,812.93699,0.2666
3084,813.43101,0.267
3087,813.934,0.2683
3090,814.43101,0.2683
3093,814.92899,0.2683
3096,815.426,0.2707
3099,815.92502,0.2707
3102,816.426,0.2693
3105,816.926,0.2693
3108,817.42802,0.2697
3111,817.93101,0.2693
3114,818.43101,0.2707
3117,818.93302,0.2693
3120,819.43802,0.2693
3123,819.93802,0.2693
3126,820.43998,0.2693
3129,820.93998,0.2707
3132,821.44303,0.2713
3135,821.94901,0.2707
