Time,Temperature,Heat Flow
[s],[K],[mW/mg]
0,300.147,0.0045
3,300.148,0.00445
6,300.149,0.00406
9,300.149,0.00434
12,300.153,0.00428
15,300.16,0.00436
18,300.177,0.00462
21,300.19,0.00439
24,300.22,0.00517
27,300.259,0.00515
30,300.309,0.00559
33,300.367,0.00623
36,300.443,0.00704
39,300.534,0.0076
42,300.643,0.00852
45,300.768,0.00963
48,300.91,0.00988
51,301.075,0.0111
54,301.26,0.0121
57,301.465,0.0133
60,301.697,0.0144
63,301.95,0.0155
66,302.227,0.0165
69,302.528,0.0183
72,302.855,0.0194
75,303.205,0.0208
78,303.579,0.0219
81,303.981,0.0233
84,304.407,0.0247
87,304.857,0.0261
90,305.332,0.0276
93,305.834,0.0294
96,306.348,0.0313
99,306.892,0.0327
102,307.452,0.034
105,308.039,0.0359
108,308.642,0.0374
111,309.261,0.0389
114,309.899,0.0403
117,310.549,0.0417
120,311.218,0.0432
123,311.897,0.0446
126,312.589,0.0457
129,313.294,0.0468
132,314.005,0.0478
135,314.728,0.0488
138,315.454,0.0493
141,316.19,0.05
144,316.928,0.0506
147,317.672,0.0516
150,318.42,0.052
153,319.167,0.0527
156,319.915,0.0531
159,320.665,0.0536
162,321.417,0.0538
165,322.161,0.0542
168,322.906,0.0546
171,323.65,0.0546
174,324.388,0.0553
177,325.121,0.0554
180,325.849,0.056
183,326.572,0.0566
186,327.289,0.0568
189,328.001,0.0569
192,328.705,0.0571
195,329.407,0.0573
198,330.092,0.0577
201,330.779,0.0584
204,331.452,0.0586
207,332.123,0.0593
210,332.786,0.0597
213,333.44,0.0604
216,334.083,0.0609
219,334.727,0.0616
222,335.357,0.0623
225,335.981,0.0627
228,336.6,0.0635
231,337.21,0.064
234,337.812,0.0648
237,338.414,0.0652
240,339.005,0.0661
243,339.591,0.0671
246,340.166,0.0676
249,340.74,0.0685
252,341.306,0.0694
255,341.869,0.0705
258,342.428,0.0715
261,342.979,0.0725
264,343.53,0.0732
267,344.072,0.0744
270,344.61,0.0755
273,345.146,0.0765
276,345.678,0.0777
279,346.206,0.0788
282,346.73,0.0802
285,347.252,0.0813
288,347.773,0.0824
291,348.291,0.0837
294,348.807,0.0849
297,349.317,0.0863
300,349.83,0.0874
303,350.341,0.0889
306,350.85,0.0903
309,351.351,0.0919
312,351.859,0.0931
315,352.363,0.0946
318,352.866,0.0956
321,353.37,0.097
324,353.869,0.0981
327,354.372,0.0996
330,354.868,0.10062
333,355.37,0.1015
336,355.866,0.1024
339,356.367,0.10309
342,356.865,0.10372
345,357.361,0.10402
348,357.856,0.1045
351,358.355,0.10443
354,358.852,0.10469
357,359.348,0.10443
360,359.846,0.10441
363,360.344,0.10415
366,360.84,0.10411
369,361.339,0.10395
372,361.833,0.1036
375,362.327,0.10314
378,362.824,0.10335
381,363.321,0.10327
384,363.819,0.1026
387,364.316,0.10269
390,364.811,0.10278
393,365.303,0.10262
396,365.802,0.10284
399,366.298,0.10305
402,366.794,0.10295
405,367.287,0.1029
408,367.784,0.10292
411,368.279,0.10333
414,368.778,0.1034
417,369.274,0.10415
420,369.767,0.10398
423,370.263,0.10437
426,370.757,0.10451
429,371.252,0.105
432,371.746,0.10512
435,372.242,0.10563
438,372.74,0.10597
441,373.231,0.10619
444,373.73,0.10663
447,374.223,0.10678
450,374.714,0.10756
453,375.21,0.10786
456,375.708,0.10788
459,376.199,0.10891
462,376.693,0.10915
465,377.188,0.10991
468,377.685,0.10999
471,378.177,0.1105
474,378.676,0.11123
477,379.171,0.11182
480,379.661,0.11241
483,380.158,0.11285
486,380.652,0.11351
489,381.149,0.11393
492,381.643,0.11459
495,382.14,0.1152
498,382.634,0.11598
501,383.129,0.11669
504,383.628,0.1175
507,384.123,0.11802
510,384.619,0.11882
513,385.116,0.11927
516,385.614,0.12036
519,386.11,0.12088
522,386.61,0.12191
525,387.105,0.12233
528,387.602,0.12318
531,388.103,0.1239
534,388.602,0.12473
537,389.104,0.12568
540,389.602,0.12651
543,390.1,0.1272
546,390.599,0.12787
549,391.099,0.12872
552,391.599,0.12973
555,392.099,0.13049
558,392.602,0.13139
561,393.105,0.13242
564,393.608,0.13342
567,394.108,0.13431
570,394.61,0.13581
573,395.111,0.13706
576,395.617,0.13816
579,396.119,0.13959
582,396.625,0.14072
585,397.127,0.1422
588,397.627,0.14364
591,398.135,0.14486
594,398.638,0.14642
597,399.142,0.14761
600,399.649,0.14881
603,400.153,0.15008
606,400.656,0.15143
609,401.15999,0.15277
612,401.66801,0.15402
615,402.17299,0.15479
618,402.67901,0.15523
621,403.184,0.15523
624,403.691,0.15548
627,404.197,0.15513
630,404.702,0.15502
633,405.208,0.15484
636,405.715,0.15466
639,406.219,0.15417
642,406.726,0.15425
645,407.23501,0.15419
648,407.74,0.15407
651,408.247,0.15401
654,408.75201,0.15443
657,409.258,0.15435
660,409.76501,0.15482
663,410.27199,0.15494
666,410.777,0.15536
669,411.282,0.15562
672,411.78901,0.1555
675,412.294,0.15614
678,412.80199,0.1565
681,413.30601,0.157
684,413.814,0.15736
687,414.318,0.15772
690,414.824,0.15796
693,415.329,0.15851
696,415.836,0.15882
699,416.34099,0.15919
702,416.84501,0.1596
705,417.34901,0.16008
708,417.85799,0.16059
711,418.36201,0.16086
714,418.868,0.16139
717,419.368,0.16164
720,419.874,0.16201
723,420.378,0.16245
726,420.88199,0.16299
729,421.387,0.16319
732,421.89001,0.16339
735,422.396,0.16398
738,422.89699,0.16464
741,423.40101,0.16511
744,423.90301,0.1652
747,424.405,0.16591
750,424.909,0.16646
753,425.406,0.16724
756,425.90999,0.16783
759,426.40999,0.1686
762,426.91199,0.16922
765,427.415,0.17015
768,427.91401,0.17134
771,428.41601,0.17221
774,428.91801,0.17328
777,429.415,0.17434
780,429.917,0.17542
783,430.419,0.17658
786,430.917,0.17778
789,431.42,0.17925
792,431.919,0.18043
795,432.42,0.18137
798,432.92,0.18282
801,433.41601,0.18419
804,433.919,0.18565
807,434.417,0.18695
810,434.919,0.18817
813,435.419,0.18986
816,435.919,0.19158
819,436.419,0.19287
822,436.91601,0.1945
825,437.41801,0.19608
828,437.91601,0.19756
831,438.41401,0.1992
834,438.90999,0.20117
837,439.41199,0.20331
840,439.911,0.20497
843,440.40999,0.20677
846,440.911,0.20897
849,441.40999,0.21083
852,441.908,0.21326
855,442.408,0.2153
858,442.904,0.21771
861,443.405,0.21934
864,443.904,0.22169
867,444.398,0.22375
870,444.896,0.22606
873,445.396,0.22786
876,445.893,0.23044
879,446.395,0.23283
882,446.893,0.23497
885,447.39001,0.23729
888,447.89001,0.23939
891,448.387,0.24184
894,448.88599,0.24448
897,449.385,0.24647
900,449.881,0.24868
903,450.38,0.25087
906,450.878,0.25323
909,451.376,0.25549
912,451.87301,0.25732
915,452.37301,0.25938
918,452.872,0.26153
921,453.37,0.26347
924,453.866,0.26557
927,454.366,0.26732
930,454.866,0.26912
933,455.365,0.27097
936,455.864,0.27292
939,456.363,0.27441
942,456.86001,0.27597
945,457.35799,0.2772
948,457.857,0.27855
951,458.351,0.27966
954,458.85,0.28053
957,459.34901,0.28125
960,459.84501,0.282
963,460.344,0.28324
966,460.84501,0.28409
969,461.34299,0.28458
972,461.842,0.28541
975,462.339,0.2859
978,462.836,0.28649
981,463.33401,0.28649
984,463.833,0.28688
987,464.33201,0.28687
990,464.82999,0.28707
993,465.329,0.28718
996,465.827,0.28733
999,466.32599,0.28724
1002,466.824,0.28723
1005,467.323,0.28754
1008,467.82101,0.28733
1011,468.32,0.28759
1014,468.82,0.28766
1017,469.318,0.28792
1020,469.814,0.28799
1023,470.314,0.28793
