Time (s),MLR (g/m2/s),T Back (K),T Top (K)
5.52E+02,2.36E-03,606.13881,632.10154
5.53E+02,2.36E-03,606.26606,632.13236
5.54E+02,2.36E-03,606.39291,632.16304
5.55E+02,2.36E-03,606.51935,632.19362
5.56E+02,2.36E-03,606.64545,632.22408
5.57E+02,2.36E-03,606.77098,632.25443
5.58E+02,2.35E-03,606.89597,632.28464
5.59E+02,2.35E-03,607.02044,632.31472
5.60E+02,2.35E-03,607.14437,632.34469
5.61E+02,2.35E-03,607.26787,632.37455
5.62E+02,2.35E-03,607.39099,632.40428
5.63E+02,2.35E-03,607.51371,632.43389
5.64E+02,2.34E-03,607.6361,632.46343
5.65E+02,2.34E-03,607.75794,632.49305
5.66E+02,2.34E-03,607.87924,632.5225
5.67E+02,2.34E-03,608.00003,632.55183
5.68E+02,2.34E-03,608.12027,632.58105
5.69E+02,2.34E-03,608.24009,632.61014
5.70E+02,2.33E-03,608.35954,632.63912
5.71E+02,2.33E-03,608.47858,632.66799
5.72E+02,2.33E-03,608.59734,632.69676
5.73E+02,2.33E-03,608.7156,632.7254
5.74E+02,2.33E-03,608.83333,632.75394
5.75E+02,2.32E-03,608.95056,632.78237
5.76E+02,2.32E-03,609.06726,632.8107
5.77E+02,2.32E-03,609.1835,632.83892
5.78E+02,2.32E-03,609.29935,632.86706
5.79E+02,2.32E-03,609.41484,632.8951
5.80E+02,2.31E-03,609.52997,632.92303
5.81E+02,2.31E-03,609.64478,632.95087
5.82E+02,2.31E-03,609.75905,632.97861
5.83E+02,2.31E-03,609.87281,633.00625
5.84E+02,2.31E-03,609.9861,633.0338
5.85E+02,2.30E-03,610.09886,633.06124
5.86E+02,2.30E-03,610.21119,633.0886
5.87E+02,2.30E-03,610.32317,633.11594
5.88E+02,2.30E-03,610.43478,633.14326
5.89E+02,2.29E-03,610.54607,633.17059
5.90E+02,2.29E-03,610.65702,633.19786
5.91E+02,2.29E-03,610.76744,633.22502
5.92E+02,2.29E-03,610.87736,633.25208
5.93E+02,2.29E-03,610.98683,633.27905
5.94E+02,2.28E-03,611.09579,633.30593
5.95E+02,2.28E-03,611.20434,633.3327
5.96E+02,2.28E-03,611.31251,633.35949
5.97E+02,2.28E-03,611.42036,633.38616
5.98E+02,2.27E-03,611.52787,633.41269
5.99E+02,2.27E-03,611.63509,633.43913
6.00E+02,2.27E-03,611.74181,633.46549
6.01E+02,2.27E-03,611.84804,633.49178
6.02E+02,2.26E-03,611.95382,633.51799
6.03E+02,2.26E-03,612.06174,633.54479
6.04E+02,2.26E-03,612.1692,633.57156
6.05E+02,2.26E-03,612.27366,633.59764
6.06E+02,2.25E-03,612.3778,633.6237
6.07E+02,2.25E-03,612.48159,633.64969
6.08E+02,2.25E-03,612.58515,633.67562
6.09E+02,2.25E-03,612.68828,633.70152
6.10E+02,2.24E-03,612.79094,633.72735
6.11E+02,2.24E-03,612.89313,633.75309
6.12E+02,2.24E-03,612.99491,633.77876
6.13E+02,2.24E-03,613.09621,633.80434
6.14E+02,2.23E-03,613.19712,633.82986
6.15E+02,2.23E-03,613.29767,633.85533
6.16E+02,2.23E-03,613.39792,633.88081
6.17E+02,2.23E-03,613.49784,633.90623
6.18E+02,2.22E-03,613.59754,633.93158
6.19E+02,2.22E-03,613.69679,633.95688
6.20E+02,2.22E-03,613.7956,633.98212
6.21E+02,2.22E-03,613.89396,634.00731
6.22E+02,2.21E-03,613.99193,634.03247
6.23E+02,2.21E-03,614.08944,634.05757
6.24E+02,2.21E-03,614.18657,634.08261
6.25E+02,2.21E-03,614.28334,634.10762
6.26E+02,2.20E-03,614.37982,634.1326
6.27E+02,2.20E-03,614.47598,634.15754
6.28E+02,2.20E-03,614.57194,634.18242
6.29E+02,2.20E-03,614.66752,634.20725
6.30E+02,2.19E-03,614.76267,634.23206
6.31E+02,2.19E-03,614.8574,634.2569
6.32E+02,2.19E-03,614.95175,634.28165
6.33E+02,2.18E-03,615.04569,634.3064
6.34E+02,2.18E-03,615.13924,634.33111
6.35E+02,2.18E-03,615.23244,634.35576
6.36E+02,2.18E-03,615.32531,634.38036
6.37E+02,2.17E-03,615.41791,634.40491
6.38E+02,2.17E-03,615.51022,634.42941
6.39E+02,2.17E-03,615.60233,634.45388
6.40E+02,2.17E-03,615.69403,634.47833
6.41E+02,2.16E-03,615.78535,634.50275
6.42E+02,2.16E-03,615.87627,634.52714
6.43E+02,2.16E-03,615.96684,634.55149
6.44E+02,2.15E-03,616.05702,634.57579
6.45E+02,2.15E-03,616.14685,634.60009
6.46E+02,2.15E-03,616.23634,634.62442
6.47E+02,2.15E-03,616.32552,634.64872
6.48E+02,2.14E-03,616.41446,634.67299
6.49E+02,2.14E-03,616.50312,634.69722
6.50E+02,2.14E-03,616.5916,634.7214
6.51E+02,2.14E-03,616.6797,634.74555
6.52E+02,2.13E-03,616.76745,634.76968
6.53E+02,2.13E-03,616.85485,634.79379
6.54E+02,2.13E-03,616.94189,634.81788
6.55E+02,2.12E-03,617.02861,634.84195
6.56E+02,2.12E-03,617.11499,634.86599
6.57E+02,2.12E-03,617.20106,634.89
6.58E+02,2.12E-03,617.28682,634.91399
6.59E+02,2.11E-03,617.37233,634.93801
6.60E+02,2.11E-03,617.45759,634.96204
6.61E+02,2.11E-03,617.54266,634.98604
6.62E+02,2.11E-03,617.62747,635.01001
6.63E+02,2.10E-03,617.71193,635.03397
6.64E+02,2.10E-03,617.79608,635.0579
6.65E+02,2.10E-03,617.87989,635.08181
6.66E+02,2.09E-03,617.96341,635.10571
6.67E+02,2.09E-03,618.04662,635.1296
6.68E+02,2.09E-03,618.12953,635.15356
6.69E+02,2.09E-03,618.21217,635.17749
6.70E+02,2.08E-03,618.29453,635.2014
6.71E+02,2.08E-03,618.37666,635.22533
6.72E+02,2.08E-03,618.45856,635.24924
6.73E+02,2.07E-03,618.54031,635.27313
6.74E+02,2.07E-03,618.62182,635.29699
6.75E+02,2.07E-03,618.703,635.32085
6.76E+02,2.07E-03,618.78389,635.3447
6.77E+02,2.06E-03,618.8645,635.36856
6.78E+02,2.06E-03,618.94483,635.39247
6.79E+02,2.06E-03,619.0249,635.41637
6.80E+02,2.06E-03,619.10471,635.44025
6.81E+02,2.05E-03,619.18429,635.46415
6.82E+02,2.05E-03,619.2636,635.48805
6.83E+02,2.05E-03,619.34269,635.51193
6.84E+02,2.04E-03,619.4216,635.53581
6.85E+02,2.04E-03,619.5003,635.55969
6.86E+02,2.04E-03,619.57891,635.58356
6.87E+02,2.04E-03,619.65721,635.60748
6.88E+02,2.03E-03,619.73523,635.6314
6.89E+02,2.03E-03,619.813,635.65532
6.90E+02,2.03E-03,619.89051,635.67925
6.91E+02,2.03E-03,619.96778,635.7032
6.92E+02,2.02E-03,620.04483,635.72714
6.93E+02,2.02E-03,620.12167,635.75109
6.94E+02,2.02E-03,620.19831,635.77505
6.95E+02,2.01E-03,620.27473,635.79902
6.96E+02,2.01E-03,620.35096,635.82304
6.97E+02,2.01E-03,620.42705,635.84709
6.98E+02,2.01E-03,620.50295,635.87113
6.99E+02,2.00E-03,620.57879,635.89518
7.00E+02,2.00E-03,620.65435,635.91923
7.01E+02,2.00E-03,620.72967,635.94329
7.02E+02,2.00E-03,620.80476,635.96736
7.03E+02,1.99E-03,620.87962,635.99146
7.04E+02,1.99E-03,620.95427,636.0156
7.05E+02,1.99E-03,621.02872,636.03976
7.06E+02,1.99E-03,621.10301,636.064
7.07E+02,1.98E-03,621.17714,636.08827
7.08E+02,1.98E-03,621.25109,636.11253
7.09E+02,1.98E-03,621.32486,636.13681
7.10E+02,1.97E-03,621.39853,636.16112
7.11E+02,1.97E-03,621.47203,636.18552
7.12E+02,1.97E-03,621.54549,636.20992
7.13E+02,1.97E-03,621.61878,636.23432
7.14E+02,1.96E-03,621.69184,636.25874
7.15E+02,1.96E-03,621.76469,636.28317
7.16E+02,1.96E-03,621.83735,636.30767
7.17E+02,1.96E-03,621.90982,636.3322
7.18E+02,1.95E-03,621.98212,636.35675
7.19E+02,1.95E-03,622.05424,636.38132
7.20E+02,1.95E-03,622.12624,636.40592
7.21E+02,1.95E-03,622.19811,636.43057
7.22E+02,1.94E-03,622.26984,636.45528
7.23E+02,1.94E-03,622.34144,636.48002
7.24E+02,1.94E-03,622.41298,636.5048
7.25E+02,1.94E-03,622.4844,636.5296
7.26E+02,1.93E-03,622.55581,636.55443
7.27E+02,1.93E-03,622.62705,636.57932
7.28E+02,1.93E-03,622.69811,636.60423
7.29E+02,1.92E-03,622.76901,636.62918
7.30E+02,1.92E-03,622.83975,636.65416
7.31E+02,1.92E-03,622.91032,636.67917
7.32E+02,1.92E-03,622.98075,636.70424
7.33E+02,1.91E-03,623.05104,636.72934
7.34E+02,1.91E-03,623.12124,636.75448
7.35E+02,1.91E-03,623.19134,636.77967
7.36E+02,1.91E-03,623.26131,636.80491
7.37E+02,1.90E-03,623.33118,636.8302
7.38E+02,1.90E-03,623.40101,636.85554
7.39E+02,1.90E-03,623.47076,636.88095
7.40E+02,1.90E-03,623.54053,636.9064
7.41E+02,1.89E-03,623.61018,636.93191
7.42E+02,1.89E-03,623.6797,636.95746
7.43E+02,1.89E-03,623.74909,636.98306
7.44E+02,1.89E-03,623.81836,637.00883
7.45E+02,1.88E-03,623.8875,637.03462
7.46E+02,1.88E-03,623.95651,637.06047
7.47E+02,1.88E-03,624.02539,637.08634
7.48E+02,1.88E-03,624.0942,637.11228
7.49E+02,1.87E-03,624.16296,637.13826
7.50E+02,1.87E-03,624.23163,637.16429
7.51E+02,1.87E-03,624.3002,637.19038
7.52E+02,1.87E-03,624.36872,637.21652
7.53E+02,1.86E-03,624.43723,637.24273
7.54E+02,1.86E-03,624.5057,637.269
7.55E+02,1.86E-03,624.5742,637.29534
7.56E+02,1.86E-03,624.64255,637.32175
7.57E+02,1.85E-03,624.71083,637.34824
7.58E+02,1.85E-03,624.77904,637.37478
7.59E+02,1.85E-03,624.84716,637.40139
7.60E+02,1.85E-03,624.91519,637.42804
7.61E+02,1.85E-03,624.98314,637.45474
7.62E+02,1.84E-03,625.05098,637.4815
7.63E+02,1.84E-03,625.11881,637.50831
7.64E+02,1.84E-03,625.18662,637.53518
7.65E+02,1.84E-03,625.25436,637.56211
7.66E+02,1.83E-03,625.32203,637.5891
7.67E+02,1.83E-03,625.38969,637.61616
7.68E+02,1.83E-03,625.45735,637.64328
7.69E+02,1.83E-03,625.52501,637.67048
7.70E+02,1.82E-03,625.59269,637.69774
7.71E+02,1.82E-03,625.66023,637.72507
7.72E+02,1.82E-03,625.72772,637.75249
7.73E+02,1.82E-03,625.79517,637.77997
7.74E+02,1.81E-03,625.86255,637.8076
7.75E+02,1.81E-03,625.92987,637.83541
7.76E+02,1.81E-03,625.99714,637.86336
7.77E+02,1.81E-03,626.06434,637.89137
7.78E+02,1.80E-03,626.13156,637.91942
7.79E+02,1.80E-03,626.19879,637.94757
7.80E+02,1.80E-03,626.266,637.97579
7.81E+02,1.80E-03,626.33318,638.00404
7.82E+02,1.80E-03,626.40038,638.03236
7.83E+02,1.79E-03,626.46759,638.06074
7.84E+02,1.79E-03,626.53487,638.08918
7.85E+02,1.79E-03,626.60214,638.11769
7.86E+02,1.79E-03,626.66933,638.14628
7.87E+02,1.78E-03,626.73649,638.17493
7.88E+02,1.78E-03,626.80362,638.20365
7.89E+02,1.78E-03,626.87073,638.23246
7.90E+02,1.78E-03,626.9378,638.26136
7.91E+02,1.77E-03,627.00484,638.29035
7.92E+02,1.77E-03,627.07183,638.31943
7.93E+02,1.77E-03,627.13885,638.3486
7.94E+02,1.77E-03,627.2059,638.37786
7.95E+02,1.77E-03,627.27296,638.40723
7.96E+02,1.76E-03,627.34001,638.4367
7.97E+02,1.76E-03,627.40711,638.46629
7.98E+02,1.76E-03,627.47425,638.49599
7.99E+02,1.76E-03,627.54149,638.5258
8.00E+02,1.75E-03,627.60872,638.55572
8.01E+02,1.75E-03,627.6759,638.58571
8.02E+02,1.75E-03,627.74307,638.61582
8.03E+02,1.75E-03,627.81026,638.64602
8.04E+02,1.74E-03,627.87745,638.6763
8.05E+02,1.74E-03,627.94462,638.70666
8.06E+02,1.74E-03,628.01178,638.73714
8.07E+02,1.74E-03,628.07894,638.76772
8.08E+02,1.74E-03,628.14615,638.79837
8.09E+02,1.73E-03,628.21341,638.82911
8.10E+02,1.73E-03,628.28069,638.85994
8.11E+02,1.73E-03,628.34799,638.89088
8.12E+02,1.73E-03,628.41538,638.92196
8.13E+02,1.72E-03,628.48283,638.95312
8.14E+02,1.72E-03,628.55041,638.98438
8.15E+02,1.72E-03,628.61797,639.01573
8.16E+02,1.72E-03,628.68551,639.0472
8.17E+02,1.71E-03,628.75305,639.07877
8.18E+02,1.71E-03,628.82064,639.11045
8.19E+02,1.71E-03,628.88826,639.14225
8.20E+02,1.71E-03,628.9559,639.17415
8.21E+02,1.71E-03,629.02354,639.20618
8.22E+02,1.70E-03,629.09119,639.23831
8.23E+02,1.70E-03,629.15892,639.27054
8.24E+02,1.70E-03,629.22673,639.3029
8.25E+02,1.70E-03,629.29459,639.33538
8.26E+02,1.69E-03,629.36248,639.36795
8.27E+02,1.69E-03,629.43049,639.40061
8.28E+02,1.69E-03,629.49859,639.4334
8.29E+02,1.69E-03,629.56685,639.46633
8.30E+02,1.69E-03,629.63508,639.49936
8.31E+02,1.68E-03,629.70331,639.53249
8.32E+02,1.68E-03,629.77157,639.56574
8.33E+02,1.68E-03,629.83989,639.5991
8.34E+02,1.68E-03,629.90828,639.63261
8.35E+02,1.67E-03,629.97671,639.66625
8.36E+02,1.67E-03,630.04516,639.69999
8.37E+02,1.67E-03,630.11367,639.73384
8.38E+02,1.67E-03,630.18226,639.76781
8.39E+02,1.66E-03,630.25096,639.80191
8.40E+02,1.66E-03,630.31972,639.83612
8.41E+02,1.66E-03,630.38855,639.87049
8.42E+02,1.66E-03,630.45752,639.90497
8.43E+02,1.65E-03,630.52665,639.93958
8.44E+02,1.65E-03,630.59587,639.97431
8.45E+02,1.65E-03,630.6651,640.00915
8.46E+02,1.65E-03,630.73436,640.04411
8.47E+02,1.65E-03,630.80368,640.07921
8.48E+02,1.64E-03,630.87307,640.11444
8.49E+02,1.64E-03,630.94254,640.14979
8.50E+02,1.64E-03,631.01207,640.18527
8.51E+02,1.64E-03,631.08166,640.22088
8.52E+02,1.63E-03,631.15135,640.25662
8.53E+02,1.63E-03,631.22115,640.29251
8.54E+02,1.63E-03,631.29106,640.32853
8.55E+02,1.63E-03,631.36104,640.36466
8.56E+02,1.62E-03,631.43116,640.40093
8.57E+02,1.62E-03,631.50144,640.43732
8.58E+02,1.62E-03,631.57191,640.47385
8.59E+02,1.62E-03,631.64241,640.51053
8.60E+02,1.61E-03,631.71295,640.54738
8.61E+02,1.61E-03,631.78355,640.58434
8.62E+02,1.61E-03,631.85424,640.62144
8.63E+02,1.61E-03,631.92503,640.65867
8.64E+02,1.60E-03,631.99592,640.69605
8.65E+02,1.60E-03,632.06688,640.73356
8.66E+02,1.60E-03,632.13796,640.77121
8.67E+02,1.60E-03,632.20915,640.809
8.68E+02,1.60E-03,632.2805,640.84697
8.69E+02,1.59E-03,632.35194,640.88509
8.70E+02,1.59E-03,632.42352,640.92333
8.71E+02,1.59E-03,632.49527,640.96171
8.72E+02,1.59E-03,632.56723,641.00022
8.73E+02,1.58E-03,632.63926,641.03888
8.74E+02,1.58E-03,632.71137,641.07769
8.75E+02,1.58E-03,632.78356,641.11664
8.76E+02,1.58E-03,632.85584,641.15577
8.77E+02,1.57E-03,632.92823,641.19504
8.78E+02,1.57E-03,633.00073,641.23446
8.79E+02,1.57E-03,633.07334,641.27404
8.80E+02,1.56E-03,633.14609,641.31375
8.81E+02,1.56E-03,633.21898,641.3536
8.82E+02,1.56E-03,633.29205,641.39359
8.83E+02,1.56E-03,633.36523,641.43377
8.84E+02,1.55E-03,633.43857,641.47414
8.85E+02,1.55E-03,633.51212,641.51465
8.86E+02,1.55E-03,633.58587,641.55529
8.87E+02,1.55E-03,633.6597,641.59608
8.88E+02,1.54E-03,633.73364,641.63702
8.89E+02,1.54E-03,633.80768,641.67813
8.90E+02,1.54E-03,633.88185,641.71943
8.91E+02,1.54E-03,633.95613,641.7609
8.92E+02,1.53E-03,634.03056,641.80253
8.93E+02,1.53E-03,634.10512,641.84431
8.94E+02,1.53E-03,634.17983,641.88624
8.95E+02,1.53E-03,634.25472,641.92833
8.96E+02,1.52E-03,634.3298,641.97059
8.97E+02,1.52E-03,634.40503,642.01305
8.98E+02,1.52E-03,634.48047,642.05566
8.99E+02,1.51E-03,634.55616,642.09842
9.00E+02,1.51E-03,634.63195,642.14133
9.01E+02,1.51E-03,634.70788,642.18442
9.02E+02,1.51E-03,634.78393,642.22769
9.03E+02,1.50E-03,634.86013,642.27115
9.04E+02,1.50E-03,634.93646,642.31476
9.05E+02,1.50E-03,635.01294,642.35855
9.06E+02,1.49E-03,635.08958,642.40253
9.07E+02,1.49E-03,635.16639,642.44667
9.08E+02,1.49E-03,635.24337,642.49097
9.09E+02,1.49E-03,635.32057,642.53547
9.10E+02,1.48E-03,635.39796,642.58015
9.11E+02,1.48E-03,635.47559,642.62499
9.12E+02,1.48E-03,635.55349,642.67
9.13E+02,1.47E-03,635.63151,642.7152
9.14E+02,1.47E-03,635.70966,642.76058
9.15E+02,1.47E-03,635.78797,642.80617
9.16E+02,1.47E-03,635.86645,642.85192
9.17E+02,1.46E-03,635.94508,642.89789
9.18E+02,1.46E-03,636.02388,642.94402
9.19E+02,1.46E-03,636.10288,642.99033
9.20E+02,1.45E-03,636.18207,643.03684
9.21E+02,1.45E-03,636.26145,643.08351
9.22E+02,1.45E-03,636.34106,643.13037
9.23E+02,1.44E-03,636.42088,643.17742
9.24E+02,1.44E-03,636.501,643.22466
9.25E+02,1.44E-03,636.58138,643.27209
9.26E+02,1.44E-03,636.66188,643.31972
9.27E+02,1.43E-03,636.74253,643.36755
9.28E+02,1.43E-03,636.82338,643.41557
9.29E+02,1.43E-03,636.9044,643.46378
9.30E+02,1.42E-03,636.98559,643.51219
9.31E+02,1.42E-03,637.06697,643.56081
9.32E+02,1.42E-03,637.1486,643.60961
9.33E+02,1.41E-03,637.23043,643.6586
9.34E+02,1.41E-03,637.3125,643.70778
9.35E+02,1.41E-03,637.3948,643.75719
9.36E+02,1.40E-03,637.47738,643.8068
9.37E+02,1.40E-03,637.56029,643.85662
9.38E+02,1.40E-03,637.64336,643.90664
9.39E+02,1.39E-03,637.72659,643.95686
9.40E+02,1.39E-03,637.81003,644.00728
9.41E+02,1.39E-03,637.89368,644.05789
9.42E+02,1.38E-03,637.97752,644.10871
9.43E+02,1.38E-03,638.06154,644.15973
9.44E+02,1.38E-03,638.14583,644.21098
9.45E+02,1.37E-03,638.23037,644.26247
9.46E+02,1.37E-03,638.31514,644.31415
9.47E+02,1.37E-03,638.40019,644.36603
9.48E+02,1.36E-03,638.48553,644.41811
9.49E+02,1.36E-03,638.57123,644.4704
9.50E+02,1.35E-03,638.65708,644.52289
9.51E+02,1.35E-03,638.74312,644.5756
9.52E+02,1.35E-03,638.82938,644.62856
9.53E+02,1.34E-03,638.91587,644.68176
9.54E+02,1.34E-03,639.00257,644.73518
9.55E+02,1.34E-03,639.08949,644.78881
9.56E+02,1.33E-03,639.17669,644.84264
9.57E+02,1.33E-03,639.26415,644.89668
9.58E+02,1.33E-03,639.3519,644.95094
9.59E+02,1.32E-03,639.43993,645.00542
9.60E+02,1.32E-03,639.52833,645.06015
9.61E+02,1.31E-03,639.61701,645.11509
9.62E+02,1.31E-03,639.70588,645.17028
9.63E+02,1.31E-03,639.79496,645.22568
9.64E+02,1.30E-03,639.88428,645.2813
9.65E+02,1.30E-03,639.97385,645.33714
9.66E+02,1.29E-03,640.06364,645.39322
9.67E+02,1.29E-03,640.15372,645.44955
9.68E+02,1.29E-03,640.24408,645.50609
9.69E+02,1.28E-03,640.33474,645.56288
9.70E+02,1.28E-03,640.4257,645.61988
9.71E+02,1.27E-03,640.51704,645.67711
9.72E+02,1.27E-03,640.6087,645.7346
9.73E+02,1.27E-03,640.70056,645.79232
9.74E+02,1.26E-03,640.79266,645.85028
9.75E+02,1.26E-03,640.885,645.90848
9.76E+02,1.25E-03,640.9776,645.96692
9.77E+02,1.25E-03,641.07045,646.02559
9.78E+02,1.25E-03,641.1636,646.08451
9.79E+02,1.24E-03,641.25706,646.14367
9.80E+02,1.24E-03,641.35082,646.20305
9.81E+02,1.23E-03,641.44492,646.26268
9.82E+02,1.23E-03,641.53945,646.32255
9.83E+02,1.22E-03,641.63425,646.38266
9.84E+02,1.22E-03,641.72926,646.44303
9.85E+02,1.22E-03,641.82455,646.50365
9.86E+02,1.21E-03,641.92009,646.5645
9.87E+02,1.21E-03,642.0159,646.62561
9.88E+02,1.20E-03,642.11199,646.68697
9.89E+02,1.20E-03,642.20841,646.74859
9.90E+02,1.19E-03,642.30514,646.81046
9.91E+02,1.19E-03,642.40221,646.87255
9.92E+02,1.18E-03,642.49967,646.9349
9.93E+02,1.18E-03,642.59754,646.99749
9.94E+02,1.18E-03,642.69562,647.06036
9.95E+02,1.17E-03,642.79395,647.12348
9.96E+02,1.17E-03,642.89256,647.18684
9.97E+02,1.16E-03,642.99144,647.25045
9.98E+02,1.16E-03,643.09061,647.31432
9.99E+02,1.15E-03,643.1901,647.37845
1.00E+03,1.15E-03,643.28993,647.44284
1.00E+03,1.14E-03,643.3901,647.50746
1.00E+03,1.14E-03,643.49067,647.57232
1.00E+03,1.13E-03,643.59167,647.63745
1.00E+03,1.13E-03,643.69289,647.70289
1.01E+03,1.12E-03,643.79438,647.76856
1.01E+03,1.12E-03,643.89615,647.83446
1.01E+03,1.11E-03,643.99819,647.90063
1.01E+03,1.11E-03,644.10053,647.9671
1.01E+03,1.10E-03,644.2032,648.03381
1.01E+03,1.10E-03,644.30622,648.10074
1.01E+03,1.09E-03,644.4096,648.16793
1.01E+03,1.09E-03,644.51341,648.23539
1.01E+03,1.08E-03,644.6176,648.30312
1.01E+03,1.08E-03,644.72203,648.37108
1.02E+03,1.07E-03,644.82672,648.43931
1.02E+03,1.07E-03,644.9317,648.50781
1.02E+03,1.06E-03,645.03696,648.57658
1.02E+03,1.06E-03,645.14253,648.6456
1.02E+03,1.05E-03,645.24844,648.71487
1.02E+03,1.05E-03,645.3547,648.78441
1.02E+03,1.04E-03,645.46134,648.85419
1.02E+03,1.03E-03,645.56846,648.92424
1.02E+03,1.03E-03,645.67582,648.99453
1.02E+03,1.02E-03,645.78344,649.06509
1.03E+03,1.02E-03,645.89134,649.13591
1.03E+03,1.01E-03,645.99951,649.20698
1.03E+03,1.01E-03,646.10796,649.27831
1.03E+03,1.00E-03,646.21675,649.34988
1.03E+03,9.96E-04,646.32588,649.4217
1.03E+03,9.91E-04,646.43538,649.49377
1.03E+03,9.85E-04,646.54533,649.56608
1.03E+03,9.80E-04,646.65559,649.63867
1.03E+03,9.74E-04,646.76607,649.7115
1.03E+03,9.68E-04,646.87682,649.78458
1.04E+03,9.62E-04,646.98783,649.85792
1.04E+03,9.57E-04,647.0991,649.93151
1.04E+03,9.51E-04,647.21069,650.00532
1.04E+03,9.45E-04,647.32262,650.07939
1.04E+03,9.39E-04,647.43488,650.15367
1.04E+03,9.33E-04,647.5476,650.2282
1.04E+03,9.28E-04,647.6606,650.30297
1.04E+03,9.22E-04,647.77381,650.37797
1.04E+03,9.16E-04,647.88726,650.45321
1.04E+03,9.10E-04,648.00095,650.52869
1.05E+03,9.04E-04,648.11487,650.6044
1.05E+03,8.98E-04,648.2291,650.68035
1.05E+03,8.92E-04,648.34363,650.7565
1.05E+03,8.86E-04,648.4585,650.83289
1.05E+03,8.80E-04,648.5738,650.90949
1.05E+03,8.74E-04,648.6893,650.98632
1.05E+03,8.68E-04,648.805,651.06336
1.05E+03,8.62E-04,648.92091,651.14062
1.05E+03,8.56E-04,649.03701,651.21808
1.05E+03,8.49E-04,649.15334,651.29575
1.06E+03,8.43E-04,649.26995,651.37361
1.06E+03,8.37E-04,649.38682,651.45167
1.06E+03,8.31E-04,649.50403,651.52992
1.06E+03,8.25E-04,649.62158,651.60838
1.06E+03,8.19E-04,649.73925,651.68703
1.06E+03,8.12E-04,649.85708,651.76588
1.06E+03,8.06E-04,649.97507,651.84491
1.06E+03,8.00E-04,650.09319,651.92412
1.06E+03,7.94E-04,650.21154,652.0035
1.06E+03,7.87E-04,650.3301,652.08304
1.07E+03,7.81E-04,650.4489,652.16273
1.07E+03,7.75E-04,650.56805,652.24257
1.07E+03,7.68E-04,650.68733,652.32257
1.07E+03,7.62E-04,650.8067,652.40273
1.07E+03,7.56E-04,650.92617,652.48303
1.07E+03,7.49E-04,651.04572,652.56348
1.07E+03,7.43E-04,651.16539,652.64407
1.07E+03,7.37E-04,651.28521,652.72478
1.07E+03,7.30E-04,651.40518,652.80562
1.07E+03,7.24E-04,651.52541,652.88657
1.08E+03,7.18E-04,651.6458,652.96763
1.08E+03,7.11E-04,651.7662,653.0488
1.08E+03,7.05E-04,651.88662,653.13006
1.08E+03,6.98E-04,652.00705,653.21141
1.08E+03,6.92E-04,652.12749,653.29284
1.08E+03,6.86E-04,652.248,653.37433
1.08E+03,6.79E-04,652.36858,653.45589
1.08E+03,6.73E-04,652.48927,653.53751
1.08E+03,6.67E-04,652.61014,653.61921
1.08E+03,6.60E-04,652.73092,653.70096
1.09E+03,6.54E-04,652.85164,653.78276
1.09E+03,6.48E-04,652.97229,653.86459
1.09E+03,6.41E-04,653.09282,653.94645
1.09E+03,6.35E-04,653.21333,654.02831
1.09E+03,6.29E-04,653.33379,654.11015
1.09E+03,6.23E-04,653.45424,654.19198
1.09E+03,6.16E-04,653.5748,654.27379
1.09E+03,6.10E-04,653.69523,654.35558
1.09E+03,6.04E-04,653.81547,654.43734
1.09E+03,5.98E-04,653.93554,654.51907
1.10E+03,5.91E-04,654.05536,654.60079
1.10E+03,5.85E-04,654.17499,654.68244
1.10E+03,5.79E-04,654.29447,654.76403
1.10E+03,5.73E-04,654.41379,654.84553
1.10E+03,5.67E-04,654.53305,654.92693
1.10E+03,5.61E-04,654.65221,655.00822
1.10E+03,5.55E-04,654.77106,655.08938
1.10E+03,5.49E-04,654.88961,655.17041
1.10E+03,5.43E-04,655.00783,655.25131
1.10E+03,5.37E-04,655.12567,655.33206
1.11E+03,5.31E-04,655.24322,655.41265
1.11E+03,5.25E-04,655.36045,655.49309
1.11E+03,5.19E-04,655.47737,655.5734
1.11E+03,5.13E-04,655.59415,655.65352
1.11E+03,5.08E-04,655.71055,655.73343
1.11E+03,5.02E-04,655.82652,655.81312
1.11E+03,4.96E-04,655.94206,655.89259
1.11E+03,4.91E-04,656.05709,655.97177
1.11E+03,4.85E-04,656.17162,656.05068
1.11E+03,4.79E-04,656.2857,656.12931
1.12E+03,4.74E-04,656.39929,656.20767
1.12E+03,4.68E-04,656.51243,656.28574
1.12E+03,4.63E-04,656.62521,656.36355
1.12E+03,4.58E-04,656.73744,656.44109
1.12E+03,4.52E-04,656.84909,656.51834
1.12E+03,4.47E-04,656.96016,656.59523
1.12E+03,4.42E-04,657.07057,656.67176
1.12E+03,4.37E-04,657.18035,656.7479
1.12E+03,4.32E-04,657.2895,656.82363
1.12E+03,4.26E-04,657.398,656.89895
1.13E+03,4.21E-04,657.50586,656.97386
1.13E+03,4.17E-04,657.61317,657.04834
1.13E+03,4.12E-04,657.71978,657.12243
1.13E+03,4.07E-04,657.82565,657.19613
1.13E+03,4.02E-04,657.93079,657.26939
1.13E+03,3.97E-04,658.03513,657.34221
1.13E+03,3.93E-04,658.13866,657.41454
1.13E+03,3.88E-04,658.2414,657.48638
1.13E+03,3.84E-04,658.34334,657.55769
