Time (s),MLR (g/m2/s),T Back (K),T Top (K)
1.13E+03,3.79E-04,658.44446,657.62846
1.14E+03,3.75E-04,658.5448,657.69869
1.14E+03,3.70E-04,658.64437,657.76837
1.14E+03,3.66E-04,658.74305,657.83752
1.14E+03,3.62E-04,658.84085,657.90612
1.14E+03,3.58E-04,658.93773,657.97418
1.14E+03,3.54E-04,659.03368,658.04166
1.14E+03,3.50E-04,659.12867,658.10857
1.14E+03,3.46E-04,659.22271,658.17487
1.14E+03,3.42E-04,659.3158,658.24055
1.14E+03,3.38E-04,659.40792,658.3056
1.15E+03,3.34E-04,659.49907,658.37001
1.15E+03,3.31E-04,659.5893,658.43376
1.15E+03,3.27E-04,659.67855,658.49687
1.15E+03,3.24E-04,659.76676,658.55932
1.15E+03,3.20E-04,659.85395,658.62111
1.15E+03,3.17E-04,659.94009,658.68223
1.15E+03,3.13E-04,660.02517,658.74267
1.15E+03,3.10E-04,660.10915,658.80242
1.15E+03,3.07E-04,660.19207,658.86146
1.15E+03,3.04E-04,660.2739,658.9198
1.16E+03,3.01E-04,660.35465,658.97741
1.16E+03,2.98E-04,660.43431,659.0343
1.16E+03,2.95E-04,660.51289,659.09045
1.16E+03,2.92E-04,660.59042,659.14587
1.16E+03,2.89E-04,660.66684,659.20055
1.16E+03,2.86E-04,660.74214,659.25449
1.16E+03,2.84E-04,660.81631,659.3077
1.16E+03,2.81E-04,660.88936,659.36015
1.16E+03,2.78E-04,660.96127,659.41186
1.16E+03,2.76E-04,661.03203,659.46281
1.17E+03,2.73E-04,661.10164,659.51299
1.17E+03,2.71E-04,661.17011,659.56241
1.17E+03,2.69E-04,661.23744,659.61105
1.17E+03,2.66E-04,661.30363,659.65892
1.17E+03,2.64E-04,661.36867,659.706
1.17E+03,2.62E-04,661.43258,659.75231
1.17E+03,2.60E-04,661.49534,659.79784
1.17E+03,2.58E-04,661.55701,659.84259
1.17E+03,2.56E-04,661.61755,659.88656
1.17E+03,2.54E-04,661.67695,659.92977
1.18E+03,2.52E-04,661.73521,659.97219
1.18E+03,2.50E-04,661.79233,660.01385
1.18E+03,2.48E-04,661.84833,660.05474
1.18E+03,2.46E-04,661.9032,660.09487
1.18E+03,2.45E-04,661.95694,660.13422
1.18E+03,2.43E-04,662.00957,660.1728
1.18E+03,2.41E-04,662.06106,660.21062
1.18E+03,2.40E-04,662.11146,660.24767
1.18E+03,2.38E-04,662.16075,660.28397
1.18E+03,2.37E-04,662.20895,660.31949
1.19E+03,2.35E-04,662.25606,660.35426
1.19E+03,2.34E-04,662.3021,660.38828
1.19E+03,2.32E-04,662.34706,660.42156
1.19E+03,2.31E-04,662.39096,660.45408
1.19E+03,2.30E-04,662.4338,660.48587
1.19E+03,2.28E-04,662.4756,660.51693
1.19E+03,2.27E-04,662.51637,660.54725
1.19E+03,2.26E-04,662.55614,660.57684
1.19E+03,2.25E-04,662.59489,660.60573
1.19E+03,2.24E-04,662.63263,660.6339
1.20E+03,2.22E-04,662.66936,660.66138
1.20E+03,2.21E-04,662.7051,660.68816
1.20E+03,2.20E-04,662.73987,660.71424
1.20E+03,2.19E-04,662.77366,660.73964
1.20E+03,2.18E-04,662.80649,660.76437
1.20E+03,2.17E-04,662.83837,660.78842
1.20E+03,2.16E-04,662.86931,660.81182
1.20E+03,2.15E-04,662.89933,660.83455
1.20E+03,2.14E-04,662.92843,660.85663
1.20E+03,2.14E-04,662.95663,660.87807
1.21E+03,2.13E-04,662.98394,660.89886
1.21E+03,2.12E-04,663.01036,660.91903
1.21E+03,2.11E-04,663.03591,660.93858
1.21E+03,2.10E-04,663.0606,660.95751
1.21E+03,2.09E-04,663.08445,660.97585
1.21E+03,2.09E-04,663.10746,660.99358
1.21E+03,2.08E-04,663.12965,661.01072
1.21E+03,2.07E-04,663.15104,661.02728
1.21E+03,2.07E-04,663.17163,661.04326
1.21E+03,2.06E-04,663.19143,661.05868
1.22E+03,2.05E-04,663.21047,661.07354
1.22E+03,2.05E-04,663.22874,661.08785
1.22E+03,2.04E-04,663.24626,661.10162
1.22E+03,2.03E-04,663.26305,661.11485
1.22E+03,2.03E-04,663.27911,661.12756
1.22E+03,2.02E-04,663.29446,661.13975
1.22E+03,2.01E-04,663.3091,661.15143
1.22E+03,2.01E-04,663.32306,661.16262
1.22E+03,2.00E-04,663.33634,661.17332
1.22E+03,2.00E-04,663.34897,661.18353
1.23E+03,1.99E-04,663.36093,661.19327
1.23E+03,1.99E-04,663.37226,661.20253
1.23E+03,1.98E-04,663.38296,661.21134
1.23E+03,1.98E-04,663.39305,661.21969
1.23E+03,1.97E-04,663.40252,661.2276
1.23E+03,1.97E-04,663.4114,661.23507
1.23E+03,1.96E-04,663.41969,661.24211
1.23E+03,1.96E-04,663.42742,661.24874
1.23E+03,1.95E-04,663.43458,661.25495
1.23E+03,1.95E-04,663.44119,661.26075
1.24E+03,1.94E-04,663.44726,661.26616
1.24E+03,1.94E-04,663.45279,661.27117
1.24E+03,1.93E-04,663.45782,661.27581
1.24E+03,1.93E-04,663.46233,661.28007
1.24E+03,1.93E-04,663.46634,661.28396
1.24E+03,1.92E-04,663.46987,661.28749
1.24E+03,1.92E-04,663.47292,661.29067
1.24E+03,1.91E-04,663.4755,661.2935
1.24E+03,1.91E-04,663.47763,661.29599
1.24E+03,1.91E-04,663.47931,661.29815
1.25E+03,1.90E-04,663.48055,661.29999
1.25E+03,1.90E-04,663.48136,661.3015
1.25E+03,1.89E-04,663.48175,661.30271
1.25E+03,1.89E-04,663.48173,661.30361
1.25E+03,1.89E-04,663.48131,661.30421
1.25E+03,1.88E-04,663.4805,661.30451
1.25E+03,1.88E-04,663.4793,661.30454
1.25E+03,1.88E-04,663.47773,661.30428
1.25E+03,1.87E-04,663.47579,661.30374
1.25E+03,1.87E-04,663.4735,661.30294
1.26E+03,1.87E-04,663.47086,661.30188
1.26E+03,1.86E-04,663.46787,661.30056
1.26E+03,1.86E-04,663.46455,661.29899
1.26E+03,1.85E-04,663.46091,661.29718
1.26E+03,1.85E-04,663.45695,661.29513
1.26E+03,1.85E-04,663.45268,661.29284
1.26E+03,1.84E-04,663.4481,661.29033
1.26E+03,1.84E-04,663.44323,661.28759
1.26E+03,1.84E-04,663.43807,661.28463
1.26E+03,1.84E-04,663.43263,661.28147
1.27E+03,1.83E-04,663.42692,661.27809
1.27E+03,1.83E-04,663.42094,661.27451
1.27E+03,1.83E-04,663.4147,661.27074
1.27E+03,1.82E-04,663.4082,661.26677
1.27E+03,1.82E-04,663.40146,661.26261
1.27E+03,1.82E-04,663.39447,661.25827
1.27E+03,1.81E-04,663.38725,661.25375
1.27E+03,1.81E-04,663.3798,661.24906
1.27E+03,1.81E-04,663.37213,661.24419
1.27E+03,1.80E-04,663.36424,661.23916
1.28E+03,1.80E-04,663.35613,661.23397
1.28E+03,1.80E-04,663.34782,661.22862
1.28E+03,1.79E-04,663.33931,661.22311
1.28E+03,1.79E-04,663.33061,661.21746
1.28E+03,1.79E-04,663.32171,661.21166
1.28E+03,1.79E-04,663.31263,661.20572
1.28E+03,1.78E-04,663.30337,661.19964
1.28E+03,1.78E-04,663.29394,661.19342
1.28E+03,1.78E-04,663.28433,661.18707
1.28E+03,1.77E-04,663.27456,661.18059
1.29E+03,1.77E-04,663.26463,661.17399
1.29E+03,1.77E-04,663.25454,661.16726
1.29E+03,1.77E-04,663.24429,661.16042
1.29E+03,1.76E-04,663.2339,661.15345
1.29E+03,1.76E-04,663.22337,661.14638
1.29E+03,1.76E-04,663.2127,661.13921
1.29E+03,1.75E-04,663.20189,661.13192
1.29E+03,1.75E-04,663.19095,661.12454
1.29E+03,1.75E-04,663.17989,661.11706
1.29E+03,1.75E-04,663.1687,661.10948
1.30E+03,1.74E-04,663.15739,661.1018
1.30E+03,1.74E-04,663.14597,661.09404
1.30E+03,1.74E-04,663.13443,661.08619
1.30E+03,1.74E-04,663.12279,661.07825
1.30E+03,1.73E-04,663.11104,661.07022
1.30E+03,1.73E-04,663.09919,661.06212
1.30E+03,1.73E-04,663.08723,661.05393
1.30E+03,1.72E-04,663.07519,661.04567
1.30E+03,1.72E-04,663.06305,661.03734
1.30E+03,1.72E-04,663.05082,661.02894
1.31E+03,1.72E-04,663.0385,661.02046
1.31E+03,1.71E-04,663.0261,661.01192
1.31E+03,1.71E-04,663.01362,661.00332
1.31E+03,1.71E-04,663.00106,660.99465
1.31E+03,1.71E-04,662.98843,660.98592
1.31E+03,1.70E-04,662.97573,660.97714
1.31E+03,1.70E-04,662.96295,660.96828
1.31E+03,1.70E-04,662.9501,660.95938
1.31E+03,1.70E-04,662.93719,660.95042
1.31E+03,1.69E-04,662.92422,660.94141
1.32E+03,1.69E-04,662.91119,660.93235
1.32E+03,1.69E-04,662.8981,660.92324
1.32E+03,1.68E-04,662.88495,660.91409
1.32E+03,1.68E-04,662.87175,660.90489
1.32E+03,1.68E-04,662.85851,660.89566
1.32E+03,1.68E-04,662.84521,660.88638
1.32E+03,1.67E-04,662.83186,660.87705
1.32E+03,1.67E-04,662.81846,660.86769
1.32E+03,1.67E-04,662.80503,660.8583
1.32E+03,1.67E-04,662.79155,660.84886
1.33E+03,1.66E-04,662.77803,660.8394
1.33E+03,1.66E-04,662.76448,660.8299
1.33E+03,1.66E-04,662.75089,660.82037
1.33E+03,1.66E-04,662.73727,660.81081
1.33E+03,1.65E-04,662.72361,660.80122
1.33E+03,1.65E-04,662.70992,660.7916
1.33E+03,1.65E-04,662.6962,660.78195
1.33E+03,1.65E-04,662.68245,660.77228
1.33E+03,1.64E-04,662.66867,660.76258
1.33E+03,1.64E-04,662.65487,660.75287
1.34E+03,1.64E-04,662.64105,660.74313
1.34E+03,1.64E-04,662.6272,660.73336
1.34E+03,1.63E-04,662.61333,660.72358
1.34E+03,1.63E-04,662.59944,660.71378
1.34E+03,1.63E-04,662.58553,660.70397
1.34E+03,1.63E-04,662.57161,660.69413
1.34E+03,1.62E-04,662.55767,660.68428
1.34E+03,1.62E-04,662.54371,660.67441
1.34E+03,1.62E-04,662.52974,660.66453
1.34E+03,1.62E-04,662.51575,660.65463
1.35E+03,1.61E-04,662.50174,660.64472
1.35E+03,1.61E-04,662.48771,660.6348
1.35E+03,1.61E-04,662.47369,660.62486
1.35E+03,1.61E-04,662.45966,660.61491
1.35E+03,1.60E-04,662.44562,660.60496
1.35E+03,1.60E-04,662.43158,660.59499
1.35E+03,1.60E-04,662.41754,660.58502
1.35E+03,1.60E-04,662.4035,660.57504
1.35E+03,1.60E-04,662.38945,660.56505
1.35E+03,1.59E-04,662.3754,660.55506
1.36E+03,1.59E-04,662.36135,660.54507
1.36E+03,1.59E-04,662.34731,660.53507
1.36E+03,1.59E-04,662.33326,660.52507
1.36E+03,1.58E-04,662.31921,660.51507
1.36E+03,1.58E-04,662.30517,660.50506
1.36E+03,1.58E-04,662.29113,660.49505
1.36E+03,1.58E-04,662.27709,660.48503
1.36E+03,1.57E-04,662.26306,660.47502
1.36E+03,1.57E-04,662.24903,660.46501
1.36E+03,1.57E-04,662.23501,660.455
1.37E+03,1.57E-04,662.221,660.445
1.37E+03,1.56E-04,662.20699,660.43499
1.37E+03,1.56E-04,662.19299,660.42499
1.37E+03,1.56E-04,662.179,660.41498
1.37E+03,1.56E-04,662.16502,660.40498
1.37E+03,1.56E-04,662.15104,660.39498
1.37E+03,1.55E-04,662.13708,660.38498
1.37E+03,1.55E-04,662.12312,660.37499
1.37E+03,1.55E-04,662.10918,660.365
1.37E+03,1.55E-04,662.09524,660.35502
1.38E+03,1.54E-04,662.08132,660.34504
1.38E+03,1.54E-04,662.06741,660.33507
1.38E+03,1.54E-04,662.05351,660.3251
1.38E+03,1.54E-04,662.03963,660.31515
1.38E+03,1.53E-04,662.02576,660.30519
1.38E+03,1.53E-04,662.0119,660.29525
1.38E+03,1.53E-04,661.99805,660.28531
1.38E+03,1.53E-04,661.98422,660.27538
1.38E+03,1.53E-04,661.97041,660.26546
1.38E+03,1.52E-04,661.95661,660.25554
1.39E+03,1.52E-04,661.94282,660.24563
1.39E+03,1.52E-04,661.92906,660.23574
1.39E+03,1.52E-04,661.91531,660.22585
1.39E+03,1.51E-04,661.90158,660.21596
1.39E+03,1.51E-04,661.88786,660.20609
1.39E+03,1.51E-04,661.87416,660.19622
1.39E+03,1.51E-04,661.86048,660.18637
1.39E+03,1.51E-04,661.84681,660.17652
1.39E+03,1.50E-04,661.83317,660.16669
1.39E+03,1.50E-04,661.81954,660.15687
1.40E+03,1.50E-04,661.80593,660.14706
1.40E+03,1.50E-04,661.79234,660.13726
1.40E+03,1.49E-04,661.77877,660.12748
1.40E+03,1.49E-04,661.76522,660.1177
1.40E+03,1.49E-04,661.75168,660.10793
1.40E+03,1.49E-04,661.73817,660.09818
1.40E+03,1.49E-04,661.72468,660.08844
1.40E+03,1.48E-04,661.71121,660.07871
1.40E+03,1.48E-04,661.69776,660.069
1.40E+03,1.48E-04,661.68432,660.05929
1.41E+03,1.48E-04,661.67091,660.04959
1.41E+03,1.47E-04,661.65752,660.03991
1.41E+03,1.47E-04,661.64415,660.03024
1.41E+03,1.47E-04,661.6308,660.02058
1.41E+03,1.47E-04,661.61747,660.01094
1.41E+03,1.47E-04,661.60416,660.00131
1.41E+03,1.46E-04,661.59088,659.9917
1.41E+03,1.46E-04,661.57761,659.98209
1.41E+03,1.46E-04,661.56437,659.9725
1.41E+03,1.46E-04,661.55114,659.96293
1.42E+03,1.46E-04,661.53794,659.95337
1.42E+03,1.45E-04,661.52476,659.94382
1.42E+03,1.45E-04,661.5116,659.93428
1.42E+03,1.45E-04,661.49845,659.92476
1.42E+03,1.45E-04,661.48532,659.91525
1.42E+03,1.45E-04,661.47222,659.90575
1.42E+03,1.44E-04,661.45914,659.89626
1.42E+03,1.44E-04,661.4461,659.88679
1.42E+03,1.44E-04,661.43307,659.87734
1.42E+03,1.44E-04,661.42007,659.86789
1.43E+03,1.43E-04,661.40709,659.85847
1.43E+03,1.43E-04,661.39414,659.84906
1.43E+03,1.43E-04,661.38122,659.83967
1.43E+03,1.43E-04,661.36831,659.83029
1.43E+03,1.43E-04,661.35544,659.82093
1.43E+03,1.42E-04,661.34258,659.81158
1.43E+03,1.42E-04,661.32975,659.80225
1.43E+03,1.42E-04,661.31695,659.79293
1.43E+03,1.42E-04,661.30417,659.78363
1.43E+03,1.42E-04,661.29141,659.77434
1.44E+03,1.41E-04,661.27868,659.76507
1.44E+03,1.41E-04,661.26597,659.75582
1.44E+03,1.41E-04,661.25328,659.74658
1.44E+03,1.41E-04,661.24063,659.73736
1.44E+03,1.41E-04,661.22799,659.72815
1.44E+03,1.40E-04,661.21538,659.71896
1.44E+03,1.40E-04,661.2028,659.70979
1.44E+03,1.40E-04,661.19024,659.70063
1.44E+03,1.40E-04,661.1777,659.69149
1.44E+03,1.40E-04,661.16519,659.68236
1.45E+03,1.39E-04,661.1527,659.67325
1.45E+03,1.39E-04,661.14024,659.66415
1.45E+03,1.39E-04,661.1278,659.65508
1.45E+03,1.39E-04,661.11538,659.64601
1.45E+03,1.39E-04,661.10299,659.63697
1.45E+03,1.38E-04,661.09063,659.62794
1.45E+03,1.38E-04,661.07829,659.61892
1.45E+03,1.38E-04,661.06597,659.60993
1.45E+03,1.38E-04,661.05368,659.60094
1.45E+03,1.38E-04,661.04142,659.59198
1.46E+03,1.37E-04,661.02917,659.58303
1.46E+03,1.37E-04,661.01695,659.57409
1.46E+03,1.37E-04,661.00476,659.56517
1.46E+03,1.37E-04,660.99259,659.55627
1.46E+03,1.37E-04,660.98044,659.54738
1.46E+03,1.36E-04,660.96832,659.53851
1.46E+03,1.36E-04,660.95622,659.52966
1.46E+03,1.36E-04,660.94415,659.52082
1.46E+03,1.36E-04,660.9321,659.512
1.46E+03,1.36E-04,660.92008,659.5032
1.47E+03,1.36E-04,660.90808,659.49441
1.47E+03,1.35E-04,660.8961,659.48563
1.47E+03,1.35E-04,660.88415,659.47687
1.47E+03,1.35E-04,660.87223,659.46813
1.47E+03,1.35E-04,660.86033,659.45941
1.47E+03,1.35E-04,660.84845,659.4507
1.47E+03,1.34E-04,660.8366,659.44201
1.47E+03,1.34E-04,660.82477,659.43333
1.47E+03,1.34E-04,660.81296,659.42467
1.47E+03,1.34E-04,660.80118,659.41602
1.48E+03,1.34E-04,660.78942,659.40739
1.48E+03,1.33E-04,660.77769,659.39877
1.48E+03,1.33E-04,660.76598,659.39017
1.48E+03,1.33E-04,660.7543,659.38159
1.48E+03,1.33E-04,660.74264,659.37303
1.48E+03,1.33E-04,660.731,659.36448
1.48E+03,1.33E-04,660.71938,659.35594
1.48E+03,1.32E-04,660.70779,659.34742
1.48E+03,1.32E-04,660.69622,659.33892
1.48E+03,1.32E-04,660.68468,659.33043
1.49E+03,1.32E-04,660.67316,659.32196
1.49E+03,1.32E-04,660.66166,659.31351
1.49E+03,1.31E-04,660.65019,659.30507
1.49E+03,1.31E-04,660.63874,659.29665
1.49E+03,1.31E-04,660.62731,659.28824
1.49E+03,1.31E-04,660.61591,659.27985
1.49E+03,1.31E-04,660.60453,659.27147
1.49E+03,1.30E-04,660.59317,659.2631
1.49E+03,1.30E-04,660.58184,659.25476
1.49E+03,1.30E-04,660.57053,659.24643
1.50E+03,1.30E-04,660.55923,659.23811
1.50E+03,1.30E-04,660.54797,659.22981
1.50E+03,1.30E-04,660.53672,659.22153
1.50E+03,1.29E-04,660.5255,659.21326
1.50E+03,1.29E-04,660.51429,659.20501
1.50E+03,1.29E-04,660.50339,659.19697
