Time (s),MLR (g/m2/s),T Back (K),T Top (K)
2.03E+02,4.87E-03,3.44E+02,7.55E+02
2.04E+02,4.86E-03,3.44E+02,7.56E+02
2.05E+02,4.86E-03,3.45E+02,7.56E+02
2.06E+02,4.86E-03,3.45E+02,7.56E+02
2.07E+02,4.85E-03,3.46E+02,7.56E+02
2.08E+02,4.85E-03,3.46E+02,7.56E+02
2.09E+02,4.85E-03,3.47E+02,7.57E+02
2.10E+02,4.84E-03,3.47E+02,7.57E+02
2.11E+02,4.84E-03,3.48E+02,7.57E+02
2.12E+02,4.84E-03,3.48E+02,7.57E+02
2.13E+02,4.84E-03,3.49E+02,7.57E+02
2.14E+02,4.84E-03,3.49E+02,7.58E+02
2.15E+02,4.84E-03,3.50E+02,7.58E+02
2.16E+02,4.84E-03,3.50E+02,7.58E+02
2.17E+02,4.84E-03,3.51E+02,7.58E+02
2.18E+02,4.84E-03,3.51E+02,7.58E+02
2.19E+02,4.84E-03,3.52E+02,7.59E+02
2.20E+02,4.83E-03,3.52E+02,7.59E+02
2.21E+02,4.83E-03,3.52E+02,7.59E+02
2.22E+02,4.83E-03,3.53E+02,7.59E+02
2.23E+02,4.82E-03,3.53E+02,7.59E+02
2.24E+02,4.82E-03,3.54E+02,7.60E+02
2.25E+02,4.82E-03,3.54E+02,7.60E+02
2.26E+02,4.81E-03,3.55E+02,7.60E+02
2.27E+02,4.81E-03,3.55E+02,7.60E+02
2.28E+02,4.81E-03,3.56E+02,7.60E+02
2.29E+02,4.80E-03,3.56E+02,7.61E+02
2.30E+02,4.80E-03,3.57E+02,7.61E+02
2.31E+02,4.80E-03,3.57E+02,7.61E+02
2.32E+02,4.80E-03,3.58E+02,7.61E+02
2.33E+02,4.80E-03,3.58E+02,7.61E+02
2.34E+02,4.80E-03,3.59E+02,7.61E+02
2.35E+02,4.80E-03,3.59E+02,7.62E+02
2.36E+02,4.79E-03,3.60E+02,7.62E+02
2.37E+02,4.79E-03,3.60E+02,7.62E+02
2.38E+02,4.79E-03,3.61E+02,7.62E+02
2.39E+02,4.79E-03,3.61E+02,7.62E+02
2.40E+02,4.79E-03,3.62E+02,7.63E+02
241,0.004790241,362.114019,762.68811
242,0.004788315,362.597506,762.86058
243,0.00478599,363.081197,763.03227
244,0.00478344,363.564688,763.20326
245,0.004780662,364.048492,763.37367
246,0.004777766,364.532119,763.54329
247,0.004774941,365.016017,763.71208
248,0.004772147,365.499611,763.88008
249,0.004769633,365.983617,764.04727
250,0.004767353,366.467337,764.21367
251,0.004765411,366.951403,764.37919
252,0.004763864,367.435055,764.54378
253,0.004762619,367.91911,764.70745
254,0.004761761,368.402829,764.87023
255,0.004761135,368.886922,765.03222
256,0.004760755,369.370569,765.19328
257,0.004760469,369.85459,765.35351
258,0.004760228,370.338285,765.51296
259,0.004759921,370.822292,765.67167
260,0.004759514,371.305876,765.82963
261,0.004758896,371.789752,765.98686
262,0.00475803,372.273378,766.14342
263,0.004756946,372.757188,766.29938
264,0.004755583,373.24071,766.45472
265,0.00475401,373.72432,766.60941
266,0.004752241,374.20782,766.76342
267,0.004750364,374.69136,766.91678
268,0.004748414,375.17478,767.06956
269,0.004746506,375.65811,767.22169
270,0.004744667,376.14146,767.37307
271,0.004743012,376.62468,767.52379
272,0.004741534,377.10791,767.67379
273,0.00474034,377.59085,767.82308
274,0.004739365,378.07388,767.97163
275,0.004738695,378.5566,768.11948
276,0.004738204,379.03951,768.26668
277,0.00473796,379.52211,768.41319
278,0.004737835,380.00488,768.559
279,0.004737844,380.4872,768.70409
280,0.004737841,380.96979,768.8486
281,0.004737824,381.45197,768.99254
282,0.004737692,381.93439,769.13592
283,0.004737503,382.41628,769.27869
284,0.004737072,382.89843,769.42093
285,0.004736524,383.38015,769.56256
286,0.004735815,383.86212,769.70366
287,0.004734888,384.34357,769.84422
288,0.004733921,384.82521,769.98428
289,0.004732807,385.30647,770.12384
290,0.004731697,385.78789,770.26279
291,0.004730622,386.26889,770.40111
292,0.004729571,386.74994,770.53884
293,0.004728702,387.23072,770.67601
294,0.004727909,387.71151,770.81264
295,0.00472737,388.19204,770.94869
296,0.004726948,388.67244,771.08416
297,0.004726776,389.15276,771.21901
298,0.00472675,389.63287,771.35325
299,0.00472689,390.11287,771.48691
300,0.004727101,390.59257,771.62009
301,0.004727461,391.07232,771.75278
302,0.004727795,391.55173,771.88498
303,0.004728132,392.03121,772.01661
304,0.004728422,392.51019,772.14774
305,0.004728632,392.9893,772.27843
306,0.004728734,393.46799,772.40865
307,0.004728703,393.94682,772.53845
308,0.004728604,394.42508,772.66778
309,0.004728347,394.90354,772.79665
310,0.004728066,395.38151,772.92502
311,0.00472769,395.85963,773.05293
312,0.004727307,396.33718,773.1804
313,0.004726961,396.81484,773.30739
314,0.004726623,397.29201,773.43387
315,0.004726428,397.76924,773.55982
316,0.004726316,398.24615,773.68528
317,0.00472636,398.723,773.81033
318,0.004726507,399.19955,773.93486
319,0.004726838,399.67592,774.05891
320,0.004727253,400.15217,774.18248
321,0.004727854,400.62816,774.30553
322,0.004728475,401.10405,774.42816
323,0.004729177,401.57954,774.55038
324,0.004729963,402.05508,774.67219
325,0.004730683,402.5302,774.79357
326,0.004731412,403.00536,774.91451
327,0.004732085,403.47998,775.03509
328,0.004732697,403.95473,775.15528
329,0.004733213,404.42898,775.27508
330,0.004733694,404.90334,775.39448
331,0.004734057,405.37711,775.51346
332,0.004734392,405.85102,775.63209
333,0.004734695,406.32443,775.75032
334,0.004734984,406.79793,775.86819
335,0.0047353,407.27093,775.98563
336,0.004735649,407.74388,776.10261
337,0.004736057,408.21654,776.21919
338,0.004736554,408.68904,776.33537
339,0.004737174,409.16126,776.45114
340,0.00473787,409.6332,776.5665
341,0.004738716,410.10508,776.68146
342,0.004739619,410.57657,776.79602
343,0.004740629,411.04801,776.91021
344,0.004741749,411.51894,777.02401
345,0.00474286,411.98995,777.13741
346,0.004744066,412.46045,777.25044
347,0.004745248,412.93104,777.36309
348,0.004746434,413.40101,777.47545
349,0.004747582,413.87108,777.58752
350,0.004748716,414.34063,777.69924
351,0.004749765,414.81025,777.81059
352,0.004750796,415.27931,777.92162
353,0.004751773,415.74834,778.03232
354,0.004752708,416.21697,778.14268
355,0.00475363,416.6854,778.25269
356,0.00475455,417.15363,778.36236
357,0.00475547,417.62159,778.47176
358,0.004756447,418.0894,778.5808
359,0.004757489,418.55676,778.68949
360,0.00475855,419.02415,778.79778
361,0.004759749,419.49105,778.9057
362,0.004760983,419.95799,779.01328
363,0.004762354,420.42431,779.12053
364,0.004763774,420.89073,779.22745
365,0.004765257,421.35662,779.33407
366,0.004766847,421.82256,779.44038
367,0.004768443,422.28793,779.54636
368,0.00477009,422.75326,779.652
369,0.004771746,423.21824,779.7573
370,0.004773428,423.68303,779.8623
371,0.004775047,424.14755,779.96704
372,0.004776714,424.6117,780.07154
373,0.004778308,425.07577,780.17575
374,0.004779865,425.53941,780.27966
375,0.004781436,426.00301,780.38329
376,0.00478294,426.46603,780.4866
377,0.00478447,426.92914,780.58963
378,0.004785991,427.39168,780.69236
379,0.004787545,427.85428,780.79484
380,0.004789093,428.31625,780.89703
381,0.004790735,428.77823,780.99895
382,0.004792374,429.23981,781.10052
383,0.004794166,429.70121,781.20177
384,0.004795937,430.16229,781.30274
385,0.004797844,430.62302,781.40343
386,0.004799789,431.08364,781.50386
387,0.004801806,431.54383,781.604
388,0.00480386,432.00397,781.70384
389,0.004805979,432.46351,781.80342
390,0.004808131,432.9231,781.90271
391,0.004810258,433.38213,782.00171
392,0.004812477,433.84119,782.10048
393,0.004814607,434.29963,782.19903
394,0.004816784,434.75801,782.29737
395,0.004818954,435.21597,782.39542
396,0.004821037,435.67367,782.49319
397,0.004823209,436.13116,782.59071
398,0.004825289,436.58829,782.68801
399,0.004827425,437.0453,782.78509
400,0.00482954,437.50175,782.88191
401,0.004831684,437.95824,782.97847
402,0.004833857,438.41416,783.07477
403,0.004836089,438.87012,783.17083
404,0.004838339,439.32543,783.26664
405,0.004840686,439.78073,783.36219
406,0.004843043,440.2356,783.4575
407,0.004845524,440.69026,783.55259
408,0.004848007,441.14462,783.64739
409,0.004850577,441.59856,783.74192
410,0.004853174,442.05242,783.83622
411,0.004855835,442.50576,783.9303
412,0.004858483,442.95909,784.02416
413,0.004861194,443.41175,784.11781
414,0.00486391,443.86446,784.21121
415,0.004866617,444.31661,784.30439
416,0.004869347,444.7687,784.39735
417,0.004872048,445.22029,784.4901
418,0.004874768,445.67164,784.58263
419,0.00487747,446.12278,784.67498
420,0.0048802,446.57348,784.76709
421,0.004882909,447.02407,784.85895
422,0.004885666,447.47405,784.95062
423,0.004888397,447.92405,785.04208
424,0.004891242,448.37345,785.13335
425,0.004894037,448.82284,785.22441
426,0.004896952,449.27163,785.31523
427,0.004899863,449.72028,785.40582
428,0.004902869,450.16858,785.49621
429,0.004905887,450.61655,785.58637
430,0.004909009,451.06432,785.67633
431,0.004912131,451.51152,785.76608
432,0.004915316,451.9587,785.8556
433,0.004918545,452.40528,785.94489
434,0.004921765,452.85185,786.03402
435,0.004925057,453.29777,786.12299
436,0.004928343,453.74356,786.21174
437,0.004931644,454.18893,786.3003
438,0.004934962,454.63394,786.38865
439,0.004938271,455.07876,786.47681
440,0.004941585,455.5231,786.56478
441,0.004944928,455.96736,786.65257
442,0.004948268,456.41094,786.74017
443,0.004951649,456.85456,786.82757
444,0.00495498,457.29759,786.91478
445,0.004958444,457.74049,787.00186
446,0.004961855,458.18294,787.08875
447,0.004965355,458.62501,787.17545
448,0.004968872,459.06691,787.26194
449,0.004972479,459.50828,787.34824
450,0.004976076,459.94957,787.43433
451,0.004979775,460.39018,787.52024
452,0.004983476,460.83078,787.60597
453,0.004987246,461.27082,787.69151
454,0.004991058,461.71067,787.77688
455,0.004994883,462.15011,787.8621
456,0.004998765,462.58911,787.94716
457,0.005002644,463.02799,788.03204
458,0.005006574,463.46627,788.11674
459,0.005010484,463.90449,788.20126
460,0.00501445,464.34201,788.28558
461,0.0050184,464.77947,788.36973
462,0.005022373,465.21644,788.45373
463,0.005026356,465.65311,788.53757
464,0.005030388,466.08948,788.62128
465,0.005034398,466.52529,788.70483
466,0.005038492,466.96103,788.7882
467,0.005042549,467.39613,788.87143
468,0.005046705,467.83116,788.95448
469,0.005050872,468.26554,789.03734
470,0.005055082,468.69972,789.12003
471,0.005059333,469.13354,789.20255
472,0.005063676,469.56691,789.28492
473,0.005067969,470.00011,789.36717
474,0.005072414,470.43262,789.44925
475,0.005076831,470.86509,789.53117
476,0.005081294,471.29692,789.61293
477,0.005085825,471.7286,789.69451
478,0.005090328,472.15981,789.77593
479,0.005094927,472.59054,789.85721
480,0.005099481,473.02107,789.93834
481,0.005104104,473.45094,790.01933
482,0.005108727,473.88078,790.1002
483,0.005113349,474.30997,790.18092
484,0.005118064,474.739,790.26149
485,0.005122699,475.16753,790.34189
486,0.005127451,475.59563,790.42215
487,0.005132181,476.02355,790.50226
488,0.00513697,476.45084,790.58222
489,0.005141766,476.87806,790.66206
490,0.005146647,477.30455,790.74176
491,0.005151507,477.73089,790.82135
492,0.005156478,478.1568,790.90077
493,0.005161436,478.58225,790.98005
494,0.005166469,479.0075,791.05916
495,0.005171534,479.43205,791.13811
496,0.00517663,479.85653,791.21693
497,0.005181799,480.28037,791.29566
498,0.005186942,480.704,791.37425
499,0.005192194,481.12719,791.45269
500,0.0051974,481.54984,791.531
501,0.005202689,481.97235,791.60915
502,0.005207981,482.39418,791.68716
503,0.005213263,482.81593,791.76507
504,0.005218651,483.23702,791.84285
505,0.005223979,483.6578,791.9205
506,0.005229391,484.07827,791.99804
507,0.005234809,484.49816,792.07544
508,0.005240267,484.91793,792.15271
509,0.005245737,485.33695,792.22985
510,0.005251288,485.75583,792.30684
511,0.005256812,486.17422,792.38371
512,0.005262447,486.59218,792.46046
513,0.005268053,487.0099,792.5371
514,0.005273752,487.42691,792.61362
515,0.005279471,487.84383,792.69002
516,0.005285211,488.2601,792.76629
517,0.005291044,488.67614,792.8424
518,0.005296853,489.09178,792.91839
519,0.005302755,489.5068,792.99429
520,0.005308632,489.92172,793.07008
521,0.005314578,490.33593,793.14575
522,0.005320548,490.75,793.22128
523,0.005326501,491.16351,793.29668
524,0.005332571,491.57655,793.37198
525,0.005338557,491.9894,793.44716
526,0.005344666,492.40151,793.52222
527,0.005350759,492.81354,793.59718
528,0.005356878,493.22497,793.67205
529,0.005363036,493.63609,793.74679
530,0.00536925,494.04691,793.82141
531,0.005375436,494.45704,793.89592
532,0.00538174,494.86709,793.97031
533,0.005388012,495.27647,794.04459
534,0.00539437,495.68565,794.11878
535,0.005400731,496.0944,794.19286
536,0.00540716,496.50257,794.26681
537,0.005413599,496.91065,794.34063
538,0.005420104,497.31803,794.41435
539,0.005426595,497.72528,794.48798
540,0.005433161,498.13201,794.5615
541,0.005439759,498.53825,794.63492
542,0.005446328,498.94437,794.70823
543,0.005453008,499.34979,794.78145
544,0.005459644,500.12855,794.85455
545,0.005466339,500.5337,794.92753
546,0.005473053,500.93854,795.00043
547,0.005479799,501.34295,795.07323
548,0.005486553,501.74703,795.14592
549,0.005493385,502.15075,795.21851
550,0.005500165,502.55404,795.29099
551,0.005507075,502.95703,795.36335
552,0.005513928,503.35959,795.43563
553,0.005520872,503.76184,795.50781
554,0.005527825,504.16373,795.57992
555,0.005534816,504.56522,795.65192
556,0.005541831,504.96643,795.72381
557,0.005548918,505.36722,795.79561
558,0.005555974,505.76772,795.8673
559,0.005563091,506.16787,795.9389
560,0.005570263,506.56762,796.01042
561,0.005577382,506.96712,796.08182
562,0.00558463,507.3662,796.15313
563,0.005591818,507.76502,796.22433
564,0.005599061,508.1635,796.29544
565,0.005606333,508.56161,796.36647
566,0.00561362,508.95948,796.4374
567,0.005620916,509.35696,796.50826
568,0.005628276,509.7542,796.57904
569,0.0056356,510.15111,796.64972
570,0.005643014,510.54768,796.72031
571,0.005650391,510.94404,796.7908
572,0.005657851,511.33999,796.86121
573,0.005665287,511.73573,796.93152
574,0.0056728,512.13121,797.00174
575,0.005680284,512.52637,797.07186
576,0.005687849,512.92137,797.14189
577,0.00569538,513.31599,797.21183
578,0.005702986,513.71044,797.28169
579,0.00571062,514.10466,797.35146
580,0.005718192,514.49857,797.42118
581,0.005725895,514.89236,797.49082
582,0.00573353,515.2858,797.56036
583,0.005741224,515.67909,797.62982
584,0.005748938,516.0722,797.69919
585,0.005756636,516.46502,797.76846
586,0.005764402,516.85777,797.83765
587,0.005772111,517.25022,797.90675
588,0.005779924,517.64254,797.97577
589,0.005787685,518.03473,798.04471
590,0.005795497,518.42667,798.11356
591,0.005803319,518.81857,798.18234
592,0.005811168,519.21023,798.25106
593,0.005819002,519.60177,798.31971
594,0.005826909,519.99327,798.38827
595,0.005834768,520.38453,798.45677
596,0.00584267,520.7758,798.52517
597,0.005850636,521.16692,798.59348
598,0.005858506,521.55792,798.6617
599,0.005866511,521.94896,798.72985
600,0.00587444,522.3398,798.79791
601,0.005882424,522.73069,798.8659
602,0.005890413,523.12154,798.93382
603.05,0.005898579,523.52202,799.00338
604.05,0.005906814,523.92263,799.07286
605.05,0.005914788,524.31331,799.14057
606.05,0.005922849,524.70409,799.20822
607.05,0.005930841,525.09491,799.27578
608.05,0.005938894,525.48564,799.34325
609.05,0.005946931,525.87657,799.41066
610.05,0.005954997,526.26741,799.47799
611.05,0.005963031,526.6584,799.54524
612.05,0.005971131,527.04952,799.61242
613.05,0.005979178,527.44058,799.67955
614.05,0.005987286,527.83194,799.74661
615.05,0.005995378,528.2233,799.8136
616.05,0.006003446,528.61481,799.88052
617.05,0.006011585,529.00658,799.94737
618.05,0.006019667,529.39832,800.01413
619.05,0.006027774,529.79043,800.08083
620.05,0.006035902,530.18263,800.14745
621.05,0.006044014,530.57501,800.214
622.05,0.006052132,530.96779,800.2805
623.05,0.006060233,531.3606,800.34695
624.05,0.006068383,531.75387,800.41334
625.05,0.006076451,532.14736,800.47965
626.05,0.006084606,532.54105,800.54589
627.05,0.006092722,532.93525,800.61206
628.05,0.006100823,533.32956,800.67817
629.05,0.006108963,533.72441,800.7442
630.05,0.006117079,534.1196,800.81016
631.05,0.006125174,534.51505,800.87606
632.05,0.006133345,534.91113,800.94192
633.05,0.006141399,535.30739,801.00773
634.05,0.006149568,535.70429,801.07347
635.05,0.006157667,536.10163,801.13913
636.05,0.00616577,536.49929,801.20473
