Time (s),Temperature (K),Mass (mg),Heat Flow Rate (W/g)
0.0,293.15,5.0000,0.0182
3.0,293.65,5.0000,0.1920
6.0,294.15,5.0000,0.1920
9.0,294.65,5.0000,0.1920
12.0,295.15,5.0000,0.1920
15.0,295.65,5.0000,0.1920
18.0,296.15,5.0000,0.1920
21.0,296.65,5.0000,0.1920
24.0,297.15,5.0000,0.1920
27.0,297.65,5.0000,0.1920
30.0,298.15,5.0000,0.1920
33.0,298.65,5.0000,0.1920
36.0,299.15,5.0000,0.1927
39.0,299.65,5.0000,0.1927
42.0,300.15,5.0000,0.1935
45.0,300.65,5.0000,0.1935
48.0,301.15,5.0000,0.1943
51.0,301.65,5.0000,0.1943
54.0,302.15,5.0000,0.1952
57.0,302.65,5.0000,0.1952
60.0,303.15,5.0000,0.1960
63.0,303.65,5.0000,0.1960
66.0,304.15,5.0000,0.1969
69.0,304.65,5.0000,0.1969
72.0,305.15,5.0000,0.1977
75.0,305.65,5.0000,0.1977
78.0,306.15,5.0000,0.1985
81.0,306.65,5.0000,0.1985
84.0,307.15,5.0000,0.1993
87.0,307.65,5.0000,0.1993
90.0,308.15,5.0000,0.2002
93.0,308.65,5.0000,0.2002
96.0,309.15,5.0000,0.2010
99.0,309.65,5.0000,0.2010
102.0,310.15,5.0000,0.2018
105.0,310.65,5.0000,0.2018
108.0,311.15,5.0000,0.2026
111.0,311.65,5.0000,0.2026
114.0,312.15,5.0000,0.2035
117.0,312.65,5.0000,0.2035
120.0,313.15,5.0000,0.2043
123.0,313.65,5.0000,0.2043
126.0,314.15,5.0000,0.2051
129.0,314.65,5.0000,0.2051
132.0,315.15,5.0000,0.2059
135.0,315.65,5.0000,0.2059
138.0,316.15,5.0000,0.2068
141.0,316.65,5.0000,0.2068
144.0,317.15,5.0000,0.2076
147.0,317.65,5.0000,0.2076
150.0,318.15,5.0000,0.2085
153.0,318.65,5.0000,0.2085
156.0,319.15,5.0000,0.2093
159.0,319.65,5.0000,0.2093
162.0,320.15,5.0000,0.2101
165.0,320.65,5.0000,0.2101
168.0,321.15,5.0000,0.2110
171.0,321.65,5.0000,0.2110
174.0,322.15,5.0000,0.2118
