Time (s),MLR (g/m2/s),T Back (K),T Top (K)
1.63E+02,7.93E-04,1009.33411,1013.79827
1.64E+02,7.91E-04,1010.85519,1014.39372
1.65E+02,7.89E-04,1012.3002,1014.96047
1.66E+02,7.86E-04,1013.67222,1015.49961
1.67E+02,7.84E-04,1014.9742,1016.01235
1.68E+02,7.81E-04,1016.20906,1016.49964
1.69E+02,7.78E-04,1017.37955,1016.9626
1.70E+02,7.76E-04,1018.48837,1017.40218
1.71E+02,7.73E-04,1019.53812,1017.81936
1.72E+02,7.70E-04,1020.53128,1018.21503
1.73E+02,7.67E-04,1021.47028,1018.59014
1.74E+02,7.63E-04,1022.35746,1018.94548
1.75E+02,7.60E-04,1023.19505,1019.2819
1.76E+02,7.57E-04,1023.98522,1019.60023
1.77E+02,7.54E-04,1024.73001,1019.90118
1.78E+02,7.50E-04,1025.43148,1020.18551
1.79E+02,7.47E-04,1026.09158,1020.45396
1.80E+02,7.44E-04,1026.71207,1020.70718
1.81E+02,7.40E-04,1027.29483,1020.94581
1.82E+02,7.37E-04,1027.84155,1021.17053
1.83E+02,7.33E-04,1028.35382,1021.38195
1.84E+02,7.30E-04,1028.83334,1021.58062
1.85E+02,7.26E-04,1029.28153,1021.76711
1.86E+02,7.23E-04,1029.6999,1021.94196
1.87E+02,7.19E-04,1030.08989,1022.1057
1.88E+02,7.15E-04,1030.4527,1022.25889
1.89E+02,7.12E-04,1030.78984,1022.40193
1.90E+02,7.08E-04,1031.1024,1022.53529
1.91E+02,7.04E-04,1031.39152,1022.65942
1.92E+02,7.01E-04,1031.65852,1022.77474
1.93E+02,6.97E-04,1031.90442,1022.88166
1.94E+02,6.93E-04,1032.13018,1022.98059
1.95E+02,6.90E-04,1032.33679,1023.07199
1.96E+02,6.86E-04,1032.52529,1023.15611
1.97E+02,6.82E-04,1032.6967,1023.23333
1.98E+02,6.79E-04,1032.85175,1023.30394
1.99E+02,6.75E-04,1032.99129,1023.36827
2.00E+02,6.71E-04,1033.11612,1023.42667
2.01E+02,6.68E-04,1033.227,1023.47938
2.02E+02,6.64E-04,1033.32463,1023.5267
2.03E+02,6.60E-04,1033.40976,1023.56891
2.04E+02,6.57E-04,1033.4831,1023.60626
2.05E+02,6.53E-04,1033.54534,1023.63898
2.06E+02,6.50E-04,1033.59696,1023.66733
2.07E+02,6.46E-04,1033.63861,1023.69152
2.08E+02,6.42E-04,1033.67078,1023.71178
2.09E+02,6.39E-04,1033.69399,1023.72832
2.10E+02,6.35E-04,1033.70877,1023.74132
2.11E+02,6.32E-04,1033.71559,1023.75096
2.12E+02,6.28E-04,1033.71493,1023.75744
2.13E+02,6.25E-04,1033.70722,1023.76092
2.14E+02,6.21E-04,1033.69288,1023.76155
2.15E+02,6.18E-04,1033.6723,1023.75952
2.16E+02,6.14E-04,1033.64587,1023.75496
2.17E+02,6.11E-04,1033.61394,1023.74801
2.18E+02,6.07E-04,1033.57681,1023.73881
2.19E+02,6.04E-04,1033.53479,1023.7275
2.20E+02,6.00E-04,1033.48821,1023.71416
2.21E+02,5.97E-04,1033.43735,1023.69895
2.22E+02,5.94E-04,1033.38258,1023.68196
2.23E+02,5.90E-04,1033.32411,1023.6633
2.24E+02,5.87E-04,1033.26218,1023.64309
2.25E+02,5.83E-04,1033.19704,1023.6214
2.26E+02,5.80E-04,1033.12891,1023.59833
2.27E+02,5.77E-04,1033.05801,1023.57397
2.28E+02,5.74E-04,1032.98454,1023.54841
2.29E+02,5.70E-04,1032.90865,1023.52172
2.30E+02,5.67E-04,1032.83058,1023.494
2.31E+02,5.64E-04,1032.75049,1023.46529
2.32E+02,5.61E-04,1032.66846,1023.43566
2.33E+02,5.57E-04,1032.58468,1023.40518
2.34E+02,5.54E-04,1032.49927,1023.37391
2.35E+02,5.51E-04,1032.41238,1023.3419
2.36E+02,5.48E-04,1032.32425,1023.30922
2.37E+02,5.45E-04,1032.23497,1023.27592
2.38E+02,5.42E-04,1032.14461,1023.24201
2.39E+02,5.39E-04,1032.0533,1023.2076
2.40E+02,5.36E-04,1031.96113,1023.17269
2.41E+02,5.33E-04,1031.86819,1023.13734
2.42E+02,5.30E-04,1031.77459,1023.1016
2.43E+02,5.27E-04,1031.6804,1023.06547
2.44E+02,5.24E-04,1031.58569,1023.02903
2.45E+02,5.21E-04,1031.49046,1022.99229
2.46E+02,5.18E-04,1031.39484,1022.9553
2.47E+02,5.15E-04,1031.299,1022.91806
2.48E+02,5.12E-04,1031.20298,1022.88065
2.49E+02,5.09E-04,1031.1068,1022.84306
2.50E+02,5.06E-04,1031.01055,1022.80533
2.51E+02,5.03E-04,1030.91425,1022.76746
2.52E+02,5.00E-04,1030.81791,1022.72948
2.53E+02,4.98E-04,1030.72163,1022.69142
2.54E+02,4.95E-04,1030.62543,1022.65332
2.55E+02,4.92E-04,1030.52933,1022.61518
2.56E+02,4.89E-04,1030.4333,1022.57698
2.57E+02,4.86E-04,1030.33752,1022.53878
2.58E+02,4.84E-04,1030.24201,1022.50059
2.59E+02,4.81E-04,1030.14679,1022.46241
2.60E+02,4.78E-04,1030.05187,1022.42425
2.61E+02,4.76E-04,1029.95729,1022.38616
2.62E+02,4.73E-04,1029.86307,1022.34813
2.63E+02,4.70E-04,1029.76919,1022.31018
2.64E+02,4.68E-04,1029.67568,1022.27229
2.65E+02,4.65E-04,1029.58257,1022.23448
2.66E+02,4.63E-04,1029.48982,1022.19681
2.67E+02,4.60E-04,1029.3975,1022.15924
2.68E+02,4.57E-04,1029.30568,1022.12177
2.69E+02,4.55E-04,1029.21437,1022.08442
2.70E+02,4.52E-04,1029.12356,1022.04719
2.71E+02,4.50E-04,1029.03324,1022.01011
2.72E+02,4.47E-04,1028.94343,1021.97319
2.73E+02,4.45E-04,1028.85416,1021.93642
2.74E+02,4.42E-04,1028.7654,1021.89981
2.75E+02,4.40E-04,1028.67718,1021.86337
2.76E+02,4.38E-04,1028.58947,1021.8271
2.77E+02,4.35E-04,1028.50226,1021.79099
2.78E+02,4.33E-04,1028.41556,1021.75504
2.79E+02,4.30E-04,1028.32947,1021.71926
2.80E+02,4.28E-04,1028.24396,1021.68365
2.81E+02,4.26E-04,1028.15905,1021.64824
2.82E+02,4.23E-04,1028.07472,1021.61303
2.83E+02,4.21E-04,1027.99097,1021.578
2.84E+02,4.19E-04,1027.90778,1021.54315
2.85E+02,4.16E-04,1027.82518,1021.50849
2.86E+02,4.14E-04,1027.74313,1021.47401
2.87E+02,4.12E-04,1027.66166,1021.43973
2.88E+02,4.10E-04,1027.58075,1021.40565
2.89E+02,4.07E-04,1027.50035,1021.37178
2.90E+02,4.05E-04,1027.4205,1021.33811
2.91E+02,4.03E-04,1027.34129,1021.30463
2.92E+02,4.01E-04,1027.26268,1021.27133
2.93E+02,3.99E-04,1027.18464,1021.23822
2.94E+02,3.96E-04,1027.10718,1021.20532
2.95E+02,3.94E-04,1027.0303,1021.17261
2.96E+02,3.92E-04,1026.95399,1021.1401
2.97E+02,3.90E-04,1026.87824,1021.10781
2.98E+02,3.88E-04,1026.80307,1021.07572
2.99E+02,3.86E-04,1026.72843,1021.04384
3.00E+02,3.84E-04,1026.65437,1021.01217
3.01E+02,3.82E-04,1026.58084,1020.98067
3.02E+02,3.80E-04,1026.50782,1020.94936
3.03E+02,3.78E-04,1026.4353,1020.91825
3.04E+02,3.76E-04,1026.36335,1020.88733
3.05E+02,3.74E-04,1026.29199,1020.85662
3.06E+02,3.72E-04,1026.22118,1020.82611
3.07E+02,3.70E-04,1026.15092,1020.7958
3.08E+02,3.68E-04,1026.0812,1020.7657
3.09E+02,3.66E-04,1026.01201,1020.73578
3.10E+02,3.64E-04,1025.94336,1020.70605
3.11E+02,3.62E-04,1025.87522,1020.67653
3.12E+02,3.60E-04,1025.80761,1020.64719
3.13E+02,3.58E-04,1025.74051,1020.61801
3.14E+02,3.56E-04,1025.6739,1020.58903
3.15E+02,3.54E-04,1025.60778,1020.56025
3.16E+02,3.52E-04,1025.54214,1020.53166
3.17E+02,3.50E-04,1025.47695,1020.50327
3.18E+02,3.48E-04,1025.41227,1020.47506
3.19E+02,3.47E-04,1025.34812,1020.44703
3.20E+02,3.45E-04,1025.28446,1020.41918
3.21E+02,3.43E-04,1025.2213,1020.39151
3.22E+02,3.41E-04,1025.15863,1020.36403
3.23E+02,3.39E-04,1025.09645,1020.33673
3.24E+02,3.38E-04,1025.03474,1020.30961
3.25E+02,3.36E-04,1024.9735,1020.28266
3.26E+02,3.34E-04,1024.91273,1020.2559
3.27E+02,3.32E-04,1024.85242,1020.22929
3.28E+02,3.31E-04,1024.79255,1020.20284
3.29E+02,3.29E-04,1024.73313,1020.1766
3.30E+02,3.27E-04,1024.67415,1020.15053
3.31E+02,3.25E-04,1024.61562,1020.12464
3.32E+02,3.24E-04,1024.55751,1020.09893
3.33E+02,3.22E-04,1024.4998,1020.07338
3.34E+02,3.20E-04,1024.44249,1020.04798
3.35E+02,3.19E-04,1024.38565,1020.02275
3.36E+02,3.17E-04,1024.32926,1019.99769
3.37E+02,3.15E-04,1024.27331,1019.97279
3.38E+02,3.14E-04,1024.21778,1019.94806
3.39E+02,3.12E-04,1024.16267,1019.92349
3.40E+02,3.11E-04,1024.10799,1019.89907
3.41E+02,3.09E-04,1024.05372,1019.87483
3.42E+02,3.07E-04,1023.99984,1019.85074
3.43E+02,3.06E-04,1023.94637,1019.82681
3.44E+02,3.04E-04,1023.89329,1019.80303
3.45E+02,3.03E-04,1023.84062,1019.77941
3.46E+02,3.01E-04,1023.78833,1019.75596
3.47E+02,3.00E-04,1023.73643,1019.73266
3.48E+02,2.98E-04,1023.68491,1019.70952
3.49E+02,2.96E-04,1023.63376,1019.68652
3.50E+02,2.95E-04,1023.58298,1019.66367
3.51E+02,2.93E-04,1023.53256,1019.64096
3.52E+02,2.92E-04,1023.48246,1019.6184
3.53E+02,2.90E-04,1023.43273,1019.596
3.54E+02,2.89E-04,1023.38341,1019.57374
3.55E+02,2.88E-04,1023.33445,1019.55161
3.56E+02,2.86E-04,1023.28587,1019.52964
3.57E+02,2.85E-04,1023.23765,1019.50781
3.58E+02,2.83E-04,1023.18979,1019.48611
3.59E+02,2.82E-04,1023.14229,1019.46455
3.60E+02,2.80E-04,1023.09512,1019.44314
3.61E+02,2.79E-04,1023.04829,1019.42186
3.62E+02,2.77E-04,1023.00182,1019.40074
3.63E+02,2.76E-04,1022.95568,1019.37975
3.64E+02,2.75E-04,1022.90988,1019.3589
3.65E+02,2.73E-04,1022.86441,1019.33819
3.66E+02,2.72E-04,1022.81928,1019.31762
3.67E+02,2.71E-04,1022.77447,1019.29716
3.68E+02,2.69E-04,1022.72997,1019.27683
3.69E+02,2.68E-04,1022.6858,1019.25664
3.70E+02,2.67E-04,1022.64193,1019.23657
3.71E+02,2.65E-04,1022.59838,1019.21664
3.72E+02,2.64E-04,1022.55512,1019.19684
3.73E+02,2.63E-04,1022.51216,1019.17716
3.74E+02,2.61E-04,1022.46946,1019.15762
3.75E+02,2.60E-04,1022.4271,1019.13819
3.76E+02,2.59E-04,1022.38505,1019.11888
3.77E+02,2.57E-04,1022.34332,1019.0997
3.78E+02,2.56E-04,1022.30189,1019.08065
3.79E+02,2.55E-04,1022.26077,1019.06172
3.80E+02,2.54E-04,1022.21994,1019.04291
3.81E+02,2.52E-04,1022.17941,1019.02422
3.82E+02,2.51E-04,1022.13916,1019.00564
3.83E+02,2.50E-04,1022.0992,1018.9872
3.84E+02,2.49E-04,1022.05953,1018.96886
3.85E+02,2.47E-04,1022.02014,1018.95064
3.86E+02,2.46E-04,1021.98103,1018.93255
3.87E+02,2.45E-04,1021.94219,1018.91457
3.88E+02,2.44E-04,1021.90363,1018.89671
3.89E+02,2.43E-04,1021.86535,1018.87897
3.90E+02,2.41E-04,1021.82732,1018.86134
3.91E+02,2.40E-04,1021.78957,1018.84381
3.92E+02,2.39E-04,1021.75208,1018.8264
3.93E+02,2.38E-04,1021.71485,1018.80911
3.94E+02,2.37E-04,1021.67788,1018.79192
3.95E+02,2.36E-04,1021.64116,1018.77484
3.96E+02,2.35E-04,1021.6047,1018.75788
3.97E+02,2.33E-04,1021.56849,1018.74101
3.98E+02,2.32E-04,1021.53252,1018.72425
3.99E+02,2.31E-04,1021.49677,1018.70758
4.00E+02,2.30E-04,1021.46124,1018.69103
4.01E+02,2.29E-04,1021.42599,1018.67458
4.02E+02,2.28E-04,1021.391,1018.65823
4.03E+02,2.27E-04,1021.35626,1018.64198
4.04E+02,2.26E-04,1021.32177,1018.62585
4.05E+02,2.25E-04,1021.28753,1018.60982
4.06E+02,2.24E-04,1021.25352,1018.59388
4.07E+02,2.22E-04,1021.21974,1018.57805
4.08E+02,2.21E-04,1021.18621,1018.56232
4.09E+02,2.20E-04,1021.15291,1018.54669
4.10E+02,2.19E-04,1021.11985,1018.53116
4.11E+02,2.18E-04,1021.08701,1018.51573
4.12E+02,2.17E-04,1021.05439,1018.50039
4.13E+02,2.16E-04,1021.022,1018.48515
4.14E+02,2.15E-04,1020.98984,1018.47001
4.15E+02,2.14E-04,1020.95789,1018.45497
4.16E+02,2.13E-04,1020.92617,1018.44002
4.17E+02,2.12E-04,1020.89466,1018.42517
4.18E+02,2.11E-04,1020.86337,1018.41041
4.19E+02,2.10E-04,1020.8323,1018.39575
4.20E+02,2.09E-04,1020.80144,1018.38117
4.21E+02,2.08E-04,1020.77078,1018.36668
4.22E+02,2.07E-04,1020.74033,1018.35227
4.23E+02,2.06E-04,1020.71009,1018.33796
4.24E+02,2.05E-04,1020.68005,1018.32374
4.25E+02,2.04E-04,1020.6502,1018.30962
4.26E+02,2.03E-04,1020.62057,1018.29558
4.27E+02,2.02E-04,1020.59112,1018.28163
4.28E+02,2.02E-04,1020.56188,1018.26776
4.29E+02,2.01E-04,1020.53282,1018.25399
4.30E+02,2.00E-04,1020.50394,1018.24029
4.31E+02,1.99E-04,1020.47523,1018.22667
4.32E+02,1.98E-04,1020.44674,1018.21314
4.33E+02,1.97E-04,1020.41845,1018.1997
4.34E+02,1.96E-04,1020.39036,1018.18633
4.35E+02,1.95E-04,1020.36246,1018.17306
4.36E+02,1.94E-04,1020.33476,1018.15986
4.37E+02,1.93E-04,1020.30725,1018.14676
4.38E+02,1.92E-04,1020.27992,1018.13372
4.39E+02,1.92E-04,1020.25278,1018.12076
4.40E+02,1.91E-04,1020.22582,1018.10789
4.41E+02,1.90E-04,1020.19905,1018.09511
4.42E+02,1.89E-04,1020.17245,1018.0824
4.43E+02,1.88E-04,1020.14604,1018.06978
4.44E+02,1.87E-04,1020.11981,1018.05724
4.45E+02,1.86E-04,1020.09375,1018.04477
4.46E+02,1.86E-04,1020.06786,1018.03239
4.47E+02,1.85E-04,1020.04215,1018.02008
4.48E+02,1.84E-04,1020.01662,1018.00784
4.49E+02,1.83E-04,1019.99125,1017.99569
4.50E+02,1.82E-04,1019.96606,1017.98361
4.51E+02,1.81E-04,1019.94104,1017.9716
4.52E+02,1.81E-04,1019.91617,1017.95966
4.53E+02,1.80E-04,1019.89148,1017.9478
4.54E+02,1.79E-04,1019.86694,1017.93601
4.55E+02,1.78E-04,1019.84258,1017.9243
4.56E+02,1.77E-04,1019.81837,1017.91266
4.57E+02,1.77E-04,1019.79431,1017.90109
4.58E+02,1.76E-04,1019.77042,1017.8896
4.59E+02,1.75E-04,1019.7467,1017.87818
4.60E+02,1.74E-04,1019.72312,1017.86682
4.61E+02,1.74E-04,1019.6997,1017.85554
4.62E+02,1.73E-04,1019.67643,1017.84433
4.63E+02,1.72E-04,1019.65332,1017.83318
4.64E+02,1.71E-04,1019.63036,1017.8221
4.65E+02,1.71E-04,1019.60754,1017.81109
4.66E+02,1.70E-04,1019.58488,1017.80014
4.67E+02,1.69E-04,1019.56235,1017.78926
4.68E+02,1.68E-04,1019.53997,1017.77845
4.69E+02,1.68E-04,1019.51773,1017.76771
4.70E+02,1.67E-04,1019.49562,1017.75703
4.71E+02,1.66E-04,1019.47365,1017.74642
4.72E+02,1.65E-04,1019.45183,1017.73586
4.73E+02,1.65E-04,1019.43017,1017.72538
4.74E+02,1.64E-04,1019.40866,1017.71495
4.75E+02,1.63E-04,1019.38729,1017.70459
4.76E+02,1.63E-04,1019.36606,1017.69429
4.77E+02,1.62E-04,1019.34498,1017.68406
4.78E+02,1.61E-04,1019.32403,1017.67389
4.79E+02,1.61E-04,1019.30322,1017.66379
4.80E+02,1.60E-04,1019.28256,1017.65376
4.81E+02,1.59E-04,1019.26203,1017.64378
4.82E+02,1.59E-04,1019.24163,1017.63387
4.83E+02,1.58E-04,1019.22137,1017.62401
4.84E+02,1.57E-04,1019.20125,1017.61422
4.85E+02,1.57E-04,1019.18125,1017.60449
4.86E+02,1.56E-04,1019.16139,1017.59481
4.87E+02,1.55E-04,1019.14165,1017.5852
4.88E+02,1.55E-04,1019.12205,1017.57565
4.89E+02,1.54E-04,1019.10257,1017.56616
4.90E+02,1.53E-04,1019.08322,1017.55672
4.91E+02,1.53E-04,1019.064,1017.54735
4.92E+02,1.52E-04,1019.04491,1017.53803
4.93E+02,1.51E-04,1019.02593,1017.52876
4.94E+02,1.51E-04,1019.00708,1017.51956
4.95E+02,1.50E-04,1018.98835,1017.51041
4.96E+02,1.49E-04,1018.96975,1017.50132
4.97E+02,1.49E-04,1018.95126,1017.49228
4.98E+02,1.48E-04,1018.9329,1017.4833
4.99E+02,1.48E-04,1018.91465,1017.47437
5.00E+02,1.47E-04,1018.89652,1017.4655
5.01E+02,1.46E-04,1018.87851,1017.45668
5.02E+02,1.46E-04,1018.86062,1017.44792
5.03E+02,1.45E-04,1018.84284,1017.43921
5.04E+02,1.45E-04,1018.82517,1017.43055
5.05E+02,1.44E-04,1018.80762,1017.42195
5.06E+02,1.43E-04,1018.79018,1017.41338
5.07E+02,1.43E-04,1018.77285,1017.40488
5.08E+02,1.42E-04,1018.75564,1017.39643
5.09E+02,1.42E-04,1018.73853,1017.38803
5.10E+02,1.41E-04,1018.72154,1017.37968
5.11E+02,1.41E-04,1018.70464,1017.37139
5.12E+02,1.40E-04,1018.68786,1017.36314
5.13E+02,1.39E-04,1018.67119,1017.35495
5.14E+02,1.39E-04,1018.65462,1017.3468
5.15E+02,1.38E-04,1018.63816,1017.3387
5.16E+02,1.38E-04,1018.6218,1017.33066
5.17E+02,1.37E-04,1018.60555,1017.32266
5.18E+02,1.37E-04,1018.5894,1017.31471
5.19E+02,1.36E-04,1018.57335,1017.3068
5.20E+02,1.36E-04,1018.55741,1017.29895
5.21E+02,1.35E-04,1018.54156,1017.29114
5.22E+02,1.35E-04,1018.52581,1017.28337
5.23E+02,1.34E-04,1018.51015,1017.27565
5.24E+02,1.33E-04,1018.49458,1017.26798
5.25E+02,1.33E-04,1018.4791,1017.26036
5.26E+02,1.32E-04,1018.46374,1017.25278
5.27E+02,1.32E-04,1018.44848,1017.24524
5.28E+02,1.31E-04,1018.43332,1017.23776
5.29E+02,1.31E-04,1018.41826,1017.23031
5.30E+02,1.30E-04,1018.4033,1017.22292
5.31E+02,1.30E-04,1018.38844,1017.21557
5.32E+02,1.29E-04,1018.37367,1017.20826
5.33E+02,1.29E-04,1018.359,1017.20101
5.34E+02,1.28E-04,1018.34443,1017.19379
5.35E+02,1.28E-04,1018.32994,1017.18662
5.36E+02,1.27E-04,1018.31556,1017.17949
5.37E+02,1.27E-04,1018.30126,1017.17241
