Time (s),MLR (g/m2/s),T Back (K),T Top (K)
5.10E+02,5.53E-04,407.45145,599.34353
5.11E+02,5.54E-04,407.6734,599.41146
5.12E+02,5.55E-04,407.89503,599.47921
5.13E+02,5.56E-04,408.11605,599.54671
5.14E+02,5.57E-04,408.33674,599.61397
5.15E+02,5.58E-04,408.55725,599.68105
5.16E+02,5.59E-04,408.77749,599.74793
5.17E+02,5.60E-04,408.99729,599.8146
5.18E+02,5.61E-04,409.21646,599.88105
5.19E+02,5.63E-04,409.43547,599.94734
5.20E+02,5.64E-04,409.65427,600.01346
5.21E+02,5.65E-04,409.87277,600.0794
5.22E+02,5.66E-04,410.09071,600.14515
5.23E+02,5.67E-04,410.30824,600.21069
5.24E+02,5.68E-04,410.52561,600.27606
5.25E+02,5.69E-04,410.74273,600.34133
5.26E+02,5.70E-04,410.95947,600.40638
5.27E+02,5.71E-04,411.17555,600.47123
5.28E+02,5.72E-04,411.39142,600.53591
5.29E+02,5.74E-04,411.6071,600.60039
5.30E+02,5.75E-04,411.8225,600.66469
5.31E+02,5.76E-04,412.03744,600.72883
5.32E+02,5.77E-04,412.25185,600.79272
5.33E+02,5.78E-04,412.4661,600.85645
5.34E+02,5.79E-04,412.68013,600.92
5.35E+02,5.80E-04,412.89384,600.98339
5.36E+02,5.81E-04,413.10693,601.04661
5.37E+02,5.82E-04,413.31966,601.10964
5.38E+02,5.83E-04,413.53224,601.1725
5.39E+02,5.84E-04,413.74458,601.23529
5.40E+02,5.86E-04,413.95655,601.29789
5.41E+02,5.87E-04,414.16792,601.36027
5.42E+02,5.88E-04,414.37907,601.42246
5.43E+02,5.89E-04,414.59002,601.4845
5.44E+02,5.90E-04,414.8007,601.54638
5.45E+02,5.91E-04,415.01093,601.60809
5.46E+02,5.92E-04,415.22057,601.66959
5.47E+02,5.93E-04,415.43006,601.73093
5.48E+02,5.94E-04,415.63934,601.79211
5.49E+02,5.95E-04,415.84832,601.85312
5.50E+02,5.96E-04,416.05679,601.91395
5.51E+02,5.97E-04,416.26479,601.9746
5.52E+02,5.99E-04,416.47264,602.03508
5.53E+02,6.00E-04,416.68027,602.09541
5.54E+02,6.01E-04,416.8876,602.15567
5.55E+02,6.02E-04,417.09439,602.21575
5.56E+02,6.03E-04,417.30082,602.27568
5.57E+02,6.04E-04,417.50708,602.33546
5.58E+02,6.05E-04,417.71311,602.39508
5.59E+02,6.06E-04,417.9188,602.45453
5.60E+02,6.07E-04,418.12388,602.51381
5.61E+02,6.08E-04,418.32868,602.57289
5.62E+02,6.09E-04,418.5333,602.63175
5.63E+02,6.10E-04,418.73769,602.69046
5.64E+02,6.11E-04,418.94175,602.74901
5.65E+02,6.13E-04,419.14523,602.8074
5.66E+02,6.14E-04,419.34846,602.86565
5.67E+02,6.15E-04,419.55151,602.92375
5.68E+02,6.16E-04,419.7543,602.98175
5.69E+02,6.17E-04,419.95674,603.03975
5.70E+02,6.18E-04,420.15855,603.09756
5.71E+02,6.19E-04,420.36016,603.15517
5.72E+02,6.20E-04,420.56159,603.21262
5.73E+02,6.21E-04,420.76277,603.2699
5.74E+02,6.22E-04,420.96361,603.32699
5.75E+02,6.23E-04,421.16386,603.3839
5.76E+02,6.24E-04,421.36392,603.44063
5.77E+02,6.25E-04,421.56378,603.49718
5.78E+02,6.26E-04,421.76339,603.55362
5.79E+02,6.28E-04,421.96263,603.60992
5.80E+02,6.29E-04,422.16127,603.66609
5.81E+02,6.30E-04,422.35972,603.72215
5.82E+02,6.31E-04,422.55798,603.77809
5.83E+02,6.32E-04,422.756,603.83387
5.84E+02,6.33E-04,422.95368,603.88954
5.85E+02,6.34E-04,423.15079,603.94513
5.86E+02,6.35E-04,423.34769,604.00052
5.87E+02,6.36E-04,423.5444,604.05574
5.88E+02,6.37E-04,423.74087,604.11079
5.89E+02,6.38E-04,423.937,604.16567
5.90E+02,6.39E-04,424.13252,604.22042
5.91E+02,6.40E-04,424.32782,604.27503
5.92E+02,6.41E-04,424.52295,604.32949
5.93E+02,6.42E-04,424.71785,604.38378
5.94E+02,6.44E-04,424.91245,604.43795
5.95E+02,6.45E-04,425.1065,604.49201
5.96E+02,6.46E-04,425.30026,604.54596
5.97E+02,6.47E-04,425.49385,604.59976
5.98E+02,6.48E-04,425.68722,604.6534
5.99E+02,6.49E-04,425.88029,604.7069
6.00E+02,6.50E-04,426.07283,604.76028
6.01E+02,6.51E-04,426.265,604.81361
6.02E+02,6.52E-04,426.45702,604.86676
6.03E+02,6.53E-04,426.65362,604.92106
6.04E+02,6.54E-04,426.84994,604.97523
6.05E+02,6.55E-04,427.04103,605.02794
6.06E+02,6.56E-04,427.23167,605.08051
6.07E+02,6.57E-04,427.42217,605.13295
6.08E+02,6.58E-04,427.61245,605.18524
6.09E+02,6.60E-04,427.80248,605.23741
6.10E+02,6.61E-04,427.99211,605.28944
6.11E+02,6.62E-04,428.1812,605.34132
6.12E+02,6.63E-04,428.37013,605.39309
6.13E+02,6.64E-04,428.55887,605.44471
6.14E+02,6.65E-04,428.74738,605.4962
6.15E+02,6.66E-04,428.93558,605.54757
6.16E+02,6.67E-04,429.12324,605.5988
6.17E+02,6.68E-04,429.31065,605.6499
6.18E+02,6.69E-04,429.4979,605.70098
6.19E+02,6.70E-04,429.68492,605.7519
6.20E+02,6.71E-04,429.87166,605.80266
6.21E+02,6.72E-04,430.05791,605.85329
6.22E+02,6.73E-04,430.24375,605.90378
6.23E+02,6.74E-04,430.42946,605.95415
6.24E+02,6.75E-04,430.61496,606.00443
6.25E+02,6.76E-04,430.80022,606.05457
6.26E+02,6.78E-04,430.98512,606.10457
6.27E+02,6.79E-04,431.16951,606.15441
6.28E+02,6.80E-04,431.35372,606.20413
6.29E+02,6.81E-04,431.53775,606.25374
6.30E+02,6.82E-04,431.72155,606.30322
6.31E+02,6.83E-04,431.90505,606.35256
6.32E+02,6.84E-04,432.08802,606.40177
6.33E+02,6.85E-04,432.27067,606.45087
6.34E+02,6.86E-04,432.45319,606.49985
6.35E+02,6.87E-04,432.63549,606.54875
6.36E+02,6.88E-04,432.81755,606.5976
6.37E+02,6.89E-04,432.99923,606.64628
6.38E+02,6.90E-04,433.18042,606.69486
6.39E+02,6.91E-04,433.36146,606.74332
6.40E+02,6.92E-04,433.54231,606.79163
6.41E+02,6.93E-04,433.72292,606.83981
6.42E+02,6.95E-04,433.90325,606.88787
6.43E+02,6.96E-04,434.08306,606.93582
6.44E+02,6.97E-04,434.26255,606.98363
6.45E+02,6.98E-04,434.44189,607.0313
6.46E+02,6.99E-04,434.62103,607.07885
6.47E+02,7.00E-04,434.79992,607.12629
6.48E+02,7.01E-04,434.97847,607.17362
6.49E+02,7.02E-04,435.15647,607.22082
6.50E+02,7.03E-04,435.33432,607.26789
6.51E+02,7.04E-04,435.51199,607.31484
6.52E+02,7.05E-04,435.68945,607.36168
6.53E+02,7.06E-04,435.86665,607.40844
6.54E+02,7.07E-04,436.04343,607.45521
6.55E+02,7.08E-04,436.2198,607.50183
6.56E+02,7.09E-04,436.39604,607.54833
6.57E+02,7.10E-04,436.57208,607.59472
6.58E+02,7.11E-04,436.74789,607.64098
6.59E+02,7.13E-04,436.92341,607.68712
6.60E+02,7.14E-04,437.09841,607.73314
6.61E+02,7.15E-04,437.27313,607.77902
6.62E+02,7.16E-04,437.44771,607.82476
6.63E+02,7.17E-04,437.62209,607.87035
6.64E+02,7.18E-04,437.79623,607.91582
6.65E+02,7.19E-04,437.97005,607.96118
6.66E+02,7.20E-04,438.14337,608.00645
6.67E+02,7.21E-04,438.31652,608.05161
6.68E+02,7.22E-04,438.48949,608.09669
6.69E+02,7.23E-04,438.66225,608.14172
6.70E+02,7.24E-04,438.83476,608.18666
6.71E+02,7.25E-04,439.00688,608.23147
6.72E+02,7.26E-04,439.17852,608.27619
6.73E+02,7.27E-04,439.35003,608.32088
6.74E+02,7.29E-04,439.52136,608.36541
6.75E+02,7.30E-04,439.69249,608.40981
6.76E+02,7.31E-04,439.86335,608.45405
6.77E+02,7.32E-04,440.03382,608.49816
6.78E+02,7.33E-04,440.20388,608.54216
6.79E+02,7.34E-04,440.37381,608.58606
6.80E+02,7.35E-04,440.54355,608.62985
6.81E+02,7.36E-04,440.71306,608.67354
6.82E+02,7.37E-04,440.88232,608.71714
6.83E+02,7.38E-04,441.05113,608.76062
6.84E+02,7.39E-04,441.21956,608.80404
6.85E+02,7.40E-04,441.38787,608.84739
6.86E+02,7.41E-04,441.55598,608.89062
6.87E+02,7.42E-04,441.72389,608.93374
6.88E+02,7.44E-04,441.89154,608.97674
6.89E+02,7.45E-04,442.05876,609.01962
6.90E+02,7.46E-04,442.22563,609.06239
6.91E+02,7.47E-04,442.39237,609.10505
6.92E+02,7.48E-04,442.55891,609.14762
6.93E+02,7.49E-04,442.72524,609.19016
6.94E+02,7.50E-04,442.8913,609.23258
6.95E+02,7.51E-04,443.05691,609.27488
6.96E+02,7.52E-04,443.22217,609.31708
6.97E+02,7.53E-04,443.38731,609.35919
6.98E+02,7.54E-04,443.55226,609.4012
6.99E+02,7.55E-04,443.717,609.4431
7.00E+02,7.56E-04,443.88148,609.4849
7.01E+02,7.58E-04,444.04556,609.52664
7.02E+02,7.59E-04,444.20928,609.56827
7.03E+02,7.60E-04,444.37287,609.60976
7.04E+02,7.61E-04,444.53627,609.65113
7.05E+02,7.62E-04,444.69946,609.69242
7.06E+02,7.63E-04,444.8624,609.7336
7.07E+02,7.64E-04,445.02495,609.77469
7.08E+02,7.65E-04,445.18707,609.81569
7.09E+02,7.66E-04,445.34907,609.85657
7.10E+02,7.67E-04,445.5109,609.89735
7.11E+02,7.68E-04,445.67252,609.93806
7.12E+02,7.69E-04,445.83391,609.97867
7.13E+02,7.71E-04,445.99497,610.01924
7.14E+02,7.72E-04,446.15559,610.05975
7.15E+02,7.73E-04,446.31605,610.10013
7.16E+02,7.74E-04,446.47635,610.1404
7.17E+02,7.75E-04,446.63644,610.18058
7.18E+02,7.76E-04,446.7963,610.22069
7.19E+02,7.77E-04,446.95588,610.26069
7.20E+02,7.78E-04,447.11496,610.30059
7.21E+02,7.79E-04,447.27385,610.34039
7.22E+02,7.80E-04,447.43259,610.38009
7.23E+02,7.81E-04,447.59114,610.41969
7.24E+02,7.83E-04,447.74947,610.45918
7.25E+02,7.84E-04,447.90755,610.49858
7.26E+02,7.85E-04,448.06522,610.53789
7.27E+02,7.86E-04,448.22258,610.5771
7.28E+02,7.87E-04,448.3798,610.61622
7.29E+02,7.88E-04,448.53684,610.65525
7.30E+02,7.89E-04,448.69368,610.69419
7.31E+02,7.90E-04,448.85027,610.73304
7.32E+02,7.91E-04,449.00652,610.7718
7.33E+02,7.92E-04,449.16233,610.81046
7.34E+02,7.93E-04,449.318,610.84905
7.35E+02,7.95E-04,449.47351,610.88767
7.36E+02,7.96E-04,449.62883,610.92619
7.37E+02,7.97E-04,449.78393,610.96457
7.38E+02,7.98E-04,449.93877,611.00286
7.39E+02,7.99E-04,450.09316,611.04104
7.40E+02,8.00E-04,450.24732,611.07913
7.41E+02,8.01E-04,450.40134,611.11715
7.42E+02,8.02E-04,450.55518,611.15507
7.43E+02,8.03E-04,450.7088,611.19289
7.44E+02,8.05E-04,450.86219,611.2306
7.45E+02,8.06E-04,451.01522,611.26823
7.46E+02,8.07E-04,451.16784,611.30575
7.47E+02,8.08E-04,451.32033,611.34319
7.48E+02,8.09E-04,451.47265,611.38054
7.49E+02,8.10E-04,451.62479,611.41779
7.50E+02,8.11E-04,451.77671,611.45496
7.51E+02,8.12E-04,451.92838,611.49206
7.52E+02,8.13E-04,452.07962,611.52909
7.53E+02,8.15E-04,452.23061,611.56606
7.54E+02,8.16E-04,452.38147,611.60295
7.55E+02,8.17E-04,452.53214,611.63974
7.56E+02,8.18E-04,452.68262,611.67647
7.57E+02,8.19E-04,452.83286,611.71314
7.58E+02,8.20E-04,452.9828,611.74977
7.59E+02,8.21E-04,453.13228,611.78629
7.60E+02,8.22E-04,453.28161,611.8227
7.61E+02,8.23E-04,453.4308,611.85901
7.62E+02,8.25E-04,453.57979,611.89522
7.63E+02,8.26E-04,453.72858,611.93134
7.64E+02,8.27E-04,453.87714,611.96737
7.65E+02,8.28E-04,454.02534,612.00332
7.66E+02,8.29E-04,454.17315,612.03919
7.67E+02,8.30E-04,454.32085,612.07497
7.68E+02,8.31E-04,454.46838,612.11067
7.69E+02,8.32E-04,454.61573,612.14627
7.70E+02,8.34E-04,454.76287,612.1818
7.71E+02,8.35E-04,454.90977,612.2173
7.72E+02,8.36E-04,455.05629,612.25272
7.73E+02,8.37E-04,455.20251,612.28805
7.74E+02,8.38E-04,455.34861,612.32331
7.75E+02,8.39E-04,455.49453,612.35849
7.76E+02,8.40E-04,455.64027,612.39359
7.77E+02,8.42E-04,455.78578,612.42861
7.78E+02,8.43E-04,455.93105,612.46355
7.79E+02,8.44E-04,456.0759,612.4984
7.80E+02,8.45E-04,456.22049,612.53315
7.81E+02,8.46E-04,456.36495,612.56787
7.82E+02,8.47E-04,456.50925,612.60251
7.83E+02,8.48E-04,456.65335,612.63705
7.84E+02,8.50E-04,456.79725,612.67149
7.85E+02,8.51E-04,456.94089,612.70585
7.86E+02,8.52E-04,457.08413,612.74012
7.87E+02,8.53E-04,457.22715,612.77435
7.88E+02,8.54E-04,457.37003,612.8085
7.89E+02,8.55E-04,457.51274,612.84263
7.90E+02,8.56E-04,457.65525,612.8767
7.91E+02,8.58E-04,457.79755,612.91069
7.92E+02,8.59E-04,457.9396,612.94459
7.93E+02,8.60E-04,458.08123,612.9784
7.94E+02,8.61E-04,458.22263,613.0121
7.95E+02,8.62E-04,458.3639,613.04572
7.96E+02,8.63E-04,458.50501,613.07925
7.97E+02,8.64E-04,458.64593,613.11269
7.98E+02,8.66E-04,458.78664,613.14605
7.99E+02,8.67E-04,458.92711,613.17933
8.00E+02,8.68E-04,459.0672,613.21252
8.01E+02,8.69E-04,459.20704,613.24566
8.02E+02,8.70E-04,459.34675,613.27873
8.03E+02,8.71E-04,459.48629,613.31176
8.04E+02,8.73E-04,459.62565,613.34474
8.05E+02,8.74E-04,459.7648,613.37765
8.06E+02,8.75E-04,459.90371,613.41055
8.07E+02,8.76E-04,460.04227,613.44337
8.08E+02,8.77E-04,460.1805,613.4761
8.09E+02,8.78E-04,460.31862,613.50878
8.10E+02,8.80E-04,460.45659,613.54135
8.11E+02,8.81E-04,460.59437,613.57384
8.12E+02,8.82E-04,460.73196,613.60622
8.13E+02,8.83E-04,460.86933,613.63853
8.14E+02,8.84E-04,461.00641,613.67077
8.15E+02,8.85E-04,461.14312,613.70293
8.16E+02,8.87E-04,461.27969,613.73503
8.17E+02,8.88E-04,461.41612,613.76707
8.18E+02,8.89E-04,461.55237,613.79903
8.19E+02,8.90E-04,461.68843,613.8309
8.20E+02,8.91E-04,461.82428,613.86273
8.21E+02,8.92E-04,461.95987,613.89449
8.22E+02,8.94E-04,462.09505,613.92618
8.23E+02,8.95E-04,462.23004,613.9578
8.24E+02,8.96E-04,462.36491,613.98934
8.25E+02,8.97E-04,462.49961,614.0208
8.26E+02,8.98E-04,462.63414,614.0522
8.27E+02,8.99E-04,462.76846,614.08352
8.28E+02,9.01E-04,462.90256,614.11478
8.29E+02,9.02E-04,463.03634,614.146
8.30E+02,9.03E-04,463.16981,614.17715
8.31E+02,9.04E-04,463.30315,614.20823
8.32E+02,9.05E-04,463.43634,614.2393
8.33E+02,9.07E-04,463.56936,614.27032
8.34E+02,9.08E-04,463.70219,614.30124
8.35E+02,9.09E-04,463.83481,614.33208
8.36E+02,9.10E-04,463.96717,614.36285
8.37E+02,9.11E-04,464.09912,614.39357
8.38E+02,9.13E-04,464.23091,614.42421
8.39E+02,9.14E-04,464.36257,614.45476
8.40E+02,9.15E-04,464.49406,614.48523
8.41E+02,9.16E-04,464.62539,614.51564
8.42E+02,9.17E-04,464.75652,614.54597
8.43E+02,9.18E-04,464.88744,614.57625
8.44E+02,9.20E-04,465.01805,614.60646
8.45E+02,9.21E-04,465.14834,614.63659
8.46E+02,9.22E-04,465.27849,614.66664
8.47E+02,9.23E-04,465.40851,614.69663
8.48E+02,9.24E-04,465.53835,614.72657
8.49E+02,9.26E-04,465.66802,614.75648
8.50E+02,9.27E-04,465.79748,614.78634
8.51E+02,9.28E-04,465.92671,614.81613
8.52E+02,9.29E-04,466.05558,614.84584
8.53E+02,9.31E-04,466.1842,614.87549
8.54E+02,9.32E-04,466.31269,614.90509
8.55E+02,9.33E-04,466.44104,614.93462
8.56E+02,9.34E-04,466.56923,614.96409
8.57E+02,9.35E-04,466.69724,614.99349
8.58E+02,9.37E-04,466.82504,615.02283
8.59E+02,9.38E-04,466.95261,615.05211
8.60E+02,9.39E-04,467.07981,615.08136
8.61E+02,9.40E-04,467.20683,615.11054
8.62E+02,9.41E-04,467.33371,615.13964
8.63E+02,9.43E-04,467.46044,615.16866
8.64E+02,9.44E-04,467.587,615.19763
8.65E+02,9.45E-04,467.71338,615.22653
8.66E+02,9.46E-04,467.83955,615.25536
8.67E+02,9.47E-04,467.96548,615.28413
8.68E+02,9.49E-04,468.09103,615.31284
8.69E+02,9.50E-04,468.2164,615.34149
8.70E+02,9.51E-04,468.34165,615.37008
8.71E+02,9.52E-04,468.46675,615.39865
8.72E+02,9.54E-04,468.59169,615.42717
8.73E+02,9.55E-04,468.71645,615.45563
8.74E+02,9.56E-04,468.841,615.48401
8.75E+02,9.57E-04,468.96533,615.51232
8.76E+02,9.58E-04,469.08929,615.54056
8.77E+02,9.60E-04,469.21308,615.56875
8.78E+02,9.61E-04,469.33674,615.59688
8.79E+02,9.62E-04,469.46025,615.62496
8.80E+02,9.63E-04,469.5836,615.65297
8.81E+02,9.65E-04,469.70677,615.68091
8.82E+02,9.66E-04,469.82974,615.70877
8.83E+02,9.67E-04,469.95248,615.73658
8.84E+02,9.68E-04,470.07485,615.76432
8.85E+02,9.70E-04,470.19703,615.79202
8.86E+02,9.71E-04,470.31908,615.81965
8.87E+02,9.72E-04,470.44099,615.84722
8.88E+02,9.73E-04,470.56275,615.87475
8.89E+02,9.74E-04,470.68433,615.90227
8.90E+02,9.76E-04,470.80572,615.92975
8.91E+02,9.77E-04,470.9269,615.95716
8.92E+02,9.78E-04,471.04777,615.98451
8.93E+02,9.79E-04,471.16838,616.01183
8.94E+02,9.81E-04,471.28888,616.03909
8.95E+02,9.82E-04,471.40923,616.0663
8.96E+02,9.83E-04,471.52943,616.09343
8.97E+02,9.84E-04,471.64946,616.1205
8.98E+02,9.86E-04,471.76931,616.14752
8.99E+02,9.87E-04,471.88895,616.17445
9.00E+02,9.88E-04,472.00831,616.20133
9.01E+02,9.89E-04,472.12735,616.22816
9.02E+02,9.91E-04,472.24626,616.25492
9.03E+02,9.92E-04,472.36504,616.28162
9.04E+02,9.93E-04,472.48368,616.30825
9.05E+02,9.94E-04,472.60216,616.3348
9.06E+02,9.96E-04,472.72046,616.36131
9.07E+02,9.97E-04,472.83857,616.38776
9.08E+02,9.98E-04,472.95646,616.41417
9.09E+02,9.99E-04,473.07399,616.44055
9.10E+02,1.00E-03,473.19134,616.46688
9.11E+02,1.00E-03,473.30858,616.49317
9.12E+02,1.00E-03,473.42567,616.5194
9.13E+02,1.00E-03,473.54262,616.54558
9.14E+02,1.01E-03,473.65941,616.5717
9.15E+02,1.01E-03,473.77601,616.59778
9.16E+02,1.01E-03,473.89242,616.62383
9.17E+02,1.01E-03,474.00857,616.64983
9.18E+02,1.01E-03,474.12442,616.67576
9.19E+02,1.01E-03,474.24014,616.70162
9.20E+02,1.01E-03,474.35573,616.72746
9.21E+02,1.01E-03,474.47117,616.75326
9.22E+02,1.02E-03,474.58647,616.77898
9.23E+02,1.02E-03,474.7016,616.80464
9.24E+02,1.02E-03,474.81654,616.83025
9.25E+02,1.02E-03,474.93127,616.85579
9.26E+02,1.02E-03,475.04569,616.88128
9.27E+02,1.02E-03,475.15987,616.90673
9.28E+02,1.02E-03,475.27394,616.93215
9.29E+02,1.02E-03,475.38787,616.9575
9.30E+02,1.03E-03,475.50167,616.98281
9.31E+02,1.03E-03,475.61531,617.00807
9.32E+02,1.03E-03,475.72879,617.03327
9.33E+02,1.03E-03,475.84208,617.05843
9.34E+02,1.03E-03,475.95516,617.08353
9.35E+02,1.03E-03,476.06792,617.10858
9.36E+02,1.03E-03,476.18051,617.13357
9.37E+02,1.03E-03,476.29297,617.15849
9.38E+02,1.04E-03,476.4053,617.18335
9.39E+02,1.04E-03,476.51748,617.20816
9.40E+02,1.04E-03,476.62952,617.23295
9.41E+02,1.04E-03,476.74138,617.2577
9.42E+02,1.04E-03,476.85305,617.28239
9.43E+02,1.04E-03,476.96451,617.30702
9.44E+02,1.04E-03,477.07563,617.33161
9.45E+02,1.04E-03,477.1866,617.35616
9.46E+02,1.05E-03,477.29744,617.38067
9.47E+02,1.05E-03,477.40816,617.40514
9.48E+02,1.05E-03,477.51873,617.42959
9.49E+02,1.05E-03,477.62917,617.45399
9.50E+02,1.05E-03,477.73943,617.47833
9.51E+02,1.05E-03,477.84951,617.50263
9.52E+02,1.05E-03,477.95939,617.52687
9.53E+02,1.06E-03,478.06895,617.55107
9.54E+02,1.06E-03,478.17835,617.57523
9.55E+02,1.06E-03,478.28763,617.59932
9.56E+02,1.06E-03,478.39678,617.62334
9.57E+02,1.06E-03,478.50579,617.64731
9.58E+02,1.06E-03,478.61465,617.67122
9.59E+02,1.06E-03,478.72335,617.69507
9.60E+02,1.06E-03,478.83187,617.71889
9.61E+02,1.07E-03,478.94019,617.74267
9.62E+02,1.07E-03,479.04821,617.76642
9.63E+02,1.07E-03,479.15602,617.79014
9.64E+02,1.07E-03,479.26373,617.81382
9.65E+02,1.07E-03,479.37131,617.83745
9.66E+02,1.07E-03,479.47875,617.86106
9.67E+02,1.07E-03,479.58606,617.88463
9.68E+02,1.07E-03,479.69321,617.90816
9.69E+02,1.08E-03,479.8002,617.93163
9.70E+02,1.08E-03,479.90699,617.95504
9.71E+02,1.08E-03,480.01354,617.97837
9.72E+02,1.08E-03,480.11983,618.00165
9.73E+02,1.08E-03,480.22601,618.02489
9.74E+02,1.08E-03,480.33207,618.04808
9.75E+02,1.08E-03,480.43799,618.07123
9.76E+02,1.08E-03,480.54378,618.09434
9.77E+02,1.09E-03,480.64942,618.11742
9.78E+02,1.09E-03,480.7549,618.14045
9.79E+02,1.09E-03,480.8602,618.16343
9.80E+02,1.09E-03,480.9653,618.18638
9.81E+02,1.09E-03,481.07009,618.20928
9.82E+02,1.09E-03,481.17472,618.23214
9.83E+02,1.09E-03,481.27925,618.25494
9.84E+02,1.09E-03,481.38365,618.2777
9.85E+02,1.10E-03,481.48792,618.30041
9.86E+02,1.10E-03,481.59206,618.32307
9.87E+02,1.10E-03,481.69605,618.34569
9.88E+02,1.10E-03,481.79988,618.36826
9.89E+02,1.10E-03,481.90352,618.39084
9.90E+02,1.10E-03,482.00694,618.41339
9.91E+02,1.10E-03,482.11009,618.43589
9.92E+02,1.11E-03,482.21314,618.45835
9.93E+02,1.11E-03,482.31606,618.4808
9.94E+02,1.11E-03,482.41886,618.5032
9.95E+02,1.11E-03,482.52153,618.52554
9.96E+02,1.11E-03,482.62407,618.54784
9.97E+02,1.11E-03,482.72644,618.57009
9.98E+02,1.11E-03,482.82865,618.5923
9.99E+02,1.11E-03,482.93068,618.61447
1.00E+03,1.12E-03,483.03245,618.63658
1.00E+03,1.12E-03,483.13398,618.65863
1.00E+03,1.12E-03,483.23543,618.68064
1.00E+03,1.12E-03,483.33675,618.70261
1.00E+03,1.12E-03,483.43795,618.72453
1.01E+03,1.12E-03,483.53903,618.74641
1.01E+03,1.12E-03,483.63998,618.76825
1.01E+03,1.12E-03,483.74077,618.79003
1.01E+03,1.13E-03,483.84139,618.81176
1.01E+03,1.13E-03,483.94184,618.83347
1.01E+03,1.13E-03,484.04203,618.85514
1.01E+03,1.13E-03,484.14203,618.87679
1.01E+03,1.13E-03,484.24192,618.89841
1.01E+03,1.13E-03,484.3417,618.91999
1.01E+03,1.13E-03,484.44135,618.94152
1.02E+03,1.13E-03,484.54089,618.96301
1.02E+03,1.14E-03,484.64029,618.98447
1.02E+03,1.14E-03,484.73954,619.00589
1.02E+03,1.14E-03,484.83862,619.02727
1.02E+03,1.14E-03,484.93753,619.0486
1.02E+03,1.14E-03,485.03618,619.0699
1.02E+03,1.14E-03,485.13461,619.09119
1.02E+03,1.14E-03,485.23296,619.11243
1.02E+03,1.15E-03,485.3312,619.13363
1.02E+03,1.15E-03,485.42931,619.15478
1.03E+03,1.15E-03,485.52732,619.17588
1.03E+03,1.15E-03,485.62519,619.19695
1.03E+03,1.15E-03,485.72292,619.218
1.03E+03,1.15E-03,485.8205,619.23903
1.03E+03,1.15E-03,485.91791,619.26
1.03E+03,1.15E-03,486.01509,619.28093
1.03E+03,1.16E-03,486.11204,619.3018
1.03E+03,1.16E-03,486.2089,619.32264
1.03E+03,1.16E-03,486.30565,619.34344
1.03E+03,1.16E-03,486.40227,619.36421
1.04E+03,1.16E-03,486.49879,619.38496
1.04E+03,1.16E-03,486.59519,619.40567
1.04E+03,1.16E-03,486.69145,619.42634
1.04E+03,1.16E-03,486.78755,619.44697
1.04E+03,1.17E-03,486.88349,619.46757
1.04E+03,1.17E-03,486.97925,619.48811
1.04E+03,1.17E-03,487.07472,619.50862
1.04E+03,1.17E-03,487.17008,619.5291
1.04E+03,1.17E-03,487.26535,619.54954
1.04E+03,1.17E-03,487.3605,619.56994
1.05E+03,1.17E-03,487.45554,619.5903
1.05E+03,1.17E-03,487.55048,619.61061
1.05E+03,1.18E-03,487.64529,619.63088
1.05E+03,1.18E-03,487.73995,619.6511
1.05E+03,1.18E-03,487.83446,619.67129
1.05E+03,1.18E-03,487.92882,619.69145
1.05E+03,1.18E-03,488.02295,619.71159
1.05E+03,1.18E-03,488.11687,619.73171
1.05E+03,1.18E-03,488.2107,619.75179
1.05E+03,1.19E-03,488.30443,619.77183
1.06E+03,1.19E-03,488.39804,619.79184
1.06E+03,1.19E-03,488.49155,619.81182
1.06E+03,1.19E-03,488.58496,619.83176
1.06E+03,1.19E-03,488.67822,619.85168
1.06E+03,1.19E-03,488.77135,619.87158
1.06E+03,1.19E-03,488.86432,619.89143
1.06E+03,1.19E-03,488.95712,619.91125
1.06E+03,1.20E-03,489.04966,619.93104
1.06E+03,1.20E-03,489.14206,619.95078
1.06E+03,1.20E-03,489.23437,619.97049
1.07E+03,1.20E-03,489.32657,619.99015
1.07E+03,1.20E-03,489.41867,620.00977
1.07E+03,1.20E-03,489.51066,620.02935
1.07E+03,1.20E-03,489.60256,620.0489
1.07E+03,1.20E-03,489.69432,620.06846
1.07E+03,1.21E-03,489.78594,620.08796
1.07E+03,1.21E-03,489.87741,620.10741
1.07E+03,1.21E-03,489.96871,620.12682
1.07E+03,1.21E-03,490.05977,620.1462
1.07E+03,1.21E-03,490.15071,620.16554
1.08E+03,1.21E-03,490.24155,620.18486
1.08E+03,1.21E-03,490.33229,620.20415
1.08E+03,1.21E-03,490.42293,620.22341
1.08E+03,1.22E-03,490.51346,620.24265
1.08E+03,1.22E-03,490.60391,620.26184
1.08E+03,1.22E-03,490.69421,620.28101
1.08E+03,1.22E-03,490.78437,620.30015
1.08E+03,1.22E-03,490.87439,620.31924
1.08E+03,1.22E-03,490.96425,620.33835
1.08E+03,1.22E-03,491.05385,620.35744
1.09E+03,1.22E-03,491.14333,620.37649
1.09E+03,1.23E-03,491.23272,620.39549
1.09E+03,1.23E-03,491.32201,620.41444
1.09E+03,1.23E-03,491.4112,620.43335
1.09E+03,1.23E-03,491.5003,620.45223
1.09E+03,1.23E-03,491.58932,620.47107
1.09E+03,1.23E-03,491.67819,620.48987
