Time (s),Temperature (K),Mass (mg)
0,300,4.586
6,300.5,4.544
12,301,4.540
18,301.5,4.536
24,302,4.532
30,302.5,4.527
36,303,4.523
42,303.5,4.519
48,304,4.515
54,304.5,4.510
60,305,4.506
66,305.5,4.502
72,306,4.497
78,306.5,4.492
84,307,4.487
90,307.5,4.482
96,308,4.477
102,308.5,4.472
108,309,4.466
114,309.5,4.461
120,310,4.456
126,310.5,4.450
132,311,4.445
138,311.5,4.440
144,312,4.435
150,312.5,4.431
156,313,4.426
162,313.5,4.422
168,314,4.418
174,314.5,4.413
180,315,4.409
186,315.5,4.405
192,316,4.401
198,316.5,4.398
204,317,4.394
210,317.5,4.390
216,318,4.386
222,318.5,4.383
228,319,4.379
234,319.5,4.376
240,320,4.373
246,320.5,4.369
252,321,4.366
258,321.5,4.363
264,322,4.360
270,322.5,4.357
276,323,4.354
282,323.5,4.351
288,324,4.349
294,324.5,4.346
300,325,4.343
306,325.5,4.341
312,326,4.338
318,326.5,4.336
324,327,4.333
330,327.5,4.331
336,328,4.328
342,328.5,4.326
348,329,4.324
354,329.5,4.322
360,330,4.320
366,330.5,4.318
372,331,4.316
378,331.5,4.314
384,332,4.312
390,332.5,4.310
396,333,4.308
402,333.5,4.306
408,334,4.305
414,334.5,4.303
420,335,4.302
426,335.5,4.300
432,336,4.299
438,336.5,4.297
444,337,4.296
450,337.5,4.294
456,338,4.293
462,338.5,4.292
468,339,4.290
474,339.5,4.289
480,340,4.288
486,340.5,4.287
492,341,4.286
498,341.5,4.285
504,342,4.284
510,342.5,4.283
516,343,4.282
522,343.5,4.281
528,344,4.280
534,344.5,4.279
540,345,4.278
546,345.5,4.278
552,346,4.277
558,346.5,4.276
564,347,4.276
570,347.5,4.275
576,348,4.274
582,348.5,4.274
588,349,4.273
594,349.5,4.273
600,350,4.272
606,350.5,4.272
612,351,4.271
618,351.5,4.271
624,352,4.271
630,352.5,4.270
636,353,4.270
642,353.5,4.270
648,354,4.269
654,354.5,4.269
660,355,4.269
666,355.5,4.269
672,356,4.268
678,356.5,4.268
684,357,4.268
690,357.5,4.268
696,358,4.268
702,358.5,4.267
708,359,4.267
714,359.5,4.267
720,360,4.267
726,360.5,4.267
732,361,4.267
738,361.5,4.267
744,362,4.267
750,362.5,4.267
756,363,4.266
762,363.5,4.266
768,364,4.266
774,364.5,4.266
780,365,4.266
786,365.5,4.266
792,366,4.266
798,366.5,4.266
804,367,4.266
810,367.5,4.266
816,368,4.266
822,368.5,4.266
828,369,4.266
834,369.5,4.266
840,370,4.266
846,370.5,4.266
852,371,4.266
858,371.5,4.267
864,372,4.267
870,372.5,4.267
876,373,4.267
882,373.5,4.267
888,374,4.267
894,374.5,4.267
900,375,4.267
906,375.5,4.267
912,376,4.267
918,376.5,4.267
924,377,4.267
930,377.5,4.267
936,378,4.267
942,378.5,4.267
948,379,4.267
954,379.5,4.267
960,380,4.267
965.96,380.5,4.267
971.96,381,4.267
977.96,381.5,4.267
983.96,382,4.267
989.96,382.5,4.267
995.96,383,4.267
1001.96,383.5,4.267
1007.96,384,4.267
1013.96,384.5,4.267
1019.96,385,4.267
1025.96,385.5,4.267
1031.96,386,4.268
1037.96,386.5,4.268
1043.96,387,4.268
1049.96,387.5,4.268
1055.96,388,4.268
1061.96,388.5,4.268
1067.96,389,4.268
1073.96,389.5,4.268
1079.96,390,4.268
1085.96,390.5,4.268
