Time (s),Temperature (K),Mass (mg)
0,305,4.765
3,305.5,4.760
6,306,4.756
9,306.5,4.753
12,307,4.749
15,307.5,4.746
18,308,4.743
21,308.5,4.740
24,309,4.737
27,309.5,4.734
30,310,4.732
33,310.5,4.729
36,311,4.727
39,311.5,4.724
42,312,4.721
45,312.5,4.719
48,313,4.716
51,313.5,4.714
54,314,4.711
57,314.5,4.708
60,315,4.706
63,315.5,4.703
66,316,4.700
69,316.5,4.697
72,317,4.694
75,317.5,4.691
78,318,4.688
81,318.5,4.685
84,319,4.682
87,319.5,4.678
90,320,4.675
93,320.5,4.672
96,321,4.669
99,321.5,4.666
102,322,4.662
105,322.5,4.659
108,323,4.656
111,323.5,4.653
114,324,4.649
117,324.5,4.646
120,325,4.643
123,325.5,4.640
126,326,4.637
129,326.5,4.634
132,327,4.631
135,327.5,4.628
138,328,4.625
141,328.5,4.622
144,329,4.620
147,329.5,4.617
150,330,4.614
153,330.5,4.611
156,331,4.609
159,331.5,4.606
162,332,4.604
165,332.5,4.601
168,333,4.599
171,333.5,4.596
174,334,4.594
177,334.5,4.592
180,335,4.589
183,335.5,4.587
186,336,4.585
189,336.5,4.583
192,337,4.581
195,337.5,4.579
198,338,4.577
201,338.5,4.574
204,339,4.572
207,339.5,4.570
210,340,4.569
213,340.5,4.567
216,341,4.565
219,341.5,4.563
222,342,4.561
225,342.5,4.560
228,343,4.558
231,343.5,4.556
234,344,4.555
237,344.5,4.553
240,345,4.551
243,345.5,4.550
246,346,4.548
249,346.5,4.547
252,347,4.546
255,347.5,4.544
258,348,4.543
261,348.5,4.542
264,349,4.541
267,349.5,4.539
270,350,4.538
273,350.5,4.537
276,351,4.536
279,351.5,4.535
282,352,4.534
285,352.5,4.533
288,353,4.532
291,353.5,4.531
294,354,4.530
297,354.5,4.529
300,355,4.528
303,355.5,4.528
306,356,4.527
309,356.5,4.526
312,357,4.525
315,357.5,4.525
318,358,4.524
321,358.5,4.523
324,359,4.523
327,359.5,4.522
330,360,4.522
333,360.5,4.521
336,361,4.521
339,361.5,4.520
342,362,4.520
345,362.5,4.520
348,363,4.519
351,363.5,4.519
354,364,4.518
357,364.5,4.518
360,365,4.518
363,365.5,4.518
366,366,4.517
369,366.5,4.517
372,367,4.517
375,367.5,4.517
378,368,4.516
381,368.5,4.516
384,369,4.516
387,369.5,4.516
390,370,4.516
393,370.5,4.516
396,371,4.515
399,371.5,4.515
402,372,4.515
405,372.5,4.515
408,373,4.515
411,373.5,4.515
414,374,4.515
417,374.5,4.515
420,375,4.515
423,375.5,4.515
426,376,4.515
429,376.5,4.515
432,377,4.515
435,377.5,4.515
438,378,4.515
441,378.5,4.515
444,379,4.515
447,379.5,4.515
450,380,4.515
453,380.5,4.515
456,381,4.515
459,381.5,4.515
462,382,4.515
465,382.5,4.515
468,383,4.515
471,383.5,4.515
474,384,4.515
477,384.5,4.515
480,385,4.515
483,385.5,4.515
486,386,4.515
489,386.5,4.515
492,387,4.515
495,387.5,4.515
498,388,4.515
501,388.5,4.515
504,389,4.515
507,389.5,4.515
510,390,4.515
513,390.5,4.515
516,391,4.515
519,391.5,4.515
522,392,4.515
525,392.5,4.515
528,393,4.515
531,393.5,4.515
534,394,4.515
537,394.5,4.515
540,395,4.515
543,395.5,4.515
546,396,4.515
549,396.5,4.515
552,397,4.515
555,397.5,4.515
558,398,4.515
561,398.5,4.515
564,399,4.515
567,399.5,4.515
570,400,4.516
573,400.5,4.516
576,401,4.516
579,401.5,4.516
582,402,4.516
585,402.5,4.516
588,403,4.516
591,403.5,4.516
594,404,4.516
597,404.5,4.516
600,405,4.516
603,405.5,4.516
606,406,4.516
609,406.5,4.515
612,407,4.515
615,407.5,4.515
618,408,4.515
621,408.5,4.515
624,409,4.515
627,409.5,4.515
630,410,4.515
633,410.5,4.515
636,411,4.515
639,411.5,4.515
642,412,4.515
645,412.5,4.515
648,413,4.515
651,413.5,4.515
654,414,4.515
657,414.5,4.515
660,415,4.515
663,415.5,4.515
666,416,4.515
669,416.5,4.515
672,417,4.514
675,417.5,4.514
678,418,4.514
681,418.5,4.514
684,419,4.514
687,419.5,4.514
690,420,4.514
693,420.5,4.514
696,421,4.514
699,421.5,4.514
702,422,4.513
705,422.5,4.513
708,423,4.513
711,423.5,4.513
714,424,4.513
717,424.5,4.513
720,425,4.513
723,425.5,4.513
726,426,4.512
729,426.5,4.512
732,427,4.512
735,427.5,4.512
738,428,4.512
741,428.5,4.512
744,429,4.511
747,429.5,4.511
750,430,4.511
753,430.5,4.511
756,431,4.511
759,431.5,4.510
762,432,4.510
765,432.5,4.510
768,433,4.510
771,433.5,4.509
774,434,4.509
777,434.5,4.509
780,435,4.509
783,435.5,4.508
786,436,4.508
789,436.5,4.508
792,437,4.508
795,437.5,4.507
798,438,4.507
801,438.5,4.507
804,439,4.506
807,439.5,4.506
810,440,4.506
813,440.5,4.505
816,441,4.505
819,441.5,4.504
822,442,4.504
825,442.5,4.504
828,443,4.503
831,443.5,4.503
834,444,4.502
837,444.5,4.502
840,445,4.501
843,445.5,4.501
846,446,4.500
849,446.5,4.500
852,447,4.499
855,447.5,4.499
858,448,4.498
861,448.5,4.498
864,449,4.497
867,449.5,4.497
870,450,4.496
873,450.5,4.496
876,451,4.495
879,451.5,4.494
882,452,4.494
885,452.5,4.493
888,453,4.492
891,453.5,4.492
894,454,4.491
897,454.5,4.490
900,455,4.490
903,455.5,4.489
906,456,4.488
909,456.5,4.487
912,457,4.486
915,457.5,4.486
918,458,4.485
921,458.5,4.484
924,459,4.483
927,459.5,4.482
930,460,4.481
933,460.5,4.480
936,461,4.479
939,461.5,4.478
942,462,4.477
945,462.5,4.476
948,463,4.475
951,463.5,4.474
954,464,4.473
957,464.5,4.472
960,465,4.471
963,465.5,4.469
966,466,4.468
969,466.5,4.467
972,467,4.466
975,467.5,4.465
978,468,4.463
981,468.5,4.462
984,469,4.461
987,469.5,4.459
990,470,4.458
993,470.5,4.457
996,471,4.455
999,471.5,4.454
1002,472,4.452
1005,472.5,4.451
1008,473,4.449
1011,473.5,4.448
1014,474,4.446
1017,474.5,4.445
1020,475,4.443
1023,475.5,4.442
1026,476,4.440
1029,476.5,4.438
1032,477,4.437
1035,477.5,4.435
1038,478,4.433
1041,478.5,4.431
1044,479,4.430
1047,479.5,4.428
1050,480,4.426
1053,480.5,4.424
1056,481,4.422
1059,481.5,4.420
1062,482,4.419
1065,482.5,4.417
1068,483,4.415
1071,483.5,4.413
1074,484,4.411
1077,484.5,4.409
1080,485,4.407
1083,485.5,4.405
1086,486,4.403
1089,486.5,4.401
1092,487,4.399
1095,487.5,4.397
1098,488,4.395
1101,488.5,4.393
1104,489,4.390
1107,489.5,4.388
1110,490,4.386
1113,490.5,4.384
1116,491,4.382
1119,491.5,4.379
1122,492,4.377
1125,492.5,4.375
1128,493,4.373
1131,493.5,4.370
1134,494,4.368
1137,494.5,4.366
1140,495,4.363
1143,495.5,4.361
1146,496,4.359
1149,496.5,4.356
1152,497,4.354
1155,497.5,4.352
1158,498,4.349
1161,498.5,4.347
1164,499,4.344
1167,499.5,4.342
1170,500,4.339
1173,500.5,4.337
1176,501,4.334
1179,501.5,4.331
1182,502,4.329
1185,502.5,4.326
1188,503,4.323
1191,503.5,4.321
1194,504,4.318
1197,504.5,4.315
1200,505,4.312
1203,505.5,4.309
1206,506,4.306
1209,506.5,4.303
1212,507,4.300
1215,507.5,4.297
1218,508,4.294
1221,508.5,4.291
1224,509,4.288
1227,509.5,4.285
1230,510,4.282
1233,510.5,4.279
1236,511,4.275
1239,511.5,4.272
1242,512,4.269
1245,512.5,4.265
1248,513,4.262
1251,513.5,4.258
1254,514,4.255
1257,514.5,4.251
1260,515,4.248
1263,515.5,4.244
1266,516,4.240
1269,516.5,4.237
1272,517,4.233
1275,517.5,4.229
1278,518,4.225
1281,518.5,4.221
1284,519,4.217
1287,519.5,4.213
1290,520,4.209
1293,520.5,4.205
1296,521,4.201
1299,521.5,4.197
1302,522,4.192
1305,522.5,4.188
1308,523,4.184
1311,523.5,4.179
1314,524,4.175
1317,524.5,4.171
1320,525,4.166
1323,525.5,4.161
1326,526,4.157
1329,526.5,4.152
1332,527,4.148
1335,527.5,4.143
1338,528,4.138
1341,528.5,4.133
1344,529,4.128
1347,529.5,4.124
1350,530,4.119
1353,530.5,4.114
1356,531,4.109
1359,531.5,4.104
1362,532,4.098
1365,532.5,4.093
1368,533,4.088
1371,533.5,4.083
1374,534,4.078
1377,534.5,4.072
1380,535,4.067
1383,535.5,4.061
1386,536,4.056
1389,536.5,4.050
1392,537,4.045
1395,537.5,4.039
1398,538,4.034
1401,538.5,4.028
1404,539,4.022
1407,539.5,4.016
1410,540,4.011
1413,540.5,4.005
1416,541,3.999
1419,541.5,3.993
1422,542,3.987
1425,542.5,3.981
1428,543,3.975
1431,543.5,3.969
1434,544,3.963
1437,544.5,3.956
1440,545,3.950
1443,545.5,3.944
1446,546,3.938
1449,546.5,3.931
1452,547,3.925
1455,547.5,3.918
1458,548,3.912
1461,548.5,3.906
1464,549,3.899
1467,549.5,3.893
1470,550,3.886
1473,550.5,3.880
1476,551,3.873
1479,551.5,3.866
1482,552,3.860
1485,552.5,3.853
1488,553,3.846
1491,553.5,3.839
1494,554,3.833
1497,554.5,3.826
1500,555,3.819
1503,555.5,3.813
1506,556,3.806
1509,556.5,3.799
1512,557,3.792
1515,557.5,3.785
1518,558,3.778
1521,558.5,3.771
1524,559,3.764
1527,559.5,3.757
1530,560,3.750
1533,560.5,3.743
1536,561,3.736
1539,561.5,3.729
1542,562,3.722
1545,562.5,3.714
1548,563,3.707
1551,563.5,3.700
1554,564,3.693
1557,564.5,3.685
1560,565,3.678
1563,565.5,3.670
1566,566,3.662
1569,566.5,3.655
1572,567,3.647
1575,567.5,3.639
1578,568,3.632
1581,568.5,3.624
1584,569,3.616
1587,569.5,3.608
1590,570,3.600
1593,570.5,3.592
1596,571,3.584
1599,571.5,3.576
1602,572,3.568
1605,572.5,3.559
1608,573,3.551
1611,573.5,3.542
