Time (s),Mass (g)
1530,55.58
1535,55.35
1540,55.15
1545,54.97
1550,54.74
1555,54.55
1560,54.35
1565,54.15
1570,53.93
1575,53.72
1580,53.55
1585,53.31
1590,53.12
1595,52.93
1600,52.70
1605,52.50
1610,52.28
1615,52.09
1620,51.84
1625,51.66
1630,51.46
1635,51.21
1640,51.03
1645,50.82
1650,50.59
1655,50.39
1660,50.19
1665,49.99
1670,49.77
1675,49.54
1680,49.34
1685,49.11
1690,48.89
1695,48.71
1700,48.47
1705,48.26
1710,48.06
1715,47.86
1720,47.65
1725,47.41
1730,47.19
1735,47.01
1740,46.78
1745,46.59
1750,46.36
1755,46.16
1760,45.92
1765,45.70
1770,45.51
1775,45.29
1780,45.10
1785,44.88
1790,44.68
1795,44.45
1800,44.27
1805,44.02
1810,43.81
1815,43.61
1820,43.42
1825,43.19
1830,42.98
1835,42.78
1840,42.59
1845,42.34
1850,42.15
1855,41.98
1860,41.75
1865,41.57
1870,41.35
1875,41.17
1880,40.93
1885,40.73
1890,40.54
1895,40.32
1900,40.16
1905,39.96
1910,39.75
1915,39.56
1920,39.35
1925,39.17
1930,38.98
1935,38.77
1940,38.61
1945,38.43
1950,38.24
1955,38.03
1960,37.88
1965,37.66
1970,37.49
1975,37.30
1980,37.12
1985,36.96
1990,36.77
1995,36.63
2000,36.42
2005,36.25
2010,36.11
2015,35.92
2020,35.75
2025,35.58
2030,35.44
2035,35.26
2040,35.09
2045,34.91
2050,34.77
2055,34.61
2060,34.44
2065,34.30
2070,34.14
2075,33.98
2080,33.82
2085,33.66
2090,33.52
2095,33.37
2100,33.22
2105,33.09
2110,32.93
2115,32.78
2120,32.62
2125,32.47
2130,32.30
2135,32.18
2140,32.00
2145,31.87
2150,31.72
2155,31.57
2160,31.44
2165,31.28
2170,31.14
2175,31.02
2180,30.88
2185,30.76
2190,30.62
2195,30.50
2200,30.39
2205,30.26
2210,30.14
2215,30.04
2220,29.91
2225,29.81
2230,29.71
2235,29.60
2240,29.50
2245,29.39
2250,29.29
2255,29.19
2260,29.11
2265,29.02
2270,28.93
2275,28.85
2280,28.75
2285,28.68
2290,28.59
2295,28.51
2300,28.44
2305,28.36
2310,28.30
2315,28.21
2320,28.13
2325,28.08
2330,27.99
2335,27.92
2340,27.88
2345,27.80
2350,27.74
2355,27.68
2360,27.61
2365,27.55
2370,27.51
2375,27.45
2380,27.38
2385,27.34
2390,27.26
2395,27.21
2400,27.17
2405,27.10
2410,27.05
2415,27.01
2420,26.95
2425,26.90
2430,26.85
2435,26.80
2440,26.75
2445,26.69
2450,26.66
2455,26.60
2460,26.56
2465,26.52
2470,26.49
2475,26.42
2480,26.40
2485,26.33
2490,26.31
2495,26.26
2500,26.21
2505,26.17
2510,26.14
2515,26.08
2520,26.05
2525,26.01
2530,25.97
2535,25.91
2540,25.88
2545,25.84
2550,25.81
2555,25.77
2560,25.74
2565,25.68
2570,25.65
2575,25.62
2580,25.58
2585,25.54
2590,25.51
2595,25.47
2600,25.43
2605,25.40
2610,25.36
2615,25.32
2620,25.29
2625,25.25
2630,25.22
2635,25.18
2640,25.15
2645,25.10
2650,25.07
2655,25.05
2660,25.00
2665,24.98
2670,24.95
2675,24.91
2680,24.86
2685,24.84
2690,24.80
2695,24.77
