Time (s),Mass (g),HRR (kW/m2)
0.00,110.60,0.00
4.80,110.20,1.30
10.20,109.80,0.00
15.00,109.56,0.00
19.80,109.04,110.90
25.20,108.22,198.40
30.00,107.41,239.10
34.80,106.53,253.20
40.20,105.76,251.10
45.00,104.94,222.80
49.80,104.28,210.40
55.20,103.52,198.80
60.00,102.85,194.20
64.80,102.19,181.20
70.20,101.59,170.90
75.00,100.94,164.80
79.80,100.36,159.70
85.20,99.76,161.30
90.00,99.23,152.20
94.80,98.64,145.60
100.20,98.14,139.10
105.00,97.59,140.10
109.80,97.05,135.10
115.20,96.53,129.60
120.00,96.04,131.10
124.80,95.55,129.50
130.20,95.08,129.50
135.00,94.56,123.40
139.80,94.09,118.30
145.20,93.65,118.30
150.00,93.14,118.50
154.80,92.70,113.60
160.20,92.27,115.00
165.00,91.78,112.90
169.80,91.31,110.90
175.20,90.86,109.40
180.00,90.45,103.10
184.80,89.99,103.70
190.20,89.59,103.80
195.00,89.11,105.00
199.80,88.73,105.00
205.20,88.25,97.80
210.00,87.84,97.80
214.80,87.43,97.80
220.20,87.00,97.70
225.00,86.61,97.30
229.80,86.16,91.80
235.20,85.77,92.90
240.00,85.35,95.50
244.80,84.98,87.90
250.20,84.55,88.80
255.00,84.16,88.90
259.80,83.74,90.20
265.20,83.38,90.70
270.00,82.93,91.00
274.80,82.57,86.20
280.20,82.17,86.40
285.00,81.79,87.20
289.80,81.40,81.40
295.20,81.02,82.80
300.00,80.65,82.60
304.80,80.30,83.60
310.20,79.90,84.80
315.00,79.55,84.20
319.80,79.14,83.60
325.20,78.77,83.60
330.00,78.44,84.30
334.80,78.02,83.90
340.20,77.69,82.80
345.00,77.33,81.00
349.80,76.95,81.90
355.20,76.63,82.70
360.00,76.23,83.00
364.80,75.88,82.90
370.20,75.50,88.40
375.00,75.15,82.50
379.80,74.84,81.80
385.20,74.43,81.30
390.00,74.08,84.00
394.80,73.75,86.80
400.20,73.38,81.20
405.00,73.07,81.10
409.80,72.69,81.90
415.20,72.33,83.20
420.00,72.01,84.60
424.80,71.64,85.00
430.20,71.31,84.00
435.00,70.93,83.70
439.80,70.62,84.30
445.20,70.23,84.90
450.00,69.90,83.80
454.80,69.58,82.50
460.20,69.24,86.30
465.00,68.88,86.10
469.80,68.52,85.20
475.20,68.17,82.90
480.00,67.86,83.20
484.80,67.47,85.10
490.20,67.15,85.00
495.00,66.84,84.10
499.80,66.44,84.50
505.20,66.12,86.70
510.00,65.80,87.80
514.80,65.41,86.60
520.20,65.09,85.70
525.00,64.73,86.30
529.80,64.42,87.80
535.20,64.02,87.90
540.00,63.71,87.70
544.80,63.37,88.00
550.20,62.99,88.70
555.00,62.67,88.90
559.80,62.29,90.40
565.20,61.96,94.50
570.00,61.59,95.10
574.80,61.23,94.00
580.20,60.87,93.30
585.00,60.52,93.20
589.80,60.12,94.60
595.20,59.76,95.80
600.00,59.42,96.00
604.80,59.01,96.40
610.20,58.63,101.10
615.00,58.29,99.00
619.80,57.88,98.10
625.20,57.53,96.90
630.00,57.10,101.90
634.80,56.74,101.80
640.20,56.33,101.50
645.00,55.92,103.00
649.80,55.59,101.40
655.20,55.17,102.00
660.00,54.75,107.40
664.80,54.33,106.60
670.20,53.98,107.30
675.00,53.53,112.90
679.80,53.14,112.50
685.20,52.68,112.20
690.00,52.28,110.90
694.80,51.88,110.70
700.20,51.40,116.90
705.00,50.98,116.20
709.80,50.59,116.10
715.20,50.15,115.60
720.00,49.73,121.30
724.80,49.27,120.40
730.20,48.83,119.30
735.00,48.36,117.10
739.80,47.96,118.20
745.20,47.45,119.30
750.00,47.03,119.40
754.80,46.62,121.20
760.20,46.13,119.00
765.00,45.70,126.10
769.80,45.21,126.50
775.20,44.80,124.00
780.00,44.29,122.90
784.80,43.86,122.90
790.20,43.35,128.70
795.00,42.91,122.30
799.80,42.48,123.70
805.20,41.97,128.40
810.00,41.50,129.00
814.80,41.09,131.10
820.20,40.57,127.40
825.00,40.13,126.70
829.80,39.70,126.10
835.20,39.19,126.50
840.00,38.74,125.80
844.80,38.34,124.70
850.20,37.84,122.90
855.00,37.40,123.60
859.80,36.99,125.50
865.20,36.49,125.50
870.00,36.06,123.10
874.80,35.66,122.20
880.20,35.20,122.80
885.00,34.79,122.40
889.80,34.32,119.80
895.20,33.90,121.30
900.00,33.50,119.40
904.80,33.09,112.90
910.20,32.69,112.40
915.00,32.31,112.80
919.80,31.95,113.30
925.20,31.53,105.80
930.00,31.20,103.60
934.80,30.81,104.90
940.20,30.49,104.40
945.00,30.12,98.90
949.80,29.81,98.60
955.20,29.48,99.60
960.00,29.18,97.20
964.80,28.84,96.50
970.20,28.53,90.10
975.00,28.26,89.20
979.80,27.95,83.60
985.20,27.69,83.90
990.00,27.44,76.90
994.80,27.20,78.40
1000.20,26.95,77.60
1005.00,26.72,76.90
1009.80,26.50,76.70
1015.20,26.29,70.30
1020.00,26.10,70.30
1024.80,25.89,69.50
1030.20,25.69,68.70
1035.00,25.50,61.40
1039.80,25.33,61.20
1045.20,25.15,61.10
1050.00,24.99,60.40
1054.80,24.85,54.40
1060.20,24.70,55.60
