##Temp./?C,Time/min,DSC/(uV/mg),Mass/%,Gas Flow(purge2)/(ml/min),Gas Flow(protective)/(ml/min),DTG/(%/min),Sensit./(uV/mW)
409.979,37.11514,-2.08041,23.37333,0.00E+00,70,-0.70399,1
410.479,37.16528,-2.08299,23.34319,0.00E+00,70,-0.69998,1
410.979,37.21544,-2.08496,23.30585,0.00E+00,70,-0.69509,1
411.479,37.26557,-2.08697,23.26227,0.00E+00,70,-0.68898,1
411.979,37.31576,-2.08976,23.24057,0.00E+00,70,-0.68149,1
412.479,37.36598,-2.09116,23.1997,0.00E+00,70,-0.67273,1
412.979,37.41619,-2.09355,23.16172,0.00E+00,70,-0.66308,1
413.479,37.4664,-2.09628,23.11857,0.00E+00,70,-0.65318,1
413.979,37.51663,-2.09906,23.09248,0.00E+00,70,-0.64383,1
414.479,37.56682,-2.10169,23.06293,0.00E+00,70,-0.63583,1
414.979,37.61694,-2.1039,23.04012,0.00E+00,70,-0.6298,1
415.479,37.66705,-2.10542,23.0085,0.00E+00,70,-0.62608,1
415.979,37.71718,-2.10728,22.9802,0.00E+00,70,-0.6246,1
416.479,37.76727,-2.11006,22.95316,0.00E+00,70,-0.62495,1
416.979,37.81742,-2.11389,22.92366,0.00E+00,70,-0.62639,1
417.479,37.86767,-2.11513,22.88865,0.00E+00,70,-0.6281,1
417.979,37.91794,-2.1171,22.85578,0.00E+00,70,-0.62927,1
418.479,37.96818,-2.11765,22.81674,0.00E+00,70,-0.62933,1
418.979,38.01848,-2.1206,22.78247,0.00E+00,70,-0.62804,1
419.479,38.06875,-2.12364,22.75336,0.00E+00,70,-0.62551,1
419.979,38.11899,-2.12503,22.7185,0.00E+00,70,-0.62215,1
420.479,38.16925,-2.12663,22.68411,0.00E+00,70,-0.6185,1
420.979,38.21949,-2.12716,22.65975,0.00E+00,70,-0.6151,1
421.479,38.26974,-2.12897,22.63387,0.00E+00,70,-0.61234,1
421.979,38.32001,-2.13245,22.60594,0.00E+00,70,-0.61039,1
422.479,38.37025,-2.13343,22.57369,0.00E+00,70,-0.60921,1
422.979,38.42052,-2.13802,22.54512,0.00E+00,70,-0.60856,1
423.479,38.47081,-2.13939,22.51466,0.00E+00,70,-0.60818,1
423.979,38.52109,-2.14209,22.47571,0.00E+00,70,-0.60781,1
424.479,38.57136,-2.14412,22.43982,0.00E+00,70,-0.60734,1
424.979,38.6216,-2.14487,22.41894,0.00E+00,70,-0.60675,1
425.479,38.67186,-2.14733,22.38285,0.00E+00,70,-0.60616,1
425.979,38.72212,-2.14971,22.35852,0.00E+00,70,-0.6057,1
426.479,38.77235,-2.15304,22.32944,0.00E+00,70,-0.6055,1
426.979,38.82257,-2.15538,22.29927,0.00E+00,70,-0.60559,1
427.479,38.87284,-2.15699,22.2702,0.00E+00,70,-0.60595,1
427.979,38.92306,-2.16077,22.2331,0.00E+00,70,-0.60649,1
428.479,38.97325,-2.16361,22.20152,0.00E+00,70,-0.60705,1
428.979,39.0235,-2.16493,22.17606,0.00E+00,70,-0.60751,1
429.479,39.07374,-2.1685,22.14808,0.00E+00,70,-0.60775,1
429.979,39.1239,-2.17248,22.11273,0.00E+00,70,-0.60769,1
430.479,39.17405,-2.17473,22.08061,0.00E+00,70,-0.60729,1
430.979,39.22418,-2.17738,22.05675,0.00E+00,70,-0.60652,1
431.479,39.27426,-2.17926,22.01831,0.00E+00,70,-0.60536,1
431.979,39.32434,-2.18168,21.98704,0.00E+00,70,-0.60377,1
432.479,39.37451,-2.18208,21.96053,0.00E+00,70,-0.60169,1
432.979,39.42472,-2.18487,21.93649,0.00E+00,70,-0.59905,1
433.479,39.47495,-2.19043,21.9043,0.00E+00,70,-0.59584,1
433.979,39.52514,-2.19165,21.86771,0.00E+00,70,-0.59208,1
434.479,39.57528,-2.19417,21.8357,0.00E+00,70,-0.58789,1
434.979,39.6254,-2.19717,21.81056,0.00E+00,70,-0.58346,1
435.479,39.67551,-2.19978,21.7772,0.00E+00,70,-0.57905,1
435.979,39.72562,-2.20262,21.74718,0.00E+00,70,-0.57493,1
436.479,39.77583,-2.20502,21.7276,0.00E+00,70,-0.57132,1
436.979,39.82608,-2.20809,21.69813,0.00E+00,70,-0.56836,1
437.479,39.87632,-2.20957,21.66859,0.00E+00,70,-0.56607,1
437.979,39.92655,-2.2116,21.64579,0.00E+00,70,-0.56433,1
438.479,39.97676,-2.2146,21.61122,0.00E+00,70,-0.56299,1
438.979,40.02695,-2.21816,21.58242,0.00E+00,70,-0.56184,1
439.479,40.0772,-2.22099,21.55597,0.00E+00,70,-0.56071,1
439.979,40.12747,-2.22282,21.5269,0.00E+00,70,-0.55945,1
440.479,40.17776,-2.22595,21.49542,0.00E+00,70,-0.55797,1
440.979,40.22814,-2.22871,21.46646,0.00E+00,70,-0.55616,1
441.479,40.27852,-2.23153,21.44626,0.00E+00,70,-0.55393,1
441.979,40.32885,-2.23571,21.4182,0.00E+00,70,-0.55115,1
442.479,40.37919,-2.23883,21.39267,0.00E+00,70,-0.5477,1
442.979,40.42952,-2.24253,21.35679,0.00E+00,70,-0.54349,1
443.479,40.47979,-2.24649,21.32561,0.00E+00,70,-0.53852,1
443.979,40.53007,-2.24941,21.30294,0.00E+00,70,-0.53287,1
444.479,40.58033,-2.25303,21.27203,0.00E+00,70,-0.52672,1
444.979,40.63057,-2.25717,21.24671,0.00E+00,70,-0.52029,1
445.479,40.68081,-2.2603,21.22728,0.00E+00,70,-0.51384,1
445.979,40.73106,-2.26441,21.20102,0.00E+00,70,-0.50757,1
446.479,40.78128,-2.26905,21.17285,0.00E+00,70,-0.50165,1
446.979,40.83151,-2.27339,21.15033,0.00E+00,70,-0.4962,1
447.479,40.88177,-2.27706,21.12344,0.00E+00,70,-0.49126,1
447.979,40.93203,-2.28071,21.09853,0.00E+00,70,-0.4869,1
448.479,40.98229,-2.28482,21.08062,0.00E+00,70,-0.48317,1
448.979,41.03261,-2.2897,21.04537,0.00E+00,70,-0.48011,1
449.479,41.08291,-2.29468,21.02495,0.00E+00,70,-0.47776,1
449.979,41.1332,-2.2983,21.00742,0.00E+00,70,-0.47611,1
450.479,41.1835,-2.3037,20.98546,0.00E+00,70,-0.47509,1
450.979,41.23381,-2.30835,20.95954,0.00E+00,70,-0.47456,1
451.479,41.28407,-2.31274,20.93615,0.00E+00,70,-0.47433,1
451.979,41.33437,-2.31841,20.90803,0.00E+00,70,-0.47418,1
452.479,41.38472,-2.32436,20.88354,0.00E+00,70,-0.4739,1
452.979,41.43513,-2.33145,20.86389,0.00E+00,70,-0.47332,1
453.479,41.48555,-2.33725,20.83713,0.00E+00,70,-0.47233,1
453.979,41.53604,-2.34192,20.81435,0.00E+00,70,-0.47092,1
454.479,41.58655,-2.34822,20.79114,0.00E+00,70,-0.46914,1
454.979,41.63702,-2.35354,20.76902,0.00E+00,70,-0.4671,1
455.479,41.68737,-2.35758,20.73323,0.00E+00,70,-0.46494,1
455.979,41.73769,-2.3618,20.71569,0.00E+00,70,-0.46278,1
456.479,41.78795,-2.36741,20.69874,0.00E+00,70,-0.46068,1
456.979,41.83814,-2.37328,20.67762,0.00E+00,70,-0.45868,1
457.479,41.88831,-2.37847,20.6525,0.00E+00,70,-0.45675,1
457.979,41.93857,-2.38443,20.62841,0.00E+00,70,-0.45485,1
458.479,41.98886,-2.39062,20.6093,0.00E+00,70,-0.45296,1
458.979,42.03916,-2.39571,20.57285,0.00E+00,70,-0.4511,1
459.479,42.08949,-2.40236,20.55336,0.00E+00,70,-0.44928,1
459.979,42.13986,-2.40899,20.53689,0.00E+00,70,-0.44756,1
460.479,42.19024,-2.41638,20.51487,0.00E+00,70,-0.44596,1
460.979,42.24056,-2.42391,20.49913,0.00E+00,70,-0.4444,1
461.479,42.29088,-2.43017,20.47118,0.00E+00,70,-0.44277,1
461.979,42.34119,-2.43683,20.44533,0.00E+00,70,-0.44085,1
462.479,42.3915,-2.44261,20.42744,0.00E+00,70,-0.43842,1
462.979,42.44177,-2.44992,20.39826,0.00E+00,70,-0.43527,1
463.479,42.49208,-2.45575,20.37855,0.00E+00,70,-0.43126,1
463.979,42.54247,-2.46191,20.36255,0.00E+00,70,-0.42636,1
464.479,42.59285,-2.46694,20.33446,0.00E+00,70,-0.42065,1
464.979,42.64321,-2.47318,20.31234,0.00E+00,70,-0.41435,1
465.479,42.69358,-2.47977,20.28993,0.00E+00,70,-0.40776,1
465.979,42.744,-2.48523,20.272,0.00E+00,70,-0.40125,1
466.479,42.79437,-2.49035,20.25335,0.00E+00,70,-0.39524,1
466.979,42.8448,-2.49724,20.23702,0.00E+00,70,-0.39008,1
467.479,42.89532,-2.50454,20.21651,0.00E+00,70,-0.38611,1
467.979,42.94591,-2.51143,20.19117,0.00E+00,70,-0.38354,1
468.479,42.99649,-2.51811,20.17547,0.00E+00,70,-0.38245,1
468.979,43.04712,-2.52322,20.16286,0.00E+00,70,-0.38273,1
469.479,43.09778,-2.52928,20.14949,0.00E+00,70,-0.38409,1
469.979,43.1484,-2.53561,20.12337,0.00E+00,70,-0.38611,1
470.479,43.19904,-2.5409,20.10315,0.00E+00,70,-0.38828,1
470.979,43.24974,-2.54653,20.08183,0.00E+00,70,-0.39006,1
471.479,43.30039,-2.55436,20.06301,0.00E+00,70,-0.39103,1
471.979,43.351,-2.55905,20.04294,0.00E+00,70,-0.39091,1
472.479,43.40166,-2.56606,20.02153,0.00E+00,70,-0.38962,1
472.979,43.45225,-2.57237,19.99642,0.00E+00,70,-0.38728,1
473.479,43.50277,-2.57984,19.97421,0.00E+00,70,-0.38415,1
473.979,43.55332,-2.58647,19.95817,0.00E+00,70,-0.38056,1
474.479,43.60383,-2.59332,19.94317,0.00E+00,70,-0.37681,1
474.979,43.65428,-2.60079,19.92652,0.00E+00,70,-0.37308,1
475.479,43.70476,-2.60721,19.90529,0.00E+00,70,-0.36945,1
475.979,43.75522,-2.61514,19.88811,0.00E+00,70,-0.36583,1
476.479,43.80564,-2.62296,19.87032,0.00E+00,70,-0.36208,1
476.979,43.85605,-2.62998,19.85207,0.00E+00,70,-0.35807,1
477.479,43.90637,-2.63736,19.83306,0.00E+00,70,-0.35373,1
477.979,43.95654,-2.64452,19.80427,0.00E+00,70,-0.34911,1
478.479,44.00664,-2.65093,19.79273,0.00E+00,70,-0.34436,1
478.979,44.05664,-2.65788,19.77649,0.00E+00,70,-0.33969,1
479.479,44.10659,-2.66337,19.76417,0.00E+00,70,-0.33535,1
479.979,44.15657,-2.67014,19.74765,0.00E+00,70,-0.33153,1
480.479,44.20656,-2.6763,19.73197,0.00E+00,70,-0.32837,1
480.979,44.2566,-2.68288,19.71639,0.00E+00,70,-0.32586,1
481.479,44.3067,-2.68941,19.69545,0.00E+00,70,-0.32397,1
481.979,44.35673,-2.69352,19.68134,0.00E+00,70,-0.32255,1
482.479,44.40675,-2.69984,19.66726,0.00E+00,70,-0.32145,1
482.979,44.45682,-2.70677,19.6497,0.00E+00,70,-0.32052,1
483.479,44.50679,-2.71093,19.63415,0.00E+00,70,-0.31967,1
483.979,44.55673,-2.71593,19.62197,0.00E+00,70,-0.31883,1
484.479,44.6067,-2.72142,19.6042,0.00E+00,70,-0.31798,1
484.979,44.65669,-2.72589,19.579,0.00E+00,70,-0.31716,1
485.479,44.70659,-2.73053,19.56779,0.00E+00,70,-0.31638,1
485.979,44.75655,-2.7349,19.5548,0.00E+00,70,-0.31566,1
486.479,44.80649,-2.73911,19.54021,0.00E+00,70,-0.31492,1
486.979,44.85646,-2.74367,19.52768,0.00E+00,70,-0.31403,1
487.479,44.90638,-2.74716,19.51123,0.00E+00,70,-0.31283,1
487.979,44.95635,-2.75138,19.49201,0.00E+00,70,-0.31112,1
488.479,45.00635,-2.75605,19.47211,0.00E+00,70,-0.30874,1
488.979,45.05631,-2.75818,19.46216,0.00E+00,70,-0.30566,1
489.479,45.10624,-2.76264,19.44275,0.00E+00,70,-0.30195,1
489.979,45.15619,-2.7645,19.42482,0.00E+00,70,-0.29783,1
490.479,45.20614,-2.76968,19.41162,0.00E+00,70,-0.29363,1
490.979,45.25604,-2.77165,19.39917,0.00E+00,70,-0.28974,1
491.479,45.30601,-2.77484,19.38542,0.00E+00,70,-0.28652,1
491.979,45.35596,-2.77816,19.37033,0.00E+00,70,-0.28424,1
492.479,45.40597,-2.78079,19.35795,0.00E+00,70,-0.28308,1
492.979,45.45605,-2.78334,19.35381,0.00E+00,70,-0.28307,1
493.479,45.50619,-2.78546,19.33447,0.00E+00,70,-0.28414,1
493.979,45.55632,-2.78882,19.31227,0.00E+00,70,-0.28615,1
494.479,45.60655,-2.79033,19.30424,0.00E+00,70,-0.28898,1
494.979,45.65674,-2.79219,19.29102,0.00E+00,70,-0.29259,1
495.479,45.70687,-2.79517,19.27621,0.00E+00,70,-0.29704,1
495.979,45.75697,-2.7964,19.26087,0.00E+00,70,-0.30252,1
496.479,45.80709,-2.79932,19.24223,0.00E+00,70,-0.30932,1
496.979,45.85715,-2.80191,19.2265,0.00E+00,70,-0.31779,1
497.479,45.90719,-2.8037,19.21349,0.00E+00,70,-0.32819,1
497.979,45.95723,-2.80602,19.20159,0.00E+00,70,-0.34064,1
498.479,46.00728,-2.80812,19.18452,0.00E+00,70,-0.355,1
498.979,46.05735,-2.80893,19.17371,0.00E+00,70,-0.37075,1
499.479,46.10749,-2.80923,19.15755,0.00E+00,70,-0.38706,1
499.979,46.15766,-2.81299,19.13088,0.00E+00,70,-0.40276,1
500.479,46.20786,-2.81513,19.10335,0.00E+00,70,-0.41648,1
500.979,46.25807,-2.81632,19.09271,0.00E+00,70,-0.42689,1
501.479,46.30825,-2.81691,19.06898,0.00E+00,70,-0.43287,1
501.979,46.35838,-2.81937,19.03619,0.00E+00,70,-0.43373,1
502.479,46.40851,-2.8208,19.00395,0.00E+00,70,-0.42933,1
502.979,46.45859,-2.8218,18.97213,0.00E+00,70,-0.42011,1
503.479,46.50865,-2.82263,18.94808,0.00E+00,70,-0.407,1
503.979,46.5587,-2.8237,18.93418,0.00E+00,70,-0.39124,1
504.479,46.60874,-2.82511,18.92025,0.00E+00,70,-0.37423,1
504.979,46.65875,-2.82531,18.90543,0.00E+00,70,-0.35725,1
505.479,46.70878,-2.82526,18.89215,0.00E+00,70,-0.34133,1
505.979,46.75883,-2.82541,18.87757,0.00E+00,70,-0.3272,1
506.479,46.80889,-2.82553,18.85537,0.00E+00,70,-0.31522,1
506.979,46.85903,-2.82575,18.83654,0.00E+00,70,-0.30542,1
507.479,46.90924,-2.82504,18.82964,0.00E+00,70,-0.29763,1
507.979,46.95951,-2.8257,18.81762,0.00E+00,70,-0.29147,1
508.479,47.00978,-2.82446,18.80534,0.00E+00,70,-0.28647,1
508.979,47.06008,-2.82438,18.79241,0.00E+00,70,-0.28211,1
509.479,47.11033,-2.82346,18.77529,0.00E+00,70,-0.27787,1
509.979,47.16052,-2.82281,18.75731,0.00E+00,70,-0.27333,1
510.479,47.21065,-2.82243,18.74002,0.00E+00,70,-0.26817,1
510.979,47.26076,-2.82245,18.72499,0.00E+00,70,-0.26224,1
511.479,47.31089,-2.82136,18.72456,0.00E+00,70,-0.25553,1
511.979,47.36107,-2.82107,18.70573,0.00E+00,70,-0.24821,1
512.479,47.41125,-2.82088,18.68608,0.00E+00,70,-0.2406,1
512.979,47.46148,-2.82139,18.67964,0.00E+00,70,-0.23313,1
513.479,47.51173,-2.82288,18.66646,0.00E+00,70,-0.22632,1
513.979,47.56196,-2.82118,18.65345,0.00E+00,70,-0.22068,1
514.479,47.61208,-2.82052,18.64923,0.00E+00,70,-0.21673,1
514.979,47.66226,-2.82099,18.64022,0.00E+00,70,-0.21486,1
515.479,47.71242,-2.82046,18.6299,0.00E+00,70,-0.21538,1
515.979,47.76254,-2.82086,18.6217,0.00E+00,70,-0.21843,1
516.479,47.81265,-2.82053,18.60913,0.00E+00,70,-0.224,1
516.979,47.86285,-2.82095,18.60001,0.00E+00,70,-0.23184,1
517.479,47.91299,-2.82082,18.59072,0.00E+00,70,-0.24145,1
517.979,47.96313,-2.82055,18.57953,0.00E+00,70,-0.25212,1
518.479,48.01326,-2.82037,18.56996,0.00E+00,70,-0.26293,1
518.979,48.0634,-2.82056,18.55674,0.00E+00,70,-0.27289,1
519.479,48.11352,-2.82081,18.53797,0.00E+00,70,-0.28101,1
519.979,48.16363,-2.82077,18.52244,0.00E+00,70,-0.28652,1
520.479,48.21375,-2.82054,18.50801,0.00E+00,70,-0.28898,1
520.979,48.26389,-2.8196,18.4861,0.00E+00,70,-0.28842,1
521.479,48.31397,-2.82096,18.45765,0.00E+00,70,-0.28533,1
521.979,48.364,-2.82058,18.44265,0.00E+00,70,-0.28059,1
522.479,48.41403,-2.82169,18.43174,0.00E+00,70,-0.27533,1
522.979,48.464,-2.82205,18.43072,0.00E+00,70,-0.27067,1
523.479,48.51395,-2.82216,18.4201,0.00E+00,70,-0.26754,1
523.979,48.56392,-2.82284,18.41028,0.00E+00,70,-0.26648,1
524.479,48.61392,-2.82299,18.39525,0.00E+00,70,-0.26761,1
524.979,48.66393,-2.82385,18.38341,0.00E+00,70,-0.27062,1
525.479,48.714,-2.82387,18.37051,0.00E+00,70,-0.27488,1
525.979,48.76413,-2.82565,18.35703,0.00E+00,70,-0.27957,1
526.479,48.81435,-2.8258,18.34227,0.00E+00,70,-0.2839,1
526.979,48.86461,-2.82578,18.32515,0.00E+00,70,-0.28719,1
527.479,48.91486,-2.82632,18.3103,0.00E+00,70,-0.28904,1
527.979,48.9651,-2.82824,18.28827,0.00E+00,70,-0.28933,1
528.479,49.01526,-2.82955,18.26799,0.00E+00,70,-0.28819,1
528.979,49.06532,-2.82932,18.26115,0.00E+00,70,-0.28597,1
529.479,49.1153,-2.83081,18.24769,0.00E+00,70,-0.28308,1
529.979,49.16526,-2.83246,18.23572,0.00E+00,70,-0.27989,1
530.479,49.21515,-2.8326,18.22278,0.00E+00,70,-0.27675,1
530.979,49.26504,-2.83456,18.20713,0.00E+00,70,-0.27385,1
531.479,49.31493,-2.83562,18.19465,0.00E+00,70,-0.27132,1
531.979,49.36483,-2.83847,18.18143,0.00E+00,70,-0.26924,1
532.479,49.41474,-2.83846,18.16268,0.00E+00,70,-0.26766,1
532.979,49.46474,-2.83897,18.15453,0.00E+00,70,-0.26665,1
533.479,49.51477,-2.83928,18.14176,0.00E+00,70,-0.26628,1
533.979,49.56487,-2.84001,18.12784,0.00E+00,70,-0.26661,1
534.479,49.615,-2.83938,18.11161,0.00E+00,70,-0.26765,1
534.979,49.66513,-2.83898,18.101,0.00E+00,70,-0.2693,1
535.479,49.71522,-2.83992,18.09059,0.00E+00,70,-0.27134,1
535.979,49.76532,-2.84168,18.08369,0.00E+00,70,-0.27343,1
536.479,49.81536,-2.84167,18.06738,0.00E+00,70,-0.27518,1
536.979,49.8654,-2.84164,18.04223,0.00E+00,70,-0.2762,1
537.479,49.91549,-2.84311,18.02943,0.00E+00,70,-0.27618,1
537.979,49.96567,-2.84356,18.019,0.00E+00,70,-0.27497,1
538.479,50.01584,-2.84375,18.00365,0.00E+00,70,-0.27263,1
538.979,50.06609,-2.84383,17.98661,0.00E+00,70,-0.26942,1
539.479,50.11631,-2.84358,17.97236,0.00E+00,70,-0.26575,1
539.979,50.16647,-2.84506,17.95891,0.00E+00,70,-0.26215,1
540.479,50.21649,-2.84573,17.94748,0.00E+00,70,-0.25917,1
540.979,50.2665,-2.84599,17.93743,0.00E+00,70,-0.25724,1
541.479,50.31648,-2.84742,17.92609,0.00E+00,70,-0.25666,1
541.979,50.36648,-2.84893,17.915,0.00E+00,70,-0.25753,1
542.479,50.4165,-2.84911,17.90384,0.00E+00,70,-0.25977,1
542.979,50.46665,-2.85026,17.89268,0.00E+00,70,-0.26315,1
543.479,50.51678,-2.84989,17.88131,0.00E+00,70,-0.26732,1
543.979,50.56689,-2.84914,17.86213,0.00E+00,70,-0.27191,1
544.479,50.617,-2.85157,17.84288,0.00E+00,70,-0.27662,1
544.979,50.66713,-2.85153,17.83683,0.00E+00,70,-0.28117,1
545.479,50.71722,-2.85219,17.82206,0.00E+00,70,-0.28539,1
545.979,50.76733,-2.85303,17.80425,0.00E+00,70,-0.28918,1
546.479,50.81745,-2.85334,17.78924,0.00E+00,70,-0.29245,1
546.979,50.8675,-2.85318,17.77405,0.00E+00,70,-0.29514,1
547.479,50.91749,-2.85474,17.7651,0.00E+00,70,-0.29722,1
547.979,50.96749,-2.85543,17.75017,0.00E+00,70,-0.29863,1
548.479,51.0175,-2.85699,17.72763,0.00E+00,70,-0.29938,1
548.979,51.06754,-2.85737,17.71262,0.00E+00,70,-0.2995,1
549.479,51.11766,-2.85794,17.69653,0.00E+00,70,-0.29906,1
549.979,51.16786,-2.85809,17.68206,0.00E+00,70,-0.29816,1
550.479,51.21804,-2.85841,17.66923,0.00E+00,70,-0.29693,1
550.979,51.26819,-2.85841,17.65543,0.00E+00,70,-0.29547,1
551.479,51.31827,-2.85842,17.63991,0.00E+00,70,-0.29387,1
551.979,51.36829,-2.85989,17.62893,0.00E+00,70,-0.29222,1
552.479,51.41826,-2.86148,17.61262,0.00E+00,70,-0.29065,1
552.979,51.46825,-2.86185,17.59113,0.00E+00,70,-0.2893,1
553.479,51.5182,-2.86255,17.57726,0.00E+00,70,-0.28836,1
553.979,51.56824,-2.86347,17.56501,0.00E+00,70,-0.28806,1
554.479,51.61831,-2.86436,17.5526,0.00E+00,70,-0.28856,1
554.979,51.6684,-2.86531,17.5401,0.00E+00,70,-0.28996,1
555.479,51.7185,-2.86666,17.52817,0.00E+00,70,-0.29221,1
555.979,51.76866,-2.86753,17.51679,0.00E+00,70,-0.29511,1
556.479,51.81878,-2.86779,17.5005,0.00E+00,70,-0.2983,1
556.979,51.86889,-2.86805,17.48075,0.00E+00,70,-0.30135,1
557.479,51.919,-2.86884,17.46465,0.00E+00,70,-0.3038,1
557.979,51.96906,-2.86963,17.45007,0.00E+00,70,-0.30525,1
558.479,52.01909,-2.86997,17.43459,0.00E+00,70,-0.30539,1
558.979,52.06917,-2.87102,17.41889,0.00E+00,70,-0.30409,1
559.479,52.11923,-2.87156,17.40361,0.00E+00,70,-0.30132,1
559.979,52.16925,-2.87158,17.38138,0.00E+00,70,-0.29719,1
560.479,52.21932,-2.87113,17.36353,0.00E+00,70,-0.29186,1
560.979,52.26941,-2.87264,17.35689,0.00E+00,70,-0.28551,1
561.479,52.31949,-2.87246,17.34341,0.00E+00,70,-0.27828,1
561.979,52.36965,-2.87252,17.32857,0.00E+00,70,-0.27025,1
562.479,52.41986,-2.87407,17.31606,0.00E+00,70,-0.26145,1
562.979,52.47007,-2.87458,17.30142,0.00E+00,70,-0.25196,1
563.479,52.52029,-2.87444,17.28528,0.00E+00,70,-0.24188,1
563.979,52.57049,-2.87492,17.27397,0.00E+00,70,-0.23148,1
564.479,52.62063,-2.87541,17.26295,0.00E+00,70,-0.22118,1
564.979,52.67074,-2.87613,17.25085,0.00E+00,70,-0.21152,1
565.479,52.72082,-2.87546,17.23695,0.00E+00,70,-0.20314,1
565.979,52.77086,-2.87614,17.23044,0.00E+00,70,-0.19669,1
566.479,52.82088,-2.87814,17.22528,0.00E+00,70,-0.19267,1
566.979,52.87087,-2.8775,17.22027,0.00E+00,70,-0.19147,1
567.479,52.92087,-2.87775,17.2202,0.00E+00,70,-0.19326,1
567.979,52.9709,-2.87847,17.2109,0.00E+00,70,-0.19801,1
568.479,53.02088,-2.87957,17.19238,0.00E+00,70,-0.20554,1
568.979,53.07089,-2.87934,17.17716,0.00E+00,70,-0.21551,1
569.479,53.12093,-2.88101,17.17399,0.00E+00,70,-0.22745,1
569.979,53.17098,-2.88251,17.16531,0.00E+00,70,-0.24069,1
570.479,53.22098,-2.88282,17.15311,0.00E+00,70,-0.25439,1
570.979,53.27103,-2.88284,17.1416,0.00E+00,70,-0.26756,1
571.479,53.3211,-2.88527,17.1323,0.00E+00,70,-0.27905,1
571.979,53.37112,-2.88565,17.12064,0.00E+00,70,-0.28772,1
572.479,53.42111,-2.88543,17.10325,0.00E+00,70,-0.29261,1
572.979,53.47116,-2.88883,17.06849,0.00E+00,70,-0.29311,1
573.479,53.5212,-2.88901,17.02722,0.00E+00,70,-0.28906,1
573.979,53.57118,-2.88762,17.02562,0.00E+00,70,-0.28084,1
574.479,53.62114,-2.88891,17.04217,0.00E+00,70,-0.26934,1
574.979,53.67111,-2.89066,17.01932,0.00E+00,70,-0.25583,1
575.479,53.72102,-2.8916,16.98236,0.00E+00,70,-0.24181,1
575.979,53.7709,-2.89145,16.96962,0.00E+00,70,-0.22873,1
576.479,53.82086,-2.88986,16.96664,0.00E+00,70,-0.21782,1
576.979,53.87092,-2.89063,16.96844,0.00E+00,70,-0.20996,1
577.479,53.921,-2.89109,16.97183,0.00E+00,70,-0.20556,1
577.979,53.97114,-2.88961,16.96469,0.00E+00,70,-0.20455,1
578.479,54.02135,-2.89141,16.9533,0.00E+00,70,-0.20643,1
578.979,54.07156,-2.89083,16.93656,0.00E+00,70,-0.2105,1
579.479,54.12173,-2.89048,16.91794,0.00E+00,70,-0.21598,1
579.979,54.17188,-2.89123,16.90774,0.00E+00,70,-0.22218,1
580.479,54.22196,-2.89081,16.89781,0.00E+00,70,-0.22857,1
580.979,54.27197,-2.89164,16.88776,0.00E+00,70,-0.23479,1
581.479,54.32197,-2.89177,16.87853,0.00E+00,70,-0.24064,1
581.979,54.37199,-2.89245,16.86924,0.00E+00,70,-0.24595,1
582.479,54.42204,-2.89255,16.8563,0.00E+00,70,-0.25064,1
582.979,54.47215,-2.89211,16.84055,0.00E+00,70,-0.25464,1
583.479,54.5223,-2.89413,16.82451,0.00E+00,70,-0.25797,1
583.979,54.57243,-2.89513,16.81133,0.00E+00,70,-0.26079,1
584.479,54.6225,-2.89489,16.79325,0.00E+00,70,-0.26333,1
584.979,54.67254,-2.89456,16.77736,0.00E+00,70,-0.26598,1
585.479,54.72256,-2.89504,16.7717,0.00E+00,70,-0.26908,1
585.979,54.77252,-2.89714,16.76316,0.00E+00,70,-0.27292,1
586.479,54.82243,-2.89732,16.75112,0.00E+00,70,-0.27758,1
586.979,54.87236,-2.8983,16.73505,0.00E+00,70,-0.28294,1
587.479,54.92229,-2.89703,16.71999,0.00E+00,70,-0.28864,1
587.979,54.97224,-2.89622,16.70688,0.00E+00,70,-0.29417,1
588.479,55.02221,-2.89703,16.69223,0.00E+00,70,-0.29899,1
588.979,55.07221,-2.89732,16.67886,0.00E+00,70,-0.30258,1
589.479,55.12223,-2.89716,16.65686,0.00E+00,70,-0.30462,1
589.979,55.17221,-2.89803,16.63278,0.00E+00,70,-0.30502,1
590.479,55.22212,-2.89925,16.62016,0.00E+00,70,-0.30393,1
590.979,55.27204,-2.89873,16.6069,0.00E+00,70,-0.30174,1
591.479,55.32197,-2.90006,16.59402,0.00E+00,70,-0.29896,1
591.979,55.37189,-2.90095,16.58093,0.00E+00,70,-0.29618,1
592.479,55.42181,-2.90121,16.56075,0.00E+00,70,-0.29391,1
592.979,55.47177,-2.90255,16.54366,0.00E+00,70,-0.29255,1
593.479,55.52168,-2.90198,16.53956,0.00E+00,70,-0.29232,1
593.979,55.57159,-2.9035,16.52903,0.00E+00,70,-0.2933,1
594.479,55.62149,-2.90396,16.51414,0.00E+00,70,-0.2954,1
594.979,55.6714,-2.9029,16.49695,0.00E+00,70,-0.29843,1
595.479,55.72138,-2.90387,16.478,0.00E+00,70,-0.30208,1
595.979,55.77139,-2.90398,16.46027,0.00E+00,70,-0.30586,1
596.479,55.82134,-2.90402,16.44551,0.00E+00,70,-0.30911,1
596.979,55.8713,-2.9031,16.43195,0.00E+00,70,-0.31093,1
597.479,55.9213,-2.90294,16.41903,0.00E+00,70,-0.31026,1
