Time (s),Mass (g),HRR (kW/m2)
0,123.80,0.00
5,123.50,2.60
10,123.28,1.70
15,123.18,0.00
20,122.89,0.00
25,122.33,116.10
30,121.63,171.90
35,120.98,179.70
40,120.33,162.70
45,119.76,148.20
50,119.21,134.40
55,118.75,130.90
60,118.24,118.80
65,117.83,111.70
70,117.35,106.30
75,116.97,107.00
80,116.53,101.10
85,116.15,92.80
90,115.73,94.10
95,115.40,94.20
100,115.00,93.30
105,114.67,87.30
110,114.29,87.70
115,113.96,82.50
120,113.62,82.40
125,113.32,84.10
130,112.97,79.00
135,112.67,78.10
140,112.36,78.00
145,112.05,77.30
150,111.74,78.00
155,111.45,76.30
160,111.12,74.50
165,110.83,74.00
170,110.53,75.60
175,110.26,74.70
180,109.96,73.10
185,109.68,71.90
190,109.36,72.10
195,109.08,67.30
200,108.81,67.90
205,108.50,67.50
210,108.22,69.10
215,107.97,70.00
220,107.66,70.20
225,107.38,69.10
230,107.09,68.30
235,106.84,69.70
240,106.54,70.10
245,106.29,68.60
250,105.99,68.20
255,105.73,70.50
260,105.43,70.40
265,105.17,68.50
270,104.88,67.10
275,104.62,67.60
280,104.34,68.20
285,104.08,68.10
290,103.80,67.80
295,103.56,67.80
300,103.25,68.50
305,103.01,68.20
310,102.72,66.20
315,102.47,66.40
320,102.16,71.10
325,101.91,64.00
330,101.66,64.70
335,101.37,65.60
340,101.11,67.40
345,100.85,67.50
350,100.56,67.20
355,100.32,67.80
360,100.03,67.60
365,99.77,68.50
370,99.48,67.90
375,99.24,68.70
380,98.94,65.80
385,98.69,66.90
390,98.41,67.10
395,98.17,67.90
400,97.89,66.80
405,97.62,68.00
410,97.35,67.30
415,97.11,68.10
420,96.80,66.90
425,96.54,66.70
430,96.30,67.20
435,96.03,66.80
440,95.77,65.70
445,95.48,65.00
450,95.22,65.30
455,94.98,65.20
460,94.69,64.80
465,94.43,63.80
470,94.15,64.70
475,93.90,65.10
480,93.63,65.80
485,93.39,64.70
490,93.09,63.70
495,92.84,65.00
500,92.61,64.80
505,92.31,64.00
510,92.09,64.00
515,91.81,65.10
520,91.55,66.50
525,91.25,66.80
530,91.00,65.90
535,90.74,66.90
540,90.48,67.10
545,90.23,67.90
550,89.95,67.00
555,89.70,67.60
560,89.44,69.20
565,89.19,68.80
570,88.89,67.30
575,88.65,65.60
580,88.40,65.50
585,88.11,66.00
590,87.89,66.10
595,87.59,64.40
600,87.34,71.40
605,87.09,61.90
610,86.83,61.80
615,86.59,62.50
620,86.32,68.50
625,86.06,62.70
630,85.78,62.50
635,85.54,63.30
640,85.29,63.90
645,85.00,70.00
650,84.76,67.70
655,84.52,65.30
660,84.23,64.40
665,83.97,65.70
670,83.73,66.00
675,83.46,66.10
680,83.20,65.30
685,82.94,66.30
690,82.68,66.80
695,82.46,66.90
700,82.18,67.90
705,81.91,66.60
710,81.64,68.10
715,81.42,68.20
720,81.15,67.00
725,80.89,66.00
730,80.66,67.20
735,80.37,68.30
740,80.11,68.30
745,79.88,67.50
750,79.62,67.10
755,79.37,69.10
760,79.08,69.10
765,78.82,68.40
770,78.60,67.50
775,78.32,73.00
780,78.08,72.00
785,77.84,69.70
790,77.54,69.10
795,77.29,68.80
800,77.04,70.80
805,76.78,70.90
810,76.54,69.60
815,76.25,69.70
820,76.01,71.30
825,75.77,72.20
830,75.50,71.30
835,75.27,70.30
840,74.97,69.80
845,74.72,69.70
850,74.48,69.80
855,74.20,68.40
860,73.94,69.70
865,73.68,71.10
870,73.42,71.60
875,73.19,70.60
880,72.92,71.60
885,72.66,72.40
890,72.39,72.20
895,72.17,72.00
900,71.88,71.70
905,71.64,72.50
910,71.38,74.00
915,71.12,73.20
920,70.82,72.30
925,70.57,78.00
930,70.34,77.40
935,70.03,76.80
940,69.78,76.10
945,69.51,81.70
950,69.24,81.00
955,69.01,79.30
960,68.71,77.80
