Time (s),Mass (g),HRR (kW/m2)
0.00,119.60,0.00
4.80,119.40,7.40
10.20,119.23,0.00
15.00,119.10,3.00
19.80,118.84,48.50
25.20,118.45,105.80
30.00,117.87,146.80
34.80,117.23,188.40
40.20,116.48,220.50
45.00,115.82,231.30
49.80,115.07,224.60
55.20,114.45,216.80
60.00,113.76,202.00
64.80,113.19,189.80
70.20,112.55,179.70
75.00,112.02,170.60
79.80,111.42,164.90
85.20,110.91,166.20
90.00,110.32,157.60
94.80,109.86,150.80
100.20,109.33,145.40
105.00,108.84,145.60
109.80,108.36,148.40
115.20,107.92,135.40
120.00,107.42,130.80
124.80,107.02,130.40
130.20,106.52,131.20
135.00,106.12,122.60
139.80,105.67,122.70
145.20,105.26,123.40
150.00,104.80,121.30
154.80,104.37,121.90
160.20,103.97,120.50
165.00,103.55,118.70
169.80,103.14,113.30
175.20,102.75,114.00
180.00,102.32,114.10
184.80,101.92,107.60
190.20,101.52,107.90
195.00,101.16,108.40
199.80,100.74,109.20
205.20,100.38,103.90
210.00,99.97,103.70
214.80,99.61,103.10
220.20,99.20,103.70
225.00,98.84,96.60
229.80,98.46,95.70
235.20,98.10,96.60
240.00,97.73,97.60
244.80,97.39,92.50
250.20,96.99,94.00
255.00,96.65,93.90
259.80,96.28,93.20
265.20,95.93,92.30
270.00,95.60,91.00
274.80,95.28,90.00
280.20,94.90,90.30
285.00,94.57,93.50
289.80,94.25,91.10
295.20,93.89,91.10
300.00,93.58,89.60
304.80,93.22,89.30
310.20,92.91,89.70
315.00,92.56,88.80
319.80,92.24,88.50
325.20,91.90,86.90
330.00,91.61,86.40
334.80,91.27,85.70
340.20,90.96,84.50
345.00,90.63,84.30
349.80,90.33,85.70
355.20,90.00,86.50
360.00,89.70,85.40
364.80,89.34,83.90
370.20,89.04,85.00
375.00,88.74,85.30
379.80,88.40,82.40
385.20,88.10,83.10
390.00,87.82,88.00
394.80,87.49,81.80
400.20,87.20,82.40
405.00,86.85,83.60
409.80,86.55,83.30
415.20,86.26,85.60
420.00,85.94,86.60
424.80,85.62,86.90
430.20,85.35,85.60
435.00,85.01,86.40
439.80,84.71,87.20
445.20,84.39,87.60
450.00,84.12,86.40
454.80,83.80,86.70
460.20,83.51,92.10
465.00,83.16,90.30
469.80,82.86,89.20
475.20,82.58,88.20
480.00,82.23,89.20
484.80,81.93,90.10
490.20,81.62,90.40
495.00,81.32,89.50
499.80,81.00,90.50
505.20,80.69,91.90
510.00,80.40,91.70
514.80,80.07,90.60
520.20,79.80,96.50
525.00,79.44,94.20
529.80,79.13,93.50
535.20,78.84,93.40
540.00,78.51,90.80
544.80,78.20,96.80
550.20,77.92,96.60
555.00,77.57,95.00
559.80,77.26,94.10
565.20,76.96,93.90
570.00,76.62,94.60
574.80,76.33,94.90
580.20,75.97,93.20
585.00,75.67,94.40
589.80,75.39,95.20
595.20,75.02,96.00
600.00,74.70,96.20
604.80,74.42,100.90
610.20,74.06,99.80
615.00,73.75,98.40
619.80,73.40,97.60
625.20,73.10,96.90
630.00,72.75,102.90
634.80,72.45,102.40
640.20,72.09,101.00
645.00,71.76,100.10
649.80,71.41,98.20
655.20,71.11,99.40
660.00,70.75,99.40
664.80,70.39,98.40
670.20,70.06,104.10
675.00,69.76,105.20
679.80,69.35,103.40
685.20,69.02,102.60
690.00,68.69,102.00
694.80,68.33,105.00
700.20,68.02,103.70
705.00,67.61,103.20
709.80,67.26,103.30
715.20,66.97,109.40
720.00,66.58,107.70
724.80,66.25,106.80
730.20,65.84,105.80
735.00,65.49,106.00
739.80,65.15,106.60
745.20,64.78,107.00
750.00,64.43,106.40
754.80,64.06,106.10
760.20,63.73,111.70
765.00,63.32,109.80
769.80,62.97,108.60
775.20,62.63,107.50
780.00,62.23,113.50
784.80,61.86,106.20
790.20,61.51,106.70
795.00,61.15,107.20
799.80,60.80,108.50
805.20,60.39,109.70
810.00,60.06,110.50
814.80,59.64,110.40
820.20,59.29,109.80
825.00,58.91,114.60
829.80,58.55,114.00
835.20,58.22,112.40
840.00,57.81,116.50
844.80,57.47,116.40
850.20,57.05,108.90
855.00,56.70,107.90
859.80,56.34,107.50
865.20,55.96,109.40
870.00,55.65,111.30
874.80,55.25,113.00
880.20,54.90,108.90
885.00,54.53,116.10
889.80,54.17,115.30
895.20,53.76,107.50
900.00,53.41,107.50
904.80,53.08,112.00
910.20,52.70,112.30
915.00,52.37,111.70
919.80,51.97,109.20
925.20,51.62,108.30
930.00,51.28,108.40
934.80,50.92,109.20
940.20,50.61,108.30
945.00,50.22,107.30
949.80,49.90,108.30
955.20,49.53,109.20
960.00,49.18,106.30
964.80,48.87,107.20
970.20,48.50,105.90
975.00,48.19,104.70
979.80,47.81,109.70
985.20,47.48,105.70
990.00,47.17,103.50
994.80,46.81,111.20
1000.20,46.48,109.90
1005.00,46.18,103.50
1009.80,45.82,102.10
1015.20,45.48,102.40
1020.00,45.20,103.90
1024.80,44.84,104.60
1030.20,44.53,104.90
1035.00,44.22,103.70
1039.80,43.92,104.10
1045.20,43.59,102.90
1050.00,43.31,102.40
1054.80,42.98,101.20
1060.20,42.70,100.80
1065.00,42.34,101.50
1069.80,42.06,99.90
1075.20,41.78,98.50
1080.00,41.46,98.40
1084.80,41.20,98.90
1090.20,40.87,100.30
1095.00,40.59,98.70
1099.80,40.29,96.80
1105.20,40.03,98.20
1110.00,39.72,99.20
1114.80,39.45,99.40
1120.20,39.14,96.90
1125.00,38.87,96.30
1129.80,38.60,95.50
1135.20,38.35,96.40
1140.00,38.09,95.10
1144.80,37.80,93.00
1150.20,37.57,93.90
1155.00,37.28,93.80
1159.80,37.03,93.80
1165.20,36.79,90.30
1170.00,36.52,91.10
1174.80,36.30,85.90
1180.20,36.03,84.50
1185.00,35.80,85.80
1189.80,35.60,87.80
1195.20,35.33,88.70
1200.00,35.11,82.90
1204.80,34.89,83.30
1210.20,34.67,84.20
1215.00,34.46,84.20
1219.80,34.23,80.00
1225.20,34.02,81.10
1230.00,33.80,79.80
1234.80,33.62,81.30
1240.20,33.39,82.20
1245.00,33.20,79.90
1249.80,32.97,79.60
1255.20,32.79,79.80
1260.00,32.61,79.10
1264.80,32.39,78.50
1270.20,32.21,76.10
1275.00,32.01,75.90
1279.80,31.83,77.50
1285.20,31.63,77.10
1290.00,31.45,73.90
1294.80,31.29,72.40
1300.20,31.09,73.60
1305.00,30.93,71.80
1309.80,30.75,70.80
1315.20,30.58,69.70
1320.00,30.42,70.50
1324.80,30.25,64.80
1330.20,30.10,66.20
1335.00,29.94,65.30
1339.80,29.79,66.10
1345.20,29.64,66.50
1350.00,29.48,60.80
1354.80,29.35,62.20
1360.20,29.19,63.80
1365.00,29.05,64.20
1369.80,28.90,57.60
1375.20,28.75,58.20
1380.00,28.65,59.20
1384.80,28.50,59.60
1390.20,28.38,58.80
1395.00,28.25,57.70
1399.80,28.13,56.50
1405.20,28.02,55.40
1410.00,27.89,56.30
1414.80,27.78,55.60
1420.20,27.67,53.60
1425.00,27.57,50.80
1429.80,27.45,50.30
1435.20,27.37,44.50
1440.00,27.27,44.10
1444.80,27.18,44.20
1450.20,27.11,45.00
1455.00,27.02,45.50
1459.80,26.95,45.00
