##Temp./›C,Time/min,DSC/(uV/mg),Mass/%,Gas Flow(purge2)/(ml/min),Gas Flow(protective)/(ml/min),DTG/(%/min),Sensit./(uV/mW)
310.512,27.10883,-1.57774,77.71314,0.00E+00,70,-4.37336,1
311.012,27.15929,-1.58044,77.48818,0.00E+00,70,-4.41229,1
311.512,27.20969,-1.58417,77.26318,0.00E+00,70,-4.45085,1
312.012,27.26005,-1.58738,77.03847,0.00E+00,70,-4.48944,1
312.512,27.3104,-1.58927,76.82022,0.00E+00,70,-4.5285,1
313.012,27.36073,-1.5924,76.59913,0.00E+00,70,-4.5683,1
313.512,27.41105,-1.5949,76.36284,0.00E+00,70,-4.60885,1
314.012,27.4614,-1.5988,76.13648,0.00E+00,70,-4.64983,1
314.512,27.51168,-1.60095,75.90224,0.00E+00,70,-4.69066,1
315.012,27.56204,-1.60403,75.65541,0.00E+00,70,-4.7308,1
315.512,27.6124,-1.60662,75.40841,0.00E+00,70,-4.76969,1
316.012,27.66266,-1.60956,75.16622,0.00E+00,70,-4.80688,1
316.512,27.71295,-1.61204,74.92665,0.00E+00,70,-4.84233,1
317.012,27.76334,-1.61459,74.68655,0.00E+00,70,-4.87617,1
317.512,27.81362,-1.61718,74.4433,0.00E+00,70,-4.90846,1
318.012,27.86387,-1.61906,74.18837,0.00E+00,70,-4.93963,1
318.512,27.91423,-1.6208,73.93543,0.00E+00,70,-4.9702,1
319.012,27.96453,-1.62386,73.68886,0.00E+00,70,-5.00057,1
319.512,28.01481,-1.62688,73.43421,0.00E+00,70,-5.03133,1
320.012,28.06515,-1.62796,73.1793,0.00E+00,70,-5.06311,1
320.512,28.11553,-1.63007,72.9195,0.00E+00,70,-5.09639,1
321.012,28.16588,-1.63347,72.67249,0.00E+00,70,-5.13145,1
321.512,28.21624,-1.6363,72.42102,0.00E+00,70,-5.16844,1
322.012,28.26658,-1.63762,72.15976,0.00E+00,70,-5.20715,1
322.512,28.31695,-1.63973,71.89374,0.00E+00,70,-5.24715,1
323.012,28.36731,-1.64315,71.62454,0.00E+00,70,-5.28778,1
323.512,28.41765,-1.64516,71.36177,0.00E+00,70,-5.32834,1
324.012,28.46796,-1.64711,71.0928,0.00E+00,70,-5.36824,1
324.512,28.51827,-1.64957,70.82246,0.00E+00,70,-5.40714,1
325.012,28.56856,-1.65154,70.54188,0.00E+00,70,-5.44494,1
325.512,28.61885,-1.65391,70.25779,0.00E+00,70,-5.48187,1
326.012,28.66919,-1.65589,69.98456,0.00E+00,70,-5.51833,1
326.512,28.71965,-1.65763,69.70152,0.00E+00,70,-5.5548,1
327.012,28.77017,-1.66003,69.42799,0.00E+00,70,-5.59153,1
327.512,28.82066,-1.66091,69.16487,0.00E+00,70,-5.62852,1
328.012,28.87116,-1.66226,68.87457,0.00E+00,70,-5.66558,1
328.512,28.92159,-1.66502,68.57645,0.00E+00,70,-5.70224,1
329.012,28.9719,-1.66735,68.28529,0.00E+00,70,-5.73796,1
329.512,29.02215,-1.66945,67.99541,0.00E+00,70,-5.77243,1
330.012,29.07243,-1.67129,67.70079,0.00E+00,70,-5.80555,1
330.512,29.12273,-1.67289,67.41054,0.00E+00,70,-5.83748,1
331.012,29.1731,-1.67555,67.11716,0.00E+00,70,-5.86874,1
331.512,29.22354,-1.67756,66.81502,0.00E+00,70,-5.89998,1
332.012,29.27397,-1.68002,66.5156,0.00E+00,70,-5.93189,1
332.512,29.32439,-1.68192,66.21605,0.00E+00,70,-5.96504,1
333.012,29.37479,-1.68317,65.92231,0.00E+00,70,-5.9997,1
333.512,29.42507,-1.68471,65.62757,0.00E+00,70,-6.0357,1
334.012,29.47526,-1.68621,65.32759,0.00E+00,70,-6.07261,1
334.512,29.52541,-1.68877,65.02706,0.00E+00,70,-6.10976,1
335.012,29.57551,-1.69001,64.7069,0.00E+00,70,-6.14637,1
335.512,29.62564,-1.69048,64.38662,0.00E+00,70,-6.18187,1
336.012,29.67591,-1.69197,64.07843,0.00E+00,70,-6.21589,1
336.512,29.72627,-1.69316,63.75994,0.00E+00,70,-6.24834,1
337.012,29.77669,-1.69425,63.44922,0.00E+00,70,-6.27942,1
337.512,29.82711,-1.69575,63.13211,0.00E+00,70,-6.30964,1
338.012,29.87746,-1.69708,62.81298,0.00E+00,70,-6.33967,1
338.512,29.92771,-1.69751,62.5004,0.00E+00,70,-6.3703,1
339.012,29.97792,-1.69773,62.17431,0.00E+00,70,-6.40235,1
339.512,30.0282,-1.69883,61.84366,0.00E+00,70,-6.43657,1
340.012,30.0785,-1.69993,61.52761,0.00E+00,70,-6.47346,1
340.512,30.12887,-1.7009,61.20857,0.00E+00,70,-6.51333,1
341.012,30.17928,-1.70119,60.88177,0.00E+00,70,-6.55617,1
341.512,30.2297,-1.70223,60.55082,0.00E+00,70,-6.60163,1
342.012,30.28009,-1.70201,60.22052,0.00E+00,70,-6.64907,1
342.512,30.33048,-1.70175,59.88659,0.00E+00,70,-6.69775,1
343.012,30.38084,-1.7024,59.54188,0.00E+00,70,-6.74682,1
343.512,30.4312,-1.70282,59.20104,0.00E+00,70,-6.79557,1
344.012,30.48155,-1.70284,58.8537,0.00E+00,70,-6.84349,1
344.512,30.53188,-1.70222,58.50901,0.00E+00,70,-6.89034,1
345.012,30.58221,-1.70258,58.15475,0.00E+00,70,-6.93626,1
345.512,30.63256,-1.70241,57.80769,0.00E+00,70,-6.98163,1
346.012,30.68287,-1.70202,57.45039,0.00E+00,70,-7.02691,1
346.512,30.73314,-1.70121,57.09617,0.00E+00,70,-7.07274,1
347.012,30.78348,-1.70039,56.75687,0.00E+00,70,-7.11978,1
347.512,30.83385,-1.69963,56.39614,0.00E+00,70,-7.16855,1
348.012,30.88423,-1.69963,56.0223,0.00E+00,70,-7.21946,1
348.512,30.93471,-1.69784,55.65871,0.00E+00,70,-7.27305,1
349.012,30.98527,-1.69646,55.29433,0.00E+00,70,-7.32964,1
349.512,31.03577,-1.69559,54.91954,0.00E+00,70,-7.38935,1
350.012,31.08625,-1.69432,54.55226,0.00E+00,70,-7.45236,1
350.512,31.13669,-1.6921,54.17807,0.00E+00,70,-7.51858,1
351.012,31.18701,-1.68995,53.80277,0.00E+00,70,-7.5876,1
351.512,31.23727,-1.68747,53.41685,0.00E+00,70,-7.65903,1
352.012,31.28756,-1.68596,53.04017,0.00E+00,70,-7.73237,1
352.512,31.3379,-1.68507,52.64559,0.00E+00,70,-7.80695,1
353.012,31.3883,-1.68254,52.24626,0.00E+00,70,-7.88228,1
353.512,31.43884,-1.68004,51.84129,0.00E+00,70,-7.95801,1
354.012,31.48946,-1.67611,51.42741,0.00E+00,70,-8.03394,1
354.512,31.54003,-1.67434,51.02171,0.00E+00,70,-8.10987,1
355.012,31.59049,-1.67084,50.62465,0.00E+00,70,-8.18587,1
355.512,31.64089,-1.66833,50.21076,0.00E+00,70,-8.2622,1
356.012,31.69123,-1.6649,49.79331,0.00E+00,70,-8.33902,1
356.512,31.74149,-1.66206,49.36859,0.00E+00,70,-8.41631,1
357.012,31.79182,-1.65904,48.9366,0.00E+00,70,-8.4942,1
357.512,31.84225,-1.65582,48.51324,0.00E+00,70,-8.57254,1
358.012,31.8927,-1.6528,48.07695,0.00E+00,70,-8.65088,1
358.512,31.94315,-1.64872,47.63656,0.00E+00,70,-8.72878,1
359.012,31.99362,-1.64748,47.19955,0.00E+00,70,-8.80588,1
359.512,32.04403,-1.64337,46.75482,0.00E+00,70,-8.88169,1
360.012,32.09436,-1.6389,46.3078,0.00E+00,70,-8.95596,1
360.512,32.14466,-1.6346,45.84949,0.00E+00,70,-9.02872,1
361.012,32.19496,-1.6316,45.37141,0.00E+00,70,-9.10016,1
361.512,32.24529,-1.62528,44.92361,0.00E+00,70,-9.17059,1
362.012,32.29565,-1.62178,44.46131,0.00E+00,70,-9.24029,1
362.512,32.34612,-1.61656,43.9962,0.00E+00,70,-9.30949,1
363.012,32.39666,-1.6125,43.52572,0.00E+00,70,-9.37796,1
363.512,32.44716,-1.6084,43.06035,0.00E+00,70,-9.44505,1
364.012,32.49762,-1.6025,42.58298,0.00E+00,70,-9.50982,1
364.512,32.54799,-1.59783,42.08753,0.00E+00,70,-9.57109,1
365.012,32.59829,-1.59415,41.608,0.00E+00,70,-9.62765,1
365.512,32.6485,-1.58863,41.10704,0.00E+00,70,-9.67833,1
366.012,32.69875,-1.58519,40.61889,0.00E+00,70,-9.72225,1
366.512,32.74896,-1.57925,40.12281,0.00E+00,70,-9.75853,1
367.012,32.79928,-1.57424,39.63415,0.00E+00,70,-9.78666,1
367.512,32.84959,-1.57156,39.13568,0.00E+00,70,-9.80605,1
368.012,32.89993,-1.56719,38.64192,0.00E+00,70,-9.81628,1
368.512,32.95024,-1.56271,38.13351,0.00E+00,70,-9.81699,1
369.012,33.00069,-1.55919,37.64483,0.00E+00,70,-9.80784,1
369.512,33.05108,-1.55717,37.13549,0.00E+00,70,-9.78861,1
370.012,33.10148,-1.55292,36.63497,0.00E+00,70,-9.75915,1
370.512,33.1519,-1.54859,36.13311,0.00E+00,70,-9.71931,1
371.012,33.20231,-1.54665,35.64536,0.00E+00,70,-9.66892,1
371.512,33.2526,-1.54481,35.15928,0.00E+00,70,-9.60777,1
372.012,33.30286,-1.54283,34.67303,0.00E+00,70,-9.53516,1
372.512,33.35309,-1.54156,34.19789,0.00E+00,70,-9.4502,1
373.012,33.40338,-1.54064,33.71861,0.00E+00,70,-9.35163,1
373.512,33.45368,-1.53927,33.24324,0.00E+00,70,-9.23834,1
374.012,33.50404,-1.54069,32.75491,0.00E+00,70,-9.10914,1
374.512,33.55449,-1.54034,32.29004,0.00E+00,70,-8.96324,1
375.012,33.60501,-1.5421,31.82995,0.00E+00,70,-8.8003,1
375.512,33.65544,-1.54291,31.38917,0.00E+00,70,-8.62104,1
376.012,33.70589,-1.54539,30.94381,0.00E+00,70,-8.42557,1
376.512,33.75629,-1.5476,30.52554,0.00E+00,70,-8.21499,1
377.012,33.80667,-1.55066,30.10419,0.00E+00,70,-7.99009,1
377.512,33.857,-1.55498,29.70962,0.00E+00,70,-7.75189,1
378.012,33.90737,-1.56063,29.32019,0.00E+00,70,-7.50101,1
378.512,33.95767,-1.5639,28.93193,0.00E+00,70,-7.23886,1
379.012,34.00798,-1.56931,28.5669,0.00E+00,70,-6.96591,1
379.512,34.05819,-1.57745,28.22549,0.00E+00,70,-6.68362,1
380.012,34.10833,-1.58342,27.89097,0.00E+00,70,-6.39275,1
380.512,34.15841,-1.59051,27.58024,0.00E+00,70,-6.09408,1
381.012,34.20851,-1.59912,27.27896,0.00E+00,70,-5.78823,1
381.512,34.25861,-1.60646,27.00139,0.00E+00,70,-5.47673,1
382.012,34.30881,-1.6141,26.7314,0.00E+00,70,-5.16087,1
382.512,34.35904,-1.62427,26.45185,0.00E+00,70,-4.84358,1
383.012,34.40933,-1.63193,26.2184,0.00E+00,70,-4.52785,1
383.512,34.45959,-1.6422,25.99649,0.00E+00,70,-4.21781,1
384.012,34.50978,-1.65034,25.80571,0.00E+00,70,-3.91724,1
384.512,34.55989,-1.66022,25.63454,0.00E+00,70,-3.62941,1
385.012,34.61001,-1.6688,25.4823,0.00E+00,70,-3.35633,1
385.512,34.66006,-1.67855,25.33642,0.00E+00,70,-3.09987,1
386.012,34.71012,-1.68791,25.20049,0.00E+00,70,-2.85999,1
386.512,34.7602,-1.6956,25.06615,0.00E+00,70,-2.63627,1
387.012,34.81025,-1.70445,24.94281,0.00E+00,70,-2.42806,1
387.512,34.86029,-1.71252,24.82951,0.00E+00,70,-2.23434,1
388.012,34.91036,-1.71982,24.72476,0.00E+00,70,-2.05432,1
388.512,34.96039,-1.72705,24.62247,0.00E+00,70,-1.8882,1
389.012,35.01043,-1.73384,24.53813,0.00E+00,70,-1.73615,1
389.512,35.06056,-1.74131,24.47243,0.00E+00,70,-1.59876,1
390.012,35.11065,-1.74639,24.39914,0.00E+00,70,-1.47709,1
390.512,35.16072,-1.75105,24.34969,0.00E+00,70,-1.37153,1
391.012,35.21085,-1.7571,24.298,0.00E+00,70,-1.28185,1
391.512,35.26098,-1.76054,24.24517,0.00E+00,70,-1.20744,1
392.012,35.31106,-1.76538,24.18848,0.00E+00,70,-1.14699,1
392.512,35.36117,-1.76823,24.13636,0.00E+00,70,-1.09854,1
393.012,35.4113,-1.77062,24.0902,0.00E+00,70,-1.06002,1
393.512,35.46141,-1.77268,24.03554,0.00E+00,70,-1.02933,1
394.012,35.51148,-1.77545,23.98774,0.00E+00,70,-1.00455,1
394.512,35.56154,-1.77723,23.93752,0.00E+00,70,-0.98401,1
395.012,35.61158,-1.77898,23.88842,0.00E+00,70,-0.9665,1
395.512,35.66158,-1.7807,23.84138,0.00E+00,70,-0.95118,1
396.012,35.71158,-1.78266,23.79442,0.00E+00,70,-0.93755,1
396.512,35.76164,-1.78365,23.74841,0.00E+00,70,-0.92539,1
397.012,35.8117,-1.78465,23.70299,0.00E+00,70,-0.91464,1
397.512,35.86181,-1.78615,23.6569,0.00E+00,70,-0.90531,1
398.012,35.91196,-1.78816,23.61059,0.00E+00,70,-0.89736,1
398.512,35.96212,-1.79048,23.5729,0.00E+00,70,-0.89064,1
399.012,36.01228,-1.79239,23.52688,0.00E+00,70,-0.88486,1
399.512,36.0625,-1.79319,23.48767,0.00E+00,70,-0.87958,1
400.012,36.11271,-1.79632,23.44896,0.00E+00,70,-0.87433,1
400.512,36.16291,-1.79738,23.39218,0.00E+00,70,-0.86863,1
401.012,36.21311,-1.79906,23.34468,0.00E+00,70,-0.86212,1
401.512,36.26332,-1.80184,23.30509,0.00E+00,70,-0.85464,1
402.012,36.31347,-1.80269,23.25964,0.00E+00,70,-0.84625,1
402.512,36.36362,-1.80571,23.21624,0.00E+00,70,-0.83721,1
403.012,36.41373,-1.80722,23.17955,0.00E+00,70,-0.82792,1
403.512,36.46385,-1.80945,23.13684,0.00E+00,70,-0.81883,1
404.012,36.51393,-1.81173,23.09536,0.00E+00,70,-0.8104,1
404.512,36.56399,-1.8127,23.05494,0.00E+00,70,-0.80293,1
405.012,36.61401,-1.81525,23.02003,0.00E+00,70,-0.79659,1
405.512,36.66406,-1.8174,22.97843,0.00E+00,70,-0.79137,1
406.012,36.71407,-1.8199,22.94075,0.00E+00,70,-0.78709,1
406.512,36.76411,-1.82243,22.91012,0.00E+00,70,-0.78348,1
407.012,36.81422,-1.82319,22.86412,0.00E+00,70,-0.7802,1
407.512,36.8644,-1.82604,22.81659,0.00E+00,70,-0.77697,1
408.012,36.91463,-1.82885,22.78581,0.00E+00,70,-0.77357,1
408.512,36.96492,-1.82977,22.74496,0.00E+00,70,-0.7699,1
409.012,37.01519,-1.831,22.69898,0.00E+00,70,-0.76602,1
409.512,37.0654,-1.83432,22.67171,0.00E+00,70,-0.76207,1
410.012,37.11561,-1.8365,22.6291,0.00E+00,70,-0.75822,1
410.512,37.16576,-1.83904,22.58488,0.00E+00,70,-0.75468,1
411.012,37.21586,-1.84004,22.55706,0.00E+00,70,-0.7516,1
411.512,37.26603,-1.84145,22.51799,0.00E+00,70,-0.74907,1
412.012,37.31622,-1.84372,22.48341,0.00E+00,70,-0.74716,1
412.512,37.36636,-1.8467,22.44505,0.00E+00,70,-0.74588,1
413.012,37.41653,-1.8479,22.40515,0.00E+00,70,-0.74524,1
413.512,37.46675,-1.84854,22.36086,0.00E+00,70,-0.74523,1
414.012,37.51697,-1.8513,22.3322,0.00E+00,70,-0.74581,1
414.512,37.56719,-1.85306,22.29296,0.00E+00,70,-0.74689,1
415.012,37.61746,-1.85433,22.25837,0.00E+00,70,-0.74828,1
415.512,37.66769,-1.85562,22.22064,0.00E+00,70,-0.74968,1
416.012,37.71782,-1.8573,22.19204,0.00E+00,70,-0.75071,1
416.512,37.76786,-1.85962,22.14452,0.00E+00,70,-0.75096,1
417.012,37.81784,-1.86088,22.09993,0.00E+00,70,-0.75001,1
417.512,37.86782,-1.86218,22.06637,0.00E+00,70,-0.74757,1
418.012,37.91785,-1.86341,22.02851,0.00E+00,70,-0.74345,1
418.512,37.968,-1.86471,21.98708,0.00E+00,70,-0.73763,1
419.012,38.01826,-1.86627,21.9535,0.00E+00,70,-0.7303,1
419.512,38.06853,-1.86716,21.916,0.00E+00,70,-0.72186,1
420.012,38.11877,-1.86935,21.87615,0.00E+00,70,-0.71282,1
420.512,38.16901,-1.8718,21.84171,0.00E+00,70,-0.70379,1
421.012,38.21916,-1.87196,21.80307,0.00E+00,70,-0.69541,1
421.512,38.26925,-1.87215,21.77121,0.00E+00,70,-0.68822,1
422.012,38.3194,-1.87344,21.7428,0.00E+00,70,-0.68262,1
422.512,38.36956,-1.87462,21.71488,0.00E+00,70,-0.67886,1
423.012,38.41964,-1.87485,21.676,0.00E+00,70,-0.67695,1
423.512,38.4697,-1.87735,21.64057,0.00E+00,70,-0.6767,1
424.012,38.51975,-1.87849,21.61753,0.00E+00,70,-0.67776,1
424.512,38.56979,-1.87921,21.58255,0.00E+00,70,-0.67971,1
425.012,38.61985,-1.87907,21.53902,0.00E+00,70,-0.68212,1
425.512,38.66991,-1.87985,21.50039,0.00E+00,70,-0.6846,1
426.012,38.72004,-1.88121,21.47701,0.00E+00,70,-0.68682,1
426.512,38.77022,-1.88225,21.43968,0.00E+00,70,-0.68853,1
427.012,38.82033,-1.88271,21.40337,0.00E+00,70,-0.68955,1
427.512,38.87041,-1.88168,21.3669,0.00E+00,70,-0.68975,1
428.012,38.92051,-1.88152,21.33759,0.00E+00,70,-0.68908,1
428.512,38.97057,-1.88168,21.29675,0.00E+00,70,-0.68757,1
429.012,39.02061,-1.88241,21.266,0.00E+00,70,-0.68534,1
429.512,39.07071,-1.88275,21.22633,0.00E+00,70,-0.68262,1
430.012,39.12087,-1.88265,21.19273,0.00E+00,70,-0.67976,1
430.512,39.17107,-1.88202,21.15853,0.00E+00,70,-0.67716,1
431.012,39.2213,-1.88202,21.11847,0.00E+00,70,-0.67521,1
431.512,39.27155,-1.88035,21.09559,0.00E+00,70,-0.6742,1
432.012,39.32174,-1.88012,21.06702,0.00E+00,70,-0.67423,1
432.512,39.37189,-1.88046,21.03204,0.00E+00,70,-0.67519,1
433.012,39.42197,-1.87836,20.99598,0.00E+00,70,-0.67675,1
433.512,39.47198,-1.87802,20.9642,0.00E+00,70,-0.67841,1
434.012,39.52195,-1.87786,20.9271,0.00E+00,70,-0.67962,1
434.512,39.57193,-1.87619,20.89132,0.00E+00,70,-0.67983,1
435.012,39.62193,-1.87489,20.8569,0.00E+00,70,-0.67864,1
435.512,39.67195,-1.87369,20.82651,0.00E+00,70,-0.67581,1
436.012,39.72197,-1.87166,20.78176,0.00E+00,70,-0.67128,1
436.512,39.77203,-1.87121,20.74662,0.00E+00,70,-0.66519,1
437.012,39.82208,-1.87034,20.71786,0.00E+00,70,-0.65779,1
437.512,39.87207,-1.86672,20.68571,0.00E+00,70,-0.64943,1
438.012,39.92206,-1.86488,20.65521,0.00E+00,70,-0.64044,1
438.512,39.97203,-1.86462,20.6215,0.00E+00,70,-0.63118,1
439.012,40.02195,-1.86201,20.59196,0.00E+00,70,-0.62196,1
439.512,40.07186,-1.85978,20.55856,0.00E+00,70,-0.61311,1
440.012,40.12177,-1.85644,20.52806,0.00E+00,70,-0.60492,1
440.512,40.17167,-1.85415,20.49781,0.00E+00,70,-0.59773,1
441.012,40.22161,-1.85149,20.46963,0.00E+00,70,-0.59182,1
441.512,40.2715,-1.84877,20.44177,0.00E+00,70,-0.58745,1
442.012,40.32141,-1.84466,20.41641,0.00E+00,70,-0.58472,1
442.512,40.37132,-1.84172,20.38605,0.00E+00,70,-0.58361,1
443.012,40.42125,-1.83909,20.35964,0.00E+00,70,-0.58387,1
443.512,40.47118,-1.83409,20.3333,0.00E+00,70,-0.58506,1
444.012,40.52113,-1.83087,20.30306,0.00E+00,70,-0.58658,1
444.512,40.57106,-1.82837,20.27533,0.00E+00,70,-0.58774,1
445.012,40.62095,-1.8242,20.24209,0.00E+00,70,-0.58785,1
445.512,40.67078,-1.81973,20.21147,0.00E+00,70,-0.58638,1
446.012,40.72056,-1.81539,20.1798,0.00E+00,70,-0.58301,1
446.512,40.77032,-1.81085,20.14994,0.00E+00,70,-0.57769,1
447.012,40.82008,-1.80677,20.11602,0.00E+00,70,-0.57063,1
447.512,40.86988,-1.801,20.08111,0.00E+00,70,-0.56228,1
448.012,40.91969,-1.79637,20.06111,0.00E+00,70,-0.55326,1
448.512,40.96949,-1.79221,20.03484,0.00E+00,70,-0.54424,1
449.012,41.01928,-1.78435,20.0128,0.00E+00,70,-0.53584,1
449.512,41.06908,-1.77768,19.98833,0.00E+00,70,-0.52859,1
450.012,41.11884,-1.77212,19.95813,0.00E+00,70,-0.52288,1
450.512,41.16859,-1.76524,19.92756,0.00E+00,70,-0.51891,1
451.012,41.21837,-1.75883,19.91241,0.00E+00,70,-0.51677,1
451.512,41.26812,-1.75278,19.88429,0.00E+00,70,-0.51637,1
452.012,41.3178,-1.74657,19.86294,0.00E+00,70,-0.51751,1
452.512,41.36745,-1.74042,19.83415,0.00E+00,70,-0.51983,1
453.012,41.41707,-1.73295,19.80972,0.00E+00,70,-0.5229,1
453.512,41.46667,-1.72557,19.78759,0.00E+00,70,-0.5262,1
454.012,41.51633,-1.71975,19.75914,0.00E+00,70,-0.52922,1
454.512,41.56606,-1.71298,19.73139,0.00E+00,70,-0.53149,1
455.012,41.61585,-1.70654,19.70618,0.00E+00,70,-0.53264,1
455.512,41.66574,-1.69934,19.67245,0.00E+00,70,-0.53245,1
456.012,41.7156,-1.69249,19.63875,0.00E+00,70,-0.53094,1
456.512,41.7654,-1.68531,19.62124,0.00E+00,70,-0.52827,1
457.012,41.81518,-1.67813,19.5926,0.00E+00,70,-0.52476,1
457.512,41.86493,-1.67177,19.56747,0.00E+00,70,-0.52083,1
458.012,41.91464,-1.66403,19.54576,0.00E+00,70,-0.51688,1
458.512,41.96441,-1.65632,19.5158,0.00E+00,70,-0.51323,1
459.012,42.01431,-1.64924,19.48107,0.00E+00,70,-0.51006,1
459.512,42.06426,-1.64138,19.46941,0.00E+00,70,-0.50736,1
460.012,42.11426,-1.63352,19.44563,0.00E+00,70,-0.50493,1
460.512,42.16429,-1.62698,19.42183,0.00E+00,70,-0.5024,1
461.012,42.21432,-1.61799,19.3966,0.00E+00,70,-0.49927,1
461.512,42.26422,-1.61089,19.37161,0.00E+00,70,-0.49508,1
462.012,42.31409,-1.60364,19.33525,0.00E+00,70,-0.48947,1
462.512,42.36391,-1.59624,19.3089,0.00E+00,70,-0.48228,1
463.012,42.41369,-1.58946,19.28385,0.00E+00,70,-0.47359,1
463.512,42.46345,-1.58294,19.26707,0.00E+00,70,-0.46373,1
464.012,42.51332,-1.57391,19.24416,0.00E+00,70,-0.45321,1
464.512,42.56316,-1.56821,19.21799,0.00E+00,70,-0.4427,1
465.012,42.61304,-1.5606,19.19403,0.00E+00,70,-0.43287,1
465.512,42.6629,-1.5516,19.17426,0.00E+00,70,-0.42432,1
466.012,42.71272,-1.54487,19.15915,0.00E+00,70,-0.4175,1
466.512,42.76249,-1.5375,19.14321,0.00E+00,70,-0.41268,1
467.012,42.81226,-1.52919,19.12549,0.00E+00,70,-0.40992,1
467.512,42.86204,-1.52303,19.10482,0.00E+00,70,-0.40907,1
468.012,42.91189,-1.51465,19.07549,0.00E+00,70,-0.40987,1
468.512,42.96177,-1.5069,19.0614,0.00E+00,70,-0.41189,1
469.012,43.0116,-1.49868,19.04388,0.00E+00,70,-0.41464,1
469.512,43.06144,-1.49166,19.02243,0.00E+00,70,-0.41758,1
470.012,43.11124,-1.48277,19.00179,0.00E+00,70,-0.42019,1
470.512,43.16096,-1.47481,18.98189,0.00E+00,70,-0.42199,1
471.012,43.21064,-1.46594,18.95856,0.00E+00,70,-0.42264,1
471.512,43.26038,-1.4594,18.93096,0.00E+00,70,-0.42197,1
472.012,43.3101,-1.45161,18.90626,0.00E+00,70,-0.41995,1
472.512,43.35982,-1.444,18.88922,0.00E+00,70,-0.41674,1
473.012,43.40955,-1.43535,18.87137,0.00E+00,70,-0.41261,1
473.512,43.45932,-1.42729,18.84568,0.00E+00,70,-0.40791,1
474.012,43.5091,-1.41895,18.82805,0.00E+00,70,-0.40293,1
474.512,43.55894,-1.4117,18.80901,0.00E+00,70,-0.3979,1
475.012,43.60882,-1.404,18.78944,0.00E+00,70,-0.39292,1
475.512,43.6587,-1.39658,18.77254,0.00E+00,70,-0.38794,1
476.012,43.7086,-1.38808,18.75426,0.00E+00,70,-0.38282,1
476.512,43.75846,-1.3808,18.7343,0.00E+00,70,-0.37738,1
477.012,43.8083,-1.37321,18.71605,0.00E+00,70,-0.37145,1
477.512,43.85813,-1.36422,18.68628,0.00E+00,70,-0.36496,1
478.012,43.908,-1.35569,18.67364,0.00E+00,70,-0.35802,1
478.512,43.95788,-1.348,18.65633,0.00E+00,70,-0.35088,1
479.012,44.00785,-1.33976,18.64208,0.00E+00,70,-0.34392,1
479.512,44.05777,-1.33087,18.62086,0.00E+00,70,-0.33765,1
480.012,44.10767,-1.32278,18.60559,0.00E+00,70,-0.33253,1
480.512,44.15755,-1.31353,18.59014,0.00E+00,70,-0.32894,1
481.012,44.2074,-1.30502,18.57355,0.00E+00,70,-0.32706,1
481.512,44.2572,-1.2976,18.56407,0.00E+00,70,-0.32686,1
482.012,44.30703,-1.28964,18.55275,0.00E+00,70,-0.32806,1
482.512,44.35691,-1.28,18.53965,0.00E+00,70,-0.33019,1
483.012,44.40682,-1.27181,18.51709,0.00E+00,70,-0.33267,1
483.512,44.45673,-1.26245,18.49235,0.00E+00,70,-0.33496,1
484.012,44.50661,-1.25524,18.48072,0.00E+00,70,-0.33661,1
484.512,44.55649,-1.24745,18.46342,0.00E+00,70,-0.33739,1
485.012,44.60635,-1.23792,18.44118,0.00E+00,70,-0.33732,1
485.512,44.65616,-1.22728,18.42309,0.00E+00,70,-0.33658,1
486.012,44.70599,-1.21982,18.40737,0.00E+00,70,-0.3355,1
486.512,44.75587,-1.21041,18.39364,0.00E+00,70,-0.33444,1
487.012,44.80578,-1.20305,18.37741,0.00E+00,70,-0.33368,1
487.512,44.85573,-1.19344,18.36281,0.00E+00,70,-0.33337,1
488.012,44.90569,-1.18376,18.35071,0.00E+00,70,-0.33348,1
488.512,44.95565,-1.17545,18.33412,0.00E+00,70,-0.3338,1
489.012,45.00558,-1.16645,18.30622,0.00E+00,70,-0.33401,1
489.512,45.05547,-1.15833,18.29493,0.00E+00,70,-0.33374,1
490.012,45.1053,-1.14969,18.28067,0.00E+00,70,-0.33266,1
490.512,45.15512,-1.13953,18.26318,0.00E+00,70,-0.33054,1
491.012,45.20493,-1.13174,18.24448,0.00E+00,70,-0.32728,1
491.512,45.25474,-1.12241,18.22472,0.00E+00,70,-0.32298,1
492.012,45.30454,-1.11368,18.20625,0.00E+00,70,-0.31787,1
492.512,45.35441,-1.10502,18.18764,0.00E+00,70,-0.31232,1
493.012,45.40433,-1.0969,18.17389,0.00E+00,70,-0.30675,1
493.512,45.45428,-1.08772,18.17132,0.00E+00,70,-0.30159,1
494.012,45.50432,-1.0772,18.15354,0.00E+00,70,-0.29722,1
494.512,45.55443,-1.06916,18.12964,0.00E+00,70,-0.29392,1
495.012,45.60451,-1.06075,18.1228,0.00E+00,70,-0.29192,1
495.512,45.65459,-1.05236,18.10965,0.00E+00,70,-0.29134,1
496.012,45.70466,-1.04421,18.09334,0.00E+00,70,-0.2923,1
496.512,45.75468,-1.03467,18.07918,0.00E+00,70,-0.2949,1
497.012,45.80463,-1.02605,18.06986,0.00E+00,70,-0.29926,1
497.512,45.8546,-1.01873,18.04841,0.00E+00,70,-0.30548,1
498.012,45.90456,-1.00958,18.03433,0.00E+00,70,-0.31365,1
