Time (s),Temperature (K),Mass (mg),,,,
2169.7746,673.662,1.884006177,,,,
2172.7866,674.162,1.880180527,,,,
2175.7992,674.662,1.876991949,,,,
2178.8082,675.162,1.873331406,,,,
2181.8172,675.662,1.86983597,,,,
2184.8238,676.162,1.866880957,,,,
2187.831,676.662,1.863441094,,,,
2190.8358,677.162,1.860100294,,,,
2193.8394,677.662,1.856844868,,,,
2196.8406,678.162,1.854033216,,,,
2199.8436,678.662,1.850682752,,,,
2202.8442,679.162,1.847648005,,,,
2205.8466,679.662,1.845181065,,,,
2208.8532,680.162,1.841476225,,,,
2211.864,680.662,1.837648159,,,,
2214.8778,681.162,1.835169137,,,,
2217.8952,681.662,1.831879078,,,,
2220.9114,682.162,1.828175849,,,,
2223.924,682.662,1.825979523,,,,
2226.9366,683.162,1.822547714,,,,
2229.9456,683.662,1.818986235,,,,
2232.9516,684.162,1.816745612,,,,
2235.9618,684.662,1.813598915,,,,
2238.9732,685.162,1.810813841,,,,
2241.9816,685.662,1.807724327,,,,
2244.9918,686.162,1.804510781,,,,
2248.005,686.662,1.800943664,,,,
2251.0182,687.162,1.798635388,,,,
2254.0314,687.662,1.795474998,,,,
2257.0476,688.162,1.79268912,,,,
2260.0614,688.662,1.789650346,,,,
2263.0692,689.162,1.787346902,,,,
2266.0716,689.662,1.783519641,,,,
2269.0704,690.162,1.779928362,,,,
2272.0692,690.662,1.77722544,,,,
2275.071,691.162,1.774176195,,,,
2278.08,691.662,1.770839423,,,,
2281.0956,692.162,1.76813489,,,,
2284.1118,692.662,1.76511464,,,,
2287.1262,693.162,1.761905121,,,,
2290.1406,693.662,1.759131323,,,,
2293.1496,694.162,1.756019258,,,,
2296.155,694.662,1.753453253,,,,
2299.164,695.162,1.751165112,,,,
2302.1736,695.662,1.748916435,,,,
2305.1784,696.162,1.74578504,,,,
2308.182,696.662,1.742931508,,,,
2311.185,697.162,1.741075866,,,,
2314.1874,697.662,1.738258577,,,,
2317.191,698.162,1.734752671,,,,
2320.1946,698.662,1.731641411,,,,
2323.2024,699.162,1.729758385,,,,
2326.2132,699.662,1.726751827,,,,
2329.2198,700.162,1.72382742,,,,
2332.2246,700.662,1.720890126,,,,
2335.2306,701.162,1.718529499,,,,
2338.2342,701.662,1.715240245,,,,
2341.2366,702.162,1.71276364,,,,
2344.2426,702.662,1.709568618,,,,
2347.2522,703.162,1.706862474,,,,
2350.2642,703.662,1.704108006,,,,
2353.278,704.162,1.700881574,,,,
2356.293,704.662,1.699038819,,,,
2359.3044,705.162,1.696737791,,,,
2362.3134,705.662,1.693920502,,,,
2365.3182,706.162,1.691016229,,,,
2368.3188,706.662,1.688456668,,,,
2371.317,707.162,1.685468634,,,,
2374.3158,707.662,1.682586913,,,,
2377.3158,708.162,1.679814726,,,,
2380.317,708.662,1.677367115,,,,
2383.3182,709.162,1.67376295,,,,
2386.3218,709.662,1.670932775,,,,
2389.3248,710.162,1.668616444,,,,
2392.3242,710.662,1.666027083,,,,
2395.3236,711.162,1.663570613,,,,
2398.3218,711.662,1.66085561,,,,
2401.317,712.162,1.658476458,,,,
2404.3116,712.662,1.655786422,,,,
2407.3062,713.162,1.653329952,,,,
2410.3002,713.662,1.650893617,,,,
2413.2966,714.162,1.648624,,,,
2416.29,714.662,1.646380156,,,,
2419.2846,715.162,1.644337661,,,,
2422.2792,715.662,1.641892467,,,,
2425.275,716.162,1.639765406,,,,
2428.2708,716.662,1.637643982,,,,
2431.2678,717.162,1.635208452,,,,
2434.2636,717.662,1.632975078,,,,
2437.257,718.162,1.630297929,,,,
2440.2468,718.662,1.627831794,,,,
2443.2336,719.162,1.625281092,,,,
2446.2192,719.662,1.622876168,,,,
2449.2048,720.162,1.620144251,,,,
2452.1928,720.662,1.617332599,,,,
2455.1814,721.162,1.615721799,,,,
2458.1694,721.662,1.613606014,,,,
2461.1568,722.162,1.611830912,,,,
2464.1448,722.662,1.609860098,,,,
2467.1304,723.162,1.60742779,,,,
2470.1154,723.662,1.604965682,,,,
2473.1022,724.162,1.603745501,,,,
2476.0872,724.662,1.601480717,,,,
2479.068,725.162,1.599761188,,,,
2482.047,725.662,1.597442441,,,,
2485.0242,726.162,1.595474849,,,,
2488.0002,726.662,1.593692499,,,,
2490.9798,727.162,1.591401136,,,,
2493.9636,727.662,1.589166151,,,,
2496.951,728.162,1.587135737,,,,
2499.9444,728.662,1.584419123,,,,
2502.936,729.162,1.581704925,,,,
2505.924,729.662,1.58029467,,,,
2508.9108,730.162,1.577988004,,,,
2511.8958,730.662,1.575964034,,,,
2514.8784,731.162,1.57421551,,,,
2517.8646,731.662,1.571802532,,,,
2520.8586,732.162,1.569005378,,,,
2523.8556,732.662,1.568066281,,,,
2526.8556,733.162,1.56615104,,,,
2529.8574,733.662,1.564234188,,,,
2532.8592,734.162,1.562202164,,,,
2535.8532,734.662,1.560189469,,,,
2538.8454,735.162,1.557261035,,,,
2541.8346,735.662,1.555138806,,,,
2544.8214,736.162,1.553121279,,,,
2547.807,736.662,1.551769818,,,,
2550.7992,737.162,1.549924646,,,,
2553.7896,737.662,1.547816915,,,,
2556.7824,738.162,1.545887176,,,,
2559.774,738.662,1.5442949,,,,
2562.7632,739.162,1.543077941,,,,
2565.7494,739.662,1.541794133,,,,
2568.7356,740.162,1.540366965,,,,
2571.7224,740.662,1.538702203,,,,
2574.7134,741.162,1.536339965,,,,
2577.7062,741.662,1.535205156,,,,
2580.696,742.162,1.533794095,,,,
2583.6864,742.662,1.532066512,,,,
2586.6744,743.162,1.530404167,,,,
2589.6576,743.662,1.528801421,,,,
2592.6384,744.162,1.526922422,,,,
2595.6228,744.662,1.524699518,,,,
2598.606,745.162,1.52271018,,,,
2601.5892,745.662,1.521337779,,,,
2604.573,746.162,1.51990014,,,,
2607.5592,746.662,1.517831067,,,,
2610.546,747.162,1.516411147,,,,
2613.5364,747.662,1.514877665,,,,
2616.5292,748.162,1.513301498,,,,
2619.522,748.662,1.511940372,,,,
2622.516,749.162,1.5104681,,,,
2625.5076,749.662,1.508860522,,,,
2628.498,750.162,1.507390667,,,,
2631.4878,750.662,1.504992991,,,,
2634.48,751.162,1.503974966,,,,
2637.4728,751.662,1.502580818,,,,
2640.471,752.162,1.501433123,,,,
2643.4662,752.662,1.499724064,,,,
2646.4602,753.162,1.498494219,,,,
2649.453,753.662,1.497249876,,,,
2652.444,754.162,1.495913717,,,,
2655.432,754.662,1.495150198,,,,
2658.4218,755.162,1.494238485,,,,
2661.4146,755.662,1.493183411,,,,
2664.4092,756.162,1.491366429,,,,
2667.4038,756.662,1.489373869,,,,
2670.3966,757.162,1.488437189,,,,
2673.3894,757.662,1.487043847,,,,
2676.381,758.162,1.485252637,,,,
2679.3696,758.662,1.483795669,,,,
2682.3594,759.162,1.48252958,,,,
2685.3522,759.662,1.481423766,,,,
2688.3468,760.162,1.480116601,,,,
2691.3438,760.662,1.478940717,,,,
2694.3414,761.162,1.477966183,,,,
2697.339,761.662,1.476630025,,,,
2700.3348,762.162,1.474382959,,,,
2703.3282,762.662,1.473473662,,,,
2706.318,763.162,1.472325162,,,,
2709.3072,763.662,1.470916517,,,,
2712.2958,764.162,1.469410419,,,,
2715.2844,764.662,1.467818949,,,,
2718.2724,765.162,1.466331375,,,,
2721.2646,765.662,1.464832526,,,,
2724.2598,766.162,1.463725101,,,,
2727.2568,766.662,1.463518113,,,,
2730.2592,767.162,1.462086112,,,,
2733.2658,767.662,1.460161206,,,,
2736.2706,768.162,1.459610312,,,,
2739.2754,768.662,1.458551211,,,,
2742.2796,769.162,1.457237604,,,,
2745.2808,769.662,1.456097157,,,,
2748.2778,770.162,1.455346524,,,,
2751.276,770.662,1.453618941,,,,
2754.2736,771.162,1.452484938,,,,
2757.2712,771.662,1.451568393,,,,
2760.2688,772.162,1.450360293,,,,
2763.27,772.662,1.44926656,,,,
2766.2706,773.162,1.448173632,,,,
2769.27,773.662,1.446648204,,,,
2772.2712,774.162,1.443990384,,,,
2775.273,774.662,1.442994105,,,,
2778.273,775.162,1.441827885,,,,
2781.2742,775.662,1.439847407,,,,
2784.276,776.162,1.437224219,,,,
2787.2742,776.662,1.434748419,,,,
2790.273,777.162,1.432596391,,,,
2793.2718,777.662,1.431167611,,,,
2796.2706,778.162,1.43029053,,,,
2799.2712,778.662,1.429376401,,,,
2802.276,779.162,1.428380122,,,,
2805.2796,779.662,1.427475657,,,,
2808.2874,780.162,1.426476156,,,,
2811.2964,780.662,1.425570081,,,,
2814.3054,781.162,1.424438494,,,,
2817.3144,781.662,1.423265026,,,,
2820.327,782.162,1.422343649,,,,
2823.3384,782.662,1.421022793,,,,
2826.3504,783.162,1.419958054,,,,
2829.3624,783.662,1.419048757,,,,
2832.372,784.162,1.417907505,,,,
2835.3798,784.662,1.417044922,,,,
2838.3882,785.162,1.41726238,,,,
2841.3942,785.662,1.416648665,,,,
2844.4008,786.162,1.415763531,,,,
2847.4092,786.662,1.414912223,,,,
2850.4188,787.162,1.413596199,,,,
2853.4284,787.662,1.412654687,,,,
2856.4434,788.162,1.411969291,,,,
2859.4596,788.662,1.411239599,,,,
2862.477,789.162,1.41031661,,,,
2865.4962,789.662,1.409272812,,,,
2868.5184,790.162,1.40791974,,,,
2871.5376,790.662,1.406866277,,,,
2874.5556,791.162,1.406588414,,,,
2877.5724,791.662,1.405776571,,,,
2880.5874,792.162,1.404797204,,,,
2883.5988,792.662,1.403821865,,,,
2886.6108,793.162,1.402376977,,,,
2889.6264,793.662,1.401131829,,,,
2892.6444,794.162,1.400370726,,,,
2895.6618,794.662,1.399719157,,,,
2898.6798,795.162,1.398263799,,,,
2901.6984,795.662,1.397085499,,,,
2904.7128,796.162,1.396303456,,,,
2907.7272,796.662,1.396336477,,,,
2910.7452,797.162,1.39577753,,,,
2913.7662,797.662,1.3949826,,,,
2916.7908,798.162,1.394249686,,,,
2919.8184,798.662,1.393307368,,,,
2922.849,799.162,1.392448006,,,,
2925.8802,799.662,1.391785967,,,,
2928.9102,800.162,1.391181112,,,,
2931.9396,800.662,1.390356382,,,,
2934.9708,801.162,1.388717393,,,,
2937.9984,801.662,1.387144447,,,,
2941.023,802.162,1.386702282,,,,
2944.05,802.662,1.386004001,,,,
2947.0782,803.162,1.385127725,,,,
2950.1052,803.662,1.38406943,,,,
2953.1328,804.162,1.383202014,,,,
2956.1628,804.662,1.382657564,,,,
2959.1916,805.162,1.381947201,,,,
2962.2186,805.662,1.380913873,,,,
2965.2474,806.162,1.379593822,,,,
2968.2798,806.662,1.378472705,,,,
2971.3122,807.162,1.377459512,,,,
2974.3446,807.662,1.376306179,,,,
2977.3794,808.162,1.375574876,,,,
2980.413,808.662,1.374982907,,,,
2983.4442,809.162,1.374390938,,,,
2986.4784,809.662,1.373689435,,,,
2989.515,810.162,1.372851819,,,,
2992.5492,810.662,1.372087494,,,,
2995.5846,811.162,1.371450423,,,,
2998.6224,811.662,1.370784357,,,,
3001.6566,812.162,1.369738948,,,,
3004.6914,812.662,1.368851397,,,,
3007.7304,813.162,1.36804197,,,,
3010.7688,813.662,1.366407008,,,,
3013.8048,814.162,1.365304415,,,,
3016.842,814.662,1.364934737,,,,
3019.8774,815.162,1.364439416,,,,
3022.9092,815.662,1.363534146,,,,
3025.9392,816.162,1.36260552,,,,
3028.9716,816.662,1.361441717,,,,
3032.0034,817.162,1.360105558,,,,
3035.0358,817.662,1.359282439,,,,
3038.0682,818.162,1.358465764,,,,
3041.103,818.662,1.357518613,,,,
3044.1366,819.162,1.35670677,,,,
3047.169,819.662,1.355798279,,,,
3050.2014,820.162,1.355104024,,,,
3053.2356,820.662,1.354586152,,,,
3056.2698,821.162,1.354024788,,,,
3059.304,821.662,1.352525133,,,,
3062.3412,822.162,1.351355693,,,,
3065.3802,822.662,1.350378742,,,,
3068.4162,823.162,1.349416289,,,,
3071.4522,823.662,1.348655186,,,,
3074.4918,824.162,1.347240099,,,,
3077.5284,824.662,1.345815346,,,,
3080.5644,825.162,1.345154113,,,,
3083.6022,825.662,1.344301194,,,,
3086.6358,826.162,1.343281558,,,,
3089.664,826.662,1.342367429,,,,
3092.6934,827.162,1.341450883,,,,
3095.7222,827.662,1.3406479,,,,
3098.7534,828.162,1.339645177,,,,
3101.7894,828.662,1.338734269,,,,
3104.8308,829.162,1.337711411,,,,
3107.8734,829.662,1.337180653,,,,
3110.9184,830.162,1.336686942,,,,
3113.9616,830.662,1.335679387,,,,
3117.0018,831.162,1.334665388,,,,
3120.0414,831.662,1.333656222,,,,
3123.084,832.162,1.333254328,,,,
3126.1272,832.662,1.33263578,,,,
3129.1728,833.162,1.331927028,,,,
3132.2238,833.662,1.33120539,,,,
3135.2712,834.162,1.330280791,,,,
3138.3144,834.662,1.329379548,,,,
3141.3558,835.162,1.328566094,,,,
3144.4014,835.662,1.327784856,,,,
3147.4416,836.162,1.326986705,,,,
3150.4872,836.662,1.325272814,,,,
3153.5376,837.162,1.323925379,,,,
3156.5874,837.662,1.323453415,,,,
3159.6324,838.162,1.322556199,,,,
3162.6846,838.662,1.321550255,,,,
3165.732,839.162,1.320847946,,,,
3168.777,839.662,1.320044962,,,,
3171.8214,840.162,1.318879548,,,,
3174.8646,840.662,1.318743436,,,,
3177.903,841.162,1.318422887,,,,
3180.9444,841.662,1.317726216,,,,
3183.9864,842.162,1.316887794,,,,
3187.029,842.662,1.316148437,,,,
3190.071,843.162,1.315533917,,,,
3193.1124,843.662,1.314782479,,,,
3196.152,844.162,1.314191315,,,,
3199.1928,844.662,1.313791837,,,,
3202.2366,845.162,1.313211949,,,,
3205.2846,845.662,1.312617563,,,,
3208.335,846.162,1.310677355,,,,
3211.3836,846.662,1.307918054,,,,
3214.4304,847.162,1.30819189,,,,
3217.4736,847.662,1.309920279,,,,
3220.5138,848.162,1.308601839,,,,
3223.5558,848.662,1.306144564,,,,
3226.6008,849.162,1.305879587,,,,
3229.6482,849.662,1.306022143,,,,
3232.695,850.162,1.306142147,,,,
3235.7382,850.662,1.306569009,,,,
3238.7808,851.162,1.306284703,,,,
3241.8192,851.662,1.305419704,,,,
3244.8552,852.162,1.304583698,,,,
3247.8936,852.662,1.304131869,,,,
3250.9338,853.162,1.303481106,,,,
3253.971,853.662,1.302622549,,,,
3257.007,854.162,1.301900911,,,,
3260.04,854.662,1.301132559,,,,
3263.0688,855.162,1.300296554,,,,
3266.097,855.662,1.299599078,,,,
3269.1276,856.162,1.298663203,,,,
3272.1594,856.662,1.297715247,,,,
3275.193,857.162,1.296747962,,,,
3278.2296,857.662,1.295696915,,,,
3281.2644,858.162,1.294929369,,,,
3284.2962,858.662,1.294219006,,,,
3287.3256,859.162,1.293621399,,,,
3290.3556,859.662,1.292757205,,,,
3293.382,860.162,1.291948583,,,,
3296.4072,860.662,1.290778337,,,,
3299.433,861.162,1.289111159,,,,
3302.4588,861.662,1.28832831,,,,
3305.4816,862.162,1.287717012,,,,
3308.5032,862.662,1.285676933,,,,
3311.5254,863.162,1.28449219,,,,
3314.5458,863.662,1.283509602,,,,
3317.5674,864.162,1.282755748,,,,
3320.5908,864.662,1.282069547,,,,
3323.6112,865.162,1.281267368,,,,
3326.6298,865.662,1.28054573,,,,
3329.646,866.162,1.279864362,,,,
3332.6622,866.662,1.278877747,,,,
3335.6748,867.162,1.278034493,,,,
3338.6904,867.662,1.277440913,,,,
3341.7018,868.162,1.276551751,,,,
3344.7156,868.662,1.275828502,,,,
3347.7258,869.162,1.27512861,,,,
3350.7372,869.662,1.274434355,,,,
3353.7444,870.162,1.273545999,,,,
3356.7564,870.662,1.272635091,,,,
3359.7654,871.162,1.271903788,,,,
3362.7708,871.662,1.271352089,,,,
3365.7768,872.162,1.269054283,,,,
3368.7846,872.662,1.264788884,,,,
3371.793,873.162,1.263887642,,,,
3374.8032,873.662,1.265657106,,,,
3377.817,874.162,1.266717012,,,,
3380.8308,874.662,1.267449121,,,,
3383.8446,875.162,1.267114074,,,,
3386.8548,875.662,1.265926915,,,,
3389.8644,876.162,1.264982986,,,,
3392.8752,876.662,1.264967683,,,,
3395.8812,877.162,1.26467935,,,,
3398.8878,877.662,1.264381352,,,,
3401.8974,878.162,1.263789383,,,,
3404.9058,878.662,1.26308788,,,,
3407.913,879.162,1.262386376,,,,
3410.9262,879.662,1.261683262,,,,
3413.9382,880.162,1.260980148,,,,
3416.9484,880.662,1.260278644,,,,
3419.958,881.162,1.259382234,,,,
3422.9682,881.662,1.258077486,,,,
3425.973,882.162,1.257174633,,,,
3428.9766,882.662,1.256073651,,,,
3431.9772,883.162,1.255271473,,,,
3434.9796,883.662,1.254470905,,,,
3437.9778,884.162,1.253966725,,,,
3440.9802,884.662,1.253183876,,,,
3443.9844,885.162,1.248492421,,,,
3446.988,885.662,1.244872953,,,,
3449.9856,886.162,1.245156454,,,,
3452.9868,886.662,1.247459898,,,,
3455.985,887.162,1.247369693,,,,
3458.982,887.662,1.246571542,,,,
3461.9784,888.162,1.245669494,,,,
3464.9796,888.662,1.245564792,,,,
3467.9784,889.162,1.245665467,,,,
3470.9766,889.662,1.245667078,,,,
3473.9748,890.162,1.245369885,,,,
3476.9778,890.662,1.244672409,,,,
3479.9796,891.162,1.243672907,,,,
3482.9814,891.662,1.242770859,,,,
3485.9814,892.162,1.241970292,,,,
3488.9808,892.662,1.241171335,,,,
3491.9742,893.162,1.240469831,,,,
3494.9658,893.662,1.240266065,,,,
3497.9592,894.162,1.240266871,,,,
3500.9562,894.662,1.240070353,,,,
3503.9502,895.162,1.239674096,,,,
3506.9484,895.662,1.238983868,,,,
3509.9472,896.162,1.237784628,,,,
3512.9418,896.662,1.236979228,,,,
3515.9352,897.162,1.236373567,,,,
3518.9316,897.662,1.236267254,,,,
3521.9268,898.162,1.236073958,,,,
3524.9202,898.662,1.235676896,,,,
3527.9124,899.162,1.235186407,,,,
3530.9046,899.662,1.23429483,,,,
3533.8908,900.162,1.233491846,,,,
3536.877,900.662,1.23279598,,,,
3539.8638,901.162,1.232179044,,,,
3542.8554,901.662,1.232165352,,,,
3545.8446,902.162,1.231983332,,,,
3548.838,902.662,1.231502508,,,,
3551.8284,903.162,1.229955334,,,,
3554.8206,903.662,1.225598926,,,,
3557.8092,904.162,1.223577372,,,,
3560.8032,904.662,1.224291762,,,,
3563.8008,905.162,1.225135015,,,,
3566.8032,905.662,1.225439457,,,,
3569.805,906.162,1.225865513,,,,
3572.8062,906.662,1.225482143,,,,
3575.8032,907.162,1.225565904,,,,
3578.7966,907.662,1.22520428,,,,
3581.7864,908.162,1.224614727,,,,
3584.778,908.662,1.223827046,,,,
3587.7684,909.162,1.222947549,,,,
3590.7612,909.662,1.221757168,,,,
3593.7546,910.162,1.220901028,,,,
3596.7456,910.662,1.22076411,,,,
3599.736,911.162,1.220686791,,,,
3602.7288,911.662,1.220309864,,,,
3605.7144,912.162,1.219812932,,,,
3608.7006,912.662,1.219319222,,,,
3611.6904,913.162,1.218732085,,,,
3614.6766,913.662,1.218119981,,,,
3617.6622,914.162,1.217710838,,,,
3620.6532,914.662,1.217299279,,,,
3623.6418,915.162,1.217169609,,,,
3626.628,915.662,1.217088264,,,,
3629.619,916.162,1.21687886,,,,
3632.6088,916.662,1.216876444,,,,
3635.5962,917.162,1.216549451,,,,
3638.5866,917.662,1.215849559,,,,
3641.5758,918.162,1.215417059,,,,
3644.5632,918.662,1.214955565,,,,
3647.5512,919.162,1.214269364,,,,
3650.5404,919.662,1.213652428,,,,
3653.5284,920.162,1.213069318,,,,
3656.5176,920.662,1.212432247,,,,
3659.505,921.162,1.212269556,,,,
3662.4918,921.662,1.212127805,,,,
3665.4768,922.162,1.211590604,,,,
3668.4618,922.662,1.210875408,,,,
3671.4468,923.162,1.210419552,,,,
3674.4342,923.662,1.210138467,,,,
3677.4252,924.162,1.209602071,,,,
3680.4162,924.662,1.208882849,,,,
3683.4114,925.162,1.208431825,,,,
3686.4054,925.662,1.208058119,,,,
3689.3964,926.162,1.207556355,,,,
3692.3832,926.662,1.207217282,,,,
3695.3712,927.162,1.206941835,,,,
3698.3556,927.662,1.206491616,,,,
3701.3388,928.162,1.205883539,,,,
3704.325,928.662,1.205455872,,,,
3707.313,929.162,1.204983102,,,,
3710.2998,929.662,1.204492613,,,,
3713.2884,930.162,1.203897423,,,,
3716.2812,930.662,1.203453647,,,,
3719.2728,931.162,1.203061418,,,,
3722.2662,931.662,1.202677242,,,,
3725.2626,932.162,1.202123932,,,,
3728.2626,932.662,1.201502969,,,,
3731.2596,933.162,1.200987513,,,,
3734.2608,933.662,1.200483332,,,,
3737.2614,934.162,1.200012173,,,,
3740.2626,934.662,1.199272011,,,,
3743.2614,935.162,1.198513324,,,,
3746.2596,935.662,1.198033305,,,,
3749.253,936.162,1.197873836,,,,
3752.2452,936.662,1.197861755,,,,
3755.232,937.162,1.197916522,,,,
3758.2182,937.662,1.198195191,,,,
3761.2062,938.162,1.198311168,,,,
3764.1954,938.662,1.198033305,,,,
3767.1828,939.162,1.197906858,,,,
3770.1738,939.662,1.197585503,,,,
3773.1642,940.162,1.197238376,,,,
3776.1528,940.662,1.196960513,,,,
3779.142,941.162,1.196587612,,,,
3782.1336,941.662,1.196166388,,,,
3785.1234,942.162,1.195869196,,,,
3788.1132,942.662,1.195445555,,,,
3791.1024,943.162,1.19542542,,,,
3794.091,943.662,1.195413339,,,,
3797.0778,944.162,1.195259508,,,,
3800.0646,944.662,1.194809289,,,,
3803.052,945.162,1.194520151,,,,
3806.0406,945.662,1.194260812,,,,
3809.0292,946.162,1.194034494,,,,
3812.0208,946.662,1.193755021,,,,
3815.0148,947.162,1.193585081,,,,
3818.0106,947.662,1.193503736,,,,
3821.0076,948.162,1.193363596,,,,
3824.007,948.662,1.192911767,,,,
3827.0064,949.162,1.191983141,,,,
3830.0034,949.662,1.190076759,,,,
3833.0034,950.162,1.188816308,,,,
3836.0046,950.662,1.188440991,,,,
3839.0046,951.162,1.188260582,,,,
3842.0046,951.662,1.18782325,,,,
3845.0058,952.162,1.187484982,,,,
3848.0022,952.662,1.186917175,,,,
3850.9956,953.162,1.18625272,,,,
3853.9866,953.662,1.185675248,,,,
3856.9764,954.162,1.185057506,,,,
3859.9632,954.662,1.184546882,,,,
3862.9506,955.162,1.183963773,,,,
3865.938,955.662,1.183502279,,,,
3868.9248,956.162,1.183052865,,,,
3871.911,956.662,1.182551101,,,,
3874.8948,957.162,1.18202598,,,,
3877.8804,957.662,1.181817382,,,,
3880.8684,958.162,1.182976352,,,,
3883.8546,958.662,1.183656915,,,,
3886.8402,959.162,1.183427376,,,,
3889.8264,959.662,1.183299318,,,,
3892.8096,960.162,1.183211529,,,,
3895.7898,960.662,1.183066557,,,,
3898.7688,961.162,1.182754867,,,,
3901.7496,961.662,1.182261157,,,,
3904.7304,962.162,1.181876981,,,,
3907.7136,962.662,1.18160234,,,,
3910.698,963.162,1.181281791,,,,
3913.6848,963.662,1.181082857,,,,
3916.6728,964.162,1.18107883,,,,
3919.662,964.662,1.180970906,,,,
3922.6506,965.162,1.180748616,,,,
3925.6398,965.662,1.180583509,,,,
3928.6284,966.162,1.180624584,,,,
3931.6146,966.662,1.180626195,,,,
3934.6008,967.162,1.180507801,,,,
3937.5882,967.662,1.180014897,,,,
3940.5744,968.162,1.179385074,,,,
3943.5606,968.662,1.178859148,,,,
3946.551,969.162,1.177898305,,,,
3949.5432,969.662,1.176550066,,,,
3952.5342,970.162,1.175566672,,,,
3955.5288,970.662,1.17526948,,,,
3958.5264,971.162,1.174945709,,,,
3961.524,971.662,1.174368237,,,,
3964.5234,972.162,1.173734387,,,,
3967.527,972.662,1.173312358,,,,
3970.5276,973.162,1.173272893,,,,
3973.5258,973.662,1.173186715,,,,
3976.5222,974.162,1.172928182,,,,
3979.5138,974.662,1.172556893,,,,
3982.5018,975.162,1.172228289,,,,
3985.4922,975.662,1.171799011,,,,
3988.4856,976.162,1.171143416,,,,
3991.4808,976.662,1.170663397,,,,
3994.4784,977.162,1.17022526,,,,
3997.4766,977.662,1.169750074,,,,
4000.4748,978.162,1.169411,,,,
4003.4736,978.662,1.169127499,,,,
4006.4706,979.162,1.168776345,,,,
4009.47,979.662,1.168370423,,,,
4012.473,980.162,1.167948394,,,,
4015.473,980.662,1.167320182,,,,
4018.47,981.162,1.166700024,,,,
4021.4694,981.662,1.166231281,,,,
4024.4676,982.162,1.165701328,,,,
4027.4628,982.662,1.165326011,,,,
4030.4622,983.162,1.165267217,,,,
4033.464,983.662,1.165214866,,,,
4036.461,984.162,1.165150434,,,,
4039.4562,984.662,1.164478731,,,,
4042.452,985.162,1.163448624,,,,
4045.446,985.662,1.162988741,,,,
4048.44,986.162,1.162801082,,,,
4051.4376,986.662,1.162741483,,,,
4054.4394,987.162,1.162517582,,,,
4057.443,987.662,1.162311399,,,,
4060.446,988.162,1.162147903,,,,
4063.4484,988.662,1.161797554,,,,
4066.4496,989.162,1.161612312,,,,
4069.4454,989.662,1.161464118,,,,
4072.4376,990.162,1.161009067,,,,
4075.4298,990.662,1.160661135,,,,
4078.4202,991.162,1.160389715,,,,
4081.4106,991.662,1.160020842,,,,
4084.4046,992.162,1.159668076,,,,
4087.4034,992.662,1.159045502,,,,
4090.4034,993.162,1.158360107,,,,
4093.4046,993.662,1.157858343,,,,
4096.4076,994.162,1.157516048,,,,
4099.4106,994.662,1.157251876,,,,
4102.4118,995.162,1.157123012,,,,
4105.4154,995.662,1.156644605,,,,
4108.4214,996.162,1.156431979,,,,
4111.428,996.662,1.156798436,,,,
4114.434,997.162,1.156913608,,,,
4117.4418,997.662,1.157013478,,,,
4120.4472,998.162,1.157114958,,,,
4123.4514,998.662,1.157211606,,,,
4126.455,999.162,1.157324362,,,,
4129.4604,999.662,1.157365438,,,,
4132.4628,1000.162,1.157407319,,,,
4135.4646,1000.662,1.157483026,,,,
4138.4646,1001.162,1.15707791,,,,
4141.4616,1001.662,1.156612389,,,,
4144.4544,1002.162,1.156195997,,,,
4147.446,1002.662,1.155634633,,,,
4150.4388,1003.162,1.155352743,,,,
4153.434,1003.662,1.155213409,,,,
4156.431,1004.162,1.155105485,,,,
4159.4316,1004.662,1.154740639,,,,
4162.4364,1005.162,1.154262232,,,,
4165.44,1005.662,1.153860337,,,,
4168.44,1006.162,1.153204741,,,,
4171.4388,1006.662,1.152370347,,,,
4174.4334,1007.162,1.151629379,,,,
4177.4256,1007.662,1.15126856,,,,
4180.422,1008.162,1.151288695,,,,
4183.422,1008.662,1.151154998,,,,
4186.4238,1009.162,1.150777266,,,,
4189.4298,1009.662,1.150376177,,,,
4192.4358,1010.162,1.149967839,,,,
4195.4382,1010.662,1.149609436,,,,
4198.4394,1011.162,1.149351708,,,,
4201.4394,1011.662,1.149227676,,,,
4204.44,1012.162,1.149036796,,,,
4207.4436,1012.662,1.148728328,,,,
4210.4472,1013.162,1.148365898,,,,
4213.455,1013.662,1.148051792,,,,
4216.4628,1014.162,1.147867356,,,,
4219.467,1014.662,1.147736075,,,,
4222.4688,1015.162,1.148539865,,,,
4225.4688,1015.662,1.149462048,,,,
4228.4622,1016.162,1.149652927,,,,
4231.4532,1016.662,1.14988005,,,,
4234.4442,1017.162,1.14997106,,,,
4237.434,1017.662,1.14965776,,,,
4240.4238,1018.162,1.14910445,,,,
4243.419,1018.662,1.148716247,,,,
4246.4166,1019.162,1.148390866,,,,
4249.4166,1019.662,1.147967225,,,,
4252.419,1020.162,1.147613655,,,,
4255.4202,1020.662,1.147347873,,,,
4258.4232,1021.162,1.147256862,,,,
4261.4244,1021.662,1.147239144,,,,
4264.4244,1022.162,1.147073231,,,,
4267.4256,1022.662,1.146879935,,,,
4270.4298,1023.162,1.146620596,,,,
4273.4334,1023.662,1.146371728,,,,
4276.4376,1024.162,1.146118027,,,,
4279.4436,1024.662,1.145885266,,,,
