Time (s),Mass (g),HRR (kW/m2)
0.00,107.50,0.00
4.80,107.40,4.40
10.20,107.35,3.60
15.00,107.26,2.20
19.80,107.15,0.40
25.20,107.06,1.30
30.00,106.96,0.00
34.80,106.74,0.00
40.20,106.25,67.70
45.00,105.62,167.40
49.80,104.82,206.10
55.20,104.13,206.80
60.00,103.37,204.30
64.80,102.73,185.60
70.20,102.05,169.60
75.00,101.49,155.80
79.80,100.90,143.10
85.20,100.39,148.30
90.00,99.81,133.50
94.80,99.36,126.20
100.20,98.82,119.60
105.00,98.38,120.90
109.80,97.89,121.60
115.20,97.45,108.20
120.00,96.99,108.00
124.80,96.59,107.80
130.20,96.11,107.10
135.00,95.70,102.70
139.80,95.29,99.80
145.20,94.90,102.10
150.00,94.45,99.20
154.80,94.05,98.60
160.20,93.64,91.50
165.00,93.27,91.70
169.80,92.86,92.10
175.20,92.48,93.50
180.00,92.05,86.60
184.80,91.67,86.50
190.20,91.27,87.20
195.00,90.89,88.10
199.80,90.50,88.00
205.20,90.13,82.80
210.00,89.72,83.30
214.80,89.37,84.40
220.20,88.96,84.20
225.00,88.62,83.20
229.80,88.20,77.00
235.20,87.86,78.10
240.00,87.46,79.90
244.80,87.12,71.70
250.20,86.75,70.60
255.00,86.41,70.60
259.80,86.04,72.80
265.20,85.69,73.50
270.00,85.35,72.00
274.80,85.02,70.90
280.20,84.66,70.00
285.00,84.34,72.20
289.80,84.00,71.40
295.20,83.68,65.00
300.00,83.34,66.90
304.80,83.04,70.70
310.20,82.70,63.80
315.00,82.39,63.30
319.80,82.05,63.00
325.20,81.74,64.40
330.00,81.42,64.90
334.80,81.13,64.50
340.20,80.82,64.20
345.00,80.52,67.40
349.80,80.19,68.70
355.20,79.88,66.80
360.00,79.56,64.90
364.80,79.27,63.10
370.20,78.95,63.80
375.00,78.66,64.60
379.80,78.36,63.10
385.20,78.10,62.20
390.00,77.76,62.20
394.80,77.47,63.10
400.20,77.19,63.50
405.00,76.88,61.30
409.80,76.62,60.90
415.20,76.30,62.70
420.00,76.01,62.40
424.80,75.75,62.00
430.20,75.46,60.90
435.00,75.17,61.60
439.80,74.90,62.10
445.20,74.62,62.30
450.00,74.31,61.70
454.80,74.02,67.20
460.20,73.77,66.50
465.00,73.47,64.90
469.80,73.20,63.90
475.20,72.93,60.90
480.00,72.64,61.90
484.80,72.37,64.60
490.20,72.12,62.80
495.00,71.81,62.00
499.80,71.55,62.40
505.20,71.28,64.20
510.00,70.99,65.20
514.80,70.74,64.30
520.20,70.44,63.30
525.00,70.19,63.60
529.80,69.90,64.90
535.20,69.64,63.70
540.00,69.38,66.00
544.80,69.06,66.60
550.20,68.81,66.80
555.00,68.55,67.10
559.80,68.25,65.90
565.20,68.00,66.70
570.00,67.69,68.10
574.80,67.44,69.00
580.20,67.14,67.30
585.00,66.89,72.20
589.80,66.58,71.50
595.20,66.32,70.50
600.00,66.00,68.80
604.80,65.72,74.80
610.20,65.43,74.50
615.00,65.13,72.90
619.80,64.86,71.40
625.20,64.51,71.60
630.00,64.24,78.00
634.80,63.96,77.60
640.20,63.63,76.40
645.00,63.32,75.00
649.80,62.99,81.30
655.20,62.70,81.10
660.00,62.34,79.30
664.80,62.03,79.00
670.20,61.70,83.00
675.00,61.37,84.00
679.80,61.04,83.30
685.20,60.69,84.00
690.00,60.37,84.50
694.80,59.98,88.90
700.20,59.63,89.50
705.00,59.28,88.50
709.80,58.91,89.00
715.20,58.59,93.70
720.00,58.18,94.50
724.80,57.79,96.70
730.20,57.41,97.20
735.00,57.05,102.10
739.80,56.61,102.10
745.20,56.21,101.10
750.00,55.78,101.60
754.80,55.41,102.80
760.20,54.93,108.30
765.00,54.52,107.50
769.80,54.12,107.40
775.20,53.66,109.30
780.00,53.24,116.90
784.80,52.73,117.40
790.20,52.28,117.00
795.00,51.86,115.00
799.80,51.35,123.20
805.20,50.90,122.90
810.00,50.36,122.60
814.80,49.88,122.20
820.20,49.41,127.00
825.00,48.89,127.00
829.80,48.40,128.00
835.20,47.87,128.20
840.00,47.38,129.40
844.80,46.86,136.50
850.20,46.39,136.00
855.00,45.85,135.20
859.80,45.34,133.40
865.20,44.81,132.10
870.00,44.30,138.60
874.80,43.75,137.10
880.20,43.22,137.80
885.00,42.67,136.10
889.80,42.15,134.90
895.20,41.62,137.50
900.00,41.14,138.20
904.80,40.59,136.20
910.20,40.09,135.60
915.00,39.57,136.40
919.80,39.10,135.60
925.20,38.59,134.70
930.00,38.10,132.80
934.80,37.56,133.10
940.20,37.07,132.80
945.00,36.61,127.50
949.80,36.13,127.30
955.20,35.70,128.80
960.00,35.21,127.90
964.80,34.76,121.90
970.20,34.37,121.90
975.00,33.89,121.10
979.80,33.49,120.90
985.20,33.10,108.80
990.00,32.68,109.40
994.80,32.29,109.90
1000.20,31.94,111.30
1005.00,31.56,102.90
1009.80,31.24,101.80
1015.20,30.84,99.70
1020.00,30.53,101.90
1024.80,30.20,101.40
1030.20,29.88,96.30
1035.00,29.59,86.30
1039.80,29.28,89.60
1045.20,29.02,89.70
1050.00,28.71,83.20
1054.80,28.45,83.20
1060.20,28.23,82.20
1065.00,27.95,81.90
1069.80,27.73,76.10
1075.20,27.48,74.90
1080.00,27.27,74.30
1084.80,27.05,74.40
1090.20,26.85,67.10
1095.00,26.64,68.70
1099.80,26.46,66.20
1105.20,26.29,66.00
1110.00,26.11,65.90
1114.80,25.95,56.30
1120.20,25.78,57.20
1125.00,25.65,56.70
1129.80,25.51,57.60
1135.20,25.38,52.70
1140.00,25.24,51.90
1144.80,25.14,46.90
1150.20,25.04,47.30
1155.00,24.93,48.90
1159.80,24.86,42.90
1165.20,24.77,43.00
1170.00,24.68,41.60
1174.80,24.62,40.70
1180.20,24.52,40.50
1185.00,24.45,34.80
1189.80,24.38,35.20
1195.20,24.32,36.70
1200.00,24.24,38.10
1204.80,24.18,37.70
1210.20,24.12,35.80
1215.00,24.05,35.90
1219.80,23.98,36.10
1225.20,23.90,37.40
1230.00,23.84,37.80
1234.80,23.78,36.50
1240.20,23.71,36.90
1245.00,23.65,36.80
1249.80,23.58,35.50
1255.20,23.52,33.70
1260.00,23.45,33.20
1264.80,23.40,34.50
1270.20,23.33,34.70
1275.00,23.27,33.60
1279.80,23.20,33.20
1285.20,23.14,35.50
1290.00,23.09,35.40
1294.80,23.01,34.30
1300.20,22.96,32.90
1305.00,22.91,33.20
