Time (s),Mass (g)
0,132.60
1,132.60
2,132.54
3,132.52
4,132.50
5,132.49
6,132.46
7,132.46
8,132.45
9,132.42
10,132.40
11,132.38
12,132.37
13,132.36
14,132.34
15,132.33
16,132.31
17,132.29
18,132.27
19,132.27
20,132.27
21,132.25
22,132.23
23,132.21
24,132.19
25,132.18
26,132.17
27,132.14
28,132.13
29,132.11
30,132.10
31,132.07
32,132.05
33,132.03
34,132.02
35,132.00
36,131.98
37,131.96
38,131.94
39,131.91
40,131.90
41,131.88
42,131.84
43,131.82
44,131.80
45,131.77
46,131.74
47,131.72
48,131.69
49,131.67
50,131.65
51,131.61
52,131.58
53,131.56
54,131.54
55,131.50
56,131.47
57,131.45
58,131.41
59,131.38
60,131.34
61,131.32
62,131.27
63,131.24
64,131.19
65,131.18
66,131.14
67,131.09
68,131.08
69,131.04
70,130.99
71,130.97
72,130.93
73,130.88
74,130.86
75,130.83
76,130.78
77,130.77
78,130.73
79,130.68
80,130.65
81,130.62
82,130.58
83,130.56
84,130.52
85,130.48
86,130.44
87,130.38
88,130.36
89,130.32
90,130.28
91,130.26
92,130.22
93,130.18
94,130.15
95,130.09
96,130.06
97,130.04
98,129.99
99,129.97
100,129.94
101,129.89
102,129.86
103,129.83
104,129.77
105,129.74
106,129.69
107,129.67
108,129.65
109,129.58
110,129.57
111,129.54
112,129.49
113,129.47
114,129.43
115,129.38
116,129.36
117,129.32
118,129.26
119,129.24
120,129.22
121,129.16
122,129.14
123,129.11
124,129.06
125,129.05
126,129.01
127,128.94
128,128.92
129,128.90
130,128.84
131,128.83
132,128.80
133,128.77
134,128.71
135,128.68
136,128.64
137,128.62
138,128.58
139,128.54
140,128.52
141,128.47
142,128.42
143,128.41
144,128.37
145,128.32
146,128.29
147,128.26
148,128.21
149,128.20
150,128.15
151,128.13
152,128.07
153,128.04
154,127.99
155,127.98
156,127.94
157,127.91
158,127.86
159,127.83
160,127.79
161,127.77
162,127.74
163,127.72
164,127.65
165,127.64
166,127.57
167,127.54
168,127.54
169,127.46
170,127.44
171,127.41
172,127.36
173,127.34
174,127.31
175,127.26
176,127.23
177,127.20
178,127.14
179,127.13
180,127.08
181,127.03
182,127.01
183,126.98
184,126.94
185,126.92
186,126.86
187,126.81
188,126.79
189,126.75
190,126.74
191,126.67
192,126.64
193,126.62
194,126.58
195,126.52
196,126.50
197,126.46
198,126.40
199,126.38
200,126.36
201,126.32
202,126.29
203,126.24
204,126.22
205,126.18
206,126.12
207,126.10
208,126.06
209,126.03
210,125.99
211,125.94
212,125.92
213,125.87
214,125.83
215,125.80
216,125.77
217,125.73
218,125.69
219,125.64
220,125.63
221,125.58
222,125.53
223,125.51
224,125.46
225,125.45
226,125.38
227,125.35
228,125.31
229,125.28
230,125.24
231,125.19
232,125.17
233,125.14
234,125.09
235,125.07
236,125.04
237,124.97
238,124.96
239,124.93
240,124.90
241,124.85
242,124.81
243,124.76
244,124.74
245,124.70
246,124.64
247,124.62
248,124.59
249,124.55
250,124.52
251,124.48
252,124.42
253,124.41
254,124.37
255,124.31
256,124.29
257,124.26
258,124.20
259,124.18
260,124.14
261,124.09
262,124.08
263,124.04
264,123.98
265,123.96
266,123.93
267,123.87
268,123.85
269,123.81
270,123.75
271,123.73
272,123.69
273,123.63
274,123.62
275,123.59
276,123.53
277,123.51
278,123.47
279,123.40
280,123.39
281,123.36
282,123.30
283,123.28
284,123.24
285,123.19
286,123.16
287,123.12
288,123.07
289,123.05
290,123.02
291,122.95
292,122.93
293,122.88
294,122.83
295,122.81
296,122.77
297,122.74
298,122.69
299,122.63
300,122.61
301,122.58
302,122.51
303,122.50
304,122.47
305,122.42
306,122.36
307,122.34
308,122.29
309,122.26
310,122.24
311,122.17
312,122.15
313,122.11
314,122.06
315,122.04
316,122.00
317,121.93
318,121.92
319,121.88
320,121.82
321,121.80
322,121.76
323,121.71
324,121.69
325,121.64
326,121.59
327,121.56
328,121.53
329,121.47
330,121.46
331,121.42
332,121.36
333,121.34
334,121.30
335,121.24
336,121.22
337,121.17
338,121.11
339,121.09
340,121.07
341,121.01
342,120.99
343,120.95
344,120.92
345,120.85
346,120.82
347,120.76
348,120.75
349,120.72
350,120.69
351,120.62
352,120.60
353,120.54
354,120.51
355,120.48
356,120.42
357,120.41
358,120.37
359,120.30
360,120.28
361,120.24
362,120.19
363,120.17
364,120.13
365,120.08
366,120.05
367,120.01
368,119.96
369,119.94
370,119.91
371,119.84
372,119.82
373,119.78
374,119.73
375,119.69
376,119.66
377,119.62
378,119.60
379,119.55
380,119.50
381,119.48
382,119.44
383,119.37
384,119.35
385,119.32
386,119.26
387,119.24
388,119.21
389,119.16
390,119.14
391,119.11
392,119.05
393,119.03
394,118.99
395,118.93
396,118.91
397,118.87
398,118.82
399,118.80
400,118.75
401,118.69
402,118.68
403,118.65
404,118.59
405,118.57
406,118.54
407,118.48
408,118.46
409,118.43
410,118.36
411,118.35
412,118.30
413,118.26
414,118.23
415,118.19
416,118.14
417,118.12
418,118.09
419,118.04
420,118.01
421,117.97
422,117.91
423,117.90
424,117.86
425,117.80
426,117.78
427,117.75
428,117.70
429,117.67
430,117.64
431,117.57
432,117.56
433,117.52
434,117.49
435,117.43
436,117.42
437,117.36
438,117.34
439,117.30
440,117.25
441,117.24
442,117.19
443,117.14
444,117.12
445,117.09
446,117.03
447,117.01
448,116.97
449,116.91
450,116.89
451,116.87
452,116.83
453,116.78
454,116.75
455,116.69
456,116.67
457,116.63
458,116.58
459,116.56
460,116.53
461,116.49
462,116.45
463,116.41
464,116.36
465,116.35
466,116.31
467,116.25
468,116.23
469,116.21
470,116.15
471,116.14
472,116.10
473,116.04
474,116.02
475,115.99
476,115.93
477,115.91
478,115.87
479,115.81
480,115.80
481,115.77
482,115.70
483,115.69
484,115.66
485,115.61
486,115.58
487,115.54
488,115.52
489,115.46
490,115.43
491,115.38
492,115.36
493,115.33
494,115.27
495,115.26
496,115.22
497,115.17
498,115.15
499,115.12
500,115.07
501,115.04
502,115.01
503,114.97
504,114.94
505,114.90
506,114.84
507,114.83
508,114.79
509,114.75
510,114.73
511,114.69
512,114.65
513,114.61
514,114.58
515,114.54
516,114.51
517,114.50
518,114.43
519,114.41
520,114.38
521,114.32
522,114.30
523,114.26
524,114.21
525,114.19
526,114.16
527,114.11
528,114.09
529,114.06
530,114.00
531,113.97
532,113.94
533,113.90
534,113.88
535,113.85
536,113.78
537,113.76
538,113.72
539,113.68
540,113.66
541,113.62
542,113.58
543,113.56
544,113.52
545,113.46
546,113.45
547,113.42
548,113.37
549,113.36
550,113.31
551,113.26
552,113.24
553,113.20
554,113.15
555,113.13
556,113.10
557,113.05
558,113.03
559,112.99
560,112.95
561,112.93
562,112.89
563,112.83
564,112.81
565,112.78
566,112.73
567,112.71
568,112.67
569,112.62
570,112.62
571,112.56
572,112.52
573,112.49
574,112.46
575,112.40
576,112.40
577,112.36
578,112.30
579,112.28
580,112.24
581,112.20
582,112.18
583,112.14
584,112.10
585,112.08
586,112.04
587,111.98
588,111.96
589,111.92
590,111.87
591,111.85
592,111.83
593,111.80
594,111.74
595,111.71
596,111.66
597,111.64
598,111.62
599,111.55
600,111.54
601,111.51
602,111.45
603,111.44
604,111.40
605,111.34
606,111.32
607,111.30
608,111.23
609,111.21
610,111.19
611,111.13
612,111.10
613,111.08
614,111.02
615,111.01
616,110.98
617,110.92
618,110.90
619,110.88
620,110.82
621,110.80
622,110.76
623,110.70
624,110.68
625,110.64
626,110.61
627,110.59
628,110.56
629,110.50
630,110.48
631,110.45
632,110.39
633,110.37
634,110.34
635,110.29
636,110.27
637,110.24
638,110.18
639,110.17
640,110.13
641,110.10
642,110.04
643,110.02
644,110.00
645,109.95
646,109.90
647,109.88
648,109.84
649,109.78
650,109.77
651,109.74
652,109.68
653,109.65
654,109.61
655,109.57
656,109.55
657,109.52
658,109.46
659,109.43
660,109.40
661,109.35
662,109.32
663,109.29
664,109.24
665,109.22
666,109.18
667,109.12
668,109.10
669,109.07
670,109.00
671,108.99
672,108.95
673,108.92
674,108.90
675,108.82
676,108.80
677,108.78
678,108.71
679,108.70
680,108.67
681,108.61
682,108.60
683,108.55
684,108.50
685,108.48
686,108.45
687,108.38
688,108.36
689,108.32
690,108.29
691,108.27
692,108.22
693,108.16
694,108.14
695,108.11
696,108.05
697,108.02
698,107.99
699,107.93
700,107.91
701,107.88
702,107.83
703,107.80
704,107.78
705,107.75
706,107.68
707,107.65
708,107.62
709,107.60
710,107.57
711,107.51
712,107.49
713,107.46
714,107.39
715,107.38
716,107.34
717,107.29
718,107.26
719,107.22
720,107.20
721,107.14
722,107.12
723,107.07
724,107.04
725,107.00
726,106.98
727,106.95
728,106.88
729,106.86
730,106.82
731,106.77
732,106.75
733,106.71
734,106.66
735,106.63
736,106.60
737,106.55
738,106.52
739,106.48
740,106.44
741,106.42
742,106.38
743,106.32
744,106.31
745,106.27
746,106.21
747,106.19
748,106.16
749,106.10
750,106.08
751,106.05
752,106.00
753,105.98
754,105.94
755,105.88
756,105.86
757,105.82
758,105.76
759,105.74
760,105.71
761,105.65
762,105.64
763,105.60
764,105.54
765,105.53
766,105.48
767,105.44
