Time (s),Mass (g)
0,113.50
1,113.50
2,113.49
3,113.50
4,113.46
5,113.43
6,113.37
7,113.35
8,113.33
9,113.30
10,113.26
11,113.19
12,113.15
13,113.10
14,113.05
15,113.01
16,112.88
17,112.85
18,112.79
19,112.65
20,112.59
21,112.55
22,112.45
23,112.39
24,112.29
25,112.21
26,112.15
27,112.03
28,111.89
29,111.82
30,111.73
31,111.56
32,111.49
33,111.38
34,111.28
35,111.19
36,111.06
37,110.97
38,110.71
39,110.65
40,110.56
41,110.48
42,110.32
43,110.27
44,110.12
45,110.03
46,109.90
47,109.74
48,109.69
49,109.58
50,109.51
51,109.39
52,109.21
53,109.15
54,109.08
55,108.93
56,108.89
57,108.80
58,108.73
59,108.62
60,108.58
61,108.50
62,108.39
63,108.32
64,108.16
65,108.11
66,108.03
67,107.95
68,107.86
69,107.72
70,107.68
71,107.61
72,107.47
73,107.43
74,107.37
75,107.29
76,107.23
77,107.13
78,106.99
79,106.93
80,106.82
81,106.78
82,106.70
83,106.64
84,106.51
85,106.45
86,106.41
87,106.36
88,106.21
89,106.17
90,106.09
91,106.02
92,105.91
93,105.85
94,105.74
95,105.69
96,105.65
97,105.50
98,105.47
99,105.40
100,105.35
101,105.28
102,105.14
103,105.10
104,105.05
105,104.94
106,104.89
107,104.83
108,104.78
109,104.73
110,104.59
111,104.55
112,104.49
113,104.37
114,104.34
115,104.28
116,104.18
117,104.13
118,104.08
119,104.03
120,103.92
121,103.85
122,103.81
123,103.77
124,103.67
125,103.55
126,103.51
127,103.41
128,103.39
129,103.32
130,103.22
131,103.18
132,103.13
133,103.07
134,103.02
135,102.90
136,102.85
137,102.79
138,102.69
139,102.66
140,102.59
141,102.48
142,102.46
143,102.40
144,102.29
145,102.27
146,102.22
147,102.10
148,102.08
149,102.01
150,101.97
151,101.89
152,101.83
153,101.78
154,101.70
155,101.60
156,101.58
157,101.50
158,101.43
159,101.40
160,101.33
161,101.28
162,101.21
163,101.11
164,101.08
165,101.01
166,100.94
167,100.90
168,100.83
169,100.73
170,100.68
171,100.64
172,100.55
173,100.52
174,100.47
175,100.36
176,100.34
177,100.29
178,100.22
179,100.13
180,100.09
181,100.00
182,99.96
183,99.92
184,99.82
185,99.78
186,99.73
187,99.64
188,99.61
189,99.56
190,99.47
191,99.43
192,99.40
193,99.29
194,99.26
195,99.20
196,99.11
197,99.08
198,99.04
199,98.95
200,98.92
201,98.85
202,98.78
203,98.75
204,98.69
205,98.63
206,98.57
207,98.47
208,98.45
209,98.40
210,98.32
211,98.28
212,98.22
213,98.17
214,98.07
215,98.02
216,98.00
217,97.95
218,97.88
219,97.81
220,97.75
221,97.71
222,97.64
223,97.55
224,97.52
225,97.49
226,97.39
227,97.36
228,97.31
229,97.21
230,97.18
231,97.13
232,97.06
233,97.02
234,96.98
235,96.89
236,96.85
237,96.79
238,96.71
239,96.69
240,96.64
241,96.55
242,96.52
243,96.48
244,96.38
245,96.36
246,96.31
247,96.27
248,96.19
249,96.13
250,96.06
251,96.03
252,95.97
253,95.90
254,95.87
255,95.81
256,95.73
257,95.71
258,95.65
259,95.57
260,95.54
261,95.50
262,95.42
263,95.39
264,95.32
265,95.24
266,95.21
267,95.17
268,95.08
269,95.05
270,95.01
271,94.91
272,94.88
273,94.84
274,94.75
275,94.73
276,94.69
277,94.60
278,94.57
279,94.53
280,94.45
281,94.41
282,94.36
283,94.29
284,94.26
285,94.21
286,94.12
287,94.09
288,94.05
289,93.97
290,93.93
291,93.89
292,93.81
293,93.78
294,93.73
295,93.65
296,93.62
297,93.58
298,93.53
299,93.45
300,93.41
301,93.38
302,93.32
303,93.27
304,93.24
305,93.15
306,93.11
307,93.04
308,93.00
309,92.97
310,92.89
311,92.86
312,92.81
313,92.76
314,92.71
315,92.64
316,92.61
317,92.56
318,92.52
319,92.43
320,92.38
321,92.32
322,92.29
323,92.25
324,92.21
325,92.12
326,92.08
327,92.02
328,92.00
329,91.94
330,91.90
331,91.82
332,91.78
333,91.70
334,91.69
335,91.64
336,91.55
337,91.53
338,91.48
339,91.44
340,91.36
341,91.32
342,91.29
343,91.21
344,91.16
345,91.09
346,91.07
347,91.02
348,90.95
349,90.93
350,90.88
351,90.84
352,90.76
353,90.71
354,90.64
355,90.62
356,90.58
357,90.51
358,90.48
359,90.44
360,90.36
361,90.32
362,90.27
363,90.21
364,90.19
365,90.13
366,90.05
367,90.04
368,89.98
369,89.94
370,89.90
371,89.81
372,89.79
373,89.72
374,89.65
375,89.63
376,89.58
377,89.54
378,89.49
379,89.41
380,89.39
381,89.32
382,89.26
383,89.23
384,89.19
385,89.11
386,89.09
387,89.03
388,88.95
389,88.93
390,88.88
391,88.81
392,88.79
393,88.74
394,88.70
395,88.63
396,88.60
397,88.52
398,88.50
399,88.46
400,88.37
401,88.35
402,88.31
403,88.23
404,88.20
405,88.16
406,88.08
407,88.06
408,88.01
409,87.96
410,87.94
411,87.86
412,87.82
413,87.77
414,87.73
415,87.66
416,87.61
417,87.59
418,87.52
419,87.44
420,87.42
421,87.37
422,87.29
423,87.27
424,87.23
425,87.20
426,87.15
427,87.07
428,87.05
429,87.00
430,86.95
431,86.89
432,86.83
433,86.77
434,86.73
435,86.70
436,86.62
437,86.59
438,86.55
439,86.53
440,86.45
441,86.41
442,86.33
443,86.31
444,86.26
445,86.19
446,86.14
447,86.12
448,86.04
449,86.02
450,85.97
451,85.90
452,85.87
453,85.83
454,85.75
455,85.72
456,85.68
457,85.63
458,85.58
459,85.50
460,85.48
461,85.43
462,85.36
463,85.34
464,85.30
465,85.21
466,85.19
467,85.14
468,85.07
469,85.05
470,85.01
471,84.92
472,84.91
473,84.85
474,84.82
475,84.75
476,84.72
477,84.65
478,84.63
479,84.57
480,84.51
481,84.48
482,84.43
483,84.37
484,84.35
485,84.29
486,84.22
487,84.20
488,84.14
489,84.11
490,84.06
491,83.97
492,83.94
493,83.92
494,83.84
495,83.82
496,83.76
497,83.73
498,83.66
499,83.62
500,83.55
501,83.53
502,83.48
503,83.42
504,83.39
505,83.34
506,83.26
507,83.24
508,83.20
509,83.11
510,83.09
511,83.05
512,82.97
513,82.95
514,82.91
515,82.84
516,82.82
517,82.77
518,82.70
519,82.67
520,82.63
521,82.56
522,82.54
523,82.49
524,82.41
525,82.38
526,82.35
527,82.27
528,82.24
529,82.20
530,82.13
531,82.10
532,82.07
533,81.99
534,81.97
535,81.91
536,81.88
537,81.85
538,81.77
539,81.75
540,81.70
541,81.63
542,81.60
543,81.55
544,81.49
545,81.46
546,81.41
547,81.33
548,81.30
549,81.27
550,81.21
551,81.18
552,81.14
553,81.07
554,81.05
555,81.00
556,80.92
557,80.89
558,80.87
559,80.79
560,80.76
561,80.71
562,80.64
563,80.62
564,80.57
565,80.53
566,80.46
567,80.43
568,80.37
569,80.34
570,80.29
571,80.23
572,80.21
573,80.16
574,80.09
575,80.07
576,80.02
577,79.96
578,79.92
579,79.89
580,79.81
581,79.80
582,79.75
583,79.67
584,79.64
585,79.60
586,79.53
587,79.52
588,79.47
589,79.40
590,79.38
591,79.32
592,79.25
593,79.23
594,79.18
595,79.11
596,79.09
597,79.05
598,78.98
599,78.97
600,78.94
601,78.85
602,78.83
603,78.78
604,78.72
605,78.69
606,78.65
607,78.58
608,78.56
609,78.50
610,78.43
611,78.42
612,78.37
613,78.30
614,78.27
615,78.24
616,78.17
617,78.14
618,78.10
619,78.07
620,77.99
621,77.95
622,77.89
623,77.87
624,77.82
625,77.75
626,77.74
627,77.69
628,77.65
