Time (s),Mass (g)
0,113.30
1,113.30
2,113.32
3,113.31
4,113.31
5,113.31
6,113.30
7,113.39
8,113.77
9,113.72
10,113.70
11,113.57
12,113.24
13,113.18
14,113.17
15,113.11
16,113.07
17,113.03
18,112.96
19,112.93
20,112.88
21,112.84
22,112.71
23,112.68
24,112.66
25,112.54
26,112.46
27,112.31
28,112.21
29,112.05
30,111.93
31,111.84
32,111.66
33,111.59
34,111.45
35,111.38
36,111.14
37,111.07
38,110.95
39,110.80
40,110.75
41,110.62
42,110.56
43,110.47
44,110.37
45,110.20
46,110.14
47,110.05
48,109.93
49,109.83
50,109.67
51,109.60
52,109.55
53,109.48
54,109.38
55,109.31
56,109.21
57,109.05
58,108.99
59,108.94
60,108.88
61,108.75
62,108.65
63,108.58
64,108.52
65,108.35
66,108.31
67,108.23
68,108.10
69,108.06
70,107.97
71,107.85
72,107.80
73,107.72
74,107.59
75,107.55
76,107.48
77,107.40
78,107.27
79,107.20
80,107.09
81,107.05
82,106.97
83,106.91
84,106.78
85,106.71
86,106.68
87,106.54
88,106.48
89,106.43
90,106.31
91,106.24
92,106.14
93,106.10
94,106.03
95,105.96
96,105.85
97,105.79
98,105.71
99,105.66
100,105.59
101,105.54
102,105.42
103,105.35
104,105.27
105,105.22
106,105.15
107,105.03
108,104.99
109,104.92
110,104.82
111,104.79
112,104.72
113,104.67
114,104.53
115,104.49
116,104.41
117,104.36
118,104.29
119,104.19
120,104.16
121,104.08
122,104.02
123,103.91
124,103.86
125,103.82
126,103.75
127,103.64
128,103.61
129,103.54
130,103.42
131,103.39
132,103.34
133,103.28
134,103.19
135,103.11
136,103.08
137,103.01
138,102.90
139,102.88
140,102.82
141,102.72
142,102.67
143,102.61
144,102.52
145,102.48
146,102.43
147,102.31
148,102.28
149,102.21
150,102.13
151,102.09
152,102.03
153,101.98
154,101.93
155,101.81
156,101.76
157,101.71
158,101.61
159,101.59
160,101.54
161,101.43
162,101.39
163,101.33
164,101.23
165,101.20
166,101.13
167,101.05
168,101.02
169,100.94
170,100.86
171,100.83
172,100.77
173,100.67
174,100.64
175,100.59
176,100.50
177,100.47
178,100.40
179,100.37
180,100.26
181,100.21
182,100.12
183,100.09
184,100.04
185,99.98
186,99.93
187,99.83
188,99.80
189,99.73
190,99.65
191,99.63
192,99.57
193,99.51
194,99.43
195,99.38
196,99.29
197,99.27
198,99.21
199,99.18
200,99.07
201,99.02
202,98.95
203,98.91
204,98.86
205,98.80
206,98.71
207,98.67
208,98.64
209,98.54
210,98.50
211,98.41
212,98.38
213,98.33
214,98.26
215,98.21
216,98.17
217,98.06
218,98.03
219,97.98
220,97.94
221,97.90
222,97.79
223,97.76
224,97.71
225,97.62
226,97.59
227,97.53
228,97.45
229,97.41
230,97.36
231,97.27
232,97.24
233,97.18
234,97.15
235,97.05
236,97.02
237,96.94
238,96.91
239,96.87
240,96.79
241,96.75
242,96.69
243,96.65
244,96.55
245,96.52
246,96.45
247,96.42
248,96.35
249,96.31
250,96.24
251,96.17
252,96.13
253,96.08
254,96.00
255,95.97
256,95.94
257,95.88
258,95.79
259,95.75
260,95.67
261,95.65
262,95.59
263,95.50
264,95.48
265,95.43
266,95.34
267,95.32
268,95.26
269,95.17
270,95.15
271,95.09
272,95.00
273,94.97
274,94.93
275,94.84
276,94.83
277,94.76
278,94.72
279,94.64
280,94.60
281,94.52
282,94.50
283,94.44
284,94.41
285,94.31
286,94.27
287,94.20
288,94.17
289,94.13
290,94.05
291,94.02
292,93.97
293,93.88
294,93.86
295,93.80
296,93.72
297,93.71
298,93.64
299,93.56
300,93.54
301,93.49
302,93.40
303,93.37
304,93.33
305,93.28
306,93.22
307,93.17
308,93.10
309,93.06
310,93.02
311,92.94
312,92.89
313,92.86
314,92.78
315,92.74
316,92.66
317,92.63
318,92.58
319,92.50
320,92.48
321,92.42
322,92.34
323,92.32
324,92.27
325,92.19
326,92.16
327,92.12
328,92.04
329,92.01
330,91.95
331,91.87
332,91.85
333,91.79
334,91.76
335,91.67
336,91.64
337,91.60
338,91.51
339,91.47
340,91.41
341,91.39
342,91.33
343,91.26
344,91.23
345,91.18
346,91.09
347,91.07
348,91.00
349,90.94
350,90.92
351,90.85
352,90.78
353,90.76
354,90.70
355,90.62
356,90.60
357,90.55
358,90.47
359,90.44
360,90.40
361,90.31
362,90.28
363,90.24
364,90.17
365,90.14
366,90.07
367,90.00
368,89.98
369,89.93
370,89.84
371,89.83
372,89.77
373,89.73
374,89.66
375,89.61
376,89.54
377,89.51
378,89.46
379,89.42
380,89.34
381,89.30
382,89.22
383,89.20
384,89.14
385,89.07
386,89.04
387,88.99
388,88.91
389,88.89
390,88.83
391,88.76
392,88.73
393,88.68
394,88.60
395,88.58
396,88.53
397,88.49
398,88.40
399,88.36
400,88.30
401,88.27
402,88.23
403,88.15
404,88.12
405,88.07
406,87.99
407,87.97
408,87.91
409,87.88
410,87.82
411,87.74
412,87.72
413,87.66
414,87.59
415,87.55
416,87.51
417,87.43
418,87.40
419,87.35
420,87.31
421,87.23
422,87.19
423,87.16
424,87.08
425,87.04
426,86.97
427,86.95
428,86.90
429,86.81
430,86.79
431,86.74
432,86.67
433,86.64
434,86.60
435,86.55
436,86.48
437,86.43
438,86.37
439,86.35
440,86.29
441,86.24
442,86.15
443,86.12
444,86.06
445,86.03
446,85.98
447,85.91
448,85.87
449,85.83
450,85.76
451,85.72
452,85.67
453,85.60
454,85.58
455,85.52
456,85.49
457,85.41
458,85.38
459,85.31
460,85.28
461,85.26
462,85.16
463,85.13
464,85.09
465,85.04
466,84.96
467,84.92
468,84.85
469,84.83
470,84.78
471,84.71
472,84.69
473,84.63
474,84.55
475,84.52
476,84.48
477,84.45
478,84.37
479,84.33
480,84.26
481,84.23
482,84.18
483,84.10
484,84.08
485,84.03
486,83.95
487,83.94
488,83.88
489,83.84
490,83.79
491,83.71
492,83.67
493,83.63
494,83.59
495,83.51
496,83.47
497,83.44
498,83.36
499,83.32
500,83.30
501,83.21
502,83.18
503,83.10
504,83.08
505,83.04
506,82.96
507,82.94
508,82.88
509,82.85
510,82.76
511,82.73
512,82.70
513,82.66
514,82.57
515,82.55
516,82.49
517,82.42
518,82.39
519,82.35
520,82.32
521,82.23
522,82.19
523,82.12
524,82.10
525,82.04
526,81.98
527,81.95
528,81.90
529,81.83
530,81.80
531,81.75
532,81.67
533,81.64
534,81.60
535,81.53
536,81.50
537,81.45
538,81.38
539,81.35
540,81.31
541,81.22
542,81.20
543,81.16
544,81.08
545,81.07
