Time (s),Temperature (K),Mass (mg),,,
4991.0034,728.1,1.557,,,
4996.9806,728.6,1.555,,,
5002.9614,729.1,1.553,,,
5008.9494,729.6,1.551,,,
5014.9446,730.1,1.549,,,
5020.9464,730.6,1.548,,,
5026.9518,731.1,1.546,,,
5032.9518,731.6,1.544,,,
5038.9476,732.1,1.543,,,
5044.9380,732.6,1.541,,,
5050.9248,733.1,1.538,,,
5056.9158,733.6,1.538,,,
5062.9116,734.1,1.537,,,
5068.9140,734.6,1.537,,,
5074.9194,735.1,1.536,,,
5080.9302,735.6,1.535,,,
5086.9434,736.1,1.533,,,
5092.9596,736.6,1.532,,,
5098.9788,737.1,1.530,,,
5104.9962,737.6,1.529,,,
5111.0118,738.1,1.527,,,
5117.0250,738.6,1.526,,,
5123.0388,739.1,1.524,,,
5129.0520,739.6,1.523,,,
5135.0700,740.1,1.523,,,
5141.0886,740.6,1.521,,,
5147.1078,741.1,1.519,,,
5153.1294,741.6,1.518,,,
5159.1486,742.1,1.517,,,
5165.1720,742.6,1.516,,,
5171.1996,743.1,1.515,,,
5177.2284,743.6,1.514,,,
5183.2626,744.1,1.512,,,
5189.2968,744.6,1.512,,,
5195.3268,745.1,1.510,,,
5201.3544,745.6,1.508,,,
5207.3790,746.1,1.508,,,
5213.4012,746.6,1.507,,,
5219.4270,747.1,1.505,,,
5225.4552,747.6,1.504,,,
5231.4864,748.1,1.503,,,
5237.5236,748.6,1.502,,,
5243.5638,749.1,1.500,,,
5249.6094,749.6,1.499,,,
5255.6586,750.1,1.498,,,
5261.7030,750.6,1.497,,,
5267.7426,751.1,1.496,,,
5273.7762,751.6,1.493,,,
5279.8056,752.1,1.493,,,
5285.8350,752.6,1.493,,,
5291.8674,753.1,1.492,,,
5297.9034,753.6,1.490,,,
5303.9472,754.1,1.489,,,
5309.9964,754.6,1.487,,,
5316.0498,755.1,1.486,,,
5322.1074,755.6,1.484,,,
5328.1614,756.1,1.482,,,
5334.2148,756.6,1.481,,,
5340.2676,757.1,1.479,,,
5346.3144,757.6,1.478,,,
5352.3594,758.1,1.477,,,
5358.3996,758.6,1.477,,,
5364.4374,759.1,1.477,,,
5370.4788,759.6,1.476,,,
5376.5208,760.1,1.475,,,
5382.5676,760.6,1.475,,,
5388.6186,761.1,1.474,,,
5394.6684,761.6,1.472,,,
5400.7212,762.1,1.471,,,
5406.7722,762.6,1.471,,,
5412.8172,763.1,1.469,,,
5418.8592,763.6,1.468,,,
5424.8964,764.1,1.467,,,
5430.9282,764.6,1.466,,,
5436.9546,765.1,1.466,,,
5442.9774,765.6,1.465,,,
5448.9930,766.1,1.464,,,
5455.0056,766.6,1.463,,,
5461.0230,767.1,1.463,,,
5467.0428,767.6,1.462,,,
5473.0692,768.1,1.461,,,
5479.1010,768.6,1.459,,,
5485.1304,769.1,1.458,,,
5491.1562,769.6,1.457,,,
5497.1724,770.1,1.455,,,
5503.1820,770.6,1.454,,,
5509.1886,771.1,1.454,,,
5515.1934,771.6,1.453,,,
5521.2042,772.1,1.453,,,
5527.2174,772.6,1.452,,,
5533.2312,773.1,1.452,,,
5539.2498,773.6,1.451,,,
5545.2666,774.1,1.450,,,
5551.2858,774.6,1.449,,,
5557.3068,775.1,1.449,,,
5563.3260,775.6,1.448,,,
5569.3422,776.1,1.447,,,
5575.3548,776.6,1.446,,,
5581.3638,777.1,1.443,,,
5587.3704,777.6,1.443,,,
5593.3788,778.1,1.442,,,
5599.3884,778.6,1.441,,,
5605.3998,779.1,1.440,,,
5611.4160,779.6,1.439,,,
5617.4370,780.1,1.439,,,
5623.4646,780.6,1.438,,,
5629.4964,781.1,1.438,,,
5635.5288,781.6,1.437,,,
5641.5612,782.1,1.436,,,
5647.5858,782.6,1.434,,,
5653.6044,783.1,1.433,,,
5659.6164,783.6,1.433,,,
5665.6164,784.1,1.431,,,
5671.6074,784.6,1.430,,,
5677.5900,785.1,1.429,,,
5683.5624,785.6,1.428,,,
5689.5300,786.1,1.428,,,
5695.5000,786.6,1.427,,,
5701.4748,787.1,1.426,,,
5707.4574,787.6,1.425,,,
5713.4550,788.1,1.424,,,
5719.4622,788.6,1.424,,,
5725.4778,789.1,1.424,,,
5731.5048,789.6,1.423,,,
5737.5360,790.1,1.423,,,
5743.5630,790.6,1.423,,,
5749.5888,791.1,1.422,,,
5755.6056,791.6,1.421,,,
5761.6140,792.1,1.421,,,
5767.6248,792.6,1.420,,,
5773.6356,793.1,1.418,,,
5779.6476,793.6,1.418,,,
5785.6626,794.1,1.417,,,
5791.6722,794.6,1.416,,,
5797.6788,795.1,1.416,,,
5803.6794,795.6,1.415,,,
5809.6764,796.1,1.414,,,
5815.6716,796.6,1.413,,,
5821.6626,797.1,1.412,,,
5827.6530,797.6,1.411,,,
5833.6416,798.1,1.411,,,
5839.6284,798.6,1.410,,,
5845.6098,799.1,1.410,,,
5851.5840,799.6,1.409,,,
5857.5570,800.1,1.409,,,
5863.5288,800.6,1.408,,,
5869.5084,801.1,1.407,,,
5875.5000,801.6,1.407,,,
5881.5012,802.1,1.406,,,
5887.5102,802.6,1.405,,,
5893.5234,803.1,1.404,,,
5899.5348,803.6,1.403,,,
5905.5378,804.1,1.402,,,
5911.5372,804.6,1.400,,,
5917.5336,805.1,1.399,,,
5923.5312,805.6,1.399,,,
5929.5336,806.1,1.398,,,
5935.5342,806.6,1.397,,,
5941.5312,807.1,1.397,,,
5947.5228,807.6,1.396,,,
5953.5084,808.1,1.395,,,
5959.4940,808.6,1.395,,,
5965.4814,809.1,1.393,,,
5971.4730,809.6,1.391,,,
5977.4694,810.1,1.391,,,
5983.4670,810.6,1.391,,,
5989.4604,811.1,1.391,,,
5995.4502,811.6,1.391,,,
6001.4424,812.1,1.389,,,
6007.4334,812.6,1.388,,,
6013.4358,813.1,1.388,,,
6019.4406,813.6,1.388,,,
6025.4430,814.1,1.387,,,
6031.4466,814.6,1.387,,,
6037.4460,815.1,1.385,,,
6043.4466,815.6,1.384,,,
6049.4466,816.1,1.383,,,
6055.4460,816.6,1.382,,,
6061.4418,817.1,1.381,,,
6067.4370,817.6,1.380,,,
6073.4328,818.1,1.378,,,
6079.4310,818.6,1.377,,,
6085.4352,819.1,1.376,,,
6091.4400,819.6,1.376,,,
6097.4466,820.1,1.377,,,
6103.4538,820.6,1.378,,,
6109.4586,821.1,1.378,,,
6115.4622,821.6,1.378,,,
6121.4676,822.1,1.378,,,
6127.4712,822.6,1.376,,,
6133.4772,823.1,1.375,,,
6139.4874,823.6,1.374,,,
6145.4976,824.1,1.372,,,
6151.5090,824.6,1.372,,,
6157.5174,825.1,1.372,,,
6163.5222,825.6,1.372,,,
6169.5264,826.1,1.371,,,
6175.5306,826.6,1.370,,,
6181.5330,827.1,1.369,,,
6187.5324,827.6,1.367,,,
6193.5264,828.1,1.366,,,
6199.5150,828.6,1.366,,,
6205.5006,829.1,1.365,,,
6211.4886,829.6,1.362,,,
6217.4802,830.1,1.361,,,
6223.4742,830.6,1.361,,,
6229.4736,831.1,1.360,,,
6235.4736,831.6,1.358,,,
6241.4736,832.1,1.357,,,
6247.4748,832.6,1.357,,,
6253.4760,833.1,1.357,,,
6259.4790,833.6,1.356,,,
6265.4844,834.1,1.357,,,
6271.4934,834.6,1.357,,,
6277.5048,835.1,1.358,,,
6283.5138,835.6,1.358,,,
6289.5210,836.1,1.357,,,
6295.5252,836.6,1.357,,,
6301.5234,837.1,1.356,,,
6307.5198,837.6,1.356,,,
6313.5150,838.1,1.355,,,
6319.5060,838.6,1.354,,,
6325.4994,839.1,1.354,,,
6331.4946,839.6,1.353,,,
6337.4898,840.1,1.352,,,
6343.4862,840.6,1.352,,,
6349.4808,841.1,1.351,,,
6355.4730,841.6,1.350,,,
6361.4628,842.1,1.349,,,
6367.4550,842.6,1.349,,,
6373.4526,843.1,1.348,,,
6379.4556,843.6,1.347,,,
6385.4682,844.1,1.347,,,
6391.4874,844.6,1.346,,,
6397.5054,845.1,1.346,,,
6403.5174,845.6,1.345,,,
6409.5192,846.1,1.345,,,
6415.5108,846.6,1.343,,,
6421.5000,847.1,1.342,,,
6427.4910,847.6,1.342,,,
6433.4898,848.1,1.341,,,
6439.4970,848.6,1.340,,,
6445.5072,849.1,1.339,,,
6451.5174,849.6,1.337,,,
6457.5222,850.1,1.336,,,
6463.5186,850.6,1.335,,,
6469.5132,851.1,1.335,,,
6475.5060,851.6,1.334,,,
6481.5018,852.1,1.333,,,
6487.5012,852.6,1.332,,,
6493.4976,853.1,1.331,,,
6499.4946,853.6,1.330,,,
6505.4898,854.1,1.329,,,
6511.4880,854.6,1.329,,,
6517.4910,855.1,1.329,,,
6523.4964,855.6,1.328,,,
6529.5000,856.1,1.328,,,
6535.4946,856.6,1.327,,,
6541.4814,857.1,1.326,,,
6547.4652,857.6,1.326,,,
6553.4490,858.1,1.326,,,
6559.4436,858.6,1.327,,,
6565.4484,859.1,1.326,,,
6571.4550,859.6,1.326,,,
6577.4670,860.1,1.325,,,
6583.4790,860.6,1.325,,,
6589.4958,861.1,1.324,,,
6595.5204,861.6,1.323,,,
6601.5462,862.1,1.322,,,
6607.5684,862.6,1.321,,,
6613.5798,863.1,1.321,,,
6619.5786,863.6,1.321,,,
6625.5678,864.1,1.320,,,
6631.5546,864.6,1.319,,,
6637.5438,865.1,1.318,,,
6643.5360,865.6,1.316,,,
6649.5372,866.1,1.315,,,
6655.5432,866.6,1.315,,,
6661.5522,867.1,1.315,,,
6667.5642,867.6,1.315,,,
6673.5714,868.1,1.314,,,
6679.5762,868.6,1.312,,,
6685.5774,869.1,1.311,,,
6691.5738,869.6,1.311,,,
6697.5690,870.1,1.311,,,
6703.5666,870.6,1.310,,,
6709.5654,871.1,1.309,,,
6715.5714,871.6,1.308,,,
6721.5828,872.1,1.308,,,
6727.5966,872.6,1.309,,,
6733.6116,873.1,1.309,,,
6739.6212,873.6,1.308,,,
6745.6254,874.1,1.307,,,
6751.6272,874.6,1.307,,,
6757.6284,875.1,1.306,,,
6763.6338,875.6,1.304,,,
6769.6434,876.1,1.304,,,
6775.6530,876.6,1.303,,,
6781.6620,877.1,1.302,,,
6787.6674,877.6,1.302,,,
6793.6680,878.1,1.301,,,
6799.6632,878.6,1.302,,,
6805.6518,879.1,1.301,,,
6811.6314,879.6,1.300,,,
6817.6038,880.1,1.300,,,
6823.5756,880.6,1.300,,,
6829.5474,881.1,1.299,,,
6835.5270,881.6,1.298,,,
6841.5168,882.1,1.298,,,
6847.5078,882.6,1.297,,,
6853.5018,883.1,1.297,,,
6859.4916,883.6,1.297,,,
6865.4778,884.1,1.297,,,
6871.4658,884.6,1.296,,,
6877.4592,885.1,1.296,,,
6883.4610,885.6,1.295,,,
6889.4718,886.1,1.293,,,
6895.4940,886.6,1.293,,,
6901.5228,887.1,1.293,,,
6907.5564,887.6,1.292,,,
6913.5930,888.1,1.291,,,
6919.6236,888.6,1.291,,,
6925.6488,889.1,1.291,,,
6931.6668,889.6,1.292,,,
6937.6752,890.1,1.292,,,
6943.6842,890.6,1.292,,,
6949.6932,891.1,1.292,,,
6955.7052,891.6,1.291,,,
6961.7208,892.1,1.291,,,
6967.7304,892.6,1.291,,,
6973.7346,893.1,1.291,,,
6979.7322,893.6,1.291,,,
6985.7202,894.1,1.290,,,
6991.7052,894.6,1.288,,,
6997.6866,895.1,1.287,,,
7003.6638,895.6,1.286,,,
7009.6452,896.1,1.287,,,
7015.6326,896.6,1.286,,,
7021.6254,897.1,1.285,,,
7027.6236,897.6,1.283,,,
7033.6254,898.1,1.283,,,
7039.6224,898.6,1.282,,,
7045.6170,899.1,1.282,,,
7051.6110,899.6,1.282,,,
7057.5984,900.1,1.282,,,
7063.5846,900.6,1.282,,,
7069.5690,901.1,1.282,,,
7075.5498,901.6,1.281,,,
7081.5318,902.1,1.280,,,
7087.5174,902.6,1.280,,,
7093.5054,903.1,1.280,,,
7099.4988,903.6,1.279,,,
7105.4994,904.1,1.279,,,
7111.5042,904.6,1.279,,,
7117.5168,905.1,1.279,,,
7123.5330,905.6,1.279,,,
7129.5504,906.1,1.277,,,
7135.5630,906.6,1.277,,,
7141.5690,907.1,1.277,,,
7147.5714,907.6,1.277,,,
7153.5684,908.1,1.277,,,
7159.5636,908.6,1.277,,,
7165.5558,909.1,1.276,,,
7171.5426,909.6,1.276,,,
7177.5258,910.1,1.276,,,
7183.5084,910.6,1.275,,,
7189.4922,911.1,1.273,,,
7195.4766,911.6,1.273,,,
7201.4616,912.1,1.273,,,
7207.4466,912.6,1.272,,,
7213.4316,913.1,1.270,,,
7219.4172,913.6,1.270,,,
7225.4052,914.1,1.270,,,
7231.3950,914.6,1.270,,,
7237.3860,915.1,1.270,,,
7243.3782,915.6,1.270,,,
7249.3686,916.1,1.270,,,
7255.3584,916.6,1.269,,,
7261.3470,917.1,1.269,,,
7267.3386,917.6,1.268,,,
7273.3362,918.1,1.267,,,
7279.3344,918.6,1.267,,,
7285.3320,919.1,1.266,,,
7291.3242,919.6,1.267,,,
7297.3116,920.1,1.267,,,
7303.2984,920.6,1.267,,,
7309.2852,921.1,1.267,,,
7315.2768,921.6,1.265,,,
7321.2714,922.1,1.264,,,
7327.2666,922.6,1.263,,,
7333.2648,923.1,1.264,,,
7339.2660,923.6,1.263,,,
7345.2624,924.1,1.263,,,
7351.2588,924.6,1.262,,,
7357.2534,925.1,1.262,,,
7363.2444,925.6,1.263,,,
7369.2378,926.1,1.263,,,
7375.2306,926.6,1.263,,,
7381.2228,927.1,1.262,,,
7387.2180,927.6,1.262,,,
7393.2168,928.1,1.262,,,
7399.2240,928.6,1.262,,,
7405.2378,929.1,1.261,,,
7411.2546,929.6,1.261,,,
7417.2660,930.1,1.260,,,
7423.2666,930.6,1.259,,,
7429.2552,931.1,1.259,,,
7435.2336,931.6,1.259,,,
7441.2096,932.1,1.258,,,
7447.1904,932.6,1.259,,,
7453.1796,933.1,1.259,,,
7459.1748,933.6,1.259,,,
7465.1718,934.1,1.260,,,
7471.1646,934.6,1.260,,,
7477.1514,935.1,1.259,,,
7483.1334,935.6,1.259,,,
7489.1154,936.1,1.259,,,
7495.0962,936.6,1.259,,,
7501.0764,937.1,1.259,,,
7507.0572,937.6,1.259,,,
7513.0380,938.1,1.258,,,
7519.0248,938.6,1.258,,,
7525.0182,939.1,1.258,,,
7531.0176,939.6,1.258,,,
7537.0194,940.1,1.257,,,
7543.0194,940.6,1.256,,,
7549.0134,941.1,1.256,,,
7555.0026,941.6,1.255,,,
7560.9906,942.1,1.255,,,
7566.9774,942.6,1.254,,,
7572.9690,943.1,1.253,,,
7578.9618,943.6,1.253,,,
7584.9570,944.1,1.254,,,
7590.9528,944.6,1.254,,,
7596.9486,945.1,1.254,,,
7602.9468,945.6,1.254,,,
7608.9474,946.1,1.254,,,
7614.9480,946.6,1.254,,,
7620.9462,947.1,1.254,,,
7626.9444,947.6,1.254,,,
7632.9426,948.1,1.253,,,
7638.9438,948.6,1.253,,,
7644.9462,949.1,1.252,,,
7650.9528,949.6,1.252,,,
7656.9570,950.1,1.252,,,
7662.9564,950.6,1.252,,,
7668.9558,951.1,1.251,,,
7674.9474,951.6,1.250,,,
7680.9336,952.1,1.249,,,
7686.9144,952.6,1.248,,,
7692.8856,953.1,1.248,,,
7698.8586,953.6,1.248,,,
7704.8418,954.1,1.248,,,
7710.8376,954.6,1.246,,,
7716.8496,955.1,1.246,,,
7722.8676,955.6,1.246,,,
7728.8790,956.1,1.247,,,
7734.8796,956.6,1.246,,,
7740.8628,957.1,1.246,,,
7746.8352,957.6,1.245,,,
7752.8010,958.1,1.244,,,
7758.7638,958.6,1.244,,,
7764.7302,959.1,1.244,,,
7770.7002,959.6,1.244,,,
7776.6798,960.1,1.244,,,
7782.6744,960.6,1.243,,,
7788.6792,961.1,1.241,,,
7794.6978,961.6,1.241,,,
7800.7206,962.1,1.241,,,
7806.7374,962.6,1.241,,,
7812.7488,963.1,1.241,,,
7818.7548,963.6,1.241,,,
7824.7506,964.1,1.240,,,
7830.7452,964.6,1.240,,,
7836.7380,965.1,1.240,,,
7842.7254,965.6,1.241,,,
7848.7140,966.1,1.241,,,
7854.7026,966.6,1.240,,,
7860.6936,967.1,1.240,,,
7866.6912,967.6,1.239,,,
7872.6918,968.1,1.239,,,
7878.6918,968.6,1.238,,,
7884.6912,969.1,1.239,,,
7890.6858,969.6,1.239,,,
7896.6792,970.1,1.240,,,
7902.6756,970.6,1.240,,,
7908.6684,971.1,1.241,,,
7914.6600,971.6,1.241,,,
7920.6498,972.1,1.241,,,
7926.6366,972.6,1.240,,,
7932.6270,973.1,1.239,,,
7938.6174,973.6,1.238,,,
7944.6072,974.1,1.237,,,
7950.5928,974.6,1.237,,,
7956.5712,975.1,1.237,,,
7962.5508,975.6,1.237,,,
7968.5328,976.1,1.237,,,
7974.5202,976.6,1.237,,,
7980.5166,977.1,1.236,,,
7986.5202,977.6,1.236,,,
7992.5232,978.1,1.236,,,
7998.5286,978.6,1.235,,,
8004.5316,979.1,1.235,,,
8010.5268,979.6,1.234,,,
8016.5190,980.1,1.234,,,
8022.5070,980.6,1.233,,,
8028.4938,981.1,1.233,,,
8034.4818,981.6,1.232,,,
8040.4722,982.1,1.232,,,
8046.4620,982.6,1.232,,,
8052.4524,983.1,1.231,,,
8058.4428,983.6,1.231,,,
8064.4266,984.1,1.231,,,
8070.4098,984.6,1.231,,,
8076.3954,985.1,1.231,,,
8082.3846,985.6,1.230,,,
8088.3828,986.1,1.230,,,
8094.3882,986.6,1.231,,,
8100.3930,987.1,1.230,,,
8106.3954,987.6,1.230,,,
8112.3942,988.1,1.228,,,
8118.3870,988.6,1.227,,,
8124.3798,989.1,1.227,,,
8130.3738,989.6,1.226,,,
8136.3708,990.1,1.227,,,
8142.3726,990.6,1.227,,,
8148.3750,991.1,1.227,,,
8154.3822,991.6,1.227,,,
8160.3966,992.1,1.227,,,
8166.4200,992.6,1.227,,,
8172.4482,993.1,1.227,,,
8178.4794,993.6,1.226,,,
8184.5016,994.1,1.226,,,
8190.5106,994.6,1.226,,,
8196.5172,995.1,1.226,,,
8202.5238,995.6,1.226,,,
8208.5364,996.1,1.226,,,
8214.5604,996.6,1.226,,,
8220.5844,997.1,1.225,,,
8226.6018,997.6,1.225,,,
8232.6084,998.1,1.225,,,
8238.6018,998.6,1.225,,,
8244.5844,999.1,1.224,,,
8250.5616,999.6,1.225,,,
8256.5388,1000.1,1.225,,,
8262.5148,1000.6,1.225,,,
8268.4932,1001.1,1.224,,,
8274.4710,1001.6,1.224,,,
8280.4488,1002.1,1.224,,,
8286.4236,1002.6,1.224,,,
8292.3960,1003.1,1.224,,,
8298.3660,1003.6,1.223,,,
8304.3336,1004.1,1.223,,,
8310.3012,1004.6,1.222,,,
8316.2718,1005.1,1.222,,,
8322.2478,1005.6,1.222,,,
8328.2310,1006.1,1.222,,,
8334.2190,1006.6,1.222,,,
8340.2124,1007.1,1.221,,,
8346.2076,1007.6,1.220,,,
8352.2028,1008.1,1.220,,,
8358.1998,1008.6,1.220,,,
8364.1992,1009.1,1.220,,,
8370.2022,1009.6,1.221,,,
8376.2136,1010.1,1.221,,,
8382.2298,1010.6,1.221,,,
8388.2436,1011.1,1.221,,,
8394.2544,1011.6,1.221,,,
8400.2556,1012.1,1.221,,,
8406.2520,1012.6,1.220,,,
8412.2526,1013.1,1.220,,,
8418.2544,1013.6,1.220,,,
8424.2622,1014.1,1.220,,,
8430.2724,1014.6,1.220,,,
8436.2760,1015.1,1.219,,,
8442.2730,1015.6,1.219,,,
8448.2664,1016.1,1.219,,,
8454.2538,1016.6,1.218,,,
8460.2394,1017.1,1.217,,,
8466.2322,1017.6,1.217,,,
8472.2250,1018.1,1.216,,,
8478.2244,1018.6,1.215,,,
8484.2310,1019.1,1.215,,,
8490.2334,1019.6,1.214,,,
8496.2358,1020.1,1.214,,,
8502.2328,1020.6,1.214,,,
8508.2238,1021.1,1.214,,,
8514.2184,1021.6,1.214,,,
8520.2094,1022.1,1.214,,,
8526.2004,1022.6,1.214,,,
8532.1884,1023.1,1.213,,,
8538.1692,1023.6,1.213,,,
8544.1476,1024.1,1.213,,,
8550.1248,1024.6,1.213,,,
8556.1062,1025.1,1.212,,,
8562.0960,1025.6,1.212,,,
8568.0954,1026.1,1.211,,,
8574.1032,1026.6,1.210,,,
8580.1152,1027.1,1.211,,,
8586.1284,1027.6,1.211,,,
8592.1422,1028.1,1.211,,,
8598.1548,1028.6,1.212,,,
8604.1656,1029.1,1.212,,,
8610.1722,1029.6,1.211,,,
8616.1728,1030.1,1.211,,,
8622.1632,1030.6,1.210,,,
8628.1398,1031.1,1.210,,,
8634.1086,1031.6,1.209,,,
8640.0792,1032.1,1.208,,,
8646.0600,1032.6,1.208,,,
8652.0600,1033.1,1.208,,,
8658.0744,1033.6,1.208,,,
8664.0888,1034.1,1.207,,,
8670.1014,1034.6,1.207,,,
8676.1086,1035.1,1.206,,,
8682.1092,1035.6,1.206,,,
8688.1032,1036.1,1.206,,,
8694.0816,1036.6,1.205,,,
8700.0396,1037.1,1.204,,,
8705.9802,1037.6,1.204,,,
8711.9142,1038.1,1.204,,,
8717.8578,1038.6,1.204,,,
8723.8248,1039.1,1.205,,,
8729.8164,1039.6,1.206,,,
8735.8374,1040.1,1.208,,,
8741.8788,1040.6,1.209,,,
8747.9256,1041.1,1.208,,,
8753.9790,1041.6,1.207,,,
8760.0246,1042.1,1.207,,,
8766.0558,1042.6,1.206,,,
8772.0744,1043.1,1.206,,,
8778.0738,1043.6,1.206,,,
8784.0618,1044.1,1.205,,,
8790.0444,1044.6,1.205,,,
8796.0264,1045.1,1.204,,,
8802.0096,1045.6,1.204,,,
8807.9952,1046.1,1.205,,,
8813.9802,1046.6,1.205,,,
8819.9634,1047.1,1.205,,,
8825.9442,1047.6,1.205,,,
8831.9220,1048.1,1.205,,,
8837.8980,1048.6,1.205,,,
8843.8734,1049.1,1.205,,,
8849.8458,1049.6,1.205,,,
8855.8206,1050.1,1.205,,,
8861.7972,1050.6,1.205,,,
8867.7768,1051.1,1.205,,,
8873.7666,1051.6,1.204,,,
8879.7606,1052.1,1.204,,,
8885.7588,1052.6,1.204,,,
8891.7582,1053.1,1.204,,,
8897.7552,1053.6,1.204,,,
8903.7498,1054.1,1.204,,,
8909.7402,1054.6,1.204,,,
8915.7270,1055.1,1.204,,,
8921.7120,1055.6,1.204,,,
8927.7000,1056.1,1.203,,,
8933.6952,1056.6,1.202,,,
8939.6976,1057.1,1.201,,,
8945.7078,1057.6,1.201,,,
8951.7186,1058.1,1.200,,,
8957.7300,1058.6,1.199,,,
8963.7426,1059.1,1.199,,,
8969.7528,1059.6,1.198,,,
8975.7630,1060.1,1.198,,,
8981.7714,1060.6,1.198,,,
8987.7756,1061.1,1.198,,,
8993.7780,1061.6,1.198,,,
8999.7744,1062.1,1.198,,,
9005.7630,1062.6,1.198,,,
9011.7444,1063.1,1.197,,,
9017.7210,1063.6,1.196,,,
9023.7000,1064.1,1.195,,,
9029.6850,1064.6,1.195,,,
9035.6754,1065.1,1.194,,,
9041.6700,1065.6,1.194,,,
9047.6640,1066.1,1.196,,,
9053.6562,1066.6,1.197,,,
9059.6484,1067.1,1.197,,,
9065.6436,1067.6,1.197,,,
9071.6394,1068.1,1.197,,,
9077.6352,1068.6,1.197,,,
9083.6334,1069.1,1.197,,,
9089.6346,1069.6,1.197,,,
9095.6406,1070.1,1.197,,,
9101.6538,1070.6,1.197,,,
9107.6616,1071.1,1.196,,,
9113.6712,1071.6,1.196,,,
