Time (s),Mass (g)
0,99.80
1,99.80
2,99.78
3,99.78
4,99.75
5,99.71
6,99.70
7,99.68
8,99.65
9,99.64
10,99.62
11,99.61
12,99.58
13,99.56
14,99.51
15,99.49
16,99.46
17,99.45
18,99.41
19,99.40
20,99.37
21,99.32
22,99.30
23,99.28
24,99.21
25,99.19
26,99.16
27,99.12
28,99.08
29,99.03
30,98.98
31,98.93
32,98.85
33,98.82
34,98.77
35,98.66
36,98.61
37,98.57
38,98.51
39,98.42
40,98.33
41,98.29
42,98.22
43,98.16
44,98.11
45,97.99
46,97.93
47,97.79
48,97.75
49,97.66
50,97.57
51,97.49
52,97.43
53,97.36
54,97.26
55,97.13
56,97.09
57,97.01
58,96.89
59,96.84
60,96.76
61,96.63
62,96.57
63,96.50
64,96.38
65,96.34
66,96.27
67,96.20
68,96.07
69,96.01
70,95.89
71,95.85
72,95.78
73,95.71
74,95.62
75,95.49
76,95.45
77,95.39
78,95.27
79,95.22
80,95.16
81,95.02
82,94.98
83,94.91
84,94.80
85,94.76
86,94.69
87,94.62
88,94.54
89,94.42
90,94.37
91,94.31
92,94.20
93,94.16
94,94.09
95,94.04
96,93.96
97,93.90
98,93.83
99,93.70
100,93.66
101,93.59
102,93.48
103,93.45
104,93.38
105,93.31
106,93.24
107,93.19
108,93.06
109,93.02
110,92.92
111,92.88
112,92.82
113,92.72
114,92.69
115,92.62
116,92.51
117,92.48
118,92.41
119,92.38
120,92.26
121,92.21
122,92.17
123,92.13
124,91.99
125,91.95
126,91.89
127,91.84
128,91.74
129,91.69
130,91.65
131,91.55
132,91.49
133,91.45
134,91.41
135,91.28
136,91.26
137,91.20
138,91.10
139,91.06
140,91.00
141,90.96
142,90.84
143,90.80
144,90.72
145,90.69
146,90.63
147,90.59
148,90.48
149,90.43
150,90.35
151,90.32
152,90.25
153,90.17
154,90.13
155,90.08
156,89.99
157,89.95
158,89.89
159,89.80
160,89.76
161,89.70
162,89.66
163,89.56
164,89.52
165,89.42
166,89.40
167,89.34
168,89.24
169,89.21
170,89.15
171,89.06
172,89.04
173,88.97
174,88.88
175,88.85
176,88.79
177,88.74
178,88.70
179,88.58
180,88.55
181,88.49
182,88.40
183,88.37
184,88.32
185,88.22
186,88.19
187,88.14
188,88.04
189,88.01
190,87.97
191,87.87
192,87.84
193,87.77
194,87.69
195,87.66
196,87.59
197,87.50
198,87.46
199,87.41
200,87.36
201,87.31
202,87.19
203,87.16
204,87.10
205,87.05
206,87.01
207,86.89
208,86.86
209,86.80
210,86.75
211,86.65
212,86.61
213,86.57
214,86.52
215,86.40
216,86.37
217,86.31
218,86.22
219,86.19
220,86.14
221,86.08
222,85.99
223,85.94
224,85.85
225,85.82
226,85.77
227,85.68
228,85.65
229,85.59
230,85.49
231,85.47
232,85.42
233,85.31
234,85.29
235,85.24
236,85.14
237,85.10
238,85.05
239,84.96
240,84.92
241,84.86
242,84.79
243,84.75
244,84.69
245,84.64
246,84.59
247,84.47
248,84.45
249,84.38
250,84.29
251,84.26
252,84.21
253,84.11
254,84.08
255,84.03
256,83.94
257,83.91
258,83.85
259,83.77
260,83.73
261,83.67
262,83.58
263,83.55
264,83.49
265,83.44
266,83.38
267,83.29
268,83.26
269,83.20
270,83.12
271,83.09
272,83.03
273,82.98
274,82.92
275,82.82
276,82.80
277,82.74
278,82.65
279,82.62
280,82.57
281,82.49
282,82.46
283,82.40
284,82.32
285,82.28
286,82.24
287,82.15
288,82.12
289,82.06
290,82.02
291,81.93
292,81.89
293,81.82
294,81.79
295,81.73
296,81.63
297,81.59
298,81.56
299,81.50
300,81.42
301,81.36
302,81.29
303,81.26
304,81.21
305,81.13
306,81.11
307,81.05
308,80.96
309,80.93
310,80.88
311,80.79
312,80.77
313,80.72
314,80.64
315,80.60
316,80.54
317,80.51
318,80.42
319,80.37
320,80.34
321,80.31
322,80.19
323,80.17
324,80.11
325,80.02
326,80.00
327,79.95
328,79.86
329,79.83
330,79.78
331,79.74
332,79.66
333,79.61
334,79.55
335,79.52
336,79.46
337,79.42
338,79.37
339,79.28
340,79.26
341,79.21
342,79.12
343,79.09
344,79.03
345,78.96
346,78.92
347,78.88
348,78.81
349,78.78
350,78.73
351,78.64
352,78.61
353,78.57
354,78.50
355,78.46
356,78.41
357,78.33
358,78.30
359,78.26
360,78.18
361,78.16
362,78.11
363,78.03
364,78.00
365,77.96
366,77.87
367,77.85
368,77.80
369,77.72
370,77.69
371,77.65
372,77.57
373,77.55
374,77.50
375,77.41
376,77.38
377,77.33
378,77.26
379,77.23
380,77.19
381,77.11
382,77.09
383,77.04
384,76.96
385,76.93
386,76.89
387,76.82
388,76.79
389,76.76
390,76.68
391,76.65
392,76.61
393,76.52
394,76.50
395,76.46
396,76.42
397,76.38
398,76.27
399,76.25
400,76.21
401,76.13
402,76.09
403,76.06
404,76.03
405,75.93
406,75.90
407,75.84
408,75.81
409,75.76
410,75.68
411,75.65
412,75.61
413,75.55
414,75.52
415,75.48
416,75.40
417,75.38
418,75.33
419,75.25
420,75.23
421,75.19
422,75.15
423,75.07
424,75.03
425,74.99
426,74.96
427,74.90
428,74.83
429,74.80
430,74.72
431,74.70
432,74.66
433,74.58
434,74.56
435,74.51
436,74.44
437,74.42
438,74.37
439,74.30
440,74.27
441,74.23
442,74.16
443,74.14
444,74.10
445,74.02
446,73.99
447,73.95
448,73.87
449,73.86
450,73.82
451,73.74
452,73.72
453,73.69
454,73.61
455,73.60
456,73.54
457,73.51
458,73.46
459,73.42
460,73.34
461,73.31
462,73.25
463,73.22
464,73.19
465,73.14
466,73.09
467,73.02
468,72.99
469,72.95
470,72.87
471,72.85
472,72.82
473,72.74
474,72.71
475,72.68
476,72.61
477,72.59
478,72.54
479,72.47
480,72.45
481,72.41
482,72.34
483,72.32
484,72.27
485,72.21
486,72.18
487,72.13
488,72.06
489,72.04
490,72.00
491,71.93
492,71.91
493,71.87
494,71.79
495,71.77
496,71.75
497,71.66
498,71.64
499,71.62
500,71.54
501,71.53
502,71.48
503,71.41
504,71.39
505,71.35
506,71.28
507,71.25
508,71.22
509,71.16
510,71.13
511,71.10
512,71.02
513,70.98
514,70.96
515,70.93
516,70.86
517,70.82
518,70.76
519,70.74
520,70.70
521,70.63
522,70.62
523,70.57
524,70.50
525,70.48
526,70.45
527,70.37
528,70.35
529,70.32
530,70.26
531,70.23
532,70.18
533,70.15
534,70.10
535,70.06
536,69.99
537,69.97
538,69.92
539,69.86
540,69.84
541,69.80
542,69.76
543,69.70
544,69.66
545,69.61
546,69.59
547,69.55
548,69.48
549,69.47
550,69.42
551,69.40
552,69.32
553,69.28
554,69.22
555,69.20
556,69.16
557,69.11
558,69.08
559,69.04
560,69.01
561,68.98
562,68.88
563,68.87
564,68.82
565,68.75
566,68.74
567,68.71
568,68.67
569,68.61
570,68.58
571,68.51
572,68.49
573,68.45
574,68.39
575,68.36
576,68.32
577,68.29
578,68.24
579,68.21
580,68.13
581,68.10
582,68.05
583,68.03
584,68.00
585,67.92
586,67.90
587,67.86
588,67.79
589,67.77
590,67.74
591,67.68
592,67.65
593,67.60
594,67.56
595,67.53
596,67.49
597,67.41
598,67.39
599,67.36
600,67.30
601,67.28
602,67.23
603,67.16
604,67.14
605,67.09
606,67.04
607,67.01
608,66.97
609,66.91
610,66.89
611,66.85
612,66.79
613,66.75
614,66.71
615,66.65
616,66.63
