Time (s),Temperature (K),Mass (mg)
0,313.1,8.077
40.5342,313.6,8.077
53.1606,314.1,8.071
62.4798,314.6,8.064
70.1964,315.1,8.060
76.92,315.6,8.054
82.9776,316.1,8.050
88.5732,316.6,8.048
93.8568,317.1,8.047
98.9118,317.6,8.043
103.794,318.1,8.041
108.5166,318.6,8.040
113.0922,319.1,8.038
117.5412,319.6,8.037
121.8774,320.1,8.035
126.132,320.6,8.034
130.3074,321.1,8.032
134.4084,321.6,8.030
138.4542,322.1,8.030
142.4496,322.6,8.029
146.4006,323.1,8.028
150.3294,323.6,8.027
154.2156,324.1,8.027
158.0562,324.6,8.026
161.8614,325.1,8.025
165.6126,325.6,8.024
169.3146,326.1,8.022
172.9758,326.6,8.021
176.592,327.1,8.020
180.1734,327.6,8.020
183.7278,328.1,8.020
187.2504,328.6,8.019
190.7382,329.1,8.018
194.1864,329.6,8.017
197.5986,330.1,8.017
200.9742,330.6,8.016
204.3138,331.1,8.016
207.6144,331.6,8.015
210.879,332.1,8.014
214.0998,332.6,8.013
217.2888,333.1,8.013
220.4454,333.6,8.013
223.5708,334.1,8.012
226.6704,334.6,8.011
229.7412,335.1,8.010
232.7838,335.6,8.009
235.8054,336.1,8.007
238.8054,336.6,8.006
241.7844,337.1,8.006
244.746,337.6,8.005
247.6842,338.1,8.004
250.5972,338.6,8.003
253.4862,339.1,8.003
256.353,339.6,8.002
259.197,340.1,8.002
262.0206,340.6,8.001
264.8256,341.1,8.000
267.6144,341.6,7.999
270.3906,342.1,7.999
273.1518,342.6,7.998
275.9034,343.1,7.998
278.643,343.6,7.997
281.3736,344.1,7.996
284.0904,344.6,7.995
286.794,345.1,7.994
289.4862,345.6,7.994
292.1706,346.1,7.994
294.849,346.6,7.993
297.5184,347.1,7.992
300.1806,347.6,7.992
302.8386,348.1,7.991
305.4864,348.6,7.990
308.121,349.1,7.989
310.743,349.6,7.988
313.3578,350.1,7.988
315.966,350.6,7.987
318.5664,351.1,7.986
321.1626,351.6,7.984
323.754,352.1,7.982
326.3454,352.6,7.981
328.9296,353.1,7.981
331.5054,353.6,7.980
334.0758,354.1,7.979
336.639,354.6,7.978
339.1956,355.1,7.977
341.748,355.6,7.977
344.2962,356.1,7.976
346.8384,356.6,7.975
349.3746,357.1,7.975
351.909,357.6,7.974
354.4386,358.1,7.973
356.958,358.6,7.973
359.4714,359.1,7.972
361.9824,359.6,7.971
364.491,360.1,7.970
366.9948,360.6,7.969
369.4932,361.1,7.969
371.991,361.6,7.969
374.4894,362.1,7.968
376.9812,362.6,7.968
379.4676,363.1,7.967
381.951,363.6,7.967
384.4326,364.1,7.966
386.9118,364.6,7.966
389.3862,365.1,7.966
391.8612,365.6,7.965
394.3362,366.1,7.964
396.81,366.6,7.963
399.2814,367.1,7.962
401.7492,367.6,7.961
404.2122,368.1,7.961
406.6728,368.6,7.961
409.1316,369.1,7.961
411.5886,369.6,7.960
414.042,370.1,7.960
416.4978,370.6,7.960
418.959,371.1,7.959
421.4232,371.6,7.959
423.8856,372.1,7.959
426.3468,372.6,7.958
428.811,373.1,7.958
431.2746,373.6,7.957
433.7334,374.1,7.957
436.188,374.6,7.957
438.6444,375.1,7.956
441.105,375.6,7.956
443.5674,376.1,7.955
446.0274,376.6,7.955
448.491,377.1,7.954
450.9606,377.6,7.954
453.4314,378.1,7.954
455.901,378.6,7.953
458.37,379.1,7.953
460.842,379.6,7.953
463.3152,380.1,7.952
465.7884,380.6,7.952
468.2628,381.1,7.952
470.7396,381.6,7.951
473.2194,382.1,7.951
475.7028,382.6,7.951
478.1904,383.1,7.951
480.6804,383.6,7.951
483.1728,384.1,7.951
485.6658,384.6,7.951
488.16,385.1,7.951
490.6542,385.6,7.950
493.1484,386.1,7.950
495.6426,386.6,7.949
498.138,387.1,7.949
500.6358,387.6,7.949
503.1354,388.1,7.949
505.6362,388.6,7.949
508.1382,389.1,7.949
510.6426,389.6,7.948
513.1524,390.1,7.949
515.6664,390.6,7.949
518.1834,391.1,7.949
520.7034,391.6,7.949
523.2282,392.1,7.949
525.7554,392.6,7.949
528.2802,393.1,7.949
530.8038,393.6,7.949
533.3286,394.1,7.949
535.857,394.6,7.949
538.3854,395.1,7.948
540.9132,395.6,7.948
543.4452,396.1,7.949
545.9838,396.6,7.949
548.5242,397.1,7.949
551.0628,397.6,7.949
553.6026,398.1,7.949
556.1484,398.6,7.949
558.6936,399.1,7.949
561.2316,399.6,7.948
563.7684,400.1,7.948
566.3088,400.6,7.947
568.8516,401.1,7.947
571.392,401.6,7.947
573.9354,402.1,7.947
576.4902,402.6,7.947
579.0504,403.1,7.947
581.6106,403.6,7.947
584.1732,404.1,7.947
586.7412,404.6,7.947
589.3128,405.1,7.947
591.8844,405.6,7.947
594.4566,406.1,7.947
597.0342,406.6,7.946
599.6142,407.1,7.947
602.1936,407.6,7.947
604.7736,408.1,7.947
607.3548,408.6,7.947
609.9354,409.1,7.947
612.516,409.6,7.947
615.0978,410.1,7.947
617.682,410.6,7.947
620.2698,411.1,7.947
622.8618,411.6,7.947
625.458,412.1,7.948
628.059,412.6,7.947
630.6648,413.1,7.947
633.2724,413.6,7.946
635.8818,414.1,7.945
638.4948,414.6,7.945
641.1102,415.1,7.945
643.728,415.6,7.945
646.3476,416.1,7.945
648.972,416.6,7.945
651.6006,417.1,7.945
654.2322,417.6,7.945
656.865,418.1,7.945
659.499,418.6,7.945
662.136,419.1,7.945
664.773,419.6,7.945
667.4112,420.1,7.944
670.0524,420.6,7.944
672.6984,421.1,7.944
675.3492,421.6,7.944
678.0036,422.1,7.944
680.6628,422.6,7.944
683.325,423.1,7.944
685.992,423.6,7.944
688.662,424.1,7.944
691.332,424.6,7.944
694.005,425.1,7.944
696.681,425.6,7.944
699.3594,426.1,7.944
702.0408,426.6,7.944
704.7276,427.1,7.944
707.4198,427.6,7.944
710.1156,428.1,7.943
712.8162,428.6,7.943
715.5192,429.1,7.943
718.2264,429.6,7.942
720.9384,430.1,7.942
723.6552,430.6,7.942
726.378,431.1,7.942
729.102,431.6,7.941
731.8296,432.1,7.941
734.5578,432.6,7.941
737.283,433.1,7.941
740.0076,433.6,7.941
742.734,434.1,7.941
745.4634,434.6,7.941
748.1958,435.1,7.940
750.9366,435.6,7.939
753.6876,436.1,7.939
756.441,436.6,7.938
759.1998,437.1,7.937
761.961,437.6,7.937
764.7276,438.1,7.936
767.4888,438.6,7.936
770.2566,439.1,7.936
773.0286,439.6,7.936
775.8036,440.1,7.936
778.5798,440.6,7.936
781.3608,441.1,7.935
784.1454,441.6,7.935
786.9276,442.1,7.935
789.714,442.6,7.935
792.5028,443.1,7.935
795.294,443.6,7.934
798.0876,444.1,7.933
800.8908,444.6,7.933
803.6964,445.1,7.932
806.5056,445.6,7.931
809.3196,446.1,7.930
812.1372,446.6,7.929
814.953,447.1,7.929
817.7676,447.6,7.929
820.5834,448.1,7.929
823.4016,448.6,7.928
826.2204,449.1,7.927
829.0434,449.6,7.926
831.8736,450.1,7.926
834.7104,450.6,7.926
837.5508,451.1,7.925
840.3936,451.6,7.923
843.2364,452.1,7.922
846.0768,452.6,7.920
848.9154,453.1,7.919
851.7522,453.6,7.919
854.589,454.1,7.918
857.4294,454.6,7.917
860.2746,455.1,7.917
863.1216,455.6,7.916
865.9698,456.1,7.916
868.8234,456.6,7.915
871.6776,457.1,7.914
874.5294,457.6,7.913
877.383,458.1,7.912
880.2432,458.6,7.911
883.1046,459.1,7.910
885.966,459.6,7.909
888.8364,460.1,7.908
891.7122,460.6,7.907
894.5892,461.1,7.906
897.4656,461.6,7.905
900.3486,462.1,7.904
903.2286,462.6,7.903
906.102,463.1,7.900
908.9742,463.6,7.899
911.8488,464.1,7.898
914.7198,464.6,7.896
917.5944,465.1,7.895
920.4786,465.6,7.894
923.37,466.1,7.892
926.2632,466.6,7.890
929.1636,467.1,7.889
932.0646,467.6,7.887
934.9632,468.1,7.886
937.8576,468.6,7.885
940.752,469.1,7.883
943.6416,469.6,7.881
946.53,470.1,7.879
949.4232,470.6,7.878
952.3212,471.1,7.876
955.2258,471.6,7.874
958.1388,472.1,7.872
961.0584,472.6,7.870
963.981,473.1,7.869
966.906,473.6,7.867
969.8286,474.1,7.865
972.7476,474.6,7.862
