Time (s),Mass (g),HRR (kW/m2)
0,111.00,0.00
5,110.70,0.00
10,110.40,0.00
15,110.26,0.00
20,109.89,11.40
25,109.22,135.40
30,108.31,200.30
35,107.43,244.60
40,106.58,242.90
45,105.80,224.00
50,104.98,201.10
55,104.31,182.80
60,103.59,170.20
65,103.00,163.60
70,102.30,155.60
75,101.72,146.80
80,101.10,139.80
85,100.58,136.50
90,99.95,137.90
95,99.45,127.10
100,98.89,122.30
105,98.40,122.80
110,97.83,123.50
115,97.36,122.50
120,96.80,115.80
125,96.29,114.90
130,95.77,116.40
135,95.29,115.20
140,94.77,114.30
145,94.30,108.50
150,93.75,107.90
155,93.29,109.10
160,92.75,109.90
165,92.28,104.60
170,91.72,104.90
175,91.26,103.40
180,90.78,103.50
185,90.27,99.40
190,89.84,91.90
195,89.33,90.90
200,88.91,91.90
205,88.41,85.00
210,87.98,84.80
215,87.54,84.20
220,87.11,84.40
225,86.65,84.40
230,86.25,84.90
235,85.78,83.90
240,85.40,82.10
245,84.92,83.60
250,84.50,83.20
255,84.11,82.30
260,83.65,80.50
265,83.25,81.60
270,82.83,83.20
275,82.42,82.10
280,82.01,80.60
285,81.58,79.00
290,81.23,80.00
295,80.79,79.60
300,80.42,78.40
305,79.99,77.00
310,79.60,76.90
315,79.22,77.40
320,78.80,77.10
325,78.42,76.10
330,78.04,77.30
335,77.67,77.60
340,77.24,77.50
345,76.87,77.90
350,76.50,74.20
355,76.07,83.20
360,75.74,77.00
365,75.33,76.00
370,74.99,76.20
375,74.56,78.40
380,74.18,79.20
385,73.84,78.80
390,73.42,77.50
395,73.06,77.90
400,72.69,78.10
405,72.31,78.60
410,71.99,78.40
415,71.55,79.00
420,71.20,80.80
425,70.83,81.50
430,70.46,81.50
435,70.10,79.00
440,69.69,84.10
445,69.33,83.50
450,68.99,82.00
455,68.58,79.90
460,68.20,87.20
465,67.82,86.60
470,67.48,84.30
475,67.05,83.80
480,66.68,89.80
485,66.32,89.80
490,65.88,88.70
495,65.50,86.10
500,65.11,91.40
505,64.71,93.50
510,64.36,92.40
515,63.95,94.00
520,63.54,91.30
525,63.10,99.20
530,62.74,97.80
535,62.29,97.30
540,61.90,97.60
545,61.42,104.00
550,60.98,104.40
555,60.58,103.80
560,60.12,103.20
565,59.67,103.70
570,59.20,110.90
575,58.77,111.10
580,58.29,112.10
585,57.83,112.60
590,57.33,119.60
595,56.86,119.00
600,56.34,119.70
605,55.87,119.60
610,55.38,127.40
615,54.84,127.90
620,54.30,127.90
625,53.78,128.50
630,53.25,130.00
635,52.78,136.20
640,52.18,136.10
645,51.63,136.70
650,51.11,135.80
655,50.53,143.90
660,50.02,144.40
665,49.40,142.60
670,48.86,142.60
675,48.36,149.10
680,47.72,148.40
685,47.18,148.30
690,46.66,146.20
695,46.04,146.10
700,45.48,151.70
705,44.90,151.20
710,44.34,149.40
715,43.76,150.50
720,43.26,145.60
725,42.64,148.50
730,42.15,147.60
735,41.56,146.30
740,41.04,144.90
745,40.45,146.40
750,39.98,140.40
755,39.38,140.00
760,38.85,138.40
765,38.40,138.80
770,37.87,134.70
775,37.38,128.80
780,36.89,131.60
785,36.44,127.80
790,35.97,130.30
795,35.56,126.10
800,35.05,120.80
805,34.63,119.90
810,34.27,114.10
815,33.83,107.70
820,33.44,108.80
825,33.07,108.10
830,32.73,108.00
835,32.37,99.60
840,32.04,95.00
845,31.70,93.80
850,31.41,93.80
855,31.09,92.50
860,30.80,84.40
865,30.51,83.10
870,30.24,82.80
875,30.02,82.60
880,29.78,73.00
885,29.54,73.50
890,29.31,72.90
895,29.11,67.90
900,28.92,68.70
905,28.70,59.50
910,28.53,60.00
915,28.37,59.00
920,28.22,60.00
925,28.07,50.70
930,27.95,52.00
935,27.80,50.50
940,27.70,50.20
945,27.60,50.00
950,27.49,43.80
955,27.39,36.30
960,27.33,38.00
965,27.25,38.50
970,27.19,32.50
975,27.12,32.40
980,27.06,33.20
985,27.00,35.40
990,26.91,34.90
995,26.86,34.20
1000,26.80,32.50
1005,26.74,32.60
1010,26.65,33.60
1015,26.62,33.80
1020,26.55,33.40
1025,26.48,31.70
1030,26.44,32.10
1035,26.35,32.40
1040,26.33,32.30
1045,26.25,31.50
1050,26.20,31.50
1055,26.16,33.10
1060,26.09,33.00
1065,26.04,31.40
1070,25.98,30.50
1075,25.91,31.60
1080,25.85,30.70
1085,25.81,30.80
1090,25.74,29.30
1095,25.70,35.30
