Time (s),Mass (g),HRR (kW/m2)
0,121.80,0.00
5,121.80,4.70
10,121.72,6.10
15,121.66,0.00
20,121.59,0.00
25,121.53,0.40
30,121.47,8.60
35,121.38,7.00
40,121.27,19.70
45,121.07,48.40
50,120.72,80.80
55,120.32,113.00
60,119.77,134.50
65,119.24,155.40
70,118.62,165.10
75,118.07,165.10
80,117.58,155.80
85,117.09,140.30
90,116.60,134.10
95,116.17,134.40
100,115.61,136.00
105,115.16,126.80
110,114.77,122.30
115,114.30,122.80
120,113.91,122.10
125,113.46,121.60
130,113.07,109.50
135,112.65,112.10
140,112.25,109.60
145,111.85,109.50
150,111.50,109.50
155,111.08,102.60
160,110.74,103.60
165,110.34,101.10
170,110.00,100.10
175,109.63,99.30
180,109.30,90.60
185,108.93,91.30
190,108.60,91.00
195,108.24,92.70
200,107.93,92.10
205,107.55,86.00
210,107.22,86.20
215,106.91,86.80
220,106.61,87.20
225,106.25,86.90
230,105.95,86.40
235,105.62,84.70
240,105.30,83.20
245,104.97,84.10
250,104.69,84.80
255,104.34,84.40
260,104.06,81.40
265,103.72,80.80
270,103.40,82.60
275,103.09,82.70
280,102.78,81.00
285,102.46,80.00
290,102.17,79.00
295,101.85,79.80
300,101.58,75.10
305,101.25,75.00
310,100.99,76.70
315,100.66,75.60
320,100.39,77.00
325,100.08,77.10
330,99.79,75.10
335,99.49,74.20
340,99.21,74.10
345,98.91,74.80
350,98.63,75.30
355,98.33,73.40
360,98.08,72.70
365,97.77,73.70
370,97.51,73.50
375,97.19,72.40
380,96.94,70.50
385,96.69,71.30
390,96.39,71.50
395,96.15,72.90
400,95.86,69.90
405,95.59,68.60
410,95.32,68.60
415,95.04,68.10
420,94.78,67.50
425,94.54,66.70
430,94.27,67.10
435,94.00,66.90
440,93.75,67.50
445,93.49,66.80
450,93.23,64.00
455,92.99,63.80
460,92.73,65.30
465,92.48,65.40
470,92.23,65.90
475,91.97,63.90
480,91.71,65.10
485,91.47,65.60
490,91.23,65.90
495,90.99,64.40
500,90.71,63.90
505,90.48,64.20
510,90.26,64.10
515,90.00,63.20
520,89.77,62.00
525,89.51,61.60
530,89.27,62.50
535,89.06,62.30
540,88.80,60.80
545,88.56,60.90
550,88.30,62.40
555,88.09,62.10
560,87.81,61.40
565,87.62,61.10
570,87.36,61.50
575,87.12,62.90
580,86.89,63.10
585,86.69,62.30
590,86.45,61.00
595,86.21,61.90
600,85.97,63.80
605,85.74,63.40
610,85.50,61.30
615,85.25,61.80
620,85.05,63.00
625,84.79,63.40
630,84.57,63.50
635,84.33,63.70
640,84.11,63.30
645,83.90,65.60
650,83.63,64.80
655,83.44,62.80
660,83.16,61.50
665,82.92,63.70
670,82.73,65.10
675,82.47,64.60
680,82.26,63.80
