Time (s),Mass (g)
0,144.20
1,144.20
2,144.16
3,144.12
4,144.11
5,144.08
6,144.05
7,144.02
8,143.98
9,143.97
10,143.93
11,143.89
12,143.87
13,143.84
14,143.82
15,143.77
16,143.75
17,143.70
18,143.68
19,143.65
20,143.61
21,143.58
22,143.50
23,143.47
24,143.44
25,143.41
26,143.37
27,143.27
28,143.25
29,143.20
30,143.11
31,143.08
32,143.03
33,142.94
34,142.91
35,142.84
36,142.80
37,142.72
38,142.67
39,142.59
40,142.53
41,142.50
42,142.38
43,142.29
44,142.18
45,142.15
46,142.08
47,142.04
48,141.94
49,141.82
50,141.78
51,141.69
52,141.64
53,141.55
54,141.42
55,141.37
56,141.28
57,141.24
58,141.18
59,141.01
60,140.97
61,140.90
62,140.84
63,140.74
64,140.62
65,140.57
66,140.49
67,140.44
68,140.31
69,140.24
70,140.14
71,140.10
72,140.03
73,139.90
74,139.85
75,139.78
76,139.67
77,139.63
78,139.56
79,139.49
80,139.41
81,139.35
82,139.22
83,139.18
84,139.07
85,139.04
86,138.99
87,138.91
88,138.79
89,138.73
90,138.66
91,138.61
92,138.55
93,138.43
94,138.39
95,138.33
96,138.23
97,138.20
98,138.13
99,138.02
100,137.99
101,137.94
102,137.82
103,137.79
104,137.72
105,137.68
106,137.60
107,137.49
108,137.46
109,137.40
110,137.30
111,137.27
112,137.21
113,137.15
114,137.08
115,136.97
116,136.94
117,136.88
118,136.80
119,136.77
120,136.71
121,136.66
122,136.59
123,136.54
124,136.46
125,136.43
126,136.33
127,136.28
128,136.19
129,136.16
130,136.11
131,136.01
132,135.98
133,135.92
134,135.83
135,135.80
136,135.74
137,135.65
138,135.61
139,135.56
140,135.46
141,135.43
142,135.38
143,135.29
144,135.26
145,135.19
146,135.10
147,135.08
148,135.01
149,134.92
150,134.89
151,134.85
152,134.77
153,134.73
154,134.67
155,134.59
156,134.55
157,134.49
158,134.45
159,134.35
160,134.31
161,134.28
162,134.21
163,134.12
164,134.09
165,134.03
166,133.95
167,133.92
168,133.86
169,133.82
170,133.77
171,133.66
172,133.63
173,133.56
174,133.49
175,133.46
176,133.41
177,133.35
178,133.30
179,133.21
180,133.18
181,133.13
