Time (s),Mass (g)
0,116.20
1,116.10
2,116.10
3,116.07
4,116.01
5,115.99
6,115.95
7,115.90
8,115.87
9,115.83
10,115.80
11,115.72
12,115.67
13,115.58
14,115.55
15,115.48
16,115.37
17,115.29
18,115.27
19,115.18
20,115.07
21,115.01
22,114.90
23,114.85
24,114.74
25,114.64
26,114.56
27,114.49
28,114.35
29,114.25
30,114.13
31,114.01
32,113.88
33,113.81
34,113.69
35,113.58
36,113.51
37,113.37
38,113.29
39,113.06
40,113.01
41,112.89
42,112.82
43,112.69
44,112.63
45,112.50
46,112.30
47,112.25
48,112.15
49,112.08
50,111.96
51,111.90
52,111.83
53,111.69
54,111.59
55,111.48
56,111.42
57,111.33
58,111.25
59,111.18
60,111.00
61,110.95
62,110.86
63,110.79
64,110.68
65,110.52
66,110.49
67,110.39
68,110.34
69,110.19
70,110.11
71,109.97
72,109.93
73,109.86
74,109.72
75,109.68
76,109.59
77,109.53
78,109.43
79,109.30
80,109.25
81,109.17
82,109.04
83,108.99
84,108.92
85,108.78
86,108.74
87,108.65
88,108.54
89,108.50
90,108.42
91,108.28
92,108.24
93,108.16
94,108.12
95,107.97
96,107.91
97,107.80
98,107.75
99,107.69
100,107.57
101,107.53
102,107.46
103,107.33
104,107.28
105,107.21
106,107.11
107,107.05
108,106.99
109,106.84
110,106.80
111,106.75
112,106.63
113,106.59
114,106.51
115,106.40
116,106.35
117,106.29
118,106.19
119,106.15
120,106.07
121,105.96
122,105.92
123,105.85
124,105.74
125,105.71
126,105.64
127,105.59
128,105.46
129,105.42
130,105.30
131,105.27
132,105.20
133,105.09
134,105.05
135,104.98
136,104.87
137,104.84
138,104.77
139,104.67
140,104.63
141,104.54
142,104.50
143,104.39
144,104.33
145,104.29
146,104.23
147,104.10
148,104.07
149,104.00
150,103.89
151,103.85
152,103.77
153,103.72
154,103.63
155,103.57
156,103.49
157,103.45
158,103.37
159,103.27
160,103.23
161,103.16
162,103.13
163,103.01
164,102.96
165,102.91
166,102.86
167,102.81
168,102.71
169,102.65
170,102.59
171,102.49
172,102.45
173,102.35
174,102.32
175,102.25
176,102.15
177,102.12
178,102.06
179,102.02
180,101.90
181,101.84
182,101.76
183,101.72
184,101.67
185,101.56
186,101.53
187,101.47
188,101.38
189,101.35
190,101.27
191,101.19
192,101.16
193,101.10
194,100.98
195,100.95
196,100.89
197,100.84
198,100.78
199,100.67
200,100.65
201,100.57
202,100.53
203,100.43
204,100.38
205,100.29
206,100.26
207,100.20
208,100.11
209,100.07
210,100.01
211,99.92
212,99.88
213,99.82
214,99.75
215,99.71
216,99.65
217,99.55
218,99.52
219,99.46
220,99.37
221,99.34
222,99.27
223,99.18
224,99.16
225,99.09
226,98.99
227,98.96
228,98.91
229,98.85
230,98.81
231,98.70
232,98.66
233,98.61
234,98.55
235,98.45
236,98.41
237,98.33
238,98.30
239,98.23
240,98.19
241,98.09
242,98.05
243,97.97
244,97.94
245,97.88
246,97.78
247,97.75
248,97.71
249,97.61
250,97.57
251,97.52
252,97.48
253,97.39
254,97.34
255,97.25
256,97.22
257,97.15
258,97.12
259,97.02
260,96.99
261,96.91
262,96.88
263,96.81
264,96.72
265,96.69
266,96.65
267,96.55
268,96.52
269,96.46
270,96.38
271,96.34
272,96.28
273,96.23
274,96.17
275,96.13
276,96.03
277,95.99
278,95.91
279,95.88
280,95.81
281,95.73
282,95.70
283,95.65
284,95.55
285,95.52
286,95.48
287,95.38
288,95.34
289,95.28
290,95.20
291,95.16
292,95.11
293,95.02
294,94.98
295,94.92
296,94.85
297,94.82
298,94.77
299,94.67
300,94.64
301,94.58
302,94.54
303,94.46
304,94.40
305,94.33
306,94.30
307,94.24
308,94.16
309,94.13
310,94.08
311,93.98
312,93.96
313,93.89
314,93.82
315,93.79
316,93.72
317,93.68
318,93.59
319,93.55
320,93.46
