Time (s),Mass (g),HRR (kW/m2)
0.00,111.20,0.00
4.80,111.20,35.00
10.20,111.15,0.00
15.00,111.56,0.00
19.80,111.07,0.00
25.20,110.98,0.00
30.00,110.92,0.00
34.80,110.84,0.40
40.20,110.77,0.40
45.00,110.67,0.70
49.80,110.59,0.70
55.20,110.48,0.70
60.00,110.35,0.70
64.80,110.22,0.70
70.20,110.10,0.70
75.00,109.92,0.70
79.80,109.76,0.70
85.20,109.60,0.40
90.00,109.44,0.00
94.80,109.24,0.00
100.20,109.09,208.30
105.00,108.91,0.00
109.80,108.75,0.40
115.20,108.58,0.40
120.00,108.43,0.70
124.80,108.26,0.70
130.20,108.09,71.00
135.00,107.93,0.70
139.80,107.79,98.70
145.20,107.61,0.70
150.00,107.48,0.70
154.80,107.29,0.70
160.20,107.12,0.70
165.00,106.97,0.70
169.80,106.80,0.70
175.20,106.63,0.70
180.00,106.47,0.70
184.80,106.30,0.40
190.20,106.10,0.70
195.00,105.95,0.70
199.80,105.76,52.80
205.20,105.60,0.70
210.00,105.43,0.70
214.80,105.25,0.70
220.20,105.07,0.70
225.00,104.89,0.70
229.80,104.71,0.70
235.20,104.55,0.70
240.00,104.35,0.70
244.80,104.18,0.70
250.20,103.98,0.70
255.00,103.80,0.70
259.80,103.61,0.70
265.20,103.42,20.80
270.00,103.22,0.70
274.80,103.02,0.70
280.20,102.83,0.70
285.00,102.64,0.70
289.80,102.44,0.70
295.20,102.23,0.40
300.00,102.02,0.40
304.80,101.84,0.40
310.20,101.64,0.70
315.00,101.44,0.70
319.80,101.19,0.70
325.20,101.00,30.20
330.00,100.78,0.70
334.80,100.59,0.70
340.20,100.36,0.70
345.00,100.15,0.70
349.80,99.94,0.70
355.20,99.75,0.70
360.00,99.51,0.70
364.80,99.31,0.70
370.20,99.12,0.70
375.00,98.88,0.70
379.80,98.68,0.70
385.20,98.50,0.70
390.00,98.26,84.20
394.80,98.07,0.70
400.20,97.83,0.70
405.00,97.63,0.70
409.80,97.44,0.70
415.20,97.20,0.70
420.00,97.03,42.50
424.80,96.79,0.70
430.20,96.60,0.70
435.00,96.39,0.40
439.80,96.17,0.40
445.20,96.00,0.70
450.00,95.78,0.70
454.80,95.56,0.70
460.20,95.36,0.70
465.00,95.17,0.70
469.80,94.95,0.70
475.20,94.77,401.30
480.00,94.53,0.40
484.80,94.33,0.70
490.20,94.16,0.70
495.00,93.95,0.70
499.80,93.76,0.40
505.20,93.53,0.40
510.00,93.34,0.70
514.80,93.15,0.70
520.20,92.93,0.70
525.00,92.73,0.70
529.80,92.54,0.70
535.20,92.33,0.70
540.00,92.14,41.00
544.80,91.92,0.70
550.20,91.73,0.70
555.00,91.56,0.70
559.80,91.32,0.70
565.20,91.14,0.70
570.00,90.96,45.30
574.80,90.75,0.70
