Time (s),Mass (g),HRR (kW/m2)
0.00,133.70,0.00
1.20,133.60,0.00
1.80,133.62,0.00
3.00,133.57,0.00
4.20,133.56,0.00
4.80,133.55,42.10
6.00,133.51,42.00
7.20,133.50,19.40
7.80,133.48,31.30
9.00,133.43,66.20
10.20,133.41,106.70
10.80,133.39,167.10
12.00,133.35,201.20
13.20,133.34,179.60
13.80,133.31,125.20
15.00,133.28,64.30
16.20,133.24,32.10
16.80,133.20,32.20
18.00,133.18,39.00
19.20,133.15,56.80
19.80,133.12,113.20
21.00,133.08,113.20
22.20,133.02,67.00
22.80,133.01,23.20
24.00,132.97,76.30
25.20,132.89,115.70
25.80,132.87,131.50
27.00,132.81,131.40
28.20,132.79,106.50
28.80,132.74,56.60
30.00,132.70,0.00
31.20,132.66,0.00
31.80,132.61,0.00
33.00,132.54,0.00
34.20,132.46,34.20
34.80,132.42,19.70
36.00,132.38,9.80
37.20,132.28,31.90
37.80,132.24,31.90
39.00,132.20,31.60
40.20,132.11,31.60
40.80,132.09,61.30
42.00,132.02,41.40
43.20,131.94,23.30
43.80,131.90,0.00
45.00,131.84,16.50
46.20,131.74,31.90
46.80,131.70,40.20
48.00,131.64,32.20
49.20,131.60,16.50
49.80,131.53,0.00
51.00,131.48,0.00
52.20,131.43,0.00
52.80,131.34,0.00
54.00,131.26,0.00
55.20,131.17,0.00
55.80,131.13,0.00
57.00,131.05,0.00
58.20,130.94,0.00
58.80,130.90,0.00
60.00,130.84,0.00
61.20,130.74,0.00
61.80,130.69,0.00
63.00,130.63,0.00
64.20,130.53,0.00
64.80,130.49,79.20
66.00,130.42,133.40
67.20,130.36,170.70
67.80,130.28,208.70
69.00,130.20,148.40
70.20,130.13,111.30
70.80,130.00,49.50
72.00,129.97,30.60
73.20,129.91,43.50
73.80,129.79,141.90
75.00,129.75,175.30
76.20,129.69,216.60
76.80,129.57,209.70
78.00,129.53,183.10
79.20,129.45,162.30
79.80,129.36,162.70
81.00,129.32,162.80
82.20,129.25,138.20
82.80,129.14,90.80
84.00,129.10,91.10
85.20,129.03,172.20
85.80,128.97,184.70
87.00,128.92,194.80
88.20,128.79,251.50
88.80,128.75,273.70
90.00,128.68,287.10
91.20,128.62,203.50
91.80,128.54,178.40
93.00,128.43,183.40
94.20,128.40,286.50
94.80,128.32,333.60
96.00,128.21,481.90
97.20,128.18,500.50
97.80,128.13,439.90
99.00,128.01,390.90
100.20,127.97,398.40
100.80,127.91,424.00
102.00,127.81,424.20
103.20,127.77,393.10
103.80,127.71,367.40
105.00,127.62,292.40
106.20,127.58,270.50
106.80,127.52,289.50
108.00,127.43,382.20
109.20,127.39,398.60
109.80,127.32,383.50
111.00,127.28,350.00
112.20,127.21,296.20
112.80,127.14,243.60
114.00,127.03,232.10
115.20,126.98,208.90
115.80,126.94,137.10
117.00,126.83,116.80
118.20,126.78,116.60
118.80,126.69,116.10
120.00,126.67,96.70
121.20,126.61,80.70
121.80,126.51,80.30
123.00,126.46,133.60
124.20,126.42,222.80
124.80,126.36,247.80
126.00,126.28,215.60
127.20,126.24,185.90
127.80,126.14,186.30
129.00,126.08,216.40
130.20,126.01,254.70
130.80,125.97,260.00
132.00,125.91,252.50
133.20,125.85,239.10
133.80,125.78,276.40
135.00,125.69,315.70
136.20,125.65,346.90
136.80,125.59,384.00
138.00,125.54,397.40
139.20,125.45,381.80
139.80,125.39,343.00
141.00,125.31,275.40
142.20,125.27,239.20
142.80,125.22,220.80
144.00,125.12,200.80
145.20,125.08,184.30
145.80,125.04,168.60
147.00,124.94,213.30
148.20,124.91,227.90
148.80,124.85,262.70
150.00,124.76,276.80
151.20,124.73,255.60
151.80,124.66,255.40
153.00,124.60,346.30
154.20,124.55,402.80
154.80,124.44,402.10
156.00,124.40,343.40
157.20,124.34,285.80
157.80,124.26,265.60
159.00,124.23,230.70
160.20,124.17,223.40
160.80,124.07,203.80
162.00,124.03,193.80
163.20,123.99,193.60
163.80,123.90,193.60
165.00,123.85,193.30
166.20,123.80,181.90
166.80,123.71,174.30
168.00,123.68,201.60
169.20,123.63,267.00
169.80,123.53,361.80
171.00,123.50,395.90
172.20,123.45,347.70
172.80,123.36,273.90
174.00,123.32,203.10
175.20,123.27,166.10
175.80,123.18,196.00
177.00,123.15,284.90
178.20,123.09,313.60
178.80,123.04,346.80
180.00,122.95,332.80
181.20,122.91,325.40
181.80,122.87,280.30
183.00,122.78,201.30
184.20,122.74,191.40
184.80,122.65,225.70
186.00,122.62,353.40
187.20,122.57,393.30
187.80,122.47,368.60
189.00,122.43,295.80
190.20,122.40,196.40
190.80,122.31,121.50
192.00,122.28,134.30
193.20,122.22,213.50
193.80,122.13,274.00
195.00,122.10,239.50
196.20,122.04,173.80
196.80,121.97,165.30
198.00,121.94,212.00
199.20,121.91,239.20
199.80,121.81,246.10
201.00,121.78,246.10
202.20,121.73,252.60
202.80,121.63,159.70
204.00,121.60,122.70
205.20,121.55,95.70
205.80,121.48,115.30
207.00,121.44,160.70
208.20,121.39,196.60
208.80,121.35,215.10
210.00,121.29,279.40
211.20,121.24,370.50
211.80,121.15,376.80
213.00,121.11,336.20
214.20,121.03,303.70
214.80,121.01,265.30
216.00,120.96,202.10
217.20,120.92,202.20
217.80,120.86,234.70
219.00,120.81,267.40
220.20,120.72,267.50
220.80,120.69,245.20
222.00,120.64,233.70
223.20,120.56,214.80
223.80,120.51,236.00
225.00,120.48,280.50
226.20,120.40,310.80
226.80,120.36,295.60
228.00,120.33,245.40
229.20,120.29,197.80
229.80,120.18,187.00
231.00,120.16,187.10
232.20,120.11,187.40
232.80,120.06,155.80
234.00,120.00,107.10
235.20,119.92,106.70
235.80,119.89,157.40
237.00,119.84,248.10
238.20,119.77,265.60
238.80,119.75,265.60
240.00,119.69,274.30
241.20,119.65,297.20
241.80,119.61,425.60
243.00,119.52,545.00
244.20,119.48,577.90
244.80,119.44,498.70
246.00,119.40,389.50
247.20,119.31,323.80
247.80,119.28,303.30
249.00,119.24,261.70
250.20,119.19,266.60
250.80,119.12,353.10
252.00,119.10,475.20
253.20,119.03,465.70
253.80,118.95,409.70
255.00,118.93,344.00
256.20,118.89,344.30
256.80,118.81,344.20
258.00,118.78,286.20
259.20,118.74,285.80
259.80,118.66,417.20
261.00,118.64,447.50
262.20,118.58,396.50
262.80,118.51,334.60
264.00,118.49,298.50
265.20,118.43,288.90
265.80,118.36,282.20
267.00,118.32,282.20
268.20,118.28,282.40
268.80,118.25,282.90
270.00,118.17,351.20
271.20,118.13,371.10
271.80,118.06,344.60
273.00,118.04,219.70
274.20,118.00,194.80
274.80,117.92,194.40
276.00,117.90,266.10
277.20,117.85,281.90
277.80,117.77,314.40
279.00,117.75,335.70
280.20,117.71,293.10
280.80,117.67,272.30
282.00,117.58,277.60
283.20,117.55,277.90
283.80,117.48,302.90
285.00,117.46,368.10
286.20,117.41,374.50
286.80,117.35,356.10
288.00,117.31,250.60
289.20,117.27,201.60
289.80,117.24,122.00
291.00,117.15,135.60
292.20,117.12,242.40
292.80,117.05,382.40
294.00,117.03,395.00
295.20,116.98,335.40
295.80,116.91,277.20
297.00,116.88,248.30
298.20,116.83,206.30
298.80,116.76,178.20
300.00,116.73,178.10
301.20,116.70,209.10
301.80,116.63,250.60
303.00,116.60,278.60
304.20,116.56,285.70
304.80,116.51,314.30
306.00,116.47,314.80
307.20,116.39,302.70
307.80,116.37,310.60
309.00,116.33,310.70
310.20,116.25,310.20
310.80,116.23,321.20
312.00,116.19,321.60
313.20,116.15,301.40
313.80,116.08,268.90
315.00,116.04,226.50
316.20,115.98,220.20
316.80,115.97,278.00
318.00,115.91,339.30
319.20,115.89,368.40
319.80,115.81,392.60
321.00,115.76,408.40
322.20,115.71,429.20
322.80,115.68,465.30
324.00,115.63,489.40
325.20,115.60,475.10
325.80,115.54,439.00
327.00,115.49,375.60
328.20,115.45,286.60
328.80,115.42,245.30
330.00,115.38,125.00
331.20,115.31,0.00
331.80,115.29,0.00
333.00,115.23,50.30
334.20,115.16,181.70
334.80,115.13,234.20
336.00,115.10,246.90
337.20,115.06,258.00
337.80,115.01,258.20
339.00,114.99,277.20
340.20,114.90,295.40
340.80,114.87,295.30
342.00,114.81,295.30
343.20,114.80,283.50
343.80,114.74,272.00
345.00,114.68,271.60
346.20,114.66,263.50
346.80,114.63,262.90
348.00,114.55,251.80
349.20,114.52,245.10
349.80,114.49,245.40
351.00,114.45,288.30
352.20,114.37,318.20
352.80,114.35,311.30
354.00,114.29,272.60
355.20,114.27,259.90
355.80,114.21,254.20
357.00,114.18,243.10
358.20,114.12,242.80
358.80,114.08,286.60
360.00,114.02,321.50
361.20,113.99,298.40
361.80,113.95,289.30
363.00,113.92,347.00
364.20,113.85,370.00
364.80,113.82,379.40
366.00,113.75,360.90
367.20,113.74,292.00
367.80,113.70,247.00
369.00,113.66,202.50
370.20,113.61,177.50
370.80,113.59,166.60
372.00,113.51,195.20
373.20,113.48,253.60
373.80,113.45,296.00
375.00,113.40,314.20
376.20,113.36,329.00
376.80,113.32,350.90
378.00,113.29,342.40
379.20,113.20,274.40
379.80,113.19,183.20
381.00,113.15,195.90
382.20,113.07,258.80
382.80,113.05,280.00
384.00,113.02,253.50
385.20,112.94,160.60
385.80,112.92,160.20
387.00,112.89,219.00
388.20,112.87,294.80
388.80,112.79,328.70
390.00,112.75,319.80
391.20,112.69,274.70
391.80,112.68,242.60
393.00,112.64,255.80
394.20,112.56,303.20
394.80,112.54,292.30
396.00,112.50,273.50
397.20,112.42,273.70
397.80,112.41,335.80
399.00,112.38,349.60
400.20,112.32,323.50
400.80,112.30,211.20
402.00,112.25,174.70
403.20,112.17,155.70
403.80,112.15,173.20
405.00,112.11,193.10
406.20,112.05,216.60
406.80,112.03,241.60
408.00,111.99,268.60
409.20,111.91,311.30
409.80,111.90,396.40
411.00,111.87,480.00
412.20,111.80,456.30
412.80,111.77,335.40
414.00,111.72,279.90
415.20,111.69,157.70
415.80,111.63,61.20
417.00,111.60,61.60
418.20,111.56,127.90
418.80,111.51,218.00
420.00,111.47,229.70
421.20,111.41,239.30
421.80,111.39,328.20
423.00,111.36,405.70
424.20,111.33,416.50
424.80,111.25,370.90
426.00,111.22,330.20
427.20,111.16,360.80
427.80,111.13,411.50
429.00,111.09,442.50
430.20,111.02,506.40
430.80,111.00,575.70
432.00,110.96,576.10
433.20,110.93,576.40
433.80,110.87,598.30
435.00,110.83,597.60
436.20,110.79,560.50
436.80,110.76,448.10
438.00,110.71,426.20
439.20,110.68,419.70
439.80,110.60,403.20
441.00,110.58,403.70
442.20,110.54,434.80
442.80,110.53,456.20
444.00,110.47,455.60
445.20,110.41,462.70
445.80,110.40,445.30
447.00,110.36,404.60
448.20,110.27,303.00
448.80,110.25,267.50
450.00,110.21,237.30
451.20,110.15,231.40
451.80,110.13,237.50
453.00,110.09,283.10
454.20,110.03,349.90
454.80,110.00,342.40
456.00,109.97,268.90
457.20,109.94,121.00
457.80,109.89,90.60
459.00,109.85,59.20
460.20,109.78,65.80
460.80,109.76,74.90
462.00,109.68,86.60
463.20,109.67,76.10
463.80,109.62,97.10
465.00,109.55,129.20
466.20,109.55,154.00
466.80,109.50,179.00
468.00,109.42,209.20
469.20,109.41,208.90
469.80,109.38,199.00
471.00,109.30,236.30
472.20,109.28,264.70
472.80,109.24,327.10
474.00,109.18,371.10
475.20,109.15,336.80
475.80,109.11,296.70
477.00,109.06,309.20
478.20,109.03,370.80
478.80,108.99,411.60
480.00,108.95,371.00
481.20,108.92,265.60
481.80,108.83,198.40
483.00,108.82,259.50
484.20,108.77,278.60
484.80,108.70,314.20
486.00,108.68,399.70
487.20,108.65,439.90
487.80,108.58,475.50
489.00,108.55,318.60
490.20,108.52,262.10
490.80,108.45,219.40
492.00,108.43,320.90
493.20,108.39,378.40
493.80,108.36,459.00
495.00,108.30,448.60
496.20,108.25,372.30
496.80,108.20,283.10
498.00,108.17,227.50
499.20,108.14,315.20
499.80,108.07,509.90
501.00,108.05,611.40
502.20,108.01,591.80
502.80,107.95,532.60
504.00,107.92,462.50
