Time (s),Mass (g)
0,98.70
1,98.70
2,98.64
3,98.58
4,98.57
5,98.54
6,98.53
7,98.52
8,98.48
9,98.45
10,98.41
11,98.39
12,98.36
13,98.32
14,98.30
15,98.27
16,98.21
17,98.18
18,98.14
19,98.13
20,98.07
21,97.98
22,97.96
23,97.91
24,97.82
25,97.79
26,97.74
27,97.68
28,97.64
29,97.56
30,97.49
31,97.44
32,97.35
33,97.30
34,97.25
35,97.16
36,97.08
37,97.04
38,96.98
39,96.90
40,96.84
41,96.71
42,96.66
43,96.60
44,96.50
45,96.47
46,96.38
47,96.33
48,96.25
49,96.20
50,96.14
51,96.06
52,95.99
53,95.91
54,95.87
55,95.73
56,95.68
57,95.63
58,95.58
59,95.48
60,95.38
61,95.35
62,95.28
63,95.18
64,95.16
65,95.08
66,95.04
67,94.99
68,94.85
69,94.81
70,94.74
71,94.64
72,94.61
73,94.54
74,94.45
75,94.41
76,94.35
77,94.29
78,94.22
79,94.11
80,94.08
81,94.03
82,93.92
83,93.89
84,93.83
85,93.79
86,93.70
87,93.62
88,93.58
89,93.52
90,93.43
91,93.41
92,93.34
93,93.25
94,93.22
95,93.17
96,93.14
97,93.07
98,92.96
99,92.92
100,92.87
101,92.77
102,92.75
103,92.71
104,92.61
105,92.58
106,92.52
107,92.48
108,92.43
109,92.32
110,92.29
111,92.23
112,92.20
113,92.17
114,92.06
115,92.02
116,91.97
117,91.92
118,91.85
119,91.80
120,91.73
121,91.69
122,91.61
123,91.58
124,91.54
125,91.49
126,91.43
127,91.34
128,91.31
129,91.28
130,91.19
131,91.17
132,91.12
133,91.03
134,91.01
135,90.96
136,90.89
137,90.86
138,90.80
139,90.73
140,90.71
141,90.66
142,90.58
143,90.54
144,90.51
145,90.43
146,90.41
147,90.36
148,90.28
149,90.25
150,90.21
151,90.14
152,90.12
153,90.06
154,90.00
155,89.96
156,89.91
157,89.87
158,89.83
159,89.73
160,89.71
161,89.67
162,89.60
163,89.57
164,89.53
165,89.49
166,89.43
167,89.35
168,89.32
169,89.27
170,89.20
171,89.18
172,89.14
173,89.09
174,89.04
175,88.96
176,88.94
177,88.89
178,88.82
179,88.80
180,88.75
181,88.67
182,88.65
183,88.60
184,88.57
185,88.53
186,88.42
187,88.41
188,88.37
189,88.33
190,88.27
191,88.19
192,88.17
193,88.12
194,88.06
195,88.03
196,87.99
197,87.91
198,87.89
199,87.85
200,87.78
201,87.75
202,87.70
203,87.63
204,87.61
205,87.57
206,87.51
207,87.49
208,87.43
209,87.40
210,87.35
211,87.27
212,87.24
213,87.19
214,87.14
215,87.11
216,87.07
217,86.99
218,86.97
219,86.92
220,86.85
221,86.83
222,86.79
223,86.72
224,86.69
225,86.66
226,86.57
227,86.56
228,86.51
229,86.44
230,86.41
231,86.37
232,86.30
233,86.28
234,86.23
235,86.16
236,86.14
237,86.09
238,86.02
239,85.99
240,85.94
241,85.88
242,85.86
243,85.81
244,85.73
245,85.71
246,85.68
247,85.60
248,85.57
249,85.53
250,85.46
251,85.44
252,85.39
253,85.31
254,85.29
255,85.25
256,85.18
257,85.15
258,85.11
259,85.05
260,85.01
261,84.98
262,84.90
263,84.87
264,84.84
265,84.80
266,84.72
267,84.70
268,84.64
269,84.61
270,84.57
271,84.49
272,84.47
273,84.43
274,84.35
275,84.34
276,84.29
277,84.22
278,84.19
279,84.15
280,84.07
281,84.05
282,84.01
283,83.94
284,83.91
285,83.87
286,83.80
287,83.77
288,83.73
289,83.69
290,83.62
291,83.58
292,83.56
293,83.48
294,83.45
295,83.38
296,83.37
297,83.31
298,83.24
299,83.23
300,83.18
301,83.10
302,83.08
303,83.02
304,82.99
305,82.95
306,82.87
307,82.84
308,82.79
309,82.77
310,82.69
311,82.65
