Time (s),Mass (g)
0,129.10
5,129.00
10,128.95
15,128.88
20,128.81
25,128.75
30,128.68
35,128.61
40,128.53
45,128.44
50,128.33
55,128.23
60,128.12
65,128.01
70,127.85
75,127.72
80,127.54
85,127.39
90,127.25
95,127.07
100,126.90
105,126.74
110,126.56
115,126.41
120,126.26
125,126.08
130,125.94
135,125.75
140,125.59
145,125.46
150,125.28
155,125.12
160,124.94
165,124.80
170,124.62
175,124.47
180,124.29
185,124.11
190,123.95
195,123.80
200,123.61
205,123.46
210,123.27
215,123.12
220,122.92
225,122.75
230,122.60
235,122.39
240,122.23
245,122.06
250,121.87
255,121.71
260,121.53
265,121.35
270,121.17
275,121.01
280,120.83
285,120.65
290,120.47
295,120.30
300,120.10
305,119.93
310,119.71
315,119.55
320,119.38
325,119.17
330,119.00
335,118.78
340,118.59
345,118.40
350,118.20
355,118.01
360,117.83
365,117.63
370,117.41
375,117.21
380,117.02
385,116.81
390,116.61
395,116.42
400,116.20
405,116.02
410,115.79
415,115.60
420,115.38
425,115.17
430,114.99
435,114.78
440,114.58
445,114.35
450,114.14
455,113.93
460,113.73
465,113.55
470,113.30
475,113.11
480,112.89
485,112.68
490,112.49
495,112.26
500,112.07
505,111.86
510,111.66
515,111.43
520,111.25
525,111.01
530,110.81
535,110.63
540,110.41
545,110.21
550,109.97
555,109.77
560,109.56
565,109.35
570,109.17
575,108.96
580,108.77
585,108.53
590,108.33
595,108.14
600,107.92
605,107.72
610,107.50
615,107.29
620,107.10
625,106.88
630,106.68
635,106.49
640,106.28
645,106.06
650,105.85
655,105.68
660,105.43
665,105.24
670,105.04
675,104.80
680,104.61
685,104.38
690,104.18
695,103.97
700,103.74
705,103.55
710,103.35
715,103.12
720,102.92
725,102.73
730,102.48
735,102.27
740,102.09
745,101.86
750,101.66
755,101.46
760,101.24
765,101.02
770,100.84
775,100.59
780,100.38
785,100.18
790,99.98
795,99.78
800,99.55
805,99.37
810,99.14
815,98.93
820,98.73
825,98.52
830,98.32
835,98.11
840,97.91
845,97.70
850,97.51
855,97.27
860,97.08
865,96.90
870,96.66
875,96.45
880,96.29
885,96.07
890,95.89
895,95.65
900,95.46
905,95.27
910,95.06
915,94.87
920,94.67
925,94.46
930,94.29
935,94.04
940,93.86
945,93.68
950,93.47
955,93.27
960,93.07
965,92.88
970,92.68
975,92.48
980,92.28
985,92.11
990,91.90
995,91.73
1000,91.50
1005,91.33
1010,91.12
1015,90.94
1020,90.74
1025,90.53
1030,90.32
1035,90.13
1040,89.94
1045,89.74
1050,89.55
1055,89.36
1060,89.19
1065,88.96
1070,88.79
1075,88.60
1080,88.40
1085,88.22
1090,88.03
1095,87.82
1100,87.66
1105,87.45
1110,87.28
1115,87.07
1120,86.90
1125,86.70
1130,86.52
1135,86.32
1140,86.14
1145,85.96
1150,85.77
1155,85.59
1160,85.38
1165,85.20
1170,85.03
1175,84.83
1180,84.64
1185,84.46
1190,84.27
1195,84.11
1200,83.92
1205,83.73
1210,83.56
1215,83.37
1220,83.19
1225,83.00
1230,82.83
1235,82.63
1240,82.46
1245,82.27
1250,82.11
1255,81.89
1260,81.73
1265,81.57
1270,81.36
1275,81.20
1280,81.00
1285,80.82
1290,80.67
1295,80.46
1300,80.28
1305,80.12
1310,79.93
1315,79.76
1320,79.57
1325,79.37
1330,79.19
1335,79.05
1340,78.84
1345,78.68
1350,78.48
1355,78.31
1360,78.11
1365,77.95
1370,77.74
1375,77.57
1380,77.41
1385,77.20
1390,77.03
1395,76.86
1400,76.65
1405,76.44
1410,76.24
1415,76.07
1420,75.86
1425,75.67
1430,75.51
1435,75.31
1440,75.12
1445,74.95
1450,74.75
1455,74.60
1460,74.36
1465,74.18
1470,74.00
1475,73.78
1480,73.60
1485,73.40
1490,73.20
1495,73.02
1500,72.82
1505,72.63
1510,72.42
1515,72.26
1520,72.03
1525,71.83
1530,71.62
1535,71.42
1540,71.21
1545,71.02
1550,70.78
1555,70.59
1560,70.39
1565,70.16
1570,69.94
1575,69.77
1580,69.53
1585,69.32
1590,69.10
1595,68.88
1600,68.69
1605,68.43
1610,68.23
1615,68.03
1620,67.78
1625,67.58
1630,67.33
1635,67.13
1640,66.88
1645,66.66
1650,66.45
1655,66.19
1660,65.99
1665,65.73
1670,65.50
1675,65.28
1680,65.04
1685,64.79
1690,64.54
1695,64.31
1700,64.07
1705,63.85
1710,63.59
1715,63.37
1720,63.09
1725,62.84
1730,62.59
1735,62.35
1740,62.09
1745,61.86
1750,61.57
1755,61.32
1760,61.09
1765,60.82
1770,60.57
1775,60.32
1780,60.05
1785,59.79
1790,59.49
1795,59.23
1800,58.99
1805,58.69
1810,58.43
1815,58.20
1820,57.90
1825,57.63
1830,57.33
1835,57.07
1840,56.81
1845,56.51
1850,56.29
1855,55.99
1860,55.73
1865,55.41
1870,55.16
1875,54.89
1880,54.59
1885,54.33
1890,54.01
1895,53.73
1900,53.47
1905,53.16
1910,52.88
1915,52.58
1920,52.32
1925,52.02
1930,51.75
1935,51.44
1940,51.16
1945,50.90
1950,50.62
1955,50.32
1960,50.03
1965,49.76
1970,49.47
1975,49.21
1980,48.93
1985,48.64
1990,48.36
1995,48.13
2000,47.81
2005,47.54
2010,47.31
2015,47.01
2020,46.79
2025,46.50
2030,46.25
2035,45.98
2040,45.72
2045,45.46
2050,45.21
2055,44.94
2060,44.70
2065,44.45
2070,44.25
2075,43.97
2080,43.77
2085,43.50
2090,43.27
2095,43.07
2100,42.82
2105,42.62
2110,42.37
2115,42.18
2120,41.95
2125,41.74
2130,41.50
2135,41.32
2140,41.13
2145,40.92
2150,40.72
2155,40.52
2160,40.35
2165,40.13
2170,39.92
2175,39.76
2180,39.57
2185,39.39
2190,39.25
2195,39.04
2200,38.88
2205,38.71
2210,38.55
2215,38.39
2220,38.27
2225,38.10
2230,37.97
2235,37.80
2240,37.65
2245,37.52
2250,37.39
2255,37.26
2260,37.11
2265,37.00
2270,36.87
2275,36.74
2280,36.62
2285,36.50
2290,36.39
2295,36.29
2300,36.17
2305,36.07
2310,35.97
2315,35.86
2320,35.78
2325,35.68
2330,35.59
2335,35.50
2340,35.41
2345,35.35
2350,35.24
2355,35.17
2360,35.09
2365,35.00
2370,34.93
2375,34.86
2380,34.78
2385,34.71
2390,34.65
2395,34.56
2400,34.50
2405,34.44
2410,34.37
2415,34.30
2420,34.23
2425,34.16
2430,34.10
2435,34.04
2440,33.98
2445,33.91
2450,33.86
2455,33.80
2460,33.74
2465,33.68
2470,33.63
2475,33.58
2480,33.51
2485,33.44
2490,33.40
2495,33.34
2500,33.29
2505,33.23
2510,33.19
2515,33.13
2520,33.08
2525,33.04
2530,32.99
2535,32.93
2540,32.88
2545,32.84
2550,32.78
2555,32.74
2560,32.69
2565,32.65
2570,32.61
2575,32.55
2580,32.51
2585,32.46
2590,32.41
