Time (s),Mass (g)
0,158.10
1,158.10
2,158.08
3,158.08
4,157.99
5,157.97
6,157.93
7,157.88
8,157.85
9,157.81
10,157.74
11,157.72
12,157.66
13,157.59
14,157.56
15,157.50
16,157.46
17,157.41
18,157.32
19,157.26
20,157.18
21,157.11
22,157.06
23,157.01
24,156.78
25,156.74
26,156.71
27,156.53
28,156.44
29,156.34
30,156.27
31,156.17
32,156.00
33,155.99
34,155.86
35,155.78
36,155.72
37,155.62
38,155.47
39,155.28
40,155.22
41,155.12
42,155.02
43,154.86
44,154.66
45,154.59
46,154.45
47,154.24
48,154.17
49,154.04
50,153.92
51,153.84
52,153.58
53,153.49
54,153.37
55,153.27
56,153.15
57,152.88
58,152.81
59,152.68
60,152.59
61,152.43
62,152.35
63,152.23
64,151.98
65,151.91
66,151.80
67,151.58
68,151.52
69,151.42
70,151.21
71,151.15
72,151.03
73,150.86
74,150.79
75,150.67
76,150.45
77,150.38
78,150.28
79,150.10
80,150.05
81,149.96
82,149.79
83,149.74
84,149.63
85,149.54
86,149.43
87,149.30
88,149.23
89,149.14
90,148.98
91,148.93
92,148.83
93,148.68
94,148.63
95,148.52
96,148.45
97,148.28
98,148.20
99,148.07
100,148.02
101,147.93
102,147.80
103,147.74
104,147.66
105,147.58
106,147.49
107,147.33
108,147.26
109,147.18
110,147.11
111,147.03
112,146.85
113,146.80
114,146.73
115,146.56
116,146.52
117,146.45
118,146.32
119,146.27
120,146.19
121,146.04
122,145.99
123,145.90
124,145.84
125,145.77
126,145.61
127,145.56
128,145.49
129,145.41
130,145.31
131,145.18
132,145.14
133,145.05
134,145.02
135,144.88
136,144.81
137,144.70
138,144.64
139,144.56
140,144.44
141,144.39
142,144.31
143,144.18
144,144.12
145,144.06
146,143.94
147,143.91
148,143.83
149,143.71
150,143.67
151,143.59
152,143.47
153,143.43
154,143.35
155,143.23
156,143.20
157,143.11
158,142.99
159,142.95
160,142.88
161,142.75
162,142.71
163,142.64
164,142.54
165,142.49
166,142.41
167,142.30
168,142.26
169,142.18
170,142.07
171,142.04
172,141.97
173,141.84
174,141.81
175,141.76
176,141.63
177,141.59
178,141.53
179,141.40
180,141.37
181,141.30
182,141.19
183,141.16
184,141.08
185,140.95
186,140.92
187,140.87
188,140.75
189,140.70
190,140.64
191,140.53
192,140.49
193,140.41
194,140.29
195,140.26
196,140.19
197,140.15
198,140.03
199,139.97
200,139.88
201,139.84
202,139.77
203,139.66
204,139.63
205,139.56
206,139.44
207,139.39
208,139.34
209,139.30
210,139.18
211,139.12
212,139.03
213,138.99
214,138.92
215,138.83
216,138.78
217,138.70
218,138.60
219,138.57
220,138.50
221,138.40
222,138.35
223,138.28
224,138.18
225,138.14
226,138.09
227,137.96
228,137.94
229,137.86
230,137.77
231,137.72
232,137.68
233,137.54
234,137.50
235,137.45
236,137.41
237,137.34
238,137.20
239,137.16
240,137.11
241,137.00
242,136.96
243,136.90
244,136.80
245,136.77
246,136.70
247,136.60
248,136.55
249,136.48
250,136.38
251,136.36
252,136.31
253,136.19
254,136.15
255,136.09
256,135.99
257,135.95
258,135.90
259,135.79
260,135.74
261,135.69
262,135.57
263,135.53
264,135.46
265,135.40
266,135.35
267,135.23
268,135.20
269,135.14
270,135.03
271,135.01
272,134.95
273,134.88
274,134.84
275,134.75
276,134.65
277,134.60
278,134.49
279,134.45
280,134.40
281,134.35
282,134.29
283,134.22
284,134.10
285,134.05
286,134.01
287,133.89
288,133.85
289,133.76
290,133.72
291,133.66
292,133.56
293,133.53
294,133.46
295,133.37
296,133.34
297,133.26
298,133.21
299,133.11
300,133.06
301,132.96
302,132.92
303,132.87
304,132.75
305,132.71
306,132.65
307,132.56
308,132.52
309,132.46
310,132.41
311,132.29
312,132.25
313,132.21
314,132.13
315,132.03
316,131.99
317,131.92
318,131.82
319,131.78
320,131.73
321,131.61
322,131.58
323,131.53
324,131.41
325,131.38
326,131.31
327,131.21
328,131.17
329,131.12
330,131.02
331,130.98
332,130.92
333,130.82
334,130.78
335,130.72
336,130.68
337,130.55
338,130.51
339,130.42
340,130.39
341,130.33
342,130.21
343,130.17
344,130.12
345,130.07
346,129.96
347,129.91
348,129.82
349,129.79
350,129.72
351,129.61
352,129.56
353,129.51
354,129.47
355,129.36
356,129.32
357,129.27
358,129.16
359,129.10
360,129.01
361,128.97
362,128.91
363,128.81
364,128.77
365,128.71
366,128.60
367,128.56
368,128.52
369,128.46
370,128.40
371,128.29
372,128.25
373,128.18
374,128.08
375,128.04
376,127.98
377,127.92
378,127.87
379,127.80
380,127.70
381,127.65
382,127.55
383,127.51
384,127.45
385,127.34
386,127.32
387,127.25
388,127.16
389,127.12
390,127.06
391,127.01
392,126.90
393,126.84
394,126.76
395,126.71
396,126.66
397,126.53
398,126.51
399,126.45
400,126.41
401,126.35
402,126.28
403,126.17
404,126.12
405,126.01
406,125.98
407,125.92
408,125.88
409,125.83
410,125.69
411,125.65
412,125.59
413,125.48
414,125.44
415,125.39
416,125.29
417,125.25
418,125.19
419,125.09
420,125.06
421,125.00
422,124.90
423,124.87
424,124.82
425,124.76
426,124.71
427,124.58
428,124.55
429,124.47
430,124.37
431,124.35
432,124.28
433,124.23
434,124.15
435,124.05
436,124.02
437,123.96
438,123.85
439,123.81
440,123.75
441,123.71
442,123.59
443,123.55
444,123.45
445,123.42
446,123.36
447,123.26
448,123.22
449,123.16
450,123.06
451,123.03
452,122.97
453,122.87
454,122.84
455,122.77
456,122.69
457,122.65
458,122.57
459,122.47
460,122.44
461,122.39
462,122.28
463,122.25
464,122.20
465,122.15
466,122.09
467,121.98
468,121.94
469,121.88
470,121.77
471,121.73
472,121.68
473,121.57
474,121.53
475,121.47
476,121.38
477,121.34
478,121.29
479,121.20
480,121.16
481,121.10
482,121.00
483,120.96
484,120.91
485,120.82
486,120.78
487,120.72
488,120.61
489,120.57
490,120.53
491,120.43
492,120.40
493,120.34
494,120.23
495,120.20
496,120.13
497,120.09
498,120.02
499,119.91
500,119.88
501,119.82
502,119.71
503,119.69
504,119.63
505,119.52
506,119.48
507,119.42
508,119.37
509,119.28
510,119.24
511,119.20
512,119.11
513,119.06
514,119.02
515,118.92
516,118.86
517,118.83
518,118.73
519,118.68
520,118.59
521,118.56
522,118.49
523,118.39
524,118.36
525,118.31
526,118.22
527,118.19
528,118.12
529,118.08
530,117.96
531,117.92
532,117.90
533,117.78
534,117.73
535,117.70
536,117.60
537,117.56
538,117.51
539,117.41
540,117.35
541,117.29
542,117.25
543,117.19
544,117.09
545,117.06
546,117.00
547,116.91
548,116.88
549,116.82
550,116.71
551,116.69
552,116.63
553,116.52
554,116.49
555,116.44
556,116.36
557,116.32
558,116.27
559,116.17
560,116.14
561,116.07
562,116.00
563,115.97
564,115.90
565,115.80
566,115.77
567,115.71
568,115.63
569,115.60
570,115.53
571,115.44
572,115.40
573,115.35
574,115.26
575,115.22
576,115.16
577,115.06
578,115.02
579,114.98
580,114.93
581,114.83
582,114.80
583,114.70
584,114.67
585,114.62
586,114.52
587,114.48
588,114.43
589,114.33
590,114.30
591,114.25
592,114.20
593,114.18
594,114.08
595,113.98
596,113.93
597,113.85
598,113.82
599,113.76
600,113.67
601,113.64
602,113.57
603,113.48
604,113.45
605,113.41
606,113.31
607,113.29
608,113.23
609,113.18
610,113.09
611,113.04
612,113.00
613,112.91
614,112.86
615,112.76
616,112.73
617,112.68
618,112.58
619,112.56
620,112.51
621,112.41
622,112.38
623,112.32
624,112.22
625,112.18
626,112.14
627,112.04
628,112.02
629,111.95
630,111.86
631,111.83
632,111.77
633,111.68
634,111.66
635,111.59
636,111.51
637,111.47
638,111.41
639,111.32
640,111.29
641,111.24
642,111.14
643,111.11
644,111.06
645,110.96
646,110.93
647,110.87
648,110.78
649,110.75
650,110.70
651,110.65
652,110.60
653,110.53
654,110.47
655,110.38
656,110.34
657,110.28
658,110.20
659,110.17
660,110.12
661,110.02
662,109.98
663,109.94
664,109.83
665,109.81
666,109.75
667,109.66
668,109.63
669,109.58
670,109.49
671,109.46
672,109.40
673,109.30
674,109.27
675,109.22
676,109.13
677,109.11
678,109.05
679,108.96
680,108.94
681,108.87
682,108.78
683,108.75
684,108.69
685,108.61
686,108.58
687,108.51
688,108.43
689,108.40
690,108.35
691,108.25
692,108.22
693,108.16
694,108.07
695,108.03
696,107.99
697,107.91
698,107.88
699,107.82
700,107.73
701,107.71
702,107.65
703,107.56
704,107.53
705,107.47
706,107.44
707,107.34
708,107.29
709,107.26
710,107.16
711,107.13
712,107.04
713,107.01
714,106.96
715,106.91
716,106.86
717,106.74
718,106.71
719,106.67
720,106.57
721,106.54
722,106.49
723,106.45
724,106.35
725,106.31
726,106.23
727,106.20
728,106.15
729,106.06
730,106.03
731,105.97
732,105.89
733,105.86
734,105.80
735,105.71
736,105.68
737,105.62
738,105.56
739,105.52
740,105.45
741,105.37
742,105.33
743,105.26
744,105.19
745,105.15
746,105.10
747,105.03
748,104.99
749,104.94
750,104.84
751,104.83
752,104.77
753,104.71
754,104.66
755,104.56
756,104.52
757,104.48
758,104.40
759,104.37
760,104.31
761,104.21
762,104.20
763,104.15
764,104.05
765,104.03
