Time (s),Mass (g),HRR (kW/m2)
0.00,98.70,0.00
1.20,98.70,85.60
1.80,98.64,59.30
3.00,98.58,104.80
4.20,98.57,137.90
4.80,98.54,117.40
6.00,98.53,92.40
7.20,98.52,103.80
7.80,98.48,115.20
9.00,98.45,137.10
10.20,98.41,228.60
10.80,98.39,263.50
12.00,98.36,304.60
13.20,98.32,268.20
13.80,98.30,226.70
15.00,98.27,145.20
16.20,98.21,104.80
16.80,98.18,114.30
18.00,98.14,133.40
19.20,98.13,199.10
19.80,98.07,260.50
21.00,97.98,275.80
22.20,97.96,288.60
22.80,97.91,280.00
24.00,97.82,304.10
25.20,97.79,331.00
25.80,97.74,330.90
27.00,97.68,326.00
28.20,97.64,342.90
28.80,97.56,387.50
30.00,97.49,434.10
31.20,97.44,454.10
31.80,97.35,493.20
33.00,97.30,504.40
34.20,97.25,485.70
34.80,97.16,501.80
36.00,97.08,494.90
37.20,97.04,425.50
37.80,96.98,287.10
39.00,96.90,275.00
40.20,96.84,303.80
40.80,96.71,328.30
42.00,96.66,329.00
43.20,96.60,301.00
43.80,96.50,266.90
45.00,96.47,215.90
46.20,96.38,154.10
46.80,96.33,153.10
48.00,96.25,152.50
49.20,96.20,233.10
49.80,96.14,283.50
51.00,96.06,353.90
52.20,95.99,381.30
52.80,95.91,394.40
54.00,95.87,463.30
55.20,95.73,458.60
55.80,95.68,451.20
57.00,95.63,485.40
58.20,95.58,525.40
58.80,95.48,481.20
60.00,95.38,377.90
61.20,95.35,288.50
61.80,95.28,256.80
63.00,95.18,249.00
64.20,95.16,255.40
64.80,95.08,295.10
66.00,95.04,319.20
67.20,94.99,371.70
67.80,94.85,510.90
69.00,94.81,550.10
70.20,94.74,571.80
70.80,94.64,535.60
72.00,94.61,507.30
73.20,94.54,507.50
73.80,94.45,521.30
75.00,94.41,535.40
76.20,94.35,520.70
76.80,94.29,457.90
78.00,94.22,404.30
79.20,94.11,373.40
79.80,94.08,352.80
81.00,94.03,352.90
82.20,93.92,364.30
82.80,93.89,378.50
84.00,93.83,396.10
85.20,93.79,415.10
85.80,93.70,437.40
87.00,93.62,437.00
88.20,93.58,425.60
88.80,93.52,391.30
90.00,93.43,307.10
91.20,93.41,272.60
91.80,93.34,213.80
93.00,93.25,267.10
94.20,93.22,396.10
94.80,93.17,498.10
96.00,93.14,518.00
97.20,93.07,492.40
97.80,92.96,466.80
99.00,92.92,456.90
100.20,92.87,480.80
