Time (s),Mass (g),HRR (kW/m2)
0.00,118.80,0.00
1.20,118.80,700.60
1.80,118.79,780.10
3.00,118.77,838.90
4.20,118.72,837.30
4.80,118.70,747.70
6.00,118.68,627.40
7.20,118.65,530.00
7.80,118.64,511.70
9.00,118.61,460.90
10.20,118.61,395.50
10.80,118.57,370.80
12.00,118.56,296.10
13.20,118.53,310.00
13.80,118.48,374.40
15.00,118.46,487.00
16.20,118.44,569.90
16.80,118.42,569.70
18.00,118.41,532.40
19.20,118.36,425.10
19.80,118.32,280.20
21.00,118.27,244.90
22.20,118.27,145.30
22.80,118.23,128.10
24.00,118.20,141.70
25.20,118.17,207.60
25.80,118.09,332.30
27.00,118.07,392.10
28.20,118.02,501.50
28.80,117.99,501.50
30.00,117.95,507.00
31.20,117.85,553.20
31.80,117.82,588.60
33.00,117.78,591.00
34.20,117.73,562.90
34.80,117.71,558.50
36.00,117.62,565.00
37.20,117.58,548.80
37.80,117.52,526.30
39.00,117.45,542.30
40.20,117.40,605.10
40.80,117.34,665.70
42.00,117.29,678.70
43.20,117.22,646.70
43.80,117.17,576.60
45.00,117.09,522.40
46.20,117.04,499.30
46.80,116.99,485.50
48.00,116.91,512.20
49.20,116.83,589.40
49.80,116.80,666.70
51.00,116.71,657.40
52.20,116.61,559.40
52.80,116.57,392.60
54.00,116.51,345.40
55.20,116.47,298.50
55.80,116.38,334.30
57.00,116.33,354.60
58.20,116.25,376.50
58.80,116.20,363.20
60.00,116.12,362.80
61.20,116.02,352.30
61.80,115.99,335.40
63.00,115.91,354.90
64.20,115.82,455.00
64.80,115.78,490.70
66.00,115.73,591.00
67.20,115.62,626.80
67.80,115.59,614.20
69.00,115.52,585.60
70.20,115.41,546.60
70.80,115.37,522.20
72.00,115.32,523.20
73.20,115.26,518.10
73.80,115.21,526.30
75.00,115.06,574.30
76.20,115.03,652.60
76.80,114.97,677.90
78.00,114.88,702.90
79.20,114.85,686.70
79.80,114.78,657.80
81.00,114.68,625.30
82.20,114.63,582.60
82.80,114.57,551.80
84.00,114.46,510.30
85.20,114.44,446.30
85.80,114.38,380.30
87.00,114.27,411.50
88.20,114.24,459.90
88.80,114.17,483.80
90.00,114.14,554.90
91.20,114.07,568.50
91.80,114.00,552.90
93.00,113.90,602.10
94.20,113.84,609.60
94.80,113.80,551.50
96.00,113.73,542.80
97.20,113.67,586.10
97.80,113.59,632.80
99.00,113.55,612.10
100.20,113.49,517.90
100.80,113.36,412.20
102.00,113.33,312.70
103.20,113.28,252.40
103.80,113.18,194.10
105.00,113.13,166.20
106.20,113.08,272.40
106.80,113.03,427.90
108.00,112.99,508.40
109.20,112.87,487.40
109.80,112.84,398.90
111.00,112.76,383.20
112.20,112.67,346.80
112.80,112.63,306.20
114.00,112.59,317.10
115.20,112.53,393.00
115.80,112.45,554.20
117.00,112.40,595.50
118.20,112.36,654.60
118.80,112.24,721.20
120.00,112.20,694.50
121.20,112.16,634.30
121.80,112.11,622.60
123.00,112.05,604.20
124.20,111.92,574.10
124.80,111.89,541.90
126.00,111.84,546.50
127.20,111.75,641.00
127.80,111.73,774.30
129.00,111.66,763.10
130.20,111.61,692.70
130.80,111.52,647.10
132.00,111.48,659.60
133.20,111.39,690.70
133.80,111.36,674.80
135.00,111.31,638.40
136.20,111.21,609.90
136.80,111.18,577.50
138.00,111.13,532.60
139.20,111.02,520.10
139.80,110.99,598.50
141.00,110.93,740.50
142.20,110.86,795.20
142.80,110.82,727.20
144.00,110.75,622.60
145.20,110.71,575.20
145.80,110.63,561.40
147.00,110.59,538.70
148.20,110.49,538.20
148.80,110.45,546.10
150.00,110.42,570.40
151.20,110.32,574.00
151.80,110.28,562.70
153.00,110.23,481.40
154.20,110.16,427.30
154.80,110.08,421.70
156.00,110.05,433.50
157.20,109.99,417.00
157.80,109.90,378.90
159.00,109.87,384.40
160.20,109.80,472.20
160.80,109.71,575.60
162.00,109.68,646.40
163.20,109.63,687.10
163.80,109.55,665.80
165.00,109.51,675.30
166.20,109.46,772.10
166.80,109.36,857.60
168.00,109.33,847.00
169.20,109.27,830.90
169.80,109.19,781.70
171.00,109.18,777.70
172.20,109.12,801.40
172.80,109.01,722.20
174.00,108.99,560.20
175.20,108.94,432.80
175.80,108.85,386.70
177.00,108.81,418.80
178.20,108.77,467.20
178.80,108.74,487.00
180.00,108.65,523.00
181.20,108.61,565.60
181.80,108.57,544.20
183.00,108.47,502.10
184.20,108.42,428.80
184.80,108.39,413.90
186.00,108.35,464.30
187.20,108.24,609.90
187.80,108.20,722.30
189.00,108.14,709.70
190.20,108.06,681.20
190.80,108.03,694.50
192.00,107.99,675.00
193.20,107.89,711.00
193.80,107.87,760.00
195.00,107.82,752.80
196.20,107.71,716.00
196.80,107.68,669.20
198.00,107.64,603.00
199.20,107.55,509.40
199.80,107.52,426.90
201.00,107.46,447.00
202.20,107.39,476.30
202.80,107.35,510.90
204.00,107.30,572.90
205.20,107.25,588.20
205.80,107.22,587.60
207.00,107.10,567.80
208.20,107.07,569.10
208.80,107.03,617.80
210.00,106.99,644.00
211.20,106.89,613.30
211.80,106.84,510.50
213.00,106.81,475.60
214.20,106.74,527.50
214.80,106.65,616.70
216.00,106.63,688.90
217.20,106.57,751.40
217.80,106.49,796.50
219.00,106.46,745.60
220.20,106.41,619.10
220.80,106.36,611.80
222.00,106.30,613.30
223.20,106.21,630.10
223.80,106.18,663.30
225.00,106.12,803.60
226.20,106.05,828.50
226.80,106.02,881.40
228.00,105.97,913.90
229.20,105.92,849.80
229.80,105.83,783.90
231.00,105.79,742.70
232.20,105.76,731.00
232.80,105.74,694.40
234.00,105.63,692.90
235.20,105.60,795.10
235.80,105.55,894.10
237.00,105.51,943.50
238.20,105.46,927.00
238.80,105.36,892.10
240.00,105.33,878.00
241.20,105.29,865.00
241.80,105.19,813.60
243.00,105.17,784.40
244.20,105.12,732.30
244.80,105.06,722.40
246.00,105.02,738.50
247.20,104.93,786.50
247.80,104.90,844.20
249.00,104.85,852.60
250.20,104.77,798.00
250.80,104.75,762.10
252.00,104.69,783.80
253.20,104.61,825.00
253.80,104.58,824.10
255.00,104.53,824.10
256.20,104.45,799.30
256.80,104.42,738.80
258.00,104.37,701.50
259.20,104.30,667.10
259.80,104.26,627.40
261.00,104.22,593.40
262.20,104.12,514.80
262.80,104.10,463.00
264.00,104.05,415.90
265.20,103.97,359.00
265.80,103.95,319.60
267.00,103.89,313.70
268.20,103.82,339.60
268.80,103.80,388.50
270.00,103.75,398.50
271.20,103.70,376.70
271.80,103.62,448.50
273.00,103.58,607.70
274.20,103.55,768.40
274.80,103.46,836.50
276.00,103.42,810.30
277.20,103.35,751.50
277.80,103.33,730.90
279.00,103.27,664.00
280.20,103.18,581.80
280.80,103.15,556.20
282.00,103.10,549.50
283.20,103.03,557.00
283.80,103.00,621.30
285.00,102.97,713.40
286.20,102.88,734.40
286.80,102.86,692.90
288.00,102.82,636.10
289.20,102.77,588.90
289.80,102.71,606.90
291.00,102.65,593.90
292.20,102.62,564.20
292.80,102.56,522.20
294.00,102.49,510.80
295.20,102.46,509.10
295.80,102.42,474.40
297.00,102.38,475.00
298.20,102.31,506.90
298.80,102.24,540.90
300.00,102.22,521.80
301.20,102.16,530.00
