Time (s),Mass (g)
0,89.90
1,89.90
2,89.86
3,89.83
4,89.80
5,89.76
6,89.75
7,89.74
8,89.69
9,89.69
10,89.67
11,89.64
12,89.63
13,89.60
14,89.57
15,89.55
16,89.53
17,89.51
18,89.48
19,89.45
20,89.41
21,89.39
22,89.34
23,89.32
24,89.28
25,89.23
26,89.21
27,89.15
28,89.08
29,89.05
30,89.00
31,88.95
32,88.91
33,88.79
34,88.77
35,88.70
36,88.65
37,88.54
38,88.48
39,88.39
40,88.34
41,88.23
42,88.17
43,88.11
44,87.92
45,87.88
46,87.81
47,87.68
48,87.65
49,87.54
50,87.40
51,87.35
52,87.28
53,87.18
54,87.10
55,87.01
56,86.90
57,86.82
58,86.75
59,86.62
60,86.57
61,86.49
62,86.36
63,86.32
64,86.23
65,86.11
66,86.07
67,85.98
68,85.86
69,85.81
70,85.74
71,85.62
72,85.58
73,85.50
74,85.40
75,85.35
76,85.28
77,85.15
78,85.11
79,85.03
80,84.92
81,84.89
82,84.82
83,84.70
84,84.67
85,84.59
86,84.49
87,84.44
88,84.37
89,84.25
90,84.22
91,84.15
92,84.04
93,84.01
94,83.96
95,83.85
96,83.81
97,83.74
98,83.63
99,83.60
100,83.53
101,83.43
102,83.39
103,83.31
104,83.23
105,83.18
106,83.13
107,83.03
108,82.99
109,82.92
110,82.82
111,82.78
112,82.72
113,82.63
114,82.59
115,82.53
116,82.44
117,82.40
118,82.34
119,82.25
120,82.22
121,82.15
122,82.06
123,82.04
124,81.97
125,81.88
126,81.85
127,81.79
128,81.68
129,81.66
130,81.59
131,81.50
132,81.47
133,81.41
134,81.33
135,81.29
136,81.24
137,81.12
138,81.09
139,81.04
140,81.00
141,80.90
142,80.86
143,80.77
144,80.73
145,80.67
146,80.60
147,80.56
148,80.50
149,80.41
150,80.38
151,80.32
152,80.22
153,80.19
154,80.13
155,80.04
156,80.02
157,79.95
158,79.86
159,79.83
160,79.78
161,79.68
162,79.66
163,79.62
164,79.51
165,79.49
166,79.43
167,79.34
168,79.31
169,79.25
170,79.17
171,79.13
172,79.07
173,78.98
174,78.96
175,78.90
176,78.81
177,78.78
178,78.72
179,78.66
180,78.57
181,78.53
182,78.44
183,78.41
184,78.37
185,78.32
186,78.26
187,78.15
188,78.12
189,78.06
190,77.97
191,77.94
192,77.89
193,77.78
194,77.76
195,77.70
196,77.67
197,77.57
198,77.51
199,77.42
200,77.40
201,77.34
202,77.29
203,77.21
204,77.15
205,77.12
206,77.07
207,76.96
208,76.93
209,76.86
210,76.77
211,76.75
212,76.70
213,76.60
214,76.58
215,76.52
216,76.42
217,76.39
218,76.34
219,76.25
220,76.22
221,76.17
222,76.07
223,76.05
224,75.98
225,75.89
226,75.85
227,75.79
228,75.71
229,75.68
230,75.62
231,75.54
232,75.51
233,75.44
234,75.35
235,75.33
236,75.25
237,75.17
238,75.14
239,75.08
240,75.00
241,74.96
242,74.90
243,74.83
244,74.79
245,74.73
246,74.65
247,74.62
248,74.55
249,74.51
250,74.42
251,74.37
252,74.30
253,74.28
254,74.21
255,74.13
256,74.09
257,74.04
258,73.95
259,73.92
260,73.87
261,73.80
262,73.77
263,73.70
264,73.62
265,73.60
266,73.55
267,73.46
268,73.43
269,73.38
270,73.28
271,73.25
272,73.20
273,73.16
274,73.07
275,73.03
276,72.96
277,72.94
278,72.88
279,72.84
280,72.75
281,72.70
282,72.62
283,72.60
284,72.55
285,72.47
286,72.45
287,72.40
288,72.31
289,72.27
290,72.23
291,72.14
292,72.11
293,72.07
294,71.98
295,71.95
296,71.91
297,71.87
298,71.83
299,71.76
300,71.66
301,71.63
302,71.57
303,71.54
304,71.48
305,71.43
306,71.37
307,71.28
308,71.26
309,71.21
310,71.13
311,71.10
312,71.05
313,71.02
314,70.97
315,70.89
316,70.87
317,70.80
318,70.73
319,70.70
320,70.65
321,70.58
322,70.55
323,70.50
324,70.43
325,70.41
326,70.35
327,70.26
328,70.24
329,70.21
330,70.13
331,70.10
332,70.05
333,69.97
334,69.94
335,69.90
336,69.82
337,69.79
338,69.75
339,69.68
340,69.66
341,69.60
342,69.53
343,69.50
344,69.45
345,69.37
346,69.35
347,69.30
348,69.23
349,69.20
350,69.16
351,69.08
352,69.05
353,69.00
354,68.96
355,68.89
356,68.85
357,68.78
358,68.75
359,68.71
360,68.64
361,68.61
362,68.58
363,68.49
364,68.46
365,68.42
366,68.35
367,68.32
368,68.27
369,68.24
370,68.19
371,68.14
372,68.08
373,68.04
374,67.97
375,67.95
376,67.90
377,67.86
378,67.81
379,67.74
380,67.72
381,67.68
382,67.60
383,67.57
384,67.53
385,67.46
386,67.42
387,67.38
388,67.32
389,67.30
390,67.25
391,67.17
392,67.15
393,67.10
394,67.04
395,67.01
396,66.97
397,66.90
398,66.88
399,66.83
400,66.77
401,66.74
402,66.69
403,66.62
404,66.60
405,66.56
406,66.49
407,66.45
408,66.42
409,66.37
410,66.34
411,66.27
412,66.24
413,66.19
414,66.10
415,66.09
416,66.05
417,65.98
418,65.95
419,65.92
420,65.85
421,65.82
422,65.79
423,65.72
424,65.69
425,65.64
426,65.57
427,65.55
428,65.51
429,65.44
430,65.42
431,65.38
432,65.32
433,65.29
434,65.25
435,65.18
436,65.17
437,65.13
438,65.06
439,65.04
440,65.01
441,64.92
442,64.90
443,64.87
444,64.80
445,64.77
446,64.73
447,64.66
448,64.64
449,64.59
450,64.54
451,64.51
452,64.46
453,64.40
454,64.38
455,64.35
456,64.27
457,64.25
458,64.21
459,64.14
460,64.12
461,64.09
462,64.01
463,63.99
464,63.94
465,63.91
466,63.86
467,63.81
468,63.79
469,63.74
470,63.71
471,63.65
472,63.62
473,63.59
474,63.54
475,63.47
476,63.44
477,63.41
478,63.37
479,63.30
480,63.27
481,63.21
482,63.20
483,63.16
484,63.11
485,63.07
486,63.04
487,62.96
488,62.95
489,62.90
490,62.85
491,62.82
492,62.78
493,62.73
494,62.71
495,62.67
496,62.60
497,62.59
498,62.54
499,62.48
500,62.46
501,62.42
502,62.37
503,62.35
504,62.31
505,62.24
506,62.23
507,62.19
508,62.16
509,62.10
510,62.06
511,62.00
512,61.98
513,61.94
514,61.92
515,61.86
516,61.82
517,61.77
518,61.75
519,61.71
520,61.66
521,61.62
522,61.59
523,61.54
524,61.51
525,61.47
526,61.44
527,61.41
528,61.33
529,61.31
530,61.27
531,61.22
532,61.19
533,61.15
534,61.09
535,61.07
536,61.04
537,60.98
538,60.94
539,60.91
540,60.85
541,60.83
542,60.80
543,60.73
544,60.71
545,60.67
546,60.62
547,60.60
548,60.56
549,60.49
550,60.47
551,60.44
552,60.41
553,60.35
554,60.32
555,60.28
556,60.26
557,60.20
558,60.15
559,60.13
560,60.08
561,60.03
562,60.01
563,59.97
564,59.92
565,59.88
566,59.84
567,59.80
568,59.78
569,59.73
570,59.68
571,59.65
572,59.62
573,59.59
574,59.53
575,59.50
576,59.44
577,59.43
578,59.38
579,59.32
580,59.31
581,59.27
582,59.22
583,59.19
584,59.15
585,59.10
586,59.07
587,59.04
588,58.97
589,58.96
590,58.92
591,58.85
592,58.83
593,58.80
594,58.74
595,58.71
596,58.68
597,58.62
598,58.60
599,58.56
600,58.50
601,58.47
602,58.45
603,58.38
604,58.36
605,58.32
606,58.26
607,58.24
608,58.21
609,58.13
610,58.12
611,58.09
