Time (s),Mass (g)
0,112.00
1,112.00
2,111.97
3,111.95
4,111.94
5,111.92
6,111.90
7,111.90
8,111.87
9,111.86
10,111.84
11,111.81
12,111.80
13,111.78
14,111.78
15,111.75
16,111.74
17,111.72
18,111.72
19,111.71
20,111.70
21,111.67
22,111.66
23,111.64
24,111.62
25,111.61
26,111.61
27,111.57
28,111.56
29,111.56
30,111.54
31,111.50
32,111.49
33,111.48
34,111.47
35,111.45
36,111.44
37,111.42
38,111.38
39,111.36
40,111.32
41,111.31
42,111.26
43,111.24
44,111.24
45,111.22
46,111.19
47,111.16
48,111.15
49,111.09
50,111.08
51,111.05
52,111.02
53,110.97
54,110.95
55,110.91
56,110.88
57,110.85
58,110.80
59,110.79
60,110.75
61,110.69
62,110.66
63,110.63
64,110.58
65,110.57
66,110.53
67,110.49
68,110.43
69,110.41
70,110.35
71,110.33
72,110.28
73,110.23
74,110.21
75,110.16
76,110.12
77,110.09
78,110.06
79,110.02
80,109.98
81,109.91
82,109.89
83,109.85
84,109.83
85,109.75
86,109.72
87,109.70
88,109.63
89,109.61
90,109.59
91,109.51
92,109.48
93,109.42
94,109.40
95,109.37
96,109.30
97,109.28
98,109.23
99,109.21
100,109.18
101,109.13
102,109.09
103,109.02
104,109.00
105,108.97
106,108.91
107,108.88
108,108.85
109,108.82
110,108.76
111,108.73
112,108.68
113,108.67
114,108.63
115,108.58
116,108.53
117,108.49
118,108.44
119,108.43
120,108.39
121,108.34
122,108.31
123,108.28
124,108.22
125,108.20
126,108.18
127,108.10
128,108.08
129,108.06
130,108.02
131,107.96
132,107.93
133,107.89
134,107.87
135,107.82
136,107.81
137,107.79
138,107.71
139,107.69
140,107.67
141,107.60
142,107.57
143,107.55
144,107.48
145,107.47
146,107.43
147,107.41
148,107.39
149,107.34
150,107.28
151,107.25
152,107.20
153,107.18
154,107.14
155,107.10
156,107.08
157,107.04
158,106.98
159,106.97
160,106.94
161,106.89
162,106.87
163,106.81
164,106.79
165,106.76
166,106.73
167,106.68
168,106.65
169,106.59
170,106.58
171,106.56
172,106.49
173,106.48
174,106.44
175,106.41
176,106.36
177,106.32
178,106.27
179,106.26
180,106.24
181,106.17
182,106.15
183,106.12
184,106.06
185,106.04
186,106.00
187,105.96
188,105.93
189,105.91
190,105.86
191,105.84
192,105.80
193,105.78
194,105.73
195,105.70
196,105.65
197,105.62
198,105.59
199,105.55
200,105.52
201,105.49
202,105.44
203,105.42
204,105.39
205,105.37
206,105.32
207,105.27
208,105.26
209,105.22
210,105.16
211,105.14
212,105.11
213,105.06
214,105.04
215,105.00
216,104.95
217,104.93
218,104.91
219,104.88
220,104.83
221,104.80
222,104.75
223,104.73
224,104.71
225,104.67
226,104.63
227,104.58
228,104.57
229,104.52
230,104.47
231,104.46
232,104.41
233,104.40
234,104.36
235,104.29
236,104.27
237,104.26
238,104.20
239,104.17
240,104.14
241,104.08
242,104.07
243,104.04
244,103.97
245,103.96
246,103.93
247,103.90
248,103.86
249,103.83
250,103.77
251,103.75
252,103.71
253,103.65
254,103.63
255,103.61
256,103.55
257,103.54
258,103.50
259,103.45
260,103.43
261,103.39
262,103.34
263,103.31
264,103.29
265,103.22
266,103.20
267,103.17
268,103.13
269,103.11
270,103.07
271,103.01
272,102.99
273,102.97
274,102.90
275,102.88
276,102.84
277,102.79
278,102.78
279,102.73
280,102.68
281,102.67
282,102.63
283,102.57
284,102.55
285,102.52
286,102.47
