Time (s),Mass (g),HRR (kW/m2)
0.00,132.40,0.00
1.20,132.30,374.80
1.80,132.33,548.20
3.00,132.29,583.70
4.20,132.29,554.50
4.80,132.26,510.60
6.00,132.26,460.80
7.20,132.24,424.10
7.80,132.23,376.90
9.00,132.20,326.90
10.20,132.17,321.50
10.80,132.18,367.80
12.00,132.16,508.10
13.20,132.14,648.90
13.80,132.13,715.40
15.00,132.12,653.60
16.20,132.11,610.50
16.80,132.08,536.90
18.00,132.08,500.20
19.20,132.04,483.70
19.80,132.04,484.00
21.00,132.03,496.50
22.20,132.03,465.80
22.80,132.01,383.30
24.00,131.98,307.90
25.20,131.98,276.60
25.80,131.97,276.90
27.00,131.95,303.80
28.20,131.94,340.80
28.80,131.92,304.30
30.00,131.91,209.90
31.20,131.90,111.40
31.80,131.88,22.30
33.00,131.87,29.20
34.20,131.86,105.80
34.80,131.84,296.20
36.00,131.84,336.30
37.20,131.83,422.40
37.80,131.82,433.50
39.00,131.80,443.10
40.20,131.78,491.80
40.80,131.76,544.00
42.00,131.76,543.70
43.20,131.72,532.80
43.80,131.71,597.70
45.00,131.70,769.50
46.20,131.67,807.50
46.80,131.67,842.80
48.00,131.65,861.30
49.20,131.61,861.30
49.80,131.61,791.10
51.00,131.59,613.70
52.20,131.58,421.80
52.80,131.55,249.00
54.00,131.53,243.30
55.20,131.52,235.30
55.80,131.50,231.00
57.00,131.48,304.30
58.20,131.46,413.30
58.80,131.41,504.90
60.00,131.41,503.60
61.20,131.39,421.20
61.80,131.35,343.60
63.00,131.33,335.90
64.20,131.31,493.80
64.80,131.29,541.30
66.00,131.26,577.10
67.20,131.22,523.20
67.80,131.21,452.70
69.00,131.18,470.70
70.20,131.13,509.00
70.80,131.11,646.90
72.00,131.09,683.90
73.20,131.05,734.00
73.80,131.03,739.50
75.00,131.00,757.70
76.20,130.98,721.60
76.80,130.95,617.90
78.00,130.88,479.00
79.20,130.86,380.10
79.80,130.83,389.60
81.00,130.79,446.20
82.20,130.76,457.60
82.80,130.73,433.00
84.00,130.71,425.20
85.20,130.64,433.20
85.80,130.61,403.80
87.00,130.58,347.80
88.20,130.53,333.90
88.80,130.51,382.10
90.00,130.46,405.70
91.20,130.40,415.10
91.80,130.37,391.20
93.00,130.33,413.70
94.20,130.31,444.00
94.80,130.27,436.30
96.00,130.22,443.70
97.20,130.18,473.30
97.80,130.11,461.70
99.00,130.09,424.60
100.20,130.06,352.80
100.80,130.02,226.90
102.00,129.96,89.70
103.20,129.90,143.40
103.80,129.87,226.70
105.00,129.84,382.10
106.20,129.80,496.40
106.80,129.77,497.50
108.00,129.68,445.40
109.20,129.65,488.80
109.80,129.63,598.90
111.00,129.54,710.90
112.20,129.52,789.50
112.80,129.48,800.00
114.00,129.41,751.40
115.20,129.40,668.60
115.80,129.35,568.40
117.00,129.28,467.60
118.20,129.25,377.20
118.80,129.21,287.20
120.00,129.18,256.00
121.20,129.14,322.10
121.80,129.06,448.40
123.00,129.03,469.30
124.20,128.98,498.40
124.80,128.94,641.00
126.00,128.90,758.20
127.20,128.87,846.90
127.80,128.79,880.60
129.00,128.76,842.80
130.20,128.72,829.30
130.80,128.66,838.20
132.00,128.61,839.60
133.20,128.59,861.40
133.80,128.51,859.90
135.00,128.47,754.00
136.20,128.42,596.30
136.80,128.38,487.70
138.00,128.34,444.00
139.20,128.27,471.10
139.80,128.25,500.50
141.00,128.20,548.00
142.20,128.13,553.10
142.80,128.11,554.10
144.00,128.06,593.30
145.20,128.02,669.90
145.80,127.99,669.40
147.00,127.90,691.30
148.20,127.88,689.60
148.80,127.82,671.70
150.00,127.75,705.00
151.20,127.72,777.50
151.80,127.68,766.10
153.00,127.59,721.40
154.20,127.57,641.20
154.80,127.54,597.40
156.00,127.46,505.20
157.20,127.44,453.70
157.80,127.39,460.50
159.00,127.32,491.40
160.20,127.30,541.30
160.80,127.26,558.10
162.00,127.18,569.10
163.20,127.15,522.80
163.80,127.11,523.50
165.00,127.03,551.10
166.20,127.01,536.80
166.80,126.97,483.70
168.00,126.91,440.80
169.20,126.88,440.10
169.80,126.83,457.00
171.00,126.75,486.50
172.20,126.72,547.90
172.80,126.69,598.00
174.00,126.62,580.80
175.20,126.60,442.30
175.80,126.55,410.30
177.00,126.47,454.80
178.20,126.44,584.00
178.80,126.41,600.90
180.00,126.34,597.50
181.20,126.31,623.50
181.80,126.28,623.30
183.00,126.20,624.80
184.20,126.17,687.30
184.80,126.13,733.00
186.00,126.10,679.30
187.20,126.03,598.10
187.80,125.99,597.90
189.00,125.95,687.80
190.20,125.89,761.00
190.80,125.85,762.10
192.00,125.79,695.40
193.20,125.77,669.20
193.80,125.72,682.50
195.00,125.65,673.40
196.20,125.63,582.20
196.80,125.58,559.00
198.00,125.51,471.00
199.20,125.49,445.70
199.80,125.45,544.70
201.00,125.40,660.60
202.20,125.33,710.70
202.80,125.29,738.50
204.00,125.22,753.00
205.20,125.18,769.70
205.80,125.15,786.20
207.00,125.08,798.20
208.20,125.06,796.60
208.80,125.02,725.70
210.00,124.95,574.00
211.20,124.93,434.80
211.80,124.88,375.80
213.00,124.83,376.00
214.20,124.78,419.40
214.80,124.71,527.20
216.00,124.69,601.40
217.20,124.64,516.10
217.80,124.61,422.50
219.00,124.53,345.80
220.20,124.49,317.90
220.80,124.45,350.70
222.00,124.40,425.40
223.20,124.37,457.70
223.80,124.31,399.10
225.00,124.25,314.30
226.20,124.20,287.70
226.80,124.19,288.70
228.00,124.12,330.30
229.20,124.09,454.70
229.80,124.03,482.60
231.00,123.95,481.90
232.20,123.93,424.60
232.80,123.89,398.40
234.00,123.82,292.40
235.20,123.81,258.90
235.80,123.76,227.00
237.00,123.67,305.30
238.20,123.65,461.30
238.80,123.61,582.20
240.00,123.54,632.50
241.20,123.52,622.50
241.80,123.47,559.40
243.00,123.40,453.50
244.20,123.38,365.80
244.80,123.33,365.00
246.00,123.30,422.00
247.20,123.23,465.10
247.80,123.19,578.60
249.00,123.15,713.70
250.20,123.11,722.50
250.80,123.05,612.40
252.00,123.02,474.70
253.20,122.96,431.10
253.80,122.93,502.70
255.00,122.84,611.20
256.20,122.82,660.00
