Time (s),Mass (g),HRR (kW/m2)
0.00,93.40,0.00
1.20,93.40,188.80
1.80,93.39,156.50
3.00,93.37,155.40
4.20,93.34,174.50
4.80,93.33,194.70
6.00,93.32,219.80
7.20,93.30,270.10
7.80,93.28,310.10
9.00,93.27,388.50
10.20,93.25,410.70
10.80,93.24,380.90
12.00,93.23,318.80
13.20,93.20,275.70
13.80,93.19,309.90
15.00,93.17,395.70
16.20,93.17,505.10
16.80,93.15,538.30
18.00,93.14,598.00
19.20,93.11,611.70
19.80,93.10,637.50
21.00,93.08,664.40
22.20,93.06,659.40
22.80,93.05,625.10
24.00,93.03,629.10
25.20,93.01,691.70
25.80,93.00,730.20
27.00,92.97,691.80
28.20,92.96,577.30
28.80,92.95,357.90
30.00,92.93,294.30
31.20,92.92,215.30
31.80,92.89,256.30
33.00,92.87,283.70
34.20,92.84,350.40
34.80,92.81,360.80
36.00,92.79,366.10
37.20,92.77,357.60
37.80,92.76,357.70
39.00,92.73,418.30
40.20,92.69,479.90
40.80,92.68,507.50
42.00,92.64,535.70
43.20,92.60,566.00
43.80,92.59,572.40
45.00,92.56,559.80
46.20,92.54,515.30
46.80,92.53,464.00
48.00,92.46,453.90
49.20,92.45,453.30
49.80,92.41,507.90
51.00,92.37,552.30
52.20,92.36,602.20
52.80,92.32,590.00
54.00,92.27,625.30
55.20,92.24,646.20
55.80,92.21,620.30
57.00,92.17,561.90
58.20,92.15,519.40
58.80,92.12,480.10
60.00,92.09,404.30
61.20,92.04,348.80
61.80,92.01,338.20
63.00,91.97,324.60
64.20,91.94,324.30
64.80,91.92,323.40
66.00,91.84,312.90
67.20,91.81,313.00
67.80,91.78,322.80
69.00,91.74,406.30
70.20,91.70,451.50
70.80,91.64,539.10
72.00,91.62,704.50
73.20,91.58,806.90
73.80,91.53,883.80
75.00,91.51,978.20
76.20,91.46,1040.00
76.80,91.38,1039.30
78.00,91.37,966.30
79.20,91.34,837.30
79.80,91.29,696.10
81.00,91.27,575.30
82.20,91.23,476.90
82.80,91.17,429.00
84.00,91.15,439.30
85.20,91.12,471.20
85.80,91.05,514.20
87.00,91.03,513.60
88.20,90.99,502.20
88.80,90.93,575.20
90.00,90.92,591.00
91.20,90.87,590.90
91.80,90.81,638.60
93.00,90.79,707.10
94.20,90.75,751.40
94.80,90.71,742.80
96.00,90.68,688.50
97.20,90.61,593.40
97.80,90.59,465.60
99.00,90.55,401.50
100.20,90.50,401.50
100.80,90.48,414.40
102.00,90.45,433.10
103.20,90.39,441.80
103.80,90.36,388.70
105.00,90.33,370.40
106.20,90.26,364.10
106.80,90.25,389.70
108.00,90.22,462.30
109.20,90.16,618.00
109.80,90.13,704.30
111.00,90.10,729.30
112.20,90.04,699.10
112.80,90.02,631.20
114.00,89.98,579.60
115.20,89.95,539.20
115.80,89.90,514.20
117.00,89.86,524.60
118.20,89.80,566.80
118.80,89.79,594.60
120.00,89.74,595.60
121.20,89.71,606.30
121.80,89.66,647.10
123.00,89.62,741.30
124.20,89.59,742.50
124.80,89.55,701.60
126.00,89.49,560.60
127.20,89.47,496.20
127.80,89.44,497.40
129.00,89.41,545.70
130.20,89.37,608.50
130.80,89.30,653.50
132.00,89.28,672.40
133.20,89.25,661.70
133.80,89.20,599.80
135.00,89.18,542.10
136.20,89.14,513.00
136.80,89.07,449.80
138.00,89.06,419.30
139.20,89.02,367.50
139.80,88.96,368.40
141.00,88.94,420.60
142.20,88.91,517.40
142.80,88.85,557.70
144.00,88.83,541.90
145.20,88.78,483.80
145.80,88.73,411.60
147.00,88.71,433.00
148.20,88.67,474.90
148.80,88.65,503.50
150.00,88.60,554.10
151.20,88.53,611.60
151.80,88.52,628.50
153.00,88.47,588.30
154.20,88.43,508.70
154.80,88.41,422.90
156.00,88.37,411.20
157.20,88.33,496.00
157.80,88.28,523.00
159.00,88.25,577.90
160.20,88.20,577.10
160.80,88.17,541.80
162.00,88.15,469.20
163.20,88.09,430.00
163.80,88.08,452.60
165.00,88.03,494.70
166.20,87.98,503.50
166.80,87.96,468.10
168.00,87.93,421.10
169.20,87.88,435.20
169.80,87.84,525.40
171.00,87.79,612.40
172.20,87.77,640.10
172.80,87.72,641.90
174.00,87.67,605.30
175.20,87.66,557.30
175.80,87.62,557.40
177.00,87.57,566.80
178.20,87.55,561.20
178.80,87.50,548.50
180.00,87.45,498.40
181.20,87.43,464.40
181.80,87.39,492.10
183.00,87.34,572.20
184.20,87.32,553.00
184.80,87.27,510.40
186.00,87.22,474.50
187.20,87.20,496.40
187.80,87.16,562.30
189.00,87.10,615.90
190.20,87.08,680.30
190.80,87.04,671.40
192.00,86.98,614.60
193.20,86.97,600.00
193.80,86.92,614.00
195.00,86.87,615.70
196.20,86.85,500.10
196.80,86.81,453.90
198.00,86.75,409.90
199.20,86.72,441.50
199.80,86.69,441.50
201.00,86.64,442.20
202.20,86.62,478.30
202.80,86.59,586.30
204.00,86.52,705.00
205.20,86.49,775.20
205.80,86.46,788.90
207.00,86.40,798.60
208.20,86.39,800.60
208.80,86.34,753.00
210.00,86.29,678.50
211.20,86.27,658.40
211.80,86.23,692.30
213.00,86.18,770.70
214.20,86.16,842.20
214.80,86.12,830.60
216.00,86.06,753.30
217.20,86.04,668.90
217.80,86.00,647.80
219.00,85.94,648.30
220.20,85.92,621.20
220.80,85.88,602.60
222.00,85.82,603.10
223.20,85.80,621.20
223.80,85.76,670.90
225.00,85.70,745.30
226.20,85.68,758.50
226.80,85.64,687.60
228.00,85.59,591.50
229.20,85.57,481.30
229.80,85.52,464.60
231.00,85.46,434.90
232.20,85.44,396.10
232.80,85.40,391.10
234.00,85.34,392.00
235.20,85.33,391.40
235.80,85.29,390.80
237.00,85.22,445.10
238.20,85.20,545.30
238.80,85.17,645.90
240.00,85.10,696.60
241.20,85.08,714.30
241.80,85.04,694.80
243.00,84.97,616.10
244.20,84.95,489.20
244.80,84.91,301.40
246.00,84.85,262.30
247.20,84.83,262.90
247.80,84.81,382.30
249.00,84.77,413.20
250.20,84.72,413.50
250.80,84.66,378.50
252.00,84.65,377.90
253.20,84.61,397.10
253.80,84.54,383.20
255.00,84.53,348.10
256.20,84.48,390.50
256.80,84.44,454.60
258.00,84.40,548.80
259.20,84.34,665.40
259.80,84.31,746.60
261.00,84.27,757.30
262.20,84.22,692.40
262.80,84.19,579.70
264.00,84.15,475.80
265.20,84.12,446.90
265.80,84.07,446.90
267.00,84.01,458.10
268.20,83.99,479.40
268.80,83.95,502.00
270.00,83.88,633.80
271.20,83.86,707.60
271.80,83.82,722.90
273.00,83.75,695.60
274.20,83.72,654.60
274.80,83.69,622.70
276.00,83.63,575.00
277.20,83.60,541.40
277.80,83.58,537.10
279.00,83.51,559.70
280.20,83.48,712.10
280.80,83.45,763.10
282.00,83.39,805.00
283.20,83.36,736.20
283.80,83.33,603.10
285.00,83.26,472.90
286.20,83.24,447.90
286.80,83.20,397.70
288.00,83.13,324.20
289.20,83.11,317.10
289.80,83.06,421.10
291.00,83.01,489.70
292.20,82.99,541.40
292.80,82.94,607.70
294.00,82.88,684.30
295.20,82.86,705.30
295.80,82.82,665.40
297.00,82.79,628.10
298.20,82.74,603.30
298.80,82.68,588.30
300.00,82.67,581.00
301.20,82.62,573.30
301.80,82.56,516.50
303.00,82.53,444.60
304.20,82.50,427.90
304.80,82.43,386.30
306.00,82.41,365.90
307.20,82.38,407.50
307.80,82.32,441.20
309.00,82.29,600.00
310.20,82.25,613.60
310.80,82.19,557.60
312.00,82.17,466.90
313.20,82.13,346.40
313.80,82.07,306.40
315.00,82.05,393.70
316.20,82.00,508.50
316.80,81.95,585.70
318.00,81.93,654.40
319.20,81.89,672.90
319.80,81.83,603.20
321.00,81.81,557.00
322.20,81.79,443.20
322.80,81.76,338.60
324.00,81.70,349.30
325.20,81.65,453.70
325.80,81.59,488.20
327.00,81.58,471.50
328.20,81.53,422.40
328.80,81.50,409.50
330.00,81.45,477.00
331.20,81.38,551.30
331.80,81.37,549.90
333.00,81.33,535.20
334.20,81.27,554.60
334.80,81.25,540.40
336.00,81.21,481.50
337.20,81.16,433.60
337.80,81.13,442.90
339.00,81.08,485.90
340.20,81.03,542.30
340.80,81.01,549.40
342.00,80.97,596.40
343.20,80.92,601.40
343.80,80.89,558.00
345.00,80.85,529.70
346.20,80.83,532.30
346.80,80.80,594.80
348.00,80.71,682.50
349.20,80.69,727.70
349.80,80.65,734.30
351.00,80.58,761.70
352.20,80.56,760.70
352.80,80.52,735.10
354.00,80.46,712.80
355.20,80.43,574.40
355.80,80.41,523.70
357.00,80.35,493.50
358.20,80.32,513.10
358.80,80.29,488.20
360.00,80.23,400.20
361.20,80.20,400.20
361.80,80.17,428.80
363.00,80.11,494.60
364.20,80.09,592.50
364.80,80.05,642.30
366.00,80.02,660.00
367.20,79.95,660.50
367.80,79.92,652.00
369.00,79.86,628.90
370.20,79.84,587.90
370.80,79.80,561.60
372.00,79.73,562.20
373.20,79.72,582.50
373.80,79.68,578.70
375.00,79.62,557.30
376.20,79.59,470.90
376.80,79.55,440.80
378.00,79.52,418.40
379.20,79.46,493.40
379.80,79.43,516.80
381.00,79.39,611.60
382.20,79.37,669.80
382.80,79.32,670.20
384.00,79.26,648.50
385.20,79.25,625.60
385.80,79.19,611.80
387.00,79.14,605.50
388.20,79.12,543.50
388.80,79.08,514.80
390.00,79.01,483.30
391.20,79.00,521.40
391.80,78.98,537.30
393.00,78.95,583.20
394.20,78.88,610.30
394.80,78.84,598.50
396.00,78.79,572.80
397.20,78.77,600.40
397.80,78.73,644.60
399.00,78.68,658.50
400.20,78.65,650.50
400.80,78.61,602.20
402.00,78.55,558.00
403.20,78.53,528.40
403.80,78.49,490.30
405.00,78.43,445.50
406.20,78.41,462.00
406.80,78.37,478.40
408.00,78.31,534.40
409.20,78.29,654.90
409.80,78.26,675.70
411.00,78.19,668.80
412.20,78.17,573.10
412.80,78.14,557.30
414.00,78.11,557.00
415.20,78.06,540.60
415.80,78.02,530.90
417.00,77.96,523.60
418.20,77.94,485.20
418.80,77.91,438.60
420.00,77.84,453.90
421.20,77.82,510.80
421.80,77.79,588.60
423.00,77.71,675.00
424.20,77.69,700.60
424.80,77.66,672.30
426.00,77.60,635.20
427.20,77.59,630.90
427.80,77.55,665.40
429.00,77.50,761.80
430.20,77.47,818.60
430.80,77.43,804.60
432.00,77.38,780.70
433.20,77.37,754.10
433.80,77.33,719.50
435.00,77.26,607.50
436.20,77.24,474.30
436.80,77.20,449.20
438.00,77.15,468.80
439.20,77.13,508.30
439.80,77.10,519.70
441.00,77.04,487.20
442.20,77.01,409.50
442.80,76.99,347.70
444.00,76.95,328.10
445.20,76.89,352.60
445.80,76.86,374.80
447.00,76.80,407.30
448.20,76.78,423.50
448.80,76.75,423.90
450.00,76.68,437.70
451.20,76.66,497.00
451.80,76.61,553.10
453.00,76.57,575.00
454.20,76.55,542.30
454.80,76.50,482.50
456.00,76.46,448.20
457.20,76.44,492.10
457.80,76.40,543.80
459.00,76.36,492.30
460.20,76.33,414.20
460.80,76.29,379.90
462.00,76.22,366.30
463.20,76.20,393.70
463.80,76.17,421.80
465.00,76.13,519.70
466.20,76.09,681.70
466.80,76.06,726.20
468.00,76.01,809.40
469.20,75.98,800.00
469.80,75.95,766.60
471.00,75.89,647.70
472.20,75.87,602.90
472.80,75.83,612.20
474.00,75.78,671.80
475.20,75.76,708.00
475.80,75.71,676.20
477.00,75.64,621.30
478.20,75.62,615.60
478.80,75.58,646.90
480.00,75.53,637.30
481.20,75.51,617.60
481.80,75.46,533.60
483.00,75.42,300.20
484.20,75.40,231.10
484.80,75.37,162.80
486.00,75.30,247.00
487.20,75.29,338.50
487.80,75.24,397.20
489.00,75.21,364.50
490.20,75.18,262.20
490.80,75.10,176.40
492.00,75.09,135.50
493.20,75.05,147.60
493.80,74.99,224.30
495.00,74.97,330.90
496.20,74.93,389.40
496.80,74.87,369.00
498.00,74.85,248.40
499.20,74.82,207.50
499.80,74.77,167.20
501.00,74.74,113.20
502.20,74.70,79.40
