Time (s),Mass (g),HRR (kW/m2)
0.00,89.90,0.00
1.20,89.90,406.50
1.80,89.86,314.90
3.00,89.83,314.50
4.20,89.80,392.20
4.80,89.76,414.20
6.00,89.75,326.20
7.20,89.74,214.20
7.80,89.69,95.00
9.00,89.69,76.70
10.20,89.67,76.30
10.80,89.64,195.30
12.00,89.63,245.10
13.20,89.60,332.20
13.80,89.57,352.40
15.00,89.55,331.50
16.20,89.53,268.70
16.80,89.51,206.50
18.00,89.48,230.40
19.20,89.45,309.70
19.80,89.41,276.50
21.00,89.39,210.70
22.20,89.34,205.60
22.80,89.32,266.70
24.00,89.28,324.60
25.20,89.23,349.50
25.80,89.21,424.90
27.00,89.15,522.50
28.20,89.08,540.90
28.80,89.05,500.00
30.00,89.00,454.00
31.20,88.95,463.90
31.80,88.91,501.40
33.00,88.79,481.70
34.20,88.77,454.10
34.80,88.70,414.20
36.00,88.65,462.80
37.20,88.54,529.40
37.80,88.48,515.60
39.00,88.39,425.00
40.20,88.34,297.10
40.80,88.23,159.60
42.00,88.17,39.40
43.20,88.11,44.70
43.80,87.92,96.50
45.00,87.88,159.10
46.20,87.81,173.80
46.80,87.68,217.90
48.00,87.65,302.40
49.20,87.54,320.70
49.80,87.40,309.80
51.00,87.35,244.80
52.20,87.28,225.70
52.80,87.18,226.10
54.00,87.10,211.90
55.20,87.01,211.00
55.80,86.90,210.60
57.00,86.82,194.80
58.20,86.75,185.80
58.80,86.62,235.00
60.00,86.57,323.30
61.20,86.49,377.80
61.80,86.36,422.40
63.00,86.32,454.50
64.20,86.23,470.00
64.80,86.11,484.20
66.00,86.07,498.60
67.20,85.98,498.50
67.80,85.86,482.60
69.00,85.81,449.40
70.20,85.74,464.00
70.80,85.62,442.30
72.00,85.58,344.80
73.20,85.50,297.70
73.80,85.40,205.40
75.00,85.35,240.20
76.20,85.28,378.40
76.80,85.15,480.60
78.00,85.11,559.40
79.20,85.03,644.10
79.80,84.92,701.90
81.00,84.89,680.70
82.20,84.82,659.40
82.80,84.70,612.90
84.00,84.67,470.90
85.20,84.59,422.30
85.80,84.49,358.90
87.00,84.44,430.30
88.20,84.37,497.30
88.80,84.25,626.40
90.00,84.22,666.60
91.20,84.15,641.40
91.80,84.04,523.70
93.00,84.01,492.80
94.20,83.96,457.60
94.80,83.85,389.10
96.00,83.81,335.60
97.20,83.74,346.70
97.80,83.63,357.50
99.00,83.60,250.10
100.20,83.53,222.00
100.80,83.43,176.50
102.00,83.39,269.80
103.20,83.31,334.60
103.80,83.23,454.00
105.00,83.18,579.90
106.20,83.13,612.10
106.80,83.03,637.90
108.00,82.99,594.70
109.20,82.92,573.00
109.80,82.82,531.60
111.00,82.78,453.30
112.20,82.72,410.90
112.80,82.63,419.20
114.00,82.59,418.90
115.20,82.53,410.80
115.80,82.44,427.60
117.00,82.40,453.90
118.20,82.34,448.90
118.80,82.25,426.00
120.00,82.22,424.40
121.20,82.15,423.60
121.80,82.06,412.40
123.00,82.04,449.20
124.20,81.97,459.80
124.80,81.88,476.20
126.00,81.85,461.40
127.20,81.79,451.20
127.80,81.68,501.70
129.00,81.66,561.30
130.20,81.59,561.20
130.80,81.50,506.40
132.00,81.47,485.90
133.20,81.41,535.70
133.80,81.33,590.20
135.00,81.29,473.90
136.20,81.24,407.70
136.80,81.12,313.80
138.00,81.09,259.60
139.20,81.04,259.50
139.80,81.00,258.50
141.00,80.90,258.40
142.20,80.86,251.60
142.80,80.77,268.50
144.00,80.73,508.50
145.20,80.67,652.40
145.80,80.60,678.70
147.00,80.56,670.10
148.20,80.50,644.10
148.80,80.41,610.70
150.00,80.38,549.70
151.20,80.32,485.40
151.80,80.22,444.30
153.00,80.19,333.10
154.20,80.13,300.40
154.80,80.04,273.40
156.00,80.02,330.70
157.20,79.95,382.80
157.80,79.86,531.00
159.00,79.83,688.70
