##Temp./›C,Time/min,DSC/(uV/mg),Mass/%,Gas Flow(purge2)/(ml/min),Gas Flow(protective)/(ml/min),DTG/(%/min),Sensit./(uV/mW)
88.88965,6.23539,-0.1712,99.32974,0.00E+00,70,-0.13649,1
89.38853,6.27678,-0.17543,99.32411,0.00E+00,70,-0.1441,1
89.8874,6.31814,-0.17936,99.3169,0.00E+00,70,-0.15219,1
90.38627,6.35943,-0.18298,99.31074,0.00E+00,70,-0.16029,1
90.88515,6.4007,-0.18703,99.30653,0.00E+00,70,-0.16789,1
91.38402,6.44191,-0.19162,99.30407,0.00E+00,70,-0.17439,1
91.8829,6.48309,-0.19591,99.30242,0.00E+00,70,-0.17926,1
92.38177,6.52426,-0.19984,99.28693,0.00E+00,70,-0.18207,1
92.88064,6.5654,-0.20398,99.26672,0.00E+00,70,-0.18255,1
93.37952,6.60647,-0.20825,99.2549,0.00E+00,70,-0.18064,1
93.87839,6.64748,-0.21218,99.24148,0.00E+00,70,-0.17654,1
94.37727,6.68847,-0.21671,99.22838,0.00E+00,70,-0.17064,1
94.87614,6.72945,-0.22164,99.22249,0.00E+00,70,-0.16349,1
95.37501,6.7704,-0.22595,99.22121,0.00E+00,70,-0.15571,1
95.87389,6.81132,-0.22955,99.22011,0.00E+00,70,-0.1479,1
96.37276,6.85225,-0.23366,99.219,0.00E+00,70,-0.14056,1
96.87164,6.89321,-0.23893,99.21703,0.00E+00,70,-0.13405,1
97.37051,6.93414,-0.24343,99.21171,0.00E+00,70,-0.12853,1
97.86938,6.97506,-0.24838,99.20746,0.00E+00,70,-0.12397,1
98.36826,7.01596,-0.25234,99.20395,0.00E+00,70,-0.1202,1
98.86713,7.05686,-0.25503,99.1976,0.00E+00,70,-0.11693,1
99.36601,7.09781,-0.25972,99.1898,0.00E+00,70,-0.11382,1
99.86488,7.13872,-0.26471,99.18425,0.00E+00,70,-0.11057,1
100.36375,7.17965,-0.26827,99.17792,0.00E+00,70,-0.10689,1
100.86263,7.22057,-0.27243,99.17191,0.00E+00,70,-0.10261,1
101.3615,7.26147,-0.27702,99.16859,0.00E+00,70,-9.76E-02,1
101.86038,7.30235,-0.28069,99.16637,0.00E+00,70,-9.20E-02,1
102.35925,7.34318,-0.28572,99.16201,0.00E+00,70,-8.58E-02,1
102.85812,7.38404,-0.28965,99.15725,0.00E+00,70,-7.91E-02,1
103.357,7.4249,-0.29347,99.15401,0.00E+00,70,-7.21E-02,1
103.85587,7.46579,-0.29809,99.14959,0.00E+00,70,-6.49E-02,1
104.35475,7.50676,-0.30243,99.14449,0.00E+00,70,-5.79E-02,1
104.85362,7.54777,-0.3061,99.14484,0.00E+00,70,-5.10E-02,1
105.35249,7.58886,-0.31072,99.14861,0.00E+00,70,-4.45E-02,1
105.85137,7.62997,-0.31365,99.14774,0.00E+00,70,-3.85E-02,1
106.35024,7.67116,-0.31702,99.14573,0.00E+00,70,-3.31E-02,1
106.84912,7.71238,-0.32137,99.14423,0.00E+00,70,-2.86E-02,1
107.34799,7.75361,-0.32483,99.1407,0.00E+00,70,-2.51E-02,1
107.84686,7.79489,-0.32883,99.13851,0.00E+00,70,-2.27E-02,1
108.34574,7.83619,-0.33281,99.13691,0.00E+00,70,-2.18E-02,1
108.84461,7.87751,-0.33653,99.13827,0.00E+00,70,-2.23E-02,1
109.34349,7.91882,-0.34097,99.14025,0.00E+00,70,-2.44E-02,1
109.84236,7.96015,-0.34459,99.14138,0.00E+00,70,-2.80E-02,1
110.34123,8.00157,-0.34651,99.14376,0.00E+00,70,-3.30E-02,1
110.84011,8.04299,-0.3511,99.14598,0.00E+00,70,-3.89E-02,1
111.33898,8.08445,-0.35436,99.14826,0.00E+00,70,-4.52E-02,1
111.83786,8.12597,-0.35776,99.14968,0.00E+00,70,-5.14E-02,1
112.33673,8.16755,-0.36176,99.14381,0.00E+00,70,-5.67E-02,1
112.8356,8.20915,-0.36521,99.13178,0.00E+00,70,-6.06E-02,1
113.33448,8.25074,-0.36875,99.12335,0.00E+00,70,-6.26E-02,1
113.83335,8.29241,-0.37264,99.11851,0.00E+00,70,-6.24E-02,1
114.33223,8.33411,-0.3759,99.11737,0.00E+00,70,-5.98E-02,1
114.8311,8.37582,-0.37889,99.11403,0.00E+00,70,-5.50E-02,1
115.32997,8.41753,-0.38313,99.10659,0.00E+00,70,-4.86E-02,1
115.82885,8.45926,-0.38734,99.09923,0.00E+00,70,-4.09E-02,1
116.32772,8.50099,-0.38992,99.09655,0.00E+00,70,-3.28E-02,1
116.8266,8.54272,-0.39431,99.09972,0.00E+00,70,-2.48E-02,1
117.32547,8.58444,-0.39708,99.10453,0.00E+00,70,-1.78E-02,1
117.82434,8.6262,-0.40003,99.10757,0.00E+00,70,-1.21E-02,1
118.32322,8.66799,-0.40397,99.10957,0.00E+00,70,-8.15E-03,1
118.82209,8.70984,-0.40759,99.11189,0.00E+00,70,-6.03E-03,1
119.32097,8.75176,-0.41049,99.11414,0.00E+00,70,-5.71E-03,1
119.81984,8.79371,-0.41293,99.11549,0.00E+00,70,-7.01E-03,1
120.31871,8.83569,-0.41634,99.11338,0.00E+00,70,-9.60E-03,1
120.81759,8.87769,-0.41924,99.11261,0.00E+00,70,-1.31E-02,1
121.31646,8.91969,-0.42252,99.11208,0.00E+00,70,-1.72E-02,1
121.81534,8.96168,-0.42633,99.10898,0.00E+00,70,-2.16E-02,1
122.31421,9.00364,-0.42949,99.10577,0.00E+00,70,-2.59E-02,1
122.81308,9.04563,-0.43318,99.10469,0.00E+00,70,-3.00E-02,1
123.31196,9.08765,-0.43577,99.10371,0.00E+00,70,-3.37E-02,1
123.81083,9.12972,-0.43977,99.10215,0.00E+00,70,-3.67E-02,1
124.30971,9.17188,-0.4437,99.10255,0.00E+00,70,-3.90E-02,1
124.80858,9.21416,-0.44624,99.10301,0.00E+00,70,-4.05E-02,1
125.30745,9.25652,-0.44911,99.10195,0.00E+00,70,-4.12E-02,1
125.80633,9.29888,-0.45281,99.10074,0.00E+00,70,-4.10E-02,1
126.3052,9.34124,-0.45644,99.09058,0.00E+00,70,-4.00E-02,1
126.80408,9.38361,-0.45964,99.08339,0.00E+00,70,-3.85E-02,1
127.30295,9.42595,-0.46365,99.07908,0.00E+00,70,-3.69E-02,1
127.80182,9.46828,-0.4673,99.07804,0.00E+00,70,-3.53E-02,1
128.3007,9.51062,-0.46997,99.08126,0.00E+00,70,-3.42E-02,1
128.79957,9.55299,-0.47318,99.08467,0.00E+00,70,-3.39E-02,1
129.29845,9.59539,-0.47639,99.08815,0.00E+00,70,-3.44E-02,1
129.79732,9.63781,-0.47976,99.0899,0.00E+00,70,-3.59E-02,1
130.29619,9.68027,-0.48317,99.08839,0.00E+00,70,-3.82E-02,1
130.79507,9.72267,-0.48587,99.08585,0.00E+00,70,-4.09E-02,1
131.29394,9.76504,-0.48893,99.08352,0.00E+00,70,-4.39E-02,1
131.79282,9.8075,-0.4929,99.07942,0.00E+00,70,-4.68E-02,1
132.29169,9.85001,-0.49606,99.07365,0.00E+00,70,-4.92E-02,1
132.79056,9.89257,-0.49915,99.07027,0.00E+00,70,-5.10E-02,1
133.28944,9.93517,-0.50187,99.0656,0.00E+00,70,-5.21E-02,1
133.78831,9.97792,-0.50493,99.06316,0.00E+00,70,-5.26E-02,1
134.28719,10.02079,-0.5085,99.06237,0.00E+00,70,-5.27E-02,1
134.78606,10.06369,-0.51186,99.06128,0.00E+00,70,-5.27E-02,1
135.28493,10.10662,-0.51495,99.05977,0.00E+00,70,-5.27E-02,1
135.78381,10.14956,-0.51822,99.05618,0.00E+00,70,-5.31E-02,1
136.28268,10.19257,-0.52113,99.05374,0.00E+00,70,-5.40E-02,1
136.78156,10.23561,-0.5252,99.0524,0.00E+00,70,-5.54E-02,1
137.28043,10.27864,-0.52825,99.05182,0.00E+00,70,-5.72E-02,1
137.7793,10.32167,-0.53063,99.05289,0.00E+00,70,-5.90E-02,1
138.27818,10.36474,-0.53354,99.05306,0.00E+00,70,-6.05E-02,1
138.77705,10.40787,-0.53644,99.05231,0.00E+00,70,-6.13E-02,1
139.27593,10.45105,-0.5396,99.05197,0.00E+00,70,-6.11E-02,1
139.7748,10.49424,-0.54357,99.04054,0.00E+00,70,-5.96E-02,1
140.27367,10.53755,-0.54643,99.02724,0.00E+00,70,-5.70E-02,1
140.77255,10.58093,-0.54958,99.01643,0.00E+00,70,-5.35E-02,1
141.27142,10.62435,-0.55296,99.01077,0.00E+00,70,-4.96E-02,1
141.7703,10.66776,-0.55612,99.01468,0.00E+00,70,-4.59E-02,1
142.26917,10.71116,-0.55934,99.02257,0.00E+00,70,-4.30E-02,1
142.76804,10.75459,-0.56201,99.02551,0.00E+00,70,-4.13E-02,1
143.26692,10.79799,-0.56384,99.0291,0.00E+00,70,-4.13E-02,1
143.76579,10.84145,-0.56736,99.0304,0.00E+00,70,-4.27E-02,1
144.26467,10.88499,-0.57131,99.03113,0.00E+00,70,-4.55E-02,1
144.76354,10.92868,-0.57437,99.02721,0.00E+00,70,-4.91E-02,1
145.26241,10.97245,-0.57713,99.02052,0.00E+00,70,-5.30E-02,1
145.76129,11.01628,-0.58027,99.01538,0.00E+00,70,-5.65E-02,1
146.26016,11.06017,-0.58402,99.01038,0.00E+00,70,-5.92E-02,1
146.75904,11.1041,-0.58749,99.00452,0.00E+00,70,-6.07E-02,1
147.25791,11.14808,-0.58922,99.00105,0.00E+00,70,-6.10E-02,1
147.75678,11.19206,-0.59307,98.99877,0.00E+00,70,-6.01E-02,1
148.25566,11.23612,-0.59679,98.99528,0.00E+00,70,-5.83E-02,1
148.75453,11.28022,-0.59864,98.99253,0.00E+00,70,-5.59E-02,1
149.25341,11.32437,-0.60168,98.99004,0.00E+00,70,-5.32E-02,1
149.75228,11.36855,-0.60551,98.98857,0.00E+00,70,-5.08E-02,1
150.25115,11.41278,-0.6078,98.98893,0.00E+00,70,-4.89E-02,1
150.75003,11.4571,-0.61041,98.98872,0.00E+00,70,-4.76E-02,1
151.2489,11.50142,-0.61387,98.98742,0.00E+00,70,-4.73E-02,1
151.74778,11.54582,-0.61618,98.98504,0.00E+00,70,-4.78E-02,1
152.24665,11.59025,-0.61993,98.98249,0.00E+00,70,-4.91E-02,1
152.74552,11.63476,-0.62307,98.98121,0.00E+00,70,-5.11E-02,1
153.2444,11.67925,-0.62519,98.97927,0.00E+00,70,-5.35E-02,1
153.74327,11.72374,-0.62723,98.9768,0.00E+00,70,-5.62E-02,1
154.24215,11.7683,-0.63015,98.97421,0.00E+00,70,-5.90E-02,1
154.74102,11.81297,-0.63319,98.97246,0.00E+00,70,-6.17E-02,1
155.23989,11.85771,-0.63555,98.97059,0.00E+00,70,-6.41E-02,1
155.73877,11.90249,-0.6388,98.96425,0.00E+00,70,-6.61E-02,1
156.23764,11.9474,-0.6409,98.95944,0.00E+00,70,-6.76E-02,1
156.73652,11.9924,-0.643,98.95569,0.00E+00,70,-6.87E-02,1
157.23539,12.03751,-0.64628,98.95306,0.00E+00,70,-6.95E-02,1
157.73426,12.08265,-0.64895,98.95088,0.00E+00,70,-7.01E-02,1
158.23314,12.12789,-0.65105,98.94747,0.00E+00,70,-7.07E-02,1
158.73201,12.1732,-0.65352,98.94445,0.00E+00,70,-7.17E-02,1
159.23089,12.21859,-0.65612,98.94171,0.00E+00,70,-7.32E-02,1
159.72976,12.264,-0.65909,98.9378,0.00E+00,70,-7.54E-02,1
160.22863,12.30933,-0.66197,98.93431,0.00E+00,70,-7.85E-02,1
160.72751,12.35467,-0.66363,98.93217,0.00E+00,70,-8.26E-02,1
161.22638,12.39998,-0.66648,98.93227,0.00E+00,70,-8.76E-02,1
161.72526,12.44531,-0.66838,98.93136,0.00E+00,70,-9.33E-02,1
162.22413,12.49058,-0.67016,98.92449,0.00E+00,70,-9.96E-02,1
162.723,12.53597,-0.6733,98.91781,0.00E+00,70,-0.106,1
163.22188,12.5815,-0.67606,98.91247,0.00E+00,70,-0.1122,1
163.72075,12.62717,-0.67876,98.90905,0.00E+00,70,-0.11776,1
164.21963,12.67298,-0.68093,98.90669,0.00E+00,70,-0.12228,1
164.7185,12.7189,-0.68337,98.89735,0.00E+00,70,-0.12547,1
165.21737,12.76493,-0.68658,98.88469,0.00E+00,70,-0.12722,1
165.71625,12.81103,-0.6888,98.87817,0.00E+00,70,-0.1276,1
166.21512,12.85708,-0.69133,98.87048,0.00E+00,70,-0.12687,1
166.714,12.90313,-0.69362,98.86314,0.00E+00,70,-0.12549,1
167.21287,12.9492,-0.69531,98.85697,0.00E+00,70,-0.12403,1
167.71174,12.99542,-0.69833,98.85188,0.00E+00,70,-0.12303,1
168.21062,13.04165,-0.70093,98.84908,0.00E+00,70,-0.12299,1
168.70949,13.088,-0.70292,98.84782,0.00E+00,70,-0.12421,1
169.20837,13.13443,-0.7053,98.84576,0.00E+00,70,-0.12679,1
169.70724,13.18095,-0.70873,98.84243,0.00E+00,70,-0.13059,1
170.20611,13.22743,-0.71172,98.83785,0.00E+00,70,-0.13528,1
170.70499,13.27391,-0.71359,98.83242,0.00E+00,70,-0.14045,1
171.20386,13.32042,-0.71574,98.82082,0.00E+00,70,-0.14569,1
171.70274,13.36691,-0.7188,98.80718,0.00E+00,70,-0.15073,1
172.20161,13.41344,-0.72142,98.79929,0.00E+00,70,-0.15544,1
172.70048,13.45998,-0.72357,98.79043,0.00E+00,70,-0.15987,1
173.19936,13.50657,-0.72664,98.78331,0.00E+00,70,-0.16422,1
173.69823,13.55322,-0.72902,98.77852,0.00E+00,70,-0.16876,1
174.19711,13.59996,-0.73181,98.77475,0.00E+00,70,-0.17377,1
174.69598,13.6467,-0.7334,98.76854,0.00E+00,70,-0.17942,1
175.19485,13.69356,-0.73661,98.76085,0.00E+00,70,-0.18579,1
175.69373,13.74051,-0.73916,98.75404,0.00E+00,70,-0.19282,1
176.1926,13.78745,-0.74175,98.73954,0.00E+00,70,-0.2003,1
176.69148,13.83435,-0.74448,98.72892,0.00E+00,70,-0.20798,1
177.19035,13.88135,-0.74713,98.71951,0.00E+00,70,-0.21558,1
177.68922,13.92838,-0.74919,98.71043,0.00E+00,70,-0.22276,1
178.1881,13.97534,-0.75182,98.69922,0.00E+00,70,-0.22924,1
178.68697,14.02233,-0.75411,98.6882,0.00E+00,70,-0.23474,1
179.18585,14.06938,-0.75686,98.67864,0.00E+00,70,-0.23906,1
179.68472,14.11644,-0.75986,98.66441,0.00E+00,70,-0.24203,1
180.18359,14.16351,-0.76138,98.64953,0.00E+00,70,-0.24363,1
180.68247,14.21062,-0.76501,98.63777,0.00E+00,70,-0.24397,1
181.18134,14.25776,-0.76777,98.62742,0.00E+00,70,-0.24335,1
181.68022,14.30495,-0.76972,98.61271,0.00E+00,70,-0.24225,1
182.17909,14.35219,-0.77313,98.59644,0.00E+00,70,-0.24127,1
182.67796,14.39946,-0.77493,98.58769,0.00E+00,70,-0.24113,1
183.17684,14.4468,-0.7777,98.57627,0.00E+00,70,-0.24244,1
183.67571,14.49423,-0.77893,98.5667,0.00E+00,70,-0.24569,1
184.17459,14.5417,-0.78218,98.56388,0.00E+00,70,-0.25111,1
184.67346,14.58926,-0.7844,98.55832,0.00E+00,70,-0.25862,1
185.17233,14.63693,-0.78533,98.55025,0.00E+00,70,-0.26787,1
185.67121,14.68465,-0.78814,98.5363,0.00E+00,70,-0.27828,1
186.17008,14.73239,-0.79052,98.51987,0.00E+00,70,-0.28923,1
186.66896,14.78019,-0.79323,98.49532,0.00E+00,70,-0.30015,1
187.16783,14.82799,-0.79612,98.47629,0.00E+00,70,-0.31059,1
187.6667,14.87574,-0.79835,98.46144,0.00E+00,70,-0.32035,1
188.16558,14.9235,-0.801,98.44704,0.00E+00,70,-0.32942,1
188.66445,14.97133,-0.80375,98.43827,0.00E+00,70,-0.33797,1
189.16333,15.0192,-0.80605,98.42513,0.00E+00,70,-0.34622,1
189.6622,15.06708,-0.80843,98.40797,0.00E+00,70,-0.3544,1
190.16107,15.11499,-0.81139,98.38743,0.00E+00,70,-0.36271,1
190.65995,15.16293,-0.81383,98.36178,0.00E+00,70,-0.37129,1
191.15882,15.21088,-0.8158,98.34508,0.00E+00,70,-0.38016,1
191.6577,15.25879,-0.81924,98.33313,0.00E+00,70,-0.38927,1
192.15657,15.30673,-0.82095,98.31593,0.00E+00,70,-0.39848,1
192.65544,15.35476,-0.82308,98.29894,0.00E+00,70,-0.40761,1
193.15432,15.40278,-0.82698,98.27801,0.00E+00,70,-0.41638,1
193.65319,15.45084,-0.82799,98.25737,0.00E+00,70,-0.42456,1
194.15207,15.499,-0.83056,98.23541,0.00E+00,70,-0.43198,1
194.65094,15.5472,-0.83432,98.20403,0.00E+00,70,-0.43856,1
195.14981,15.5954,-0.83734,98.18524,0.00E+00,70,-0.4444,1
195.64869,15.64368,-0.83862,98.16513,0.00E+00,70,-0.44971,1
196.14756,15.69201,-0.8413,98.14246,0.00E+00,70,-0.4548,1
196.64644,15.74032,-0.84342,98.12461,0.00E+00,70,-0.46,1
197.14531,15.78861,-0.84727,98.09922,0.00E+00,70,-0.46559,1
197.64418,15.8369,-0.84958,98.07952,0.00E+00,70,-0.47172,1
198.14306,15.88518,-0.85259,98.05783,0.00E+00,70,-0.47834,1
198.64193,15.93348,-0.85421,98.03531,0.00E+00,70,-0.48529,1
199.14081,15.98176,-0.85674,98.01688,0.00E+00,70,-0.49224,1
199.63968,16.03012,-0.86012,97.99078,0.00E+00,70,-0.49887,1
200.13855,16.07856,-0.86288,97.95965,0.00E+00,70,-0.50487,1
200.63743,16.12705,-0.86526,97.93579,0.00E+00,70,-0.51006,1
201.1363,16.17557,-0.86759,97.9057,0.00E+00,70,-0.51442,1
201.63518,16.22415,-0.87136,97.87717,0.00E+00,70,-0.5181,1
202.13405,16.27275,-0.87436,97.85722,0.00E+00,70,-0.52137,1
202.63292,16.32134,-0.87626,97.83487,0.00E+00,70,-0.52457,1
203.1318,16.37,-0.87976,97.81416,0.00E+00,70,-0.52803,1
203.63067,16.41868,-0.88311,97.78279,0.00E+00,70,-0.53201,1
204.12955,16.46739,-0.88578,97.75141,0.00E+00,70,-0.53668,1
204.62842,16.51617,-0.8889,97.73393,0.00E+00,70,-0.54211,1
205.12729,16.56503,-0.8915,97.70834,0.00E+00,70,-0.54825,1
205.62617,16.61383,-0.89417,97.68474,0.00E+00,70,-0.55503,1
206.12504,16.66264,-0.897,97.65281,0.00E+00,70,-0.56235,1
206.62392,16.71152,-0.89877,97.61576,0.00E+00,70,-0.57012,1
207.12279,16.76037,-0.90254,97.60099,0.00E+00,70,-0.57819,1
207.62166,16.80916,-0.90516,97.56568,0.00E+00,70,-0.58639,1
208.12054,16.858,-0.90897,97.53572,0.00E+00,70,-0.59446,1
208.61941,16.90686,-0.91128,97.51295,0.00E+00,70,-0.60203,1
209.11829,16.95571,-0.91497,97.48763,0.00E+00,70,-0.60866,1
209.61716,17.00461,-0.91803,97.45103,0.00E+00,70,-0.61391,1
210.11603,17.05357,-0.92091,97.42628,0.00E+00,70,-0.61749,1
210.61491,17.10262,-0.92346,97.38966,0.00E+00,70,-0.61931,1
211.11378,17.1517,-0.9269,97.3476,0.00E+00,70,-0.61958,1
211.61266,17.2008,-0.92981,97.31462,0.00E+00,70,-0.61881,1
212.11153,17.24988,-0.93233,97.27757,0.00E+00,70,-0.61771,1
212.6104,17.29901,-0.93534,97.25637,0.00E+00,70,-0.61699,1
213.10928,17.34812,-0.93931,97.2314,0.00E+00,70,-0.6172,1
213.60815,17.3973,-0.94135,97.20948,0.00E+00,70,-0.61858,1
214.10703,17.44655,-0.94463,97.19963,0.00E+00,70,-0.62103,1
214.6059,17.49585,-0.94728,97.15927,0.00E+00,70,-0.62414,1
215.10477,17.54515,-0.94935,97.11078,0.00E+00,70,-0.62736,1
