Time (s),Mass (g),HRR (kW/m2)
0.00,111.00,0.00
4.80,110.70,0.00
10.20,110.40,0.00
15.00,110.26,0.00
19.80,109.89,11.40
25.20,109.22,135.40
30.00,108.31,200.30
34.80,107.43,244.60
40.20,106.58,242.90
45.00,105.80,224.00
49.80,104.98,201.10
55.20,104.31,182.80
60.00,103.59,170.20
64.80,103.00,163.60
70.20,102.30,155.60
75.00,101.72,146.80
79.80,101.10,139.80
85.20,100.58,136.50
90.00,99.95,137.90
94.80,99.45,127.10
100.20,98.89,122.30
105.00,98.40,122.80
109.80,97.83,123.50
115.20,97.36,122.50
120.00,96.80,115.80
124.80,96.29,114.90
130.20,95.77,116.40
135.00,95.29,115.20
139.80,94.77,114.30
145.20,94.30,108.50
150.00,93.75,107.90
154.80,93.29,109.10
160.20,92.75,109.90
165.00,92.28,104.60
169.80,91.72,104.90
175.20,91.26,103.40
180.00,90.78,103.50
184.80,90.27,99.40
190.20,89.84,91.90
195.00,89.33,90.90
199.80,88.91,91.90
205.20,88.41,85.00
210.00,87.98,84.80
214.80,87.54,84.20
220.20,87.11,84.40
225.00,86.65,84.40
229.80,86.25,84.90
235.20,85.78,83.90
240.00,85.40,82.10
244.80,84.92,83.60
250.20,84.50,83.20
255.00,84.11,82.30
259.80,83.65,80.50
265.20,83.25,81.60
270.00,82.83,83.20
274.80,82.42,82.10
280.20,82.01,80.60
285.00,81.58,79.00
289.80,81.23,80.00
295.20,80.79,79.60
300.00,80.42,78.40
304.80,79.99,77.00
310.20,79.60,76.90
315.00,79.22,77.40
319.80,78.80,77.10
325.20,78.42,76.10
330.00,78.04,77.30
334.80,77.67,77.60
340.20,77.24,77.50
345.00,76.87,77.90
349.80,76.50,74.20
355.20,76.07,83.20
360.00,75.74,77.00
364.80,75.33,76.00
370.20,74.99,76.20
375.00,74.56,78.40
379.80,74.18,79.20
385.20,73.84,78.80
390.00,73.42,77.50
394.80,73.06,77.90
400.20,72.69,78.10
405.00,72.31,78.60
409.80,71.99,78.40
415.20,71.55,79.00
420.00,71.20,80.80
424.80,70.83,81.50
430.20,70.46,81.50
435.00,70.10,79.00
439.80,69.69,84.10
445.20,69.33,83.50
450.00,68.99,82.00
454.80,68.58,79.90
460.20,68.20,87.20
465.00,67.82,86.60
469.80,67.48,84.30
475.20,67.05,83.80
480.00,66.68,89.80
484.80,66.32,89.80
490.20,65.88,88.70
495.00,65.50,86.10
499.80,65.11,91.40
505.20,64.71,93.50
510.00,64.36,92.40
514.80,63.95,94.00
520.20,63.54,91.30
525.00,63.10,99.20
529.80,62.74,97.80
535.20,62.29,97.30
540.00,61.90,97.60
544.80,61.42,104.00
550.20,60.98,104.40
555.00,60.58,103.80
559.80,60.12,103.20
565.20,59.67,103.70
570.00,59.20,110.90
574.80,58.77,111.10
580.20,58.29,112.10
585.00,57.83,112.60
589.80,57.33,119.60
595.20,56.86,119.00
600.00,56.34,119.70
604.80,55.87,119.60
610.20,55.38,127.40
615.00,54.84,127.90
619.80,54.30,127.90
625.20,53.78,128.50
630.00,53.25,130.00
634.80,52.78,136.20
640.20,52.18,136.10
645.00,51.63,136.70
649.80,51.11,135.80
655.20,50.53,143.90
660.00,50.02,144.40
664.80,49.40,142.60
670.20,48.86,142.60
675.00,48.36,149.10
679.80,47.72,148.40
685.20,47.18,148.30
690.00,46.66,146.20
694.80,46.04,146.10
700.20,45.48,151.70
705.00,44.90,151.20
709.80,44.34,149.40
715.20,43.76,150.50
720.00,43.26,145.60
724.80,42.64,148.50
730.20,42.15,147.60
735.00,41.56,146.30
739.80,41.04,144.90
745.20,40.45,146.40
750.00,39.98,140.40
754.80,39.38,140.00
760.20,38.85,138.40
765.00,38.40,138.80
769.80,37.87,134.70
775.20,37.38,128.80
780.00,36.89,131.60
784.80,36.44,127.80
790.20,35.97,130.30
795.00,35.56,126.10
799.80,35.05,120.80
805.20,34.63,119.90
810.00,34.27,114.10
814.80,33.83,107.70
820.20,33.44,108.80
825.00,33.07,108.10
829.80,32.73,108.00
835.20,32.37,99.60
840.00,32.04,95.00
844.80,31.70,93.80
850.20,31.41,93.80
855.00,31.09,92.50
859.80,30.80,84.40
865.20,30.51,83.10
870.00,30.24,82.80
874.80,30.02,82.60
880.20,29.78,73.00
885.00,29.54,73.50
889.80,29.31,72.90
895.20,29.11,67.90
900.00,28.92,68.70
904.80,28.70,59.50
910.20,28.53,60.00
915.00,28.37,59.00
919.80,28.22,60.00
925.20,28.07,50.70
930.00,27.95,52.00
934.80,27.80,50.50
940.20,27.70,50.20
945.00,27.60,50.00
949.80,27.49,43.80
955.20,27.39,36.30
960.00,27.33,38.00
964.80,27.25,38.50
970.20,27.19,32.50
975.00,27.12,32.40
979.80,27.06,33.20
985.20,27.00,35.40
990.00,26.91,34.90
994.80,26.86,34.20
1000.20,26.80,32.50
1005.00,26.74,32.60
1009.80,26.65,33.60
1015.20,26.62,33.80
1020.00,26.55,33.40
1024.80,26.48,31.70
1030.20,26.44,32.10
1035.00,26.35,32.40
1039.80,26.33,32.30
1045.20,26.25,31.50
1050.00,26.20,31.50
1054.80,26.16,33.10
1060.20,26.09,33.00
1065.00,26.04,31.40
1069.80,25.98,30.50
1075.20,25.91,31.60
1080.00,25.85,30.70
1084.80,25.81,30.80
1090.20,25.74,29.30
1095.00,25.70,35.30
