Time (s),Mass (g)
0,93.40
1,93.40
2,93.39
3,93.37
4,93.34
5,93.33
6,93.32
7,93.30
8,93.28
9,93.27
10,93.25
11,93.24
12,93.23
13,93.20
14,93.19
15,93.17
16,93.17
17,93.15
18,93.14
19,93.11
20,93.10
21,93.08
22,93.06
23,93.05
24,93.03
25,93.01
26,93.00
27,92.97
28,92.96
29,92.95
30,92.93
31,92.92
32,92.89
33,92.87
34,92.84
35,92.81
36,92.79
37,92.77
38,92.76
39,92.73
40,92.69
41,92.68
42,92.64
43,92.60
44,92.59
45,92.56
46,92.54
47,92.53
48,92.46
49,92.45
50,92.41
51,92.37
52,92.36
53,92.32
54,92.27
55,92.24
56,92.21
57,92.17
58,92.15
59,92.12
60,92.09
61,92.04
62,92.01
63,91.97
64,91.94
65,91.92
66,91.84
67,91.81
68,91.78
69,91.74
70,91.70
71,91.64
72,91.62
73,91.58
74,91.53
75,91.51
76,91.46
77,91.38
78,91.37
79,91.34
80,91.29
81,91.27
82,91.23
83,91.17
84,91.15
85,91.12
86,91.05
87,91.03
88,90.99
89,90.93
90,90.92
91,90.87
92,90.81
93,90.79
94,90.75
95,90.71
96,90.68
97,90.61
98,90.59
99,90.55
100,90.50
101,90.48
102,90.45
103,90.39
104,90.36
105,90.33
106,90.26
107,90.25
108,90.22
109,90.16
110,90.13
111,90.10
112,90.04
113,90.02
114,89.98
115,89.95
116,89.90
117,89.86
118,89.80
119,89.79
120,89.74
121,89.71
122,89.66
123,89.62
124,89.59
125,89.55
126,89.49
127,89.47
128,89.44
129,89.41
130,89.37
131,89.30
132,89.28
133,89.25
134,89.20
135,89.18
136,89.14
137,89.07
138,89.06
139,89.02
140,88.96
141,88.94
142,88.91
143,88.85
144,88.83
145,88.78
146,88.73
147,88.71
148,88.67
149,88.65
150,88.60
151,88.53
152,88.52
153,88.47
154,88.43
155,88.41
156,88.37
157,88.33
158,88.28
159,88.25
160,88.20
161,88.17
162,88.15
163,88.09
164,88.08
165,88.03
166,87.98
167,87.96
168,87.93
169,87.88
170,87.84
171,87.79
172,87.77
173,87.72
174,87.67
175,87.66
176,87.62
177,87.57
178,87.55
179,87.50
180,87.45
181,87.43
182,87.39
183,87.34
184,87.32
185,87.27
186,87.22
187,87.20
188,87.16
189,87.10
190,87.08
191,87.04
192,86.98
193,86.97
194,86.92
195,86.87
196,86.85
197,86.81
198,86.75
199,86.72
200,86.69
201,86.64
202,86.62
203,86.59
204,86.52
205,86.49
206,86.46
207,86.40
208,86.39
209,86.34
210,86.29
211,86.27
212,86.23
213,86.18
214,86.16
215,86.12
216,86.06
217,86.04
218,86.00
219,85.94
220,85.92
221,85.88
222,85.82
223,85.80
224,85.76
225,85.70
226,85.68
227,85.64
228,85.59
229,85.57
230,85.52
231,85.46
232,85.44
233,85.40
234,85.34
235,85.33
236,85.29
237,85.22
238,85.20
239,85.17
240,85.10
241,85.08
242,85.04
243,84.97
244,84.95
245,84.91
246,84.85
247,84.83
248,84.81
249,84.77
250,84.72
251,84.66
252,84.65
253,84.61
254,84.54
255,84.53
256,84.48
257,84.44
258,84.40
259,84.34
260,84.31
261,84.27
262,84.22
263,84.19
264,84.15
265,84.12
266,84.07
267,84.01
268,83.99
269,83.95
270,83.88
271,83.86
272,83.82
273,83.75
274,83.72
275,83.69
276,83.63
277,83.60
278,83.58
279,83.51
280,83.48
281,83.45
282,83.39
283,83.36
284,83.33
285,83.26
