Time (s),Temperature (K),Mass (mg),,,
1222.9728,719.1,1.8645,,,
1224.4800,719.6,1.8613,,,
1225.9866,720.1,1.8593,,,
1227.4926,720.6,1.8559,,,
1228.9974,721.1,1.8539,,,
1230.5016,721.6,1.8512,,,
1232.0058,722.1,1.8489,,,
1233.5094,722.6,1.8456,,,
1235.0142,723.1,1.8442,,,
1236.5196,723.6,1.8406,,,
1238.0238,724.1,1.8390,,,
1239.5286,724.6,1.8362,,,
1241.0328,725.1,1.8333,,,
1242.5346,725.6,1.8311,,,
1244.0370,726.1,1.8288,,,
1245.5376,726.6,1.8262,,,
1247.0382,727.1,1.8240,,,
1248.5382,727.6,1.8213,,,
1250.0364,728.1,1.8194,,,
1251.5352,728.6,1.8169,,,
1253.0334,729.1,1.8150,,,
1254.5322,729.6,1.8125,,,
1256.0298,730.1,1.8104,,,
1257.5268,730.6,1.8080,,,
1259.0220,731.1,1.8054,,,
1260.5160,731.6,1.8037,,,
1262.0088,732.1,1.8012,,,
1263.5028,732.6,1.7981,,,
1264.9956,733.1,1.7963,,,
1266.4896,733.6,1.7927,,,
1267.9836,734.1,1.7911,,,
1269.4770,734.6,1.7884,,,
1270.9710,735.1,1.7861,,,
1272.4656,735.6,1.7838,,,
1273.9620,736.1,1.7812,,,
1275.4596,736.6,1.7787,,,
1276.9578,737.1,1.7766,,,
1278.4566,737.6,1.7741,,,
1279.9548,738.1,1.7726,,,
1281.4518,738.6,1.7705,,,
1282.9494,739.1,1.7678,,,
1284.4482,739.6,1.7658,,,
1285.9464,740.1,1.7636,,,
1287.4452,740.6,1.7615,,,
1288.9428,741.1,1.7595,,,
1290.4392,741.6,1.7573,,,
1291.9368,742.1,1.7551,,,
1293.4356,742.6,1.7533,,,
1294.9356,743.1,1.7512,,,
1296.4362,743.6,1.7495,,,
1297.9362,744.1,1.7478,,,
1299.4362,744.6,1.7451,,,
1300.9368,745.1,1.7444,,,
1302.4380,745.6,1.7422,,,
1303.9386,746.1,1.7397,,,
1305.4398,746.6,1.7386,,,
1306.9392,747.1,1.7367,,,
1308.4380,747.6,1.7352,,,
1309.9380,748.1,1.7324,,,
1311.4374,748.6,1.7318,,,
1312.9374,749.1,1.7295,,,
1314.4374,749.6,1.7280,,,
1315.9356,750.1,1.7259,,,
1317.4332,750.6,1.7242,,,
1318.9314,751.1,1.7220,,,
1320.4284,751.6,1.7204,,,
1321.9266,752.1,1.7186,,,
1323.4260,752.6,1.7168,,,
1324.9254,753.1,1.7143,,,
1326.4254,753.6,1.7133,,,
1327.9266,754.1,1.7115,,,
1329.4272,754.6,1.7100,,,
1330.9272,755.1,1.7082,,,
1332.4272,755.6,1.7059,,,
1333.9254,756.1,1.7044,,,
1335.4218,756.6,1.7030,,,
1336.9176,757.1,1.7016,,,
1338.4128,757.6,1.6993,,,
1339.9092,758.1,1.6984,,,
1341.4074,758.6,1.6962,,,
1342.9074,759.1,1.6944,,,
1344.4080,759.6,1.6923,,,
1345.9098,760.1,1.6907,,,
1347.4104,760.6,1.6893,,,
1348.9092,761.1,1.6879,,,
1350.4068,761.6,1.6865,,,
1351.9032,762.1,1.6843,,,
1353.4014,762.6,1.6833,,,
1354.9002,763.1,1.6823,,,
1356.4002,763.6,1.6805,,,
1357.9008,764.1,1.6790,,,
1359.4014,764.6,1.6771,,,
1360.9014,765.1,1.6764,,,
1362.4014,765.6,1.6746,,,
1363.9002,766.1,1.6735,,,
1365.3978,766.6,1.6721,,,
1366.8948,767.1,1.6702,,,
1368.3912,767.6,1.6691,,,
1369.8882,768.1,1.6674,,,
1371.3852,768.6,1.6664,,,
1372.8834,769.1,1.6652,,,
1374.3828,769.6,1.6630,,,
1375.8828,770.1,1.6619,,,
1377.3840,770.6,1.6608,,,
1378.8852,771.1,1.6592,,,
1380.3852,771.6,1.6582,,,
1381.8852,772.1,1.6569,,,
1383.3846,772.6,1.6551,,,
1384.8846,773.1,1.6539,,,
1386.3846,773.6,1.6531,,,
1387.8846,774.1,1.6516,,,
1389.3810,774.6,1.6501,,,
1390.8744,775.1,1.6489,,,
1392.3660,775.6,1.6478,,,
1393.8564,776.1,1.6462,,,
1395.3474,776.6,1.6449,,,
1396.8390,777.1,1.6439,,,
1398.3312,777.6,1.6430,,,
1399.8240,778.1,1.6425,,,
1401.3180,778.6,1.6414,,,
1402.8108,779.1,1.6404,,,
1404.3030,779.6,1.6390,,,
1405.7952,780.1,1.6374,,,
1407.2874,780.6,1.6369,,,
1408.7814,781.1,1.6358,,,
1410.2790,781.6,1.6340,,,
1411.7766,782.1,1.6330,,,
1413.2760,782.6,1.6319,,,
1414.7760,783.1,1.6299,,,
1416.2760,783.6,1.6286,,,
1417.7784,784.1,1.6279,,,
1419.2820,784.6,1.6267,,,
1420.7868,785.1,1.6253,,,
1422.2928,785.6,1.6243,,,
1423.7994,786.1,1.6234,,,
1425.3072,786.6,1.6222,,,
1426.8162,787.1,1.6213,,,
1428.3264,787.6,1.6204,,,
1429.8384,788.1,1.6184,,,
1431.3522,788.6,1.6179,,,
1432.8660,789.1,1.6166,,,
1434.3828,789.6,1.6156,,,
1435.9020,790.1,1.6144,,,
1437.4236,790.6,1.6135,,,
1438.9500,791.1,1.6125,,,
1440.4782,791.6,1.6103,,,
1442.0064,792.1,1.6093,,,
1443.5334,792.6,1.6087,,,
1445.0586,793.1,1.6077,,,
1446.5820,793.6,1.6061,,,
1448.1060,794.1,1.6053,,,
1449.6318,794.6,1.6042,,,
1451.1600,795.1,1.6031,,,
1452.6894,795.6,1.6015,,,
1454.2200,796.1,1.6002,,,
1455.7494,796.6,1.5996,,,
1457.2776,797.1,1.5986,,,
1458.8058,797.6,1.5979,,,
1460.3346,798.1,1.5971,,,
1461.8640,798.6,1.5960,,,
1463.3940,799.1,1.5947,,,
1464.9234,799.6,1.5940,,,
1466.4522,800.1,1.5924,,,
1467.9798,800.6,1.5909,,,
1469.5050,801.1,1.5906,,,
1471.0290,801.6,1.5897,,,
1472.5530,802.1,1.5886,,,
1474.0746,802.6,1.5872,,,
1475.5968,803.1,1.5862,,,
1477.1190,803.6,1.5853,,,
1478.6418,804.1,1.5843,,,
1480.1664,804.6,1.5836,,,
1481.6910,805.1,1.5820,,,
1483.2156,805.6,1.5812,,,
1484.7414,806.1,1.5805,,,
1486.2672,806.6,1.5797,,,
1487.7924,807.1,1.5790,,,
1489.3170,807.6,1.5778,,,
1490.8392,808.1,1.5767,,,
1492.3614,808.6,1.5759,,,
1493.8842,809.1,1.5751,,,
1495.4070,809.6,1.5743,,,
1496.9334,810.1,1.5727,,,
1498.4604,810.6,1.5716,,,
1499.9886,811.1,1.5712,,,
1501.5186,811.6,1.5704,,,
1503.0486,812.1,1.5696,,,
1504.5792,812.6,1.5682,,,
1506.1110,813.1,1.5673,,,
1507.6410,813.6,1.5664,,,
1509.1722,814.1,1.5655,,,
1510.7040,814.6,1.5648,,,
1512.2376,815.1,1.5636,,,
1513.7736,815.6,1.5620,,,
1515.3108,816.1,1.5617,,,
1516.8468,816.6,1.5609,,,
1518.3822,817.1,1.5600,,,
1519.9164,817.6,1.5592,,,
1521.4512,818.1,1.5583,,,
1522.9860,818.6,1.5572,,,
1524.5226,819.1,1.5562,,,
1526.0616,819.6,1.5554,,,
1527.6024,820.1,1.5542,,,
1529.1468,820.6,1.5529,,,
1530.6912,821.1,1.5526,,,
1532.2344,821.6,1.5519,,,
1533.7764,822.1,1.5512,,,
1535.3178,822.6,1.5498,,,
1536.8592,823.1,1.5488,,,
1538.4012,823.6,1.5478,,,
1539.9432,824.1,1.5469,,,
1541.4840,824.6,1.5460,,,
1543.0260,825.1,1.5447,,,
1544.5686,825.6,1.5432,,,
1546.1136,826.1,1.5429,,,
1547.6592,826.6,1.5421,,,
1549.2048,827.1,1.5407,,,
1550.7504,827.6,1.5395,,,
1552.2954,828.1,1.5390,,,
1553.8416,828.6,1.5377,,,
1555.3896,829.1,1.5367,,,
1556.9376,829.6,1.5361,,,
1558.4850,830.1,1.5353,,,
1560.0300,830.6,1.5343,,,
1561.5726,831.1,1.5335,,,
1563.1134,831.6,1.5324,,,
1564.6530,832.1,1.5310,,,
1566.1926,832.6,1.5304,,,
1567.7322,833.1,1.5297,,,
1569.2736,833.6,1.5288,,,
1570.8150,834.1,1.5279,,,
1572.3576,834.6,1.5271,,,
1573.9014,835.1,1.5260,,,
1575.4458,835.6,1.5249,,,
1576.9926,836.1,1.5239,,,
1578.5400,836.6,1.5229,,,
1580.0862,837.1,1.5219,,,
1581.6324,837.6,1.5211,,,
1583.1768,838.1,1.5203,,,
1584.7200,838.6,1.5193,,,
1586.2614,839.1,1.5178,,,
1587.8016,839.6,1.5163,,,
1589.3406,840.1,1.5161,,,
1590.8796,840.6,1.5154,,,
1592.4192,841.1,1.5146,,,
1593.9594,841.6,1.5139,,,
1595.4996,842.1,1.5128,,,
1597.0386,842.6,1.5121,,,
1598.5764,843.1,1.5114,,,
1600.1136,843.6,1.5107,,,
1601.6502,844.1,1.5102,,,
1603.1868,844.6,1.5094,,,
1604.7234,845.1,1.5089,,,
1606.2612,845.6,1.5080,,,
1607.7996,846.1,1.5068,,,
1609.3380,846.6,1.5053,,,
1610.8770,847.1,1.5046,,,
1612.4154,847.6,1.5037,,,
1613.9526,848.1,1.5028,,,
1615.4898,848.6,1.5017,,,
1617.0252,849.1,1.5007,,,
1618.5600,849.6,1.4999,,,
1620.0960,850.1,1.4990,,,
1621.6314,850.6,1.4982,,,
1623.1668,851.1,1.4974,,,
1624.7010,851.6,1.4969,,,
1626.2340,852.1,1.4961,,,
1627.7664,852.6,1.4953,,,
1629.3012,853.1,1.4940,,,
1630.8354,853.6,1.4932,,,
1632.3702,854.1,1.4930,,,
1633.9026,854.6,1.4924,,,
1635.4338,855.1,1.4917,,,
1636.9650,855.6,1.4908,,,
1638.4962,856.1,1.4902,,,
1640.0280,856.6,1.4897,,,
1641.5604,857.1,1.4886,,,
1643.0916,857.6,1.4879,,,
1644.6228,858.1,1.4872,,,
1646.1528,858.6,1.4866,,,
1647.6804,859.1,1.4861,,,
1649.2074,859.6,1.4849,,,
1650.7332,860.1,1.4836,,,
1652.2578,860.6,1.4832,,,
1653.7818,861.1,1.4830,,,
1655.3058,861.6,1.4825,,,
1656.8292,862.1,1.4815,,,
1658.3526,862.6,1.4803,,,
1659.8748,863.1,1.4795,,,
1661.3964,863.6,1.4787,,,
1662.9162,864.1,1.4779,,,
1664.4348,864.6,1.4771,,,
1665.9528,865.1,1.4764,,,
1667.4702,865.6,1.4757,,,
1668.9900,866.1,1.4751,,,
1670.5098,866.6,1.4746,,,
1672.0296,867.1,1.4732,,,
1673.5500,867.6,1.4724,,,
1675.0692,868.1,1.4723,,,
1676.5872,868.6,1.4719,,,
1678.1052,869.1,1.4715,,,
1679.6226,869.6,1.4705,,,
1681.1400,870.1,1.4698,,,
1682.6562,870.6,1.4691,,,
1684.1724,871.1,1.4686,,,
1685.6880,871.6,1.4681,,,
1687.2018,872.1,1.4673,,,
1688.7144,872.6,1.4664,,,
1690.2258,873.1,1.4656,,,
1691.7348,873.6,1.4649,,,
1693.2420,874.1,1.4642,,,
1694.7486,874.6,1.4634,,,
1696.2522,875.1,1.4627,,,
1697.7540,875.6,1.4621,,,
1699.2534,876.1,1.4614,,,
1700.7522,876.6,1.4605,,,
1702.2492,877.1,1.4594,,,
1703.7486,877.6,1.4588,,,
1705.2498,878.1,1.4582,,,
1706.7516,878.6,1.4575,,,
1708.2546,879.1,1.4570,,,
1709.7576,879.6,1.4559,,,
1711.2606,880.1,1.4550,,,
1712.7666,880.6,1.4542,,,
1714.2744,881.1,1.4537,,,
1715.7828,881.6,1.4529,,,
1717.2930,882.1,1.4522,,,
1718.8032,882.6,1.4515,,,
1720.3134,883.1,1.4509,,,
1721.8254,883.6,1.4503,,,
1723.3392,884.1,1.4497,,,
1724.8536,884.6,1.4492,,,
1726.3704,885.1,1.4476,,,
1727.8866,885.6,1.4468,,,
1729.4022,886.1,1.4465,,,
1730.9178,886.6,1.4462,,,
1732.4310,887.1,1.4458,,,
1733.9442,887.6,1.4453,,,
1735.4568,888.1,1.4446,,,
1736.9706,888.6,1.4440,,,
1738.4844,889.1,1.4434,,,
1739.9988,889.6,1.4430,,,
1741.5138,890.1,1.4425,,,
1743.0270,890.6,1.4419,,,
1744.5414,891.1,1.4412,,,
1746.0576,891.6,1.4404,,,
1747.5738,892.1,1.4400,,,
1749.0906,892.6,1.4395,,,
1750.6068,893.1,1.4389,,,
1752.1206,893.6,1.4382,,,
1753.6332,894.1,1.4376,,,
1755.1458,894.6,1.4369,,,
1756.6578,895.1,1.4363,,,
1758.1710,895.6,1.4351,,,
1759.6848,896.1,1.4341,,,
1761.1980,896.6,1.4335,,,
1762.7106,897.1,1.4327,,,
1764.2226,897.6,1.4321,,,
1765.7346,898.1,1.4315,,,
1767.2454,898.6,1.4308,,,
1768.7556,899.1,1.4300,,,
1770.2640,899.6,1.4292,,,
1771.7718,900.1,1.4285,,,
1773.2772,900.6,1.4279,,,
1774.7826,901.1,1.4273,,,
1776.2880,901.6,1.4267,,,
1777.7940,902.1,1.4260,,,
1779.3024,902.6,1.4255,,,
1780.8114,903.1,1.4249,,,
1782.3216,903.6,1.4245,,,
1783.8318,904.1,1.4240,,,
1785.3408,904.6,1.4236,,,
1786.8492,905.1,1.4229,,,
1788.3570,905.6,1.4221,,,
1789.8642,906.1,1.4216,,,
1791.3726,906.6,1.4208,,,
1792.8798,907.1,1.4198,,,
1794.3864,907.6,1.4191,,,
1795.8930,908.1,1.4187,,,
1797.4002,908.6,1.4184,,,
1798.9068,909.1,1.4178,,,
1800.4140,909.6,1.4174,,,
1801.9194,910.1,1.4171,,,
1803.4230,910.6,1.4167,,,
1804.9260,911.1,1.4163,,,
1806.4290,911.6,1.4157,,,
1807.9332,912.1,1.4151,,,
1809.4380,912.6,1.4144,,,
1810.9428,913.1,1.4138,,,
1812.4476,913.6,1.4133,,,
1813.9530,914.1,1.4126,,,
1815.4584,914.6,1.4122,,,
1816.9656,915.1,1.4117,,,
1818.4728,915.6,1.4112,,,
1819.9794,916.1,1.4107,,,
1821.4866,916.6,1.4101,,,
1822.9932,917.1,1.4097,,,
1824.4998,917.6,1.4091,,,
1826.0052,918.1,1.4085,,,
1827.5088,918.6,1.4081,,,
1829.0118,919.1,1.4077,,,
1830.5124,919.6,1.4075,,,
1832.0136,920.1,1.4070,,,
1833.5154,920.6,1.4066,,,
1835.0184,921.1,1.4059,,,
1836.5232,921.6,1.4051,,,
1838.0298,922.1,1.4046,,,
1839.5358,922.6,1.4044,,,
1841.0418,923.1,1.4042,,,
1842.5454,923.6,1.4039,,,
1844.0490,924.1,1.4035,,,
1845.5538,924.6,1.4031,,,
1847.0598,925.1,1.4026,,,
1848.5670,925.6,1.4022,,,
1850.0754,926.1,1.4016,,,
1851.5814,926.6,1.4013,,,
1853.0868,927.1,1.4008,,,
1854.5922,927.6,1.4005,,,
1856.0964,928.1,1.4000,,,
1857.6012,928.6,1.3996,,,
1859.1066,929.1,1.3990,,,
1860.6114,929.6,1.3987,,,
1862.1180,930.1,1.3985,,,
1863.6240,930.6,1.3983,,,
1865.1312,931.1,1.3982,,,
1866.6372,931.6,1.3980,,,
1868.1426,932.1,1.3979,,,
1869.6492,932.6,1.3977,,,
1871.1552,933.1,1.3974,,,
1872.6600,933.6,1.3972,,,
1874.1642,934.1,1.3970,,,
1875.6666,934.6,1.3968,,,
1877.1690,935.1,1.3963,,,
1878.6720,935.6,1.3959,,,
1880.1744,936.1,1.3951,,,
1881.6774,936.6,1.3941,,,
1883.1798,937.1,1.3935,,,
1884.6822,937.6,1.3932,,,
1886.1846,938.1,1.3929,,,
1887.6870,938.6,1.3926,,,
1889.1888,939.1,1.3922,,,
1890.6912,939.6,1.3917,,,
1892.1942,940.1,1.3912,,,
1893.6990,940.6,1.3907,,,
1895.2050,941.1,1.3902,,,
1896.7104,941.6,1.3897,,,
1898.2170,942.1,1.3891,,,
1899.7230,942.6,1.3885,,,
1901.2278,943.1,1.3880,,,
1902.7332,943.6,1.3875,,,
1904.2368,944.1,1.3871,,,
1905.7398,944.6,1.3867,,,
1907.2422,945.1,1.3862,,,
1908.7446,945.6,1.3858,,,
1910.2482,946.1,1.3853,,,
1911.7524,946.6,1.3849,,,
1913.2560,947.1,1.3844,,,
1914.7590,947.6,1.3839,,,
1916.2602,948.1,1.3834,,,
1917.7620,948.6,1.3830,,,
1919.2638,949.1,1.3825,,,
1920.7662,949.6,1.3820,,,
1922.2698,950.1,1.3815,,,
1923.7734,950.6,1.3810,,,
1925.2776,951.1,1.3805,,,
1926.7794,951.6,1.3800,,,
1928.2812,952.1,1.3794,,,
1929.7812,952.6,1.3788,,,
1931.2806,953.1,1.3779,,,
1932.7812,953.6,1.3770,,,
1934.2812,954.1,1.3764,,,
1935.7824,954.6,1.3762,,,
1937.2836,955.1,1.3761,,,
1938.7854,955.6,1.3759,,,
1940.2872,956.1,1.3756,,,
1941.7896,956.6,1.3752,,,
1943.2920,957.1,1.3749,,,
1944.7938,957.6,1.3744,,,
1946.2944,958.1,1.3740,,,
1947.7950,958.6,1.3736,,,
1949.2950,959.1,1.3732,,,
1950.7956,959.6,1.3728,,,
1952.2974,960.1,1.3725,,,
1953.7998,960.6,1.3723,,,
1955.3028,961.1,1.3720,,,
1956.8064,961.6,1.3716,,,
1958.3088,962.1,1.3713,,,
1959.8112,962.6,1.3708,,,
1961.3118,963.1,1.3705,,,
1962.8124,963.6,1.3701,,,
1964.3124,964.1,1.3696,,,
1965.8118,964.6,1.3693,,,
1967.3106,965.1,1.3689,,,
1968.8088,965.6,1.3688,,,
1970.3076,966.1,1.3686,,,
1971.8070,966.6,1.3683,,,
1973.3070,967.1,1.3680,,,
1974.8070,967.6,1.3677,,,
1976.3070,968.1,1.3674,,,
1977.8052,968.6,1.3671,,,
1979.3028,969.1,1.3668,,,
1980.7998,969.6,1.3665,,,
1982.2980,970.1,1.3662,,,
1983.7974,970.6,1.3665,,,
1985.2968,971.1,1.3668,,,
1986.7968,971.6,1.3668,,,
1988.2950,972.1,1.3666,,,
1989.7920,972.6,1.3664,,,
1991.2878,973.1,1.3661,,,
1992.7836,973.6,1.3659,,,
1994.2800,974.1,1.3657,,,
1995.7788,974.6,1.3655,,,
1997.2782,975.1,1.3655,,,
1998.7800,975.6,1.3652,,,
2000.2836,976.1,1.3650,,,
2001.7890,976.6,1.3648,,,
2003.2956,977.1,1.3647,,,
2004.8010,977.6,1.3646,,,
2006.3070,978.1,1.3642,,,
2007.8118,978.6,1.3639,,,
2009.3166,979.1,1.3635,,,
2010.8208,979.6,1.3630,,,
2012.3256,980.1,1.3623,,,
2013.8292,980.6,1.3616,,,
2015.3316,981.1,1.3612,,,
2016.8340,981.6,1.3610,,,
2018.3364,982.1,1.3609,,,
2019.8382,982.6,1.3607,,,
2021.3412,983.1,1.3605,,,
2022.8430,983.6,1.3601,,,
2024.3436,984.1,1.3597,,,
2025.8448,984.6,1.3591,,,
2027.3454,985.1,1.3587,,,
2028.8466,985.6,1.3582,,,
2030.3478,986.1,1.3578,,,
2031.8490,986.6,1.3575,,,
2033.3496,987.1,1.3571,,,
2034.8502,987.6,1.3569,,,
2036.3508,988.1,1.3565,,,
2037.8514,988.6,1.3563,,,
2039.3514,989.1,1.3559,,,
2040.8514,989.6,1.3556,,,
2042.3526,990.1,1.3554,,,
2043.8538,990.6,1.3547,,,
2045.3550,991.1,1.3542,,,
2046.8556,991.6,1.3538,,,
2048.3538,992.1,1.3537,,,
2049.8514,992.6,1.3534,,,
2051.3490,993.1,1.3531,,,
2052.8472,993.6,1.3529,,,
2054.3472,994.1,1.3524,,,
2055.8484,994.6,1.3522,,,
2057.3490,995.1,1.3518,,,
2058.8502,995.6,1.3515,,,
2060.3496,996.1,1.3512,,,
2061.8478,996.6,1.3509,,,
2063.3454,997.1,1.3508,,,
2064.8424,997.6,1.3506,,,
2066.3400,998.1,1.3503,,,
2067.8394,998.6,1.3498,,,
2069.3388,999.1,1.3495,,,
2070.8394,999.6,1.3493,,,
2072.3406,1000.1,1.3490,,,
2073.8412,1000.6,1.3488,,,
2075.3424,1001.1,1.3486,,,
2076.8430,1001.6,1.3486,,,
2078.3430,1002.1,1.3485,,,
2079.8424,1002.6,1.3484,,,
2081.3412,1003.1,1.3483,,,
2082.8376,1003.6,1.3481,,,
2084.3340,1004.1,1.3480,,,
2085.8304,1004.6,1.3478,,,
2087.3274,1005.1,1.3473,,,
2088.8274,1005.6,1.3467,,,
2090.3292,1006.1,1.3463,,,
2091.8316,1006.6,1.3460,,,
2093.3346,1007.1,1.3455,,,
2094.8364,1007.6,1.3446,,,
2096.3364,1008.1,1.3438,,,
2097.8370,1008.6,1.3433,,,
2099.3382,1009.1,1.3431,,,
2100.8406,1009.6,1.3430,,,
2102.3436,1010.1,1.3430,,,
2103.8454,1010.6,1.3429,,,
2105.3454,1011.1,1.3428,,,
2106.8454,1011.6,1.3425,,,
2108.3454,1012.1,1.3423,,,
2109.8460,1012.6,1.3420,,,
2111.3472,1013.1,1.3418,,,
2112.8490,1013.6,1.3415,,,
2114.3490,1014.1,1.3412,,,
2115.8484,1014.6,1.3410,,,
2117.3478,1015.1,1.3407,,,
2118.8460,1015.6,1.3404,,,
2120.3454,1016.1,1.3402,,,
2121.8448,1016.6,1.3398,,,
2123.3442,1017.1,1.3396,,,
2124.8442,1017.6,1.3392,,,
2126.3424,1018.1,1.3390,,,
2127.8418,1018.6,1.3387,,,
2129.3412,1019.1,1.3385,,,
2130.8400,1019.6,1.3382,,,
2132.3382,1020.1,1.3382,,,
2133.8358,1020.6,1.3382,,,
2135.3322,1021.1,1.3380,,,
2136.8298,1021.6,1.3378,,,
2138.3280,1022.1,1.3377,,,
2139.8262,1022.6,1.3376,,,
2141.3226,1023.1,1.3374,,,
2142.8172,1023.6,1.3372,,,
2144.3094,1024.1,1.3370,,,
2145.8004,1024.6,1.3367,,,
2147.2920,1025.1,1.3365,,,
2148.7854,1025.6,1.3364,,,
2150.2800,1026.1,1.3363,,,
2151.7764,1026.6,1.3361,,,
2153.2734,1027.1,1.3360,,,
2154.7698,1027.6,1.3357,,,
2156.2650,1028.1,1.3355,,,
2157.7602,1028.6,1.3352,,,
2159.2542,1029.1,1.3349,,,
2160.7500,1029.6,1.3347,,,
2162.2476,1030.1,1.3344,,,
2163.7458,1030.6,1.3341,,,
2165.2446,1031.1,1.3339,,,
2166.7440,1031.6,1.3335,,,
2168.2434,1032.1,1.3333,,,
2169.7440,1032.6,1.3330,,,
2171.2446,1033.1,1.3328,,,
2172.7446,1033.6,1.3325,,,
2174.2434,1034.1,1.3323,,,
2175.7416,1034.6,1.3320,,,
2177.2398,1035.1,1.3317,,,
2178.7380,1035.6,1.3314,,,
2180.2368,1036.1,1.3311,,,
2181.7368,1036.6,1.3307,,,
2183.2368,1037.1,1.3304,,,
2184.7368,1037.6,1.3302,,,
2186.2368,1038.1,1.3298,,,
2187.7368,1038.6,1.3297,,,
2189.2380,1039.1,1.3295,,,
2190.7386,1039.6,1.3293,,,
2192.2410,1040.1,1.3289,,,
2193.7452,1040.6,1.3283,,,
2195.2494,1041.1,1.3277,,,
2196.7548,1041.6,1.3273,,,
2198.2590,1042.1,1.3270,,,
2199.7620,1042.6,1.3270,,,
2201.2650,1043.1,1.3271,,,
2202.7686,1043.6,1.3269,,,
2204.2740,1044.1,1.3267,,,
2205.7794,1044.6,1.3265,,,
2207.2854,1045.1,1.3262,,,
2208.7902,1045.6,1.3260,,,
2210.2944,1046.1,1.3258,,,
2211.7986,1046.6,1.3258,,,
2213.3022,1047.1,1.3257,,,
2214.8052,1047.6,1.3256,,,
2216.3070,1048.1,1.3253,,,
2217.8082,1048.6,1.3253,,,
2219.3106,1049.1,1.3252,,,
2220.8154,1049.6,1.3250,,,
2222.3214,1050.1,1.3248,,,
2223.8268,1050.6,1.3246,,,
2225.3322,1051.1,1.3245,,,
2226.8364,1051.6,1.3243,,,
2228.3412,1052.1,1.3242,,,
2229.8466,1052.6,1.3240,,,
2231.3520,1053.1,1.3239,,,
2232.8568,1053.6,1.3237,,,
2234.3616,1054.1,1.3235,,,
2235.8652,1054.6,1.3232,,,
2237.3682,1055.1,1.3229,,,
2238.8718,1055.6,1.3227,,,
2240.3742,1056.1,1.3224,,,
2241.8760,1056.6,1.3222,,,
2243.3778,1057.1,1.3220,,,
2244.8802,1057.6,1.3215,,,
2246.3814,1058.1,1.3211,,,
2247.8826,1058.6,1.3209,,,
2249.3832,1059.1,1.3206,,,
2250.8826,1059.6,1.3203,,,
2252.3808,1060.1,1.3202,,,
2253.8796,1060.6,1.3198,,,
2255.3796,1061.1,1.3195,,,
2256.8796,1061.6,1.3192,,,
2258.3814,1062.1,1.3189,,,
2259.8838,1062.6,1.3187,,,
2261.3856,1063.1,1.3186,,,
2262.8868,1063.6,1.3186,,,
2264.3874,1064.1,1.3185,,,
2265.8874,1064.6,1.3185,,,
2267.3862,1065.1,1.3183,,,
2268.8844,1065.6,1.3182,,,
2270.3844,1066.1,1.3182,,,
2271.8856,1066.6,1.3180,,,
2273.3886,1067.1,1.3178,,,
2274.8934,1067.6,1.3177,,,
2276.3976,1068.1,1.3175,,,
2277.9012,1068.6,1.3173,,,
2279.3994,1069.1,1.3171,,,
