Time (s),Mass (g),HRR (kW/m2)
0.00,104.50,0.00
4.80,103.90,0.00
10.20,103.31,0.00
15.00,102.66,130.00
19.80,101.81,208.40
25.20,101.02,234.30
30.00,100.24,213.60
34.80,99.62,184.70
40.20,98.95,165.20
45.00,98.42,151.50
49.80,97.84,140.20
55.20,97.35,136.30
60.00,96.82,128.80
64.80,96.37,122.80
70.20,95.85,117.90
75.00,95.39,121.40
79.80,94.93,115.40
85.20,94.54,115.10
90.00,94.08,109.80
94.80,93.69,110.50
100.20,93.23,109.30
105.00,92.84,103.10
109.80,92.48,101.80
115.20,92.05,101.40
120.00,91.66,100.40
124.80,91.27,99.80
130.20,90.92,98.70
135.00,90.51,97.70
139.80,90.16,96.30
145.20,89.78,96.80
150.00,89.43,90.80
154.80,89.03,91.10
160.20,88.69,91.30
165.00,88.31,93.40
169.80,87.99,92.40
175.20,87.59,94.20
180.00,87.27,87.60
184.80,86.90,89.40
190.20,86.53,88.50
195.00,86.18,89.20
199.80,85.87,86.40
205.20,85.49,89.50
210.00,85.16,88.40
214.80,84.81,89.00
220.20,84.49,88.80
225.00,84.14,86.80
229.80,83.82,89.50
235.20,83.45,89.60
240.00,83.13,89.00
244.80,82.77,84.90
250.20,82.44,84.70
255.00,82.11,85.90
259.80,81.79,86.00
265.20,81.43,84.90
270.00,81.14,84.20
274.80,80.80,84.90
280.20,80.48,85.10
285.00,80.12,84.90
289.80,79.82,83.40
295.20,79.47,83.50
300.00,79.14,83.80
304.80,78.80,84.80
310.20,78.52,83.30
315.00,78.18,82.30
319.80,77.84,83.10
325.20,77.51,82.30
330.00,77.23,82.50
334.80,76.86,83.30
340.20,76.58,83.30
345.00,76.21,82.00
349.80,75.89,81.40
355.20,75.62,81.20
360.00,75.27,81.50
364.80,74.97,80.60
370.20,74.63,81.20
375.00,74.32,80.50
379.80,73.99,85.30
385.20,73.70,78.90
390.00,73.34,78.70
394.80,73.07,78.10
400.20,72.74,83.30
405.00,72.44,83.60
409.80,72.11,82.80
415.20,71.81,81.00
420.00,71.47,79.10
424.80,71.19,79.10
430.20,70.86,81.10
435.00,70.54,81.20
439.80,70.22,80.10
445.20,69.95,79.50
450.00,69.61,80.00
454.80,69.32,75.00
460.20,68.99,76.50
465.00,68.69,81.60
469.80,68.37,81.60
475.20,68.09,79.50
480.00,67.74,78.10
484.80,67.44,77.60
490.20,67.17,78.10
495.00,66.84,78.60
499.80,66.53,78.50
505.20,66.24,77.50
510.00,65.91,77.70
514.80,65.61,79.00
520.20,65.31,79.10
525.00,65.02,78.40
529.80,64.71,77.80
535.20,64.41,78.90
540.00,64.07,79.10
544.80,63.79,80.40
550.20,63.51,78.50
555.00,63.17,78.60
559.80,62.88,79.00
565.20,62.61,79.50
570.00,62.29,78.30
574.80,61.99,78.20
580.20,61.69,78.50
585.00,61.39,78.40
589.80,61.10,77.60
595.20,60.82,77.40
600.00,60.52,79.30
604.80,60.23,78.50
610.20,59.89,78.30
615.00,59.61,77.30
619.80,59.34,78.50
625.20,59.01,78.40
630.00,58.73,77.80
634.80,58.48,76.60
640.20,58.15,75.90
645.00,57.85,77.30
649.80,57.58,78.00
655.20,57.26,78.60
660.00,56.98,77.50
664.80,56.71,78.00
670.20,56.39,77.80
675.00,56.11,77.10
679.80,55.83,76.30
685.20,55.53,79.10
690.00,55.26,78.00
694.80,54.92,77.40
700.20,54.66,76.40
705.00,54.39,76.80
709.80,54.08,78.00
715.20,53.81,78.10
720.00,53.49,77.60
724.80,53.20,77.00
730.20,52.94,77.10
735.00,52.63,77.70
739.80,52.39,77.60
745.20,52.06,76.60
750.00,51.78,76.60
754.80,51.51,77.90
760.20,51.18,77.60
765.00,50.91,77.30
769.80,50.66,76.90
775.20,50.35,77.00
780.00,50.07,77.20
784.80,49.75,77.20
790.20,49.49,76.80
795.00,49.22,77.30
799.80,48.90,78.00
805.20,48.62,77.50
810.00,48.36,77.30
814.80,48.04,77.90
820.20,47.75,77.60
825.00,47.51,79.70
829.80,47.18,79.10
835.20,46.90,76.80
840.00,46.65,78.50
844.80,46.32,78.40
850.20,46.05,78.30
855.00,45.79,78.30
859.80,45.47,77.00
865.20,45.19,78.30
870.00,44.89,78.60
874.80,44.62,80.00
880.20,44.30,77.90
885.00,44.03,84.10
889.80,43.72,84.10
895.20,43.42,82.20
900.00,43.15,80.80
904.80,42.83,80.80
910.20,42.55,81.10
915.00,42.24,80.90
919.80,41.94,80.10
925.20,41.66,86.10
930.00,41.35,85.20
934.80,41.07,84.20
940.20,40.73,82.60
