Time (s),Mass (g)
0,132.40
1,132.30
2,132.33
3,132.29
4,132.29
5,132.26
6,132.26
7,132.24
8,132.23
9,132.20
10,132.17
11,132.18
12,132.16
13,132.14
14,132.13
15,132.12
16,132.11
17,132.08
18,132.08
19,132.04
20,132.04
21,132.03
22,132.03
23,132.01
24,131.98
25,131.98
26,131.97
27,131.95
28,131.94
29,131.92
30,131.91
31,131.90
32,131.88
33,131.87
34,131.86
35,131.84
36,131.84
37,131.83
38,131.82
39,131.80
40,131.78
41,131.76
42,131.76
43,131.72
44,131.71
45,131.70
46,131.67
47,131.67
48,131.65
49,131.61
50,131.61
51,131.59
52,131.58
53,131.55
54,131.53
55,131.52
56,131.50
57,131.48
58,131.46
59,131.41
60,131.41
61,131.39
62,131.35
63,131.33
64,131.31
65,131.29
66,131.26
67,131.22
68,131.21
69,131.18
70,131.13
71,131.11
72,131.09
73,131.05
74,131.03
75,131.00
76,130.98
77,130.95
78,130.88
79,130.86
80,130.83
81,130.79
82,130.76
83,130.73
84,130.71
85,130.64
86,130.61
87,130.58
88,130.53
89,130.51
90,130.46
91,130.40
92,130.37
93,130.33
94,130.31
95,130.27
96,130.22
97,130.18
98,130.11
99,130.09
100,130.06
101,130.02
102,129.96
103,129.90
104,129.87
105,129.84
106,129.80
107,129.77
108,129.68
109,129.65
110,129.63
111,129.54
112,129.52
113,129.48
114,129.41
115,129.40
116,129.35
117,129.28
118,129.25
119,129.21
120,129.18
121,129.14
122,129.06
123,129.03
124,128.98
125,128.94
126,128.90
127,128.87
128,128.79
129,128.76
130,128.72
131,128.66
132,128.61
133,128.59
134,128.51
135,128.47
136,128.42
137,128.38
138,128.34
139,128.27
140,128.25
141,128.20
142,128.13
143,128.11
144,128.06
145,128.02
146,127.99
147,127.90
148,127.88
149,127.82
150,127.75
151,127.72
152,127.68
153,127.59
154,127.57
155,127.54
156,127.46
157,127.44
158,127.39
159,127.32
160,127.30
161,127.26
162,127.18
163,127.15
164,127.11
165,127.03
166,127.01
167,126.97
168,126.91
169,126.88
170,126.83
171,126.75
172,126.72
173,126.69
174,126.62
175,126.60
176,126.55
177,126.47
178,126.44
179,126.41
180,126.34
181,126.31
182,126.28
183,126.20
184,126.17
185,126.13
186,126.10
187,126.03
188,125.99
189,125.95
190,125.89
191,125.85
192,125.79
193,125.77
194,125.72
195,125.65
196,125.63
197,125.58
198,125.51
199,125.49
200,125.45
201,125.40
202,125.33
203,125.29
204,125.22
205,125.18
206,125.15
207,125.08
208,125.06
209,125.02
210,124.95
211,124.93
212,124.88
213,124.83
214,124.78
215,124.71
216,124.69
217,124.64
218,124.61
219,124.53
220,124.49
221,124.45
222,124.40
223,124.37
224,124.31
225,124.25
226,124.20
227,124.19
228,124.12
229,124.09
230,124.03
231,123.95
232,123.93
233,123.89
234,123.82
235,123.81
236,123.76
237,123.67
238,123.65
239,123.61
240,123.54
241,123.52
242,123.47
243,123.40
244,123.38
245,123.33
246,123.30
247,123.23
248,123.19
249,123.15
250,123.11
251,123.05
252,123.02
253,122.96
254,122.93
255,122.84
256,122.82
257,122.80
258,122.72
259,122.68
260,122.63
261,122.60
262,122.56
263,122.47
264,122.45
265,122.40
266,122.33
267,122.30
268,122.26
269,122.19
270,122.16
271,122.12
272,122.04
273,122.01
274,121.97
275,121.89
276,121.86
277,121.82
278,121.75
279,121.72
280,121.67
281,121.64
282,121.56
283,121.51
284,121.44
285,121.43
286,121.39
287,121.31
288,121.28
289,121.24
290,121.15
291,121.13
292,121.09
293,121.01
294,120.99
295,120.95
296,120.85
297,120.84
298,120.81
299,120.72
300,120.68
301,120.64
302,120.57
303,120.54
304,120.52
