Time (s),Temperature (K),Mass (mg),,,
4947.4200,724.5,1.953,,,
4953.4062,725.0,1.951,,,
4959.3972,725.5,1.949,,,
4965.3960,726.0,1.947,,,
4971.3984,726.5,1.945,,,
4977.4014,727.0,1.943,,,
4983.4032,727.5,1.941,,,
4989.4002,728.0,1.940,,,
4995.3960,728.5,1.938,,,
5001.3942,729.0,1.936,,,
5007.3978,729.5,1.934,,,
5013.4068,730.0,1.932,,,
5019.4224,730.5,1.930,,,
5025.4380,731.0,1.929,,,
5031.4518,731.5,1.927,,,
5037.4620,732.0,1.925,,,
5043.4674,732.5,1.923,,,
5049.4674,733.0,1.921,,,
5055.4650,733.5,1.920,,,
5061.4608,734.0,1.918,,,
5067.4578,734.5,1.918,,,
5073.4602,735.0,1.918,,,
5079.4650,735.5,1.916,,,
5085.4722,736.0,1.915,,,
5091.4818,736.5,1.913,,,
5097.4866,737.0,1.912,,,
5103.4956,737.5,1.910,,,
5109.5052,738.0,1.908,,,
5115.5208,738.5,1.905,,,
5121.5436,739.0,1.904,,,
5127.5682,739.5,1.903,,,
5133.5922,740.0,1.901,,,
5139.6102,740.5,1.900,,,
5145.6264,741.0,1.899,,,
5151.6456,741.5,1.897,,,
5157.6684,742.0,1.896,,,
5163.6960,742.5,1.895,,,
5169.7284,743.0,1.893,,,
5175.7602,743.5,1.892,,,
5181.7926,744.0,1.891,,,
5187.8262,744.5,1.889,,,
5193.8574,745.0,1.887,,,
5199.8844,745.5,1.886,,,
5205.9084,746.0,1.885,,,
5211.9294,746.5,1.883,,,
5217.9474,747.0,1.881,,,
5223.9648,747.5,1.879,,,
5229.9792,748.0,1.878,,,
5235.9936,748.5,1.877,,,
5242.0128,749.0,1.876,,,
5248.0416,749.5,1.875,,,
5254.0824,750.0,1.874,,,
5260.1316,750.5,1.872,,,
5266.1808,751.0,1.871,,,
5272.2288,751.5,1.869,,,
5278.2696,752.0,1.867,,,
5284.3098,752.5,1.866,,,
5290.3524,753.0,1.865,,,
5296.3944,753.5,1.863,,,
5302.4448,754.0,1.862,,,
5308.4988,754.5,1.861,,,
5314.5522,755.0,1.859,,,
5320.6140,755.5,1.858,,,
5326.6776,756.0,1.856,,,
5332.7442,756.5,1.855,,,
5338.8144,757.0,1.853,,,
5344.8822,757.5,1.852,,,
5350.9446,758.0,1.851,,,
5356.9980,758.5,1.851,,,
5363.0496,759.0,1.850,,,
5369.0976,759.5,1.849,,,
5375.1462,760.0,1.847,,,
5381.2014,760.5,1.846,,,
5387.2542,761.0,1.845,,,
5393.3040,761.5,1.844,,,
5399.3532,762.0,1.843,,,
5405.3946,762.5,1.842,,,
5411.4336,763.0,1.841,,,
5417.4714,763.5,1.840,,,
5423.5044,764.0,1.838,,,
5429.5398,764.5,1.837,,,
5435.5728,765.0,1.836,,,
5441.6040,765.5,1.835,,,
5447.6364,766.0,1.834,,,
5453.6682,766.5,1.833,,,
5459.6988,767.0,1.832,,,
5465.7288,767.5,1.831,,,
5471.7606,768.0,1.829,,,
5477.7858,768.5,1.829,,,
5483.8182,769.0,1.828,,,
5489.8560,769.5,1.825,,,
5495.8920,770.0,1.823,,,
5501.9364,770.5,1.822,,,
5507.9772,771.0,1.821,,,
5514.0132,771.5,1.819,,,
5520.0486,772.0,1.819,,,
5526.0786,772.5,1.819,,,
5532.1026,773.0,1.817,,,
5538.1200,773.5,1.816,,,
5544.1332,774.0,1.816,,,
5550.1422,774.5,1.816,,,
5556.1530,775.0,1.815,,,
5562.1722,775.5,1.814,,,
5568.1920,776.0,1.813,,,
5574.2136,776.5,1.812,,,
5580.2328,777.0,1.810,,,
5586.2424,777.5,1.809,,,
5592.2484,778.0,1.808,,,
5598.2562,778.5,1.807,,,
5604.2652,779.0,1.806,,,
5610.2826,779.5,1.805,,,
5616.3060,780.0,1.804,,,
5622.3288,780.5,1.803,,,
5628.3546,781.0,1.802,,,
5634.3780,781.5,1.802,,,
5640.4038,782.0,1.801,,,
5646.4302,782.5,1.800,,,
5652.4560,783.0,1.799,,,
5658.4806,783.5,1.798,,,
5664.4998,784.0,1.797,,,
5670.5100,784.5,1.796,,,
5676.5190,785.0,1.795,,,
5682.5220,785.5,1.793,,,
5688.5196,786.0,1.792,,,
5694.5190,786.5,1.791,,,
5700.5154,787.0,1.790,,,
5706.5148,787.5,1.789,,,
5712.5178,788.0,1.787,,,
5718.5262,788.5,1.787,,,
5724.5406,789.0,1.787,,,
5730.5556,789.5,1.786,,,
5736.5730,790.0,1.786,,,
5742.5874,790.5,1.785,,,
5748.5958,791.0,1.784,,,
5754.6042,791.5,1.783,,,
5760.6102,792.0,1.782,,,
5766.6150,792.5,1.782,,,
5772.6174,793.0,1.781,,,
5778.6168,793.5,1.779,,,
5784.6138,794.0,1.778,,,
5790.6126,794.5,1.777,,,
5796.6174,795.0,1.777,,,
5802.6270,795.5,1.776,,,
5808.6396,796.0,1.775,,,
5814.6510,796.5,1.774,,,
5820.6582,797.0,1.773,,,
5826.6588,797.5,1.772,,,
5832.6564,798.0,1.772,,,
5838.6498,798.5,1.771,,,
5844.6408,799.0,1.770,,,
5850.6306,799.5,1.769,,,
5856.6192,800.0,1.768,,,
5862.6114,800.5,1.768,,,
5868.6060,801.0,1.767,,,
5874.6030,801.5,1.765,,,
5880.6042,802.0,1.762,,,
5886.6006,802.5,1.762,,,
5892.5952,803.0,1.761,,,
5898.5874,803.5,1.761,,,
5904.5730,804.0,1.760,,,
5910.5598,804.5,1.760,,,
5916.5454,805.0,1.759,,,
5922.5298,805.5,1.758,,,
5928.5172,806.0,1.756,,,
5934.5052,806.5,1.755,,,
5940.4920,807.0,1.754,,,
5946.4806,807.5,1.753,,,
5952.4698,808.0,1.752,,,
5958.4578,808.5,1.752,,,
5964.4488,809.0,1.752,,,
5970.4422,809.5,1.750,,,
5976.4374,810.0,1.749,,,
5982.4356,810.5,1.748,,,
5988.4386,811.0,1.748,,,
5994.4410,811.5,1.746,,,
6000.4428,812.0,1.745,,,
6006.4422,812.5,1.744,,,
6012.4356,813.0,1.744,,,
6018.4248,813.5,1.743,,,
6024.4080,814.0,1.742,,,
6030.3864,814.5,1.741,,,
6036.3618,815.0,1.740,,,
6042.3378,815.5,1.739,,,
6048.3228,816.0,1.737,,,
6054.3150,816.5,1.737,,,
6060.3150,817.0,1.736,,,
6066.3150,817.5,1.736,,,
6072.3132,818.0,1.735,,,
6078.3102,818.5,1.734,,,
6084.3078,819.0,1.733,,,
6090.3120,819.5,1.732,,,
6096.3216,820.0,1.733,,,
6102.3354,820.5,1.732,,,
6108.3510,821.0,1.732,,,
6114.3624,821.5,1.732,,,
6120.3702,822.0,1.731,,,
6126.3786,822.5,1.730,,,
6132.3852,823.0,1.729,,,
6138.3984,823.5,1.728,,,
6144.4128,824.0,1.728,,,
6150.4236,824.5,1.727,,,
6156.4290,825.0,1.726,,,
6162.4272,825.5,1.725,,,
6168.4200,826.0,1.723,,,
6174.4104,826.5,1.723,,,
6180.4038,827.0,1.721,,,
6186.3990,827.5,1.720,,,
6192.3966,828.0,1.719,,,
6198.3936,828.5,1.718,,,
6204.3900,829.0,1.718,,,
6210.3882,829.5,1.717,,,
6216.3864,830.0,1.715,,,
6222.3858,830.5,1.714,,,
6228.3846,831.0,1.714,,,
6234.3768,831.5,1.712,,,
6240.3654,832.0,1.711,,,
6246.3516,832.5,1.710,,,
6252.3342,833.0,1.710,,,
6258.3210,833.5,1.709,,,
6264.3162,834.0,1.710,,,
6270.3210,834.5,1.710,,,
6276.3366,835.0,1.710,,,
6282.3582,835.5,1.709,,,
6288.3792,836.0,1.708,,,
6294.3954,836.5,1.706,,,
6300.4092,837.0,1.706,,,
6306.4230,837.5,1.705,,,
6312.4320,838.0,1.704,,,
6318.4386,838.5,1.703,,,
6324.4380,839.0,1.703,,,
6330.4278,839.5,1.702,,,
6336.4170,840.0,1.701,,,
6342.4044,840.5,1.700,,,
6348.3948,841.0,1.699,,,
6354.3912,841.5,1.698,,,
6360.3900,842.0,1.697,,,
6366.3960,842.5,1.696,,,
6372.4026,843.0,1.696,,,
6378.4110,843.5,1.694,,,
6384.4218,844.0,1.692,,,
6390.4284,844.5,1.692,,,
6396.4380,845.0,1.692,,,
6402.4470,845.5,1.691,,,
6408.4548,846.0,1.691,,,
6414.4608,846.5,1.691,,,
6420.4608,847.0,1.691,,,
6426.4530,847.5,1.690,,,
6432.4380,848.0,1.689,,,
6438.4206,848.5,1.688,,,
6444.4038,849.0,1.687,,,
6450.3876,849.5,1.685,,,
6456.3750,850.0,1.684,,,
6462.3654,850.5,1.684,,,
6468.3648,851.0,1.683,,,
6474.3756,851.5,1.682,,,
6480.3948,852.0,1.681,,,
6486.4212,852.5,1.681,,,
6492.4458,853.0,1.680,,,
6498.4638,853.5,1.679,,,
6504.4770,854.0,1.679,,,
6510.4860,854.5,1.678,,,
6516.4878,855.0,1.678,,,
6522.4848,855.5,1.677,,,
6528.4824,856.0,1.676,,,
6534.4746,856.5,1.675,,,
6540.4680,857.0,1.675,,,
6546.4650,857.5,1.674,,,
6552.4560,858.0,1.673,,,
6558.4470,858.5,1.673,,,
6564.4410,859.0,1.672,,,
6570.4314,859.5,1.671,,,
6576.4254,860.0,1.670,,,
6582.4224,860.5,1.670,,,
6588.4164,861.0,1.670,,,
6594.4116,861.5,1.670,,,
6600.4056,862.0,1.669,,,
6606.3948,862.5,1.669,,,
6612.3858,863.0,1.668,,,
6618.3840,863.5,1.668,,,
6624.3834,864.0,1.667,,,
6630.3882,864.5,1.666,,,
6636.3966,865.0,1.665,,,
6642.3996,865.5,1.665,,,
6648.4008,866.0,1.664,,,
6654.4014,866.5,1.663,,,
6660.4020,867.0,1.663,,,
6666.4068,867.5,1.662,,,
6672.4152,868.0,1.661,,,
6678.4284,868.5,1.660,,,
6684.4398,869.0,1.659,,,
6690.4458,869.5,1.659,,,
6696.4494,870.0,1.658,,,
6702.4518,870.5,1.657,,,
6708.4560,871.0,1.657,,,
6714.4668,871.5,1.657,,,
6720.4764,872.0,1.656,,,
6726.4830,872.5,1.656,,,
6732.4860,873.0,1.655,,,
6738.4860,873.5,1.655,,,
6744.4890,874.0,1.654,,,
6750.4950,874.5,1.653,,,
6756.5040,875.0,1.653,,,
6762.5112,875.5,1.652,,,
6768.5142,876.0,1.651,,,
6774.5166,876.5,1.649,,,
6780.5148,877.0,1.648,,,
6786.5136,877.5,1.648,,,
6792.5136,878.0,1.647,,,
6798.5112,878.5,1.647,,,
6804.5124,879.0,1.647,,,
6810.5214,879.5,1.646,,,
6816.5334,880.0,1.645,,,
6822.5490,880.5,1.644,,,
6828.5664,881.0,1.644,,,
6834.5766,881.5,1.643,,,
6840.5802,882.0,1.642,,,
6846.5814,882.5,1.641,,,
6852.5718,883.0,1.640,,,
6858.5532,883.5,1.640,,,
6864.5292,884.0,1.640,,,
6870.4980,884.5,1.639,,,
6876.4686,885.0,1.638,,,
6882.4428,885.5,1.637,,,
6888.4218,886.0,1.636,,,
6894.4056,886.5,1.636,,,
6900.3918,887.0,1.635,,,
6906.3822,887.5,1.635,,,
6912.3780,888.0,1.635,,,
6918.3750,888.5,1.634,,,
6924.3708,889.0,1.633,,,
6930.3660,889.5,1.633,,,
6936.3576,890.0,1.632,,,
6942.3570,890.5,1.632,,,
6948.3672,891.0,1.634,,,
6954.3882,891.5,1.634,,,
6960.4158,892.0,1.635,,,
6966.4422,892.5,1.634,,,
6972.4602,893.0,1.633,,,
6978.4668,893.5,1.632,,,
6984.4692,894.0,1.630,,,
6990.4662,894.5,1.630,,,
6996.4620,895.0,1.630,,,
7002.4620,895.5,1.629,,,
7008.4626,896.0,1.628,,,
7014.4638,896.5,1.627,,,
7020.4704,897.0,1.627,,,
7026.4794,897.5,1.626,,,
7032.4878,898.0,1.625,,,
7038.4968,898.5,1.625,,,
7044.5004,899.0,1.625,,,
7050.5022,899.5,1.624,,,
7056.5028,900.0,1.624,,,
7062.5028,900.5,1.624,,,
7068.5052,901.0,1.624,,,
7074.5052,901.5,1.624,,,
7080.5040,902.0,1.623,,,
7086.4986,902.5,1.623,,,
7092.4884,903.0,1.622,,,
7098.4758,903.5,1.621,,,
7104.4674,904.0,1.621,,,
7110.4674,904.5,1.621,,,
7116.4728,905.0,1.620,,,
7122.4842,905.5,1.620,,,
7128.4956,906.0,1.619,,,
7134.5004,906.5,1.618,,,
7140.5022,907.0,1.618,,,
7146.4938,907.5,1.617,,,
7152.4740,908.0,1.617,,,
7158.4494,908.5,1.616,,,
7164.4188,909.0,1.616,,,
7170.3942,909.5,1.615,,,
7176.3810,910.0,1.615,,,
7182.3756,910.5,1.614,,,
7188.3786,911.0,1.613,,,
7194.3804,911.5,1.612,,,
7200.3768,912.0,1.612,,,
7206.3690,912.5,1.611,,,
7212.3588,913.0,1.609,,,
7218.3504,913.5,1.608,,,
7224.3444,914.0,1.608,,,
7230.3444,914.5,1.608,,,
7236.3462,915.0,1.608,,,
7242.3480,915.5,1.608,,,
7248.3486,916.0,1.607,,,
7254.3462,916.5,1.607,,,
7260.3414,917.0,1.606,,,
7266.3330,917.5,1.605,,,
7272.3228,918.0,1.604,,,
7278.3126,918.5,1.603,,,
7284.3024,919.0,1.603,,,
7290.2958,919.5,1.603,,,
7296.2928,920.0,1.604,,,
7302.2874,920.5,1.604,,,
7308.2796,921.0,1.603,,,
7314.2652,921.5,1.603,,,
7320.2454,922.0,1.603,,,
7326.2226,922.5,1.602,,,
7332.2010,923.0,1.601,,,
7338.1830,923.5,1.600,,,
7344.1680,924.0,1.600,,,
7350.1560,924.5,1.600,,,
7356.1452,925.0,1.600,,,
7362.1338,925.5,1.601,,,
7368.1230,926.0,1.601,,,
7374.1116,926.5,1.600,,,
7380.0996,927.0,1.600,,,
7386.0882,927.5,1.600,,,
7392.0768,928.0,1.599,,,
7398.0708,928.5,1.599,,,
7404.0714,929.0,1.599,,,
7410.0768,929.5,1.598,,,
7416.0912,930.0,1.598,,,
7422.1110,930.5,1.598,,,
7428.1314,931.0,1.597,,,
7434.1524,931.5,1.597,,,
7440.1662,932.0,1.596,,,
7446.1746,932.5,1.597,,,
7452.1824,933.0,1.596,,,
7458.1836,933.5,1.597,,,
7464.1806,934.0,1.597,,,
7470.1680,934.5,1.597,,,
7476.1416,935.0,1.597,,,
7482.1086,935.5,1.597,,,
7488.0756,936.0,1.596,,,
7494.0480,936.5,1.596,,,
7500.0312,937.0,1.595,,,
7506.0270,937.5,1.594,,,
7512.0288,938.0,1.594,,,
7518.0324,938.5,1.594,,,
7524.0360,939.0,1.594,,,
7530.0354,939.5,1.595,,,
7536.0306,940.0,1.595,,,
7542.0270,940.5,1.594,,,
7548.0210,941.0,1.594,,,
7554.0090,941.5,1.593,,,
7559.9922,942.0,1.592,,,
7565.9664,942.5,1.592,,,
7571.9316,943.0,1.592,,,
7577.8950,943.5,1.592,,,
7583.8662,944.0,1.592,,,
7589.8458,944.5,1.592,,,
7595.8350,945.0,1.592,,,
7601.8338,945.5,1.592,,,
7607.8344,946.0,1.591,,,
7613.8344,946.5,1.591,,,
7619.8398,947.0,1.591,,,
7625.8452,947.5,1.591,,,
7631.8470,948.0,1.590,,,
7637.8518,948.5,1.590,,,
7643.8518,949.0,1.590,,,
7649.8512,949.5,1.590,,,
7655.8530,950.0,1.589,,,
7661.8482,950.5,1.589,,,
7667.8344,951.0,1.589,,,
7673.8122,951.5,1.589,,,
7679.7834,952.0,1.588,,,
7685.7534,952.5,1.588,,,
7691.7300,953.0,1.588,,,
7697.7162,953.5,1.588,,,
7703.7090,954.0,1.588,,,
7709.7096,954.5,1.587,,,
7715.7144,955.0,1.586,,,
7721.7198,955.5,1.585,,,
7727.7294,956.0,1.585,,,
7733.7432,956.5,1.584,,,
7739.7552,957.0,1.583,,,
7745.7672,957.5,1.583,,,
7751.7726,958.0,1.583,,,
7757.7708,958.5,1.583,,,
7763.7672,959.0,1.583,,,
7769.7624,959.5,1.583,,,
7775.7576,960.0,1.583,,,
7781.7516,960.5,1.582,,,
7787.7372,961.0,1.582,,,
7793.7138,961.5,1.581,,,
7799.6874,962.0,1.580,,,
7805.6610,962.5,1.580,,,
7811.6424,963.0,1.579,,,
7817.6328,963.5,1.578,,,
7823.6268,964.0,1.578,,,
7829.6232,964.5,1.577,,,
7835.6190,965.0,1.577,,,
7841.6112,965.5,1.577,,,
7847.5998,966.0,1.578,,,
7853.5842,966.5,1.578,,,
7859.5674,967.0,1.578,,,
7865.5512,967.5,1.577,,,
7871.5428,968.0,1.576,,,
7877.5416,968.5,1.576,,,
7883.5428,969.0,1.577,,,
7889.5482,969.5,1.577,,,
7895.5500,970.0,1.578,,,
7901.5500,970.5,1.578,,,
7907.5530,971.0,1.579,,,
7913.5548,971.5,1.578,,,
7919.5560,972.0,1.578,,,
7925.5572,972.5,1.577,,,
7931.5524,973.0,1.577,,,
7937.5434,973.5,1.576,,,
7943.5344,974.0,1.576,,,
7949.5230,974.5,1.575,,,
7955.5134,975.0,1.575,,,
7961.5068,975.5,1.574,,,
7967.4984,976.0,1.574,,,
7973.4876,976.5,1.573,,,
7979.4726,977.0,1.572,,,
7985.4600,977.5,1.572,,,
7991.4522,978.0,1.571,,,
7997.4510,978.5,1.571,,,
8003.4576,979.0,1.571,,,
8009.4660,979.5,1.571,,,
8015.4744,980.0,1.570,,,
8021.4798,980.5,1.570,,,
8027.4840,981.0,1.570,,,
8033.4870,981.5,1.569,,,
8039.4834,982.0,1.568,,,
8045.4744,982.5,1.567,,,
8051.4576,983.0,1.567,,,
8057.4348,983.5,1.567,,,
8063.4120,984.0,1.567,,,
8069.3922,984.5,1.567,,,
8075.3772,985.0,1.566,,,
8081.3688,985.5,1.566,,,
8087.3658,986.0,1.566,,,
8093.3658,986.5,1.566,,,
8099.3670,987.0,1.567,,,
8105.3676,987.5,1.566,,,
8111.3658,988.0,1.567,,,
8117.3628,988.5,1.566,,,
8123.3604,989.0,1.565,,,
8129.3568,989.5,1.565,,,
8135.3538,990.0,1.565,,,
8141.3472,990.5,1.565,,,
8147.3370,991.0,1.566,,,
8153.3220,991.5,1.566,,,
8159.3046,992.0,1.566,,,
8165.2896,992.5,1.566,,,
8171.2770,993.0,1.565,,,
8177.2710,993.5,1.565,,,
8183.2686,994.0,1.565,,,
8189.2662,994.5,1.565,,,
8195.2656,995.0,1.565,,,
8201.2650,995.5,1.564,,,
8207.2650,996.0,1.564,,,
8213.2686,996.5,1.564,,,
8219.2758,997.0,1.563,,,
8225.2854,997.5,1.563,,,
8231.2980,998.0,1.563,,,
8237.3058,998.5,1.563,,,
8243.3076,999.0,1.563,,,
8249.3070,999.5,1.563,,,
8255.3052,1000.0,1.563,,,
8261.3118,1000.5,1.563,,,
8267.3244,1001.0,1.562,,,
8273.3346,1001.5,1.562,,,
8279.3388,1002.0,1.562,,,
8285.3298,1002.5,1.562,,,
8291.3124,1003.0,1.562,,,
8297.2932,1003.5,1.562,,,
8303.2764,1004.0,1.560,,,
8309.2698,1004.5,1.560,,,
8315.2674,1005.0,1.560,,,
8321.2710,1005.5,1.559,,,
8327.2776,1006.0,1.559,,,
8333.2794,1006.5,1.559,,,
8339.2806,1007.0,1.559,,,
8345.2776,1007.5,1.559,,,
8351.2734,1008.0,1.559,,,
8357.2722,1008.5,1.559,,,
8363.2716,1009.0,1.559,,,
8369.2740,1009.5,1.559,,,
8375.2794,1010.0,1.559,,,
8381.2848,1010.5,1.559,,,
8387.2938,1011.0,1.559,,,
8393.3052,1011.5,1.558,,,
8399.3076,1012.0,1.558,,,
8405.3046,1012.5,1.558,,,
8411.2926,1013.0,1.557,,,
8417.2746,1013.5,1.557,,,
8423.2584,1014.0,1.557,,,
8429.2458,1014.5,1.557,,,
8435.2326,1015.0,1.557,,,
8441.2176,1015.5,1.555,,,
8447.2026,1016.0,1.555,,,
8453.1870,1016.5,1.554,,,
8459.1750,1017.0,1.554,,,
8465.1684,1017.5,1.554,,,
8471.1648,1018.0,1.554,,,
8477.1594,1018.5,1.554,,,
8483.1522,1019.0,1.554,,,
8489.1426,1019.5,1.554,,,
8495.1330,1020.0,1.553,,,
8501.1258,1020.5,1.552,,,
8507.1234,1021.0,1.551,,,
8513.1258,1021.5,1.550,,,
8519.1270,1022.0,1.550,,,
8525.1282,1022.5,1.549,,,
8531.1288,1023.0,1.549,,,
8537.1294,1023.5,1.549,,,
8543.1342,1024.0,1.548,,,
8549.1402,1024.5,1.548,,,
8555.1462,1025.0,1.548,,,
8561.1450,1025.5,1.547,,,
8567.1354,1026.0,1.547,,,
8573.1192,1026.5,1.546,,,
8579.0976,1027.0,1.547,,,
8585.0748,1027.5,1.547,,,
8591.0562,1028.0,1.547,,,
8597.0424,1028.5,1.548,,,
8603.0346,1029.0,1.549,,,
8609.0310,1029.5,1.549,,,
8615.0226,1030.0,1.549,,,
8621.0106,1030.5,1.549,,,
8626.9902,1031.0,1.548,,,
8632.9686,1031.5,1.547,,,
8638.9536,1032.0,1.547,,,
8644.9422,1032.5,1.547,,,
8650.9350,1033.0,1.547,,,
8656.9242,1033.5,1.546,,,
8662.9068,1034.0,1.546,,,
8668.8912,1034.5,1.545,,,
8674.8780,1035.0,1.545,,,
8680.8720,1035.5,1.544,,,
8686.8732,1036.0,1.544,,,
8692.8744,1036.5,1.543,,,
8698.8780,1037.0,1.543,,,
8704.8852,1037.5,1.542,,,
8710.8936,1038.0,1.542,,,
8716.9026,1038.5,1.542,,,
8722.9080,1039.0,1.542,,,
8728.9080,1039.5,1.542,,,
8734.9044,1040.0,1.544,,,
8740.9014,1040.5,1.544,,,
8746.9008,1041.0,1.544,,,
8752.9014,1041.5,1.544,,,
8758.9044,1042.0,1.543,,,
8764.9074,1042.5,1.543,,,
8770.9134,1043.0,1.543,,,
8776.9248,1043.5,1.543,,,
8782.9386,1044.0,1.543,,,
8788.9542,1044.5,1.542,,,
8794.9662,1045.0,1.542,,,
8800.9698,1045.5,1.542,,,
8806.9656,1046.0,1.541,,,
8812.9500,1046.5,1.540,,,
8818.9284,1047.0,1.540,,,
8824.9056,1047.5,1.540,,,
8830.8858,1048.0,1.540,,,
8836.8732,1048.5,1.540,,,
8842.8666,1049.0,1.540,,,
8848.8660,1049.5,1.539,,,
8854.8666,1050.0,1.538,,,
8860.8702,1050.5,1.538,,,
8866.8792,1051.0,1.538,,,
8872.8876,1051.5,1.538,,,
8878.8924,1052.0,1.538,,,
8884.8906,1052.5,1.538,,,
8890.8780,1053.0,1.538,,,
8896.8576,1053.5,1.538,,,
8902.8366,1054.0,1.538,,,
8908.8180,1054.5,1.538,,,
8914.8078,1055.0,1.537,,,
8920.8042,1055.5,1.538,,,
8926.8036,1056.0,1.538,,,
8932.8048,1056.5,1.538,,,
8938.7982,1057.0,1.537,,,
8944.7892,1057.5,1.537,,,
8950.7778,1058.0,1.537,,,
8956.7616,1058.5,1.536,,,
8962.7436,1059.0,1.535,,,
8968.7226,1059.5,1.535,,,
8974.6992,1060.0,1.534,,,
8980.6758,1060.5,1.534,,,
8986.6572,1061.0,1.534,,,
8992.6410,1061.5,1.533,,,
8998.6254,1062.0,1.533,,,
9004.6116,1062.5,1.533,,,
9010.5948,1063.0,1.533,,,
9016.5768,1063.5,1.533,,,
9022.5624,1064.0,1.532,,,
9028.5540,1064.5,1.532,,,
9034.5540,1065.0,1.531,,,
9040.5630,1065.5,1.531,,,
9046.5750,1066.0,1.532,,,
9052.5834,1066.5,1.533,,,
9058.5846,1067.0,1.533,,,
9064.5828,1067.5,1.534,,,
9070.5810,1068.0,1.534,,,
9076.5816,1068.5,1.535,,,
9082.5858,1069.0,1.535,,,
9088.5876,1069.5,1.535,,,
9094.5810,1070.0,1.535,,,
9100.5696,1070.5,1.535,,,
9106.5522,1071.0,1.533,,,
9112.5336,1071.5,1.532,,,
9118.5288,1072.0,1.532,,,
