Time (s),Temperature (K),Mass (mg),,,
1280.6148,738.4,1.750,,,
1282.1166,738.9,1.748,,,
1283.6172,739.4,1.746,,,
1285.1172,739.9,1.743,,,
1286.6178,740.4,1.741,,,
1288.1202,740.9,1.739,,,
1289.6232,741.4,1.738,,,
1291.1286,741.9,1.735,,,
1292.6328,742.4,1.734,,,
1294.1370,742.9,1.731,,,
1295.6406,743.4,1.729,,,
1297.1442,743.9,1.726,,,
1298.6490,744.4,1.725,,,
1300.1544,744.9,1.723,,,
1301.6604,745.4,1.721,,,
1303.1652,745.9,1.718,,,
1304.6694,746.4,1.717,,,
1306.1724,746.9,1.715,,,
1307.6754,747.4,1.714,,,
1309.1796,747.9,1.712,,,
1310.6820,748.4,1.711,,,
1312.1838,748.9,1.707,,,
1313.6856,749.4,1.707,,,
1315.1862,749.9,1.705,,,
1316.6886,750.4,1.703,,,
1318.1922,750.9,1.702,,,
1319.6952,751.4,1.699,,,
1321.1994,751.9,1.698,,,
1322.7018,752.4,1.696,,,
1324.2036,752.9,1.694,,,
1325.7048,753.4,1.692,,,
1327.2042,753.9,1.689,,,
1328.7036,754.4,1.689,,,
1330.2024,754.9,1.686,,,
1331.7006,755.4,1.685,,,
1333.1982,755.9,1.683,,,
1334.6958,756.4,1.682,,,
1336.1922,756.9,1.680,,,
1337.6892,757.4,1.679,,,
1339.1862,757.9,1.678,,,
1340.6850,758.4,1.676,,,
1342.1844,758.9,1.675,,,
1343.6844,759.4,1.673,,,
1345.1844,759.9,1.672,,,
1346.6838,760.4,1.670,,,
1348.1820,760.9,1.668,,,
1349.6808,761.4,1.668,,,
1351.1778,761.9,1.666,,,
1352.6742,762.4,1.664,,,
1354.1718,762.9,1.663,,,
1355.6682,763.4,1.662,,,
1357.1652,763.9,1.660,,,
1358.6628,764.4,1.658,,,
1360.1604,764.9,1.657,,,
1361.6580,765.4,1.656,,,
1363.1550,765.9,1.655,,,
1364.6514,766.4,1.653,,,
1366.1472,766.9,1.652,,,
1367.6424,767.4,1.650,,,
1369.1364,767.9,1.649,,,
1370.6316,768.4,1.648,,,
1372.1280,768.9,1.646,,,
1373.6232,769.4,1.645,,,
1375.1196,769.9,1.644,,,
1376.6166,770.4,1.643,,,
1378.1130,770.9,1.641,,,
1379.6094,771.4,1.640,,,
1381.1046,771.9,1.639,,,
1382.5992,772.4,1.638,,,
1384.0932,772.9,1.637,,,
1385.5884,773.4,1.636,,,
1387.0836,773.9,1.634,,,
1388.5806,774.4,1.632,,,
1390.0782,774.9,1.631,,,
1391.5752,775.4,1.630,,,
1393.0734,775.9,1.629,,,
1394.5698,776.4,1.628,,,
1396.0662,776.9,1.627,,,
1397.5626,777.4,1.625,,,
1399.0584,777.9,1.625,,,
1400.5554,778.4,1.625,,,
1402.0542,778.9,1.624,,,
1403.5530,779.4,1.623,,,
1405.0512,779.9,1.622,,,
1406.5482,780.4,1.621,,,
1408.0434,780.9,1.619,,,
1409.5380,781.4,1.618,,,
1411.0326,781.9,1.617,,,
1412.5272,782.4,1.616,,,
1414.0212,782.9,1.616,,,
1415.5152,783.4,1.615,,,
1417.0092,783.9,1.614,,,
1418.5032,784.4,1.612,,,
1420.0008,784.9,1.611,,,
1421.4984,785.4,1.610,,,
1422.9978,785.9,1.609,,,
1424.4966,786.4,1.608,,,
1425.9930,786.9,1.608,,,
1427.4882,787.4,1.607,,,
1428.9834,787.9,1.606,,,
1430.4792,788.4,1.604,,,
1431.9768,788.9,1.603,,,
1433.4750,789.4,1.602,,,
1434.9744,789.9,1.602,,,
1436.4744,790.4,1.601,,,
1437.9738,790.9,1.600,,,
1439.4732,791.4,1.599,,,
1440.9720,791.9,1.598,,,
1442.4708,792.4,1.596,,,
1443.9708,792.9,1.596,,,
1445.4720,793.4,1.595,,,
1446.9744,793.9,1.594,,,
1448.4756,794.4,1.593,,,
1449.9762,794.9,1.592,,,
1451.4756,795.4,1.591,,,
1452.9756,795.9,1.590,,,
1454.4762,796.4,1.589,,,
1455.9774,796.9,1.588,,,
1457.4798,797.4,1.587,,,
1458.9810,797.9,1.586,,,
1460.4816,798.4,1.585,,,
1461.9822,798.9,1.584,,,
1463.4822,799.4,1.584,,,
1464.9834,799.9,1.583,,,
1466.4846,800.4,1.582,,,
1467.9852,800.9,1.581,,,
1469.4864,801.4,1.580,,,
1470.9864,801.9,1.579,,,
1472.4864,802.4,1.578,,,
1473.9864,802.9,1.577,,,
1475.4876,803.4,1.576,,,
1476.9894,803.9,1.575,,,
1478.4924,804.4,1.574,,,
1479.9960,804.9,1.573,,,
1481.4990,805.4,1.571,,,
1483.0032,805.9,1.570,,,
1484.5074,806.4,1.570,,,
1486.0128,806.9,1.569,,,
1487.5194,807.4,1.568,,,
1489.0272,807.9,1.567,,,
1490.5350,808.4,1.566,,,
1492.0446,808.9,1.565,,,
1493.5542,809.4,1.564,,,
1495.0644,809.9,1.563,,,
1496.5758,810.4,1.562,,,
1498.0878,810.9,1.561,,,
1499.5998,811.4,1.560,,,
1501.1136,811.9,1.559,,,
1502.6274,812.4,1.558,,,
1504.1418,812.9,1.557,,,
1505.6562,813.4,1.555,,,
1507.1694,813.9,1.554,,,
1508.6844,814.4,1.553,,,
1510.1994,814.9,1.552,,,
1511.7156,815.4,1.552,,,
1513.2336,815.9,1.551,,,
1514.7534,816.4,1.550,,,
1516.2744,816.9,1.549,,,
1517.7960,817.4,1.549,,,
1519.3176,817.9,1.547,,,
1520.8374,818.4,1.546,,,
1522.3566,818.9,1.545,,,
1523.8770,819.4,1.544,,,
1525.3974,819.9,1.543,,,
1526.9178,820.4,1.542,,,
1528.4400,820.9,1.541,,,
1529.9598,821.4,1.541,,,
1531.4802,821.9,1.540,,,
1533.0012,822.4,1.540,,,
1534.5222,822.9,1.538,,,
1536.0444,823.4,1.536,,,
1537.5666,823.9,1.536,,,
1539.0882,824.4,1.535,,,
1540.6104,824.9,1.535,,,
1542.1326,825.4,1.534,,,
1543.6548,825.9,1.533,,,
1545.1782,826.4,1.533,,,
1546.7016,826.9,1.532,,,
1548.2250,827.4,1.531,,,
1549.7496,827.9,1.531,,,
1551.2730,828.4,1.530,,,
1552.7964,828.9,1.528,,,
1554.3198,829.4,1.527,,,
1555.8414,829.9,1.526,,,
1557.3618,830.4,1.526,,,
1558.8810,830.9,1.525,,,
1560.4014,831.4,1.524,,,
1561.9224,831.9,1.523,,,
1563.4452,832.4,1.522,,,
1564.9686,832.9,1.521,,,
1566.4920,833.4,1.520,,,
1568.0148,833.9,1.519,,,
1569.5382,834.4,1.518,,,
1571.0622,834.9,1.517,,,
1572.5856,835.4,1.516,,,
1574.1108,835.9,1.515,,,
1575.6384,836.4,1.515,,,
1577.1678,836.9,1.514,,,
1578.6978,837.4,1.514,,,
1580.2284,837.9,1.513,,,
1581.7578,838.4,1.512,,,
1583.2866,838.9,1.511,,,
1584.8154,839.4,1.511,,,
1586.3448,839.9,1.509,,,
1587.8748,840.4,1.508,,,
1589.4066,840.9,1.507,,,
1590.9396,841.4,1.507,,,
1592.4720,841.9,1.506,,,
1594.0044,842.4,1.505,,,
1595.5344,842.9,1.504,,,
1597.0626,843.4,1.504,,,
1598.5920,843.9,1.503,,,
1600.1208,844.4,1.502,,,
1601.6520,844.9,1.502,,,
1603.1844,845.4,1.501,,,
1604.7180,845.9,1.501,,,
1606.2540,846.4,1.500,,,
1607.7894,846.9,1.499,,,
1609.3242,847.4,1.499,,,
1610.8584,847.9,1.498,,,
1612.3920,848.4,1.498,,,
1613.9262,848.9,1.497,,,
1615.4616,849.4,1.496,,,
1616.9988,849.9,1.495,,,
1618.5366,850.4,1.494,,,
1620.0738,850.9,1.494,,,
1621.6116,851.4,1.493,,,
1623.1488,851.9,1.493,,,
1624.6866,852.4,1.492,,,
1626.2244,852.9,1.491,,,
1627.7622,853.4,1.490,,,
1629.3006,853.9,1.488,,,
1630.8378,854.4,1.487,,,
1632.3756,854.9,1.487,,,
1633.9128,855.4,1.486,,,
1635.4506,855.9,1.485,,,
1636.9866,856.4,1.485,,,
1638.5232,856.9,1.485,,,
1640.0598,857.4,1.484,,,
1641.5970,857.9,1.484,,,
1643.1372,858.4,1.483,,,
1644.6786,858.9,1.483,,,
1646.2218,859.4,1.482,,,
1647.7662,859.9,1.481,,,
1649.3112,860.4,1.481,,,
1650.8562,860.9,1.480,,,
1652.4006,861.4,1.479,,,
1653.9438,861.9,1.479,,,
1655.4846,862.4,1.478,,,
1657.0230,862.9,1.477,,,
1658.5608,863.4,1.475,,,
1660.0998,863.9,1.475,,,
1661.6388,864.4,1.475,,,
1663.1784,864.9,1.474,,,
1664.7174,865.4,1.473,,,
1666.2546,865.9,1.473,,,
1667.7912,866.4,1.472,,,
1669.3290,866.9,1.471,,,
1670.8650,867.4,1.470,,,
1672.4022,867.9,1.470,,,
1673.9412,868.4,1.469,,,
1675.4814,868.9,1.469,,,
1677.0252,869.4,1.468,,,
1678.5702,869.9,1.467,,,
1680.1140,870.4,1.467,,,
1681.6566,870.9,1.466,,,
1683.1968,871.4,1.465,,,
1684.7376,871.9,1.465,,,
1686.2784,872.4,1.464,,,
1687.8186,872.9,1.463,,,
1689.3594,873.4,1.463,,,
1690.8984,873.9,1.462,,,
1692.4356,874.4,1.462,,,
1693.9722,874.9,1.461,,,
1695.5082,875.4,1.460,,,
1697.0448,875.9,1.460,,,
1698.5838,876.4,1.459,,,
1700.1246,876.9,1.459,,,
1701.6660,877.4,1.458,,,
1703.2074,877.9,1.457,,,
1704.7464,878.4,1.456,,,
1706.2842,878.9,1.455,,,
1707.8214,879.4,1.455,,,
1709.3568,879.9,1.454,,,
1710.8934,880.4,1.454,,,
1712.4300,880.9,1.453,,,
1713.9660,881.4,1.452,,,
1715.5032,881.9,1.451,,,
1717.0398,882.4,1.450,,,
1718.5764,882.9,1.450,,,
1720.1112,883.4,1.449,,,
1721.6442,883.9,1.448,,,
1723.1778,884.4,1.448,,,
1724.7120,884.9,1.447,,,
1726.2474,885.4,1.447,,,
1727.7840,885.9,1.447,,,
1729.3200,886.4,1.446,,,
1730.8554,886.9,1.446,,,
1732.3902,887.4,1.445,,,
1733.9250,887.9,1.445,,,
1735.4610,888.4,1.444,,,
1736.9976,888.9,1.444,,,
1738.5330,889.4,1.443,,,
1740.0684,889.9,1.443,,,
1741.6032,890.4,1.442,,,
1743.1368,890.9,1.441,,,
1744.6704,891.4,1.440,,,
1746.2034,891.9,1.439,,,
1747.7364,892.4,1.438,,,
1749.2682,892.9,1.437,,,
1750.8000,893.4,1.437,,,
1752.3312,893.9,1.436,,,
1753.8612,894.4,1.436,,,
1755.3924,894.9,1.435,,,
1756.9230,895.4,1.435,,,
1758.4530,895.9,1.434,,,
1759.9830,896.4,1.433,,,
1761.5112,896.9,1.433,,,
1763.0394,897.4,1.433,,,
1764.5664,897.9,1.432,,,
1766.0940,898.4,1.432,,,
1767.6216,898.9,1.431,,,
1769.1480,899.4,1.430,,,
1770.6744,899.9,1.429,,,
1772.2008,900.4,1.429,,,
1773.7272,900.9,1.428,,,
1775.2548,901.4,1.428,,,
1776.7836,901.9,1.427,,,
1778.3112,902.4,1.427,,,
1779.8376,902.9,1.426,,,
1781.3616,903.4,1.425,,,
1782.8844,903.9,1.425,,,
1784.4084,904.4,1.424,,,
1785.9330,904.9,1.424,,,
1787.4600,905.4,1.423,,,
1788.9876,905.9,1.423,,,
1790.5122,906.4,1.422,,,
1792.0350,906.9,1.422,,,
1793.5536,907.4,1.421,,,
1795.0716,907.9,1.421,,,
1796.5902,908.4,1.420,,,
1798.1094,908.9,1.420,,,
1799.6298,909.4,1.419,,,
1801.1502,909.9,1.418,,,
1802.6706,910.4,1.417,,,
1804.1916,910.9,1.417,,,
1805.7120,911.4,1.416,,,
1807.2342,911.9,1.416,,,
1808.7546,912.4,1.416,,,
1810.2738,912.9,1.415,,,
1811.7936,913.4,1.414,,,
1813.3104,913.9,1.414,,,
1814.8266,914.4,1.414,,,
1816.3416,914.9,1.414,,,
1817.8560,915.4,1.413,,,
1819.3704,915.9,1.413,,,
1820.8866,916.4,1.413,,,
1822.4046,916.9,1.413,,,
1823.9232,917.4,1.413,,,
1825.4424,917.9,1.413,,,
1826.9616,918.4,1.412,,,
1828.4790,918.9,1.412,,,
1829.9952,919.4,1.411,,,
1831.5114,919.9,1.410,,,
1833.0264,920.4,1.409,,,
1834.5426,920.9,1.408,,,
1836.0594,921.4,1.408,,,
1837.5774,921.9,1.407,,,
1839.0948,922.4,1.407,,,
1840.6110,922.9,1.406,,,
1842.1272,923.4,1.406,,,
1843.6434,923.9,1.405,,,
1845.1602,924.4,1.405,,,
1846.6776,924.9,1.404,,,
1848.1944,925.4,1.404,,,
1849.7088,925.9,1.403,,,
1851.2214,926.4,1.403,,,
1852.7334,926.9,1.403,,,
1854.2442,927.4,1.403,,,
1855.7550,927.9,1.403,,,
1857.2652,928.4,1.402,,,
1858.7742,928.9,1.402,,,
1860.2820,929.4,1.402,,,
1861.7904,929.9,1.402,,,
1863.3012,930.4,1.402,,,
1864.8138,930.9,1.401,,,
1866.3270,931.4,1.400,,,
1867.8402,931.9,1.400,,,
1869.3528,932.4,1.400,,,
1870.8630,932.9,1.400,,,
1872.3726,933.4,1.399,,,
1873.8834,933.9,1.399,,,
1875.3942,934.4,1.399,,,
1876.9062,934.9,1.399,,,
1878.4182,935.4,1.398,,,
1879.9308,935.9,1.398,,,
1881.4422,936.4,1.398,,,
1882.9518,936.9,1.398,,,
1884.4608,937.4,1.397,,,
1885.9692,937.9,1.397,,,
1887.4776,938.4,1.397,,,
1888.9866,938.9,1.396,,,
1890.4974,939.4,1.396,,,
1892.0076,939.9,1.396,,,
1893.5190,940.4,1.395,,,
1895.0298,940.9,1.395,,,
1896.5394,941.4,1.394,,,
1898.0490,941.9,1.394,,,
1899.5574,942.4,1.394,,,
1901.0664,942.9,1.393,,,
1902.5748,943.4,1.393,,,
1904.0832,943.9,1.393,,,
1905.5922,944.4,1.392,,,
1907.0994,944.9,1.391,,,
1908.6060,945.4,1.391,,,
1910.1120,945.9,1.390,,,
1911.6180,946.4,1.390,,,
1913.1252,946.9,1.390,,,
1914.6324,947.4,1.389,,,
1916.1390,947.9,1.389,,,
1917.6438,948.4,1.389,,,
1919.1474,948.9,1.388,,,
1920.6504,949.4,1.388,,,
1922.1528,949.9,1.387,,,
1923.6570,950.4,1.387,,,
1925.1612,950.9,1.386,,,
1926.6660,951.4,1.386,,,
1928.1714,951.9,1.385,,,
1929.6762,952.4,1.385,,,
1931.1810,952.9,1.385,,,
1932.6846,953.4,1.384,,,
1934.1870,953.9,1.384,,,
1935.6882,954.4,1.384,,,
1937.1894,954.9,1.383,,,
1938.6912,955.4,1.383,,,
1940.1924,955.9,1.383,,,
1941.6948,956.4,1.382,,,
1943.1978,956.9,1.382,,,
1944.7002,957.4,1.381,,,
1946.2026,957.9,1.381,,,
1947.7044,958.4,1.381,,,
1949.2074,958.9,1.380,,,
1950.7098,959.4,1.380,,,
1952.2134,959.9,1.380,,,
1953.7164,960.4,1.379,,,
1955.2182,960.9,1.379,,,
1956.7200,961.4,1.379,,,
1958.2212,961.9,1.379,,,
1959.7230,962.4,1.378,,,
1961.2248,962.9,1.378,,,
1962.7260,963.4,1.378,,,
1964.2266,963.9,1.377,,,
1965.7260,964.4,1.377,,,
1967.2242,964.9,1.377,,,
1968.7236,965.4,1.377,,,
1970.2230,965.9,1.376,,,
1971.7230,966.4,1.376,,,
1973.2212,966.9,1.376,,,
1974.7176,967.4,1.376,,,
1976.2128,967.9,1.376,,,
1977.7062,968.4,1.375,,,
1979.2008,968.9,1.375,,,
1980.6960,969.4,1.375,,,
1982.1924,969.9,1.374,,,
1983.6894,970.4,1.374,,,
1985.1870,970.9,1.375,,,
1986.6846,971.4,1.375,,,
1988.1834,971.9,1.374,,,
1989.6822,972.4,1.374,,,
1991.1804,972.9,1.374,,,
1992.6786,973.4,1.374,,,
1994.1762,973.9,1.374,,,
1995.6744,974.4,1.374,,,
1997.1744,974.9,1.373,,,
1998.6738,975.4,1.373,,,
2000.1738,975.9,1.372,,,
2001.6714,976.4,1.372,,,
2003.1684,976.9,1.372,,,
2004.6654,977.4,1.372,,,
2006.1630,977.9,1.372,,,
2007.6612,978.4,1.372,,,
2009.1606,978.9,1.372,,,
2010.6594,979.4,1.372,,,
2012.1570,979.9,1.372,,,
2013.6528,980.4,1.372,,,
2015.1492,980.9,1.371,,,
2016.6450,981.4,1.371,,,
2018.1432,981.9,1.371,,,
2019.6426,982.4,1.371,,,
2021.1426,982.9,1.370,,,
2022.6432,983.4,1.370,,,
2024.1432,983.9,1.369,,,
2025.6426,984.4,1.369,,,
2027.1402,984.9,1.369,,,
2028.6366,985.4,1.369,,,
2030.1336,985.9,1.368,,,
2031.6300,986.4,1.368,,,
2033.1264,986.9,1.367,,,
2034.6252,987.4,1.367,,,
2036.1228,987.9,1.366,,,
2037.6204,988.4,1.366,,,
2039.1180,988.9,1.366,,,
2040.6150,989.4,1.365,,,
2042.1132,989.9,1.365,,,
2043.6120,990.4,1.365,,,
2045.1120,990.9,1.365,,,
2046.6120,991.4,1.364,,,
2048.1126,991.9,1.364,,,
2049.6126,992.4,1.363,,,
2051.1126,992.9,1.363,,,
2052.6132,993.4,1.362,,,
2054.1150,993.9,1.362,,,
2055.6162,994.4,1.362,,,
2057.1174,994.9,1.361,,,
2058.6180,995.4,1.361,,,
2060.1174,995.9,1.361,,,
2061.6180,996.4,1.361,,,
2063.1186,996.9,1.361,,,
2064.6204,997.4,1.360,,,
2066.1240,997.9,1.360,,,
2067.6264,998.4,1.360,,,
2069.1294,998.9,1.360,,,
2070.6324,999.4,1.359,,,
2072.1354,999.9,1.359,,,
2073.6378,1000.4,1.359,,,
2075.1396,1000.9,1.358,,,
2076.6402,1001.4,1.358,,,
2078.1408,1001.9,1.358,,,
2079.6408,1002.4,1.358,,,
2081.1408,1002.9,1.357,,,
2082.6408,1003.4,1.357,,,
2084.1396,1003.9,1.357,,,
2085.6384,1004.4,1.356,,,
2087.1396,1004.9,1.356,,,
2088.6414,1005.4,1.355,,,
2090.1450,1005.9,1.355,,,
2091.6486,1006.4,1.355,,,
2093.1504,1006.9,1.354,,,
2094.6510,1007.4,1.354,,,
2096.1510,1007.9,1.354,,,
2097.6522,1008.4,1.353,,,
2099.1546,1008.9,1.353,,,
2100.6582,1009.4,1.353,,,
2102.1630,1009.9,1.352,,,
2103.6672,1010.4,1.352,,,
2105.1690,1010.9,1.352,,,
2106.6708,1011.4,1.351,,,
2108.1720,1011.9,1.351,,,
2109.6732,1012.4,1.350,,,
2111.1768,1012.9,1.350,,,
2112.6804,1013.4,1.350,,,
2114.1840,1013.9,1.350,,,
2115.6882,1014.4,1.350,,,
2117.1918,1014.9,1.350,,,
2118.6960,1015.4,1.350,,,
2120.2002,1015.9,1.350,,,
2121.7044,1016.4,1.350,,,
2123.2086,1016.9,1.350,,,
2124.7128,1017.4,1.350,,,
2126.2164,1017.9,1.350,,,
2127.7212,1018.4,1.349,,,
2129.2248,1018.9,1.349,,,
2130.7284,1019.4,1.349,,,
2132.2308,1019.9,1.349,,,
2133.7320,1020.4,1.350,,,
2135.2326,1020.9,1.349,,,
2136.7344,1021.4,1.349,,,
2138.2374,1021.9,1.349,,,
2139.7416,1022.4,1.349,,,
2141.2476,1022.9,1.349,,,
2142.7536,1023.4,1.349,,,
2144.2602,1023.9,1.348,,,
2145.7662,1024.4,1.348,,,
2147.2698,1024.9,1.348,,,
2148.7716,1025.4,1.347,,,
2150.2716,1025.9,1.347,,,
2151.7710,1026.4,1.347,,,
2153.2710,1026.9,1.347,,,
2154.7716,1027.4,1.346,,,
2156.2746,1027.9,1.346,,,
2157.7770,1028.4,1.346,,,
2159.2800,1028.9,1.346,,,
2160.7830,1029.4,1.345,,,
2162.2860,1029.9,1.345,,,
2163.7890,1030.4,1.345,,,
2165.2914,1030.9,1.344,,,
2166.7926,1031.4,1.344,,,
2168.2932,1031.9,1.344,,,
2169.7920,1032.4,1.343,,,
2171.2908,1032.9,1.343,,,
2172.7908,1033.4,1.343,,,
2174.2926,1033.9,1.343,,,
2175.7956,1034.4,1.343,,,
2177.2980,1034.9,1.343,,,
2178.7998,1035.4,1.342,,,
2180.3010,1035.9,1.342,,,
2181.8022,1036.4,1.342,,,
2183.3028,1036.9,1.342,,,
2184.8046,1037.4,1.342,,,
2186.3070,1037.9,1.341,,,
2187.8094,1038.4,1.341,,,
2189.3130,1038.9,1.341,,,
2190.8154,1039.4,1.341,,,
2192.3166,1039.9,1.341,,,
2193.8172,1040.4,1.341,,,
2195.3184,1040.9,1.341,,,
2196.8190,1041.4,1.341,,,
2198.3196,1041.9,1.340,,,
2199.8196,1042.4,1.340,,,
2201.3178,1042.9,1.340,,,
2202.8166,1043.4,1.340,,,
2204.3142,1043.9,1.340,,,
2205.8124,1044.4,1.339,,,
2207.3106,1044.9,1.339,,,
2208.8088,1045.4,1.339,,,
2210.3070,1045.9,1.339,,,
2211.8052,1046.4,1.339,,,
2213.3046,1046.9,1.339,,,
2214.8046,1047.4,1.339,,,
2216.3046,1047.9,1.339,,,
2217.8046,1048.4,1.339,,,
2219.3016,1048.9,1.338,,,
2220.7998,1049.4,1.338,,,
2222.2992,1049.9,1.338,,,
2223.8004,1050.4,1.338,,,
2225.3052,1050.9,1.338,,,
2226.8100,1051.4,1.338,,,
2228.3136,1051.9,1.337,,,
2229.8154,1052.4,1.337,,,
2231.3148,1052.9,1.337,,,
2232.8130,1053.4,1.336,,,
2234.3118,1053.9,1.336,,,
2235.8094,1054.4,1.336,,,
2237.3082,1054.9,1.336,,,
2238.8076,1055.4,1.336,,,
2240.3076,1055.9,1.336,,,
2241.8100,1056.4,1.335,,,
2243.3142,1056.9,1.335,,,
2244.8190,1057.4,1.335,,,
2246.3256,1057.9,1.335,,,
2247.8322,1058.4,1.334,,,
2249.3376,1058.9,1.334,,,
2250.8418,1059.4,1.334,,,
2252.3442,1059.9,1.334,,,
2253.8448,1060.4,1.333,,,
2255.3454,1060.9,1.333,,,
2256.8454,1061.4,1.333,,,
2258.3460,1061.9,1.333,,,
2259.8472,1062.4,1.333,,,
2261.3478,1062.9,1.332,,,
2262.8490,1063.4,1.332,,,
2264.3502,1063.9,1.332,,,
2265.8514,1064.4,1.332,,,
2267.3520,1064.9,1.332,,,
2268.8532,1065.4,1.331,,,
2270.3538,1065.9,1.331,,,
2271.8526,1066.4,1.331,,,
2273.3514,1066.9,1.332,,,
2274.8490,1067.4,1.332,,,
2276.3472,1067.9,1.332,,,
2277.8478,1068.4,1.332,,,
2279.3526,1068.9,1.332,,,
