Time (s),Mass (g),HRR (kW/m2)
0.00,117.40,0.00
4.80,117.40,6.70
10.20,117.32,0.90
15.00,117.27,0.90
19.80,117.22,2.20
25.20,117.14,2.60
30.00,117.07,4.00
34.80,117.01,4.00
40.20,116.92,1.20
45.00,116.68,0.00
49.80,116.14,117.10
55.20,115.49,170.20
60.00,114.90,177.90
64.80,114.30,159.10
70.20,113.83,142.70
75.00,113.34,122.90
79.80,112.94,109.70
85.20,112.51,105.00
90.00,112.15,106.10
94.80,111.74,101.70
100.20,111.42,88.20
105.00,111.06,87.60
109.80,110.73,84.10
115.20,110.38,85.40
120.00,110.10,85.60
124.80,109.79,78.50
130.20,109.50,77.10
135.00,109.18,77.40
139.80,108.90,77.40
145.20,108.58,76.90
150.00,108.31,72.50
154.80,107.99,72.70
160.20,107.74,73.00
165.00,107.44,74.20
169.80,107.17,73.40
175.20,106.88,68.00
180.00,106.64,67.50
184.80,106.35,69.20
190.20,106.11,71.00
195.00,105.82,70.50
199.80,105.58,65.10
205.20,105.31,66.60
210.00,105.08,67.50
214.80,104.77,67.50
220.20,104.51,67.20
225.00,104.28,67.70
229.80,104.00,74.10
235.20,103.75,65.90
240.00,103.49,66.50
244.80,103.27,66.50
250.20,102.97,67.10
255.00,102.75,67.30
259.80,102.50,66.90
265.20,102.26,68.00
270.00,101.97,66.20
274.80,101.74,70.70
280.20,101.48,63.10
285.00,101.26,65.10
289.80,101.01,63.50
295.20,100.78,64.50
300.00,100.51,65.80
304.80,100.30,66.20
310.20,100.04,64.30
315.00,99.81,62.70
319.80,99.54,64.50
325.20,99.31,65.50
330.00,99.10,66.90
334.80,98.81,65.70
340.20,98.59,66.50
345.00,98.37,67.10
349.80,98.11,66.10
355.20,97.88,66.20
360.00,97.63,64.70
364.80,97.41,65.00
370.20,97.15,66.20
375.00,96.92,65.90
379.80,96.71,64.50
385.20,96.44,69.60
390.00,96.22,64.00
394.80,95.96,63.50
400.20,95.74,63.10
405.00,95.52,63.60
409.80,95.28,64.60
415.20,95.04,63.50
420.00,94.83,63.70
424.80,94.56,62.00
430.20,94.34,63.80
435.00,94.13,64.30
439.80,93.86,64.50
445.20,93.63,63.70
450.00,93.40,62.80
454.80,93.17,63.40
460.20,92.96,63.60
465.00,92.69,63.20
469.80,92.48,62.60
475.20,92.26,63.10
480.00,92.01,64.60
484.80,91.78,64.60
490.20,91.56,63.90
495.00,91.32,62.90
499.80,91.10,63.90
505.20,90.87,64.20
510.00,90.66,63.80
514.80,90.39,61.30
520.20,90.18,61.70
525.00,89.96,63.90
529.80,89.71,64.10
535.20,89.50,63.10
540.00,89.27,62.50
544.80,89.02,64.60
550.20,88.80,63.70
555.00,88.60,64.30
559.80,88.35,61.70
565.20,88.12,62.60
570.00,87.91,63.10
574.80,87.65,63.30
580.20,87.43,61.50
585.00,87.20,66.70
589.80,86.98,66.80
595.20,86.77,59.80
600.00,86.52,60.60
604.80,86.32,60.80
610.20,86.11,62.40
615.00,85.85,63.60
619.80,85.63,63.00
625.20,85.43,61.30
630.00,85.18,60.90
634.80,84.98,61.90
640.20,84.71,62.10
645.00,84.51,62.50
649.80,84.31,60.20
655.20,84.10,62.10
660.00,83.88,62.10
664.80,83.65,61.20
670.20,83.43,60.00
675.00,83.18,59.00
679.80,82.98,61.10
685.20,82.78,62.00
690.00,82.52,61.20
694.80,82.31,60.40
700.20,82.12,60.80
705.00,81.88,61.40
709.80,81.67,62.60
715.20,81.45,61.80
720.00,81.24,62.60
724.80,81.01,63.70
730.20,80.80,64.80
735.00,80.56,62.90
739.80,80.36,61.90
745.20,80.15,62.60
750.00,79.92,62.80
754.80,79.72,62.60
760.20,79.49,61.70
765.00,79.25,62.70
769.80,79.03,63.40
775.20,78.83,63.30
780.00,78.60,61.40
784.80,78.39,60.00
790.20,78.16,61.80
795.00,77.95,60.80
799.80,77.75,60.30
805.20,77.52,59.50
810.00,77.32,61.60
814.80,77.09,61.80
820.20,76.88,62.50
825.00,76.67,61.40
829.80,76.44,60.50
835.20,76.26,62.60
840.00,76.02,63.20
844.80,75.81,62.90
850.20,75.58,61.80
855.00,75.38,63.20
859.80,75.17,63.70
865.20,74.93,62.40
870.00,74.73,61.20
874.80,74.51,62.20
880.20,74.30,64.30
885.00,74.07,62.70
889.80,73.90,62.30
895.20,73.66,61.70
900.00,73.46,64.00
904.80,73.22,64.30
910.20,73.02,63.70
915.00,72.81,62.20
919.80,72.60,62.20
925.20,72.39,64.30
930.00,72.16,65.70
934.80,71.96,63.80
940.20,71.75,61.70
945.00,71.52,63.50
949.80,71.31,64.00
955.20,71.11,63.00
960.00,70.87,62.20
964.80,70.67,62.80
970.20,70.48,64.20
975.00,70.24,63.50
979.80,70.02,63.10
985.20,69.84,69.20
990.00,69.61,68.60
994.80,69.41,60.70
1000.20,69.19,61.30
1005.00,68.98,61.80
1009.80,68.75,68.00
1015.20,68.56,66.70
1020.00,68.35,59.70
1024.80,68.11,59.70
1030.20,67.93,62.20
1035.00,67.68,64.30
1039.80,67.47,65.00
1045.20,67.27,62.80
1050.00,67.08,62.90
1054.80,66.88,68.40
1060.20,66.65,66.90
1065.00,66.46,66.60
1069.80,66.23,64.00
1075.20,66.02,65.60
1080.00,65.81,67.00
1084.80,65.57,66.10
1090.20,65.38,65.30
1095.00,65.16,70.70
1099.80,64.96,69.90
1105.20,64.70,67.60
1110.00,64.52,65.50
1114.80,64.31,65.10
1120.20,64.09,65.80
1125.00,63.87,66.70
1129.80,63.65,66.30
1135.20,63.46,64.60
1140.00,63.24,66.00
1144.80,63.03,65.90
1150.20,62.79,67.00
1155.00,62.57,65.60
1159.80,62.38,65.50
1165.20,62.15,67.40
1170.00,61.94,67.40
1174.80,61.72,67.20
1180.20,61.52,66.50
1185.00,61.27,67.50
1189.80,61.07,69.00
1195.20,60.88,69.10
1200.00,60.63,67.90
1204.80,60.42,68.10
1210.20,60.22,69.20
1215.00,59.99,69.30
1219.80,59.78,70.30
1225.20,59.54,68.40
1230.00,59.33,74.70
1234.80,59.11,72.80
1240.20,58.90,70.90
1245.00,58.65,69.20
1249.80,58.45,69.80
1255.20,58.20,71.50
1260.00,57.98,71.40
1264.80,57.76,69.80
1270.20,57.52,69.00
1275.00,57.31,74.20
1279.80,57.07,68.00
1285.20,56.84,68.50
1290.00,56.63,69.70
1294.80,56.37,70.90
1300.20,56.13,71.70
1305.00,55.93,72.20
1309.80,55.68,71.00
1315.20,55.46,73.10
1320.00,55.20,73.80
1324.80,54.99,74.20
1330.20,54.75,73.00
1335.00,54.52,71.60
1339.80,54.28,73.70
1345.20,54.03,74.70
1350.00,53.78,75.70
1354.80,53.53,74.40
1360.20,53.29,81.80
1365.00,53.05,79.10
1369.80,52.79,77.40
1375.20,52.58,74.40
1380.00,52.30,75.50
1384.80,52.07,82.00
1390.20,51.78,75.10
1395.00,51.53,75.20
1399.80,51.31,75.00
1405.20,51.03,76.30
1410.00,50.79,77.40
1414.80,50.51,78.20
1420.20,50.26,78.00
1425.00,50.00,84.00
1429.80,49.76,84.30
1435.20,49.51,82.70
1440.00,49.22,80.70
1444.80,48.94,80.30
1450.20,48.67,81.30
1455.00,48.42,82.10
1459.80,48.11,82.80
1465.20,47.86,81.30
1470.00,47.61,85.10
1474.80,47.33,85.30
1480.20,47.07,85.50
1485.00,46.76,84.80
1489.80,46.50,85.00
1495.20,46.21,85.10
1500.00,45.92,85.60
1504.80,45.65,85.80
1510.20,45.39,84.90
1515.00,45.09,86.00
1519.80,44.81,85.90
1525.20,44.49,85.90
1530.00,44.24,84.90
1534.80,43.97,91.20
1540.20,43.66,91.10
1545.00,43.41,89.20
1549.80,43.07,87.60
1555.20,42.79,87.80
1560.00,42.53,88.90
1564.80,42.21,89.40
1570.20,41.92,88.90
1575.00,41.65,87.70
1579.80,41.33,88.20
1585.20,41.05,88.60
1590.00,40.79,89.20
1594.80,40.47,88.20
1600.20,40.18,88.70
1605.00,39.91,89.30
1609.80,39.60,89.70
1615.20,39.32,88.60
1620.00,39.03,93.90
1624.80,38.72,92.90
1630.20,38.46,87.00
1635.00,38.16,87.00
1639.80,37.88,92.20
1645.20,37.59,92.40
1650.00,37.31,92.10
1654.80,37.02,91.10
1660.20,36.76,89.10
1665.00,36.47,89.10
1669.80,36.20,89.10
1675.20,35.90,87.30
1680.00,35.66,87.90
1684.80,35.37,90.80
1690.20,35.11,89.80
1695.00,34.81,82.60
1699.80,34.57,82.50
1705.20,34.28,82.80
1710.00,34.03,83.60
1714.80,33.73,84.50
1720.20,33.49,79.40
1725.00,33.25,80.40
1729.80,32.98,81.80
1735.20,32.77,83.50
1740.00,32.49,83.30
1744.80,32.25,81.40
1750.20,32.01,79.90
1755.00,31.78,80.80
1759.80,31.54,79.40
1765.20,31.30,78.40
1770.00,31.05,76.80
1774.80,30.82,77.70
1780.20,30.60,78.40
1785.00,30.38,77.40
1789.80,30.17,74.00
1795.20,29.95,74.70
1800.00,29.74,75.10
1804.80,29.51,74.60
1810.20,29.33,69.00
1815.00,29.08,69.80
1819.80,28.89,74.80
1825.20,28.71,73.40
1830.00,28.49,66.00
1834.80,28.31,67.10
1840.20,28.12,67.60
1845.00,27.90,69.00
1849.80,27.77,62.50
1855.20,27.57,62.70
1860.00,27.41,64.40
1864.80,27.24,65.70
1870.20,27.09,60.20
1875.00,26.90,60.50
1879.80,26.74,61.60
1885.20,26.61,61.60
1890.00,26.44,54.30
1894.80,26.31,54.30
1900.20,26.15,53.70
1905.00,26.01,55.30
1909.80,25.89,56.60
1915.20,25.75,50.30
1920.00,25.64,52.60
1924.80,25.49,51.50
1930.20,25.37,53.30
1935.00,25.27,52.20
1939.80,25.16,51.50
1945.20,25.02,50.60
1950.00,24.92,50.30
1954.80,24.81,50.20
1960.20,24.68,48.00
1965.00,24.58,47.00
1969.80,24.48,47.70
1975.20,24.35,48.40
1980.00,24.24,49.00
1984.80,24.16,48.40
1990.20,24.03,48.60
1995.00,23.93,49.10
1999.80,23.84,48.90
2005.20,23.73,48.90
2010.00,23.62,46.70
2014.80,23.52,47.80
2020.20,23.42,42.20
2025.00,23.33,42.20
2029.80,23.24,43.40
2035.20,23.16,44.30
2040.00,23.06,44.30
2044.80,22.97,43.50
2050.20,22.89,42.50
2055.00,22.80,41.70
2059.80,22.72,42.40
2065.20,22.66,41.60
2070.00,22.56,40.20
2074.80,22.49,39.50
2080.20,22.42,40.10
2085.00,22.35,41.90
2089.80,22.27,40.50
2095.20,22.18,39.70
2100.00,22.12,41.00
2104.80,22.04,41.50
2110.20,21.97,40.90
2115.00,21.90,40.10
2119.80,21.82,40.50
2125.20,21.76,41.50
2130.00,21.68,41.50
2134.80,21.62,40.30
2140.20,21.54,39.90
2145.00,21.49,41.20
2149.80,21.41,41.80
2155.20,21.36,40.90
2160.00,21.29,39.10
