Time (s),Mass (g),HRR (kW/m2)
0.00,158.10,0.00
1.20,158.10,113.00
1.80,158.08,87.40
3.00,158.08,48.30
4.20,157.99,21.60
4.80,157.97,50.60
6.00,157.93,50.60
7.20,157.88,0.00
7.80,157.85,0.00
9.00,157.81,0.00
10.20,157.74,52.60
10.80,157.72,115.30
12.00,157.66,239.00
13.20,157.59,306.30
13.80,157.56,290.70
15.00,157.50,177.30
16.20,157.46,138.30
16.80,157.41,51.50
18.00,157.32,0.00
19.20,157.26,32.40
19.80,157.18,122.00
21.00,157.11,142.60
22.20,157.06,110.40
22.80,157.01,74.80
24.00,156.78,99.20
25.20,156.74,160.80
25.80,156.71,157.50
27.00,156.53,132.30
28.20,156.44,110.90
28.80,156.34,96.20
30.00,156.27,100.40
31.20,156.17,99.70
31.80,156.00,76.20
33.00,155.99,128.20
34.20,155.86,161.70
34.80,155.78,177.20
36.00,155.72,185.20
37.20,155.62,177.20
37.80,155.47,185.70
39.00,155.28,150.50
40.20,155.22,109.30
40.80,155.12,97.40
42.00,155.02,103.70
43.20,154.86,103.20
43.80,154.66,90.30
45.00,154.59,45.80
46.20,154.45,0.00
46.80,154.24,0.00
48.00,154.17,54.40
49.20,154.04,75.20
49.80,153.92,142.80
51.00,153.84,167.10
52.20,153.58,200.20
52.80,153.49,263.80
54.00,153.37,287.20
55.20,153.27,233.70
55.80,153.15,177.20
57.00,152.88,151.50
58.20,152.81,174.50
58.80,152.68,211.90
60.00,152.59,247.20
61.20,152.43,260.70
61.80,152.35,165.20
63.00,152.23,127.70
64.20,151.98,48.00
64.80,151.91,0.00
66.00,151.80,8.30
67.20,151.58,8.70
67.80,151.52,67.90
69.00,151.42,99.10
70.20,151.21,131.60
70.80,151.15,123.70
72.00,151.03,98.50
73.20,150.86,101.10
73.80,150.79,101.50
75.00,150.67,81.40
76.20,150.45,67.70
76.80,150.38,46.10
78.00,150.28,20.30
79.20,150.10,0.00
79.80,150.05,6.50
81.00,149.96,75.20
82.20,149.79,125.80
82.80,149.74,141.00
84.00,149.63,135.90
85.20,149.54,128.50
85.80,149.43,128.70
87.00,149.30,136.80
88.20,149.23,191.00
88.80,149.14,210.30
90.00,148.98,260.60
91.20,148.93,393.00
91.80,148.83,510.90
93.00,148.68,513.00
94.20,148.63,409.50
94.80,148.52,315.60
96.00,148.45,267.00
97.20,148.28,192.40
97.80,148.20,98.50
99.00,148.07,98.00
100.20,148.02,117.20
100.80,147.93,129.40
102.00,147.80,137.40
103.20,147.74,171.50
103.80,147.66,262.50
105.00,147.58,289.70
106.20,147.49,326.90
106.80,147.33,334.00
108.00,147.26,327.60
109.20,147.18,317.00
109.80,147.11,302.70
111.00,147.03,308.00
112.20,146.85,342.00
112.80,146.80,348.80
114.00,146.73,284.20
115.20,146.56,233.00
115.80,146.52,252.10
117.00,146.45,355.20
118.20,146.32,376.10
118.80,146.27,347.60
120.00,146.19,242.60
121.20,146.04,221.90
121.80,145.99,213.40
123.00,145.90,214.10
124.20,145.84,241.20
124.80,145.77,251.40
126.00,145.61,187.10
127.20,145.56,114.40
127.80,145.49,71.80
129.00,145.41,39.80
130.20,145.31,29.40
130.80,145.18,58.90
132.00,145.14,74.00
133.20,145.05,62.50
133.80,145.02,34.60
135.00,144.88,11.20
136.20,144.81,11.10
136.80,144.70,0.00
138.00,144.64,0.00
139.20,144.56,0.00
139.80,144.44,0.00
141.00,144.39,0.00
142.20,144.31,0.00
142.80,144.18,40.60
144.00,144.12,130.30
145.20,144.06,106.00
145.80,143.94,0.00
147.00,143.91,0.00
148.20,143.83,0.00
148.80,143.71,0.00
150.00,143.67,0.00
151.20,143.59,0.00
151.80,143.47,44.40
153.00,143.43,173.10
154.20,143.35,219.10
154.80,143.23,278.80
156.00,143.20,279.50
157.20,143.11,268.20
157.80,142.99,222.20
159.00,142.95,175.40
160.20,142.88,176.10
160.80,142.75,176.60
162.00,142.71,133.80
163.20,142.64,133.60
163.80,142.54,151.80
165.00,142.49,162.30
166.20,142.41,177.80
166.80,142.30,192.30
168.00,142.26,147.30
169.20,142.18,72.00
169.80,142.07,22.40
171.00,142.04,36.00
172.20,141.97,52.40
172.80,141.84,76.40
174.00,141.81,105.60
175.20,141.76,134.10
175.80,141.63,239.10
177.00,141.59,379.50
178.20,141.53,402.40
178.80,141.40,401.70
180.00,141.37,368.50
181.20,141.30,329.90
181.80,141.19,288.60
183.00,141.16,234.10
184.20,141.08,162.30
184.80,140.95,118.30
186.00,140.92,108.60
187.20,140.87,121.90
187.80,140.75,133.30
189.00,140.70,97.30
190.20,140.64,63.20
190.80,140.53,82.80
192.00,140.49,77.00
193.20,140.41,56.00
193.80,140.29,30.10
195.00,140.26,89.00
196.20,140.19,110.90
