Time (s),Mass (g),HRR (kW/m2)
0.00,116.20,0.00
1.20,116.10,440.20
1.80,116.10,414.10
3.00,116.07,383.60
4.20,116.01,382.50
4.80,115.99,415.10
6.00,115.95,445.60
7.20,115.90,435.90
7.80,115.87,396.80
9.00,115.83,348.00
10.20,115.80,320.30
10.80,115.72,299.20
12.00,115.67,274.10
13.20,115.58,263.40
13.80,115.55,269.90
15.00,115.48,269.30
16.20,115.37,269.30
16.80,115.29,268.50
18.00,115.27,322.70
19.20,115.18,362.70
19.80,115.07,411.70
21.00,115.01,473.50
22.20,114.90,551.50
22.80,114.85,603.10
24.00,114.74,602.80
25.20,114.64,539.60
25.80,114.56,505.30
27.00,114.49,432.90
28.20,114.35,349.40
28.80,114.25,339.20
30.00,114.13,439.70
31.20,114.01,465.20
31.80,113.88,454.90
33.00,113.81,453.60
34.20,113.69,386.10
34.80,113.58,296.80
36.00,113.51,266.30
37.20,113.37,339.40
37.80,113.29,430.50
39.00,113.06,519.80
40.20,113.01,599.10
40.80,112.89,639.20
42.00,112.82,682.30
43.20,112.69,735.20
43.80,112.63,763.30
45.00,112.50,733.70
46.20,112.30,650.60
46.80,112.25,608.10
48.00,112.15,540.20
49.20,112.08,497.20
49.80,111.96,503.60
51.00,111.90,548.10
52.20,111.83,526.10
52.80,111.69,480.00
54.00,111.59,442.70
55.20,111.48,418.00
55.80,111.42,379.80
57.00,111.33,338.10
58.20,111.25,337.70
58.80,111.18,387.70
60.00,111.00,432.40
61.20,110.95,436.00
61.80,110.86,428.40
63.00,110.79,428.70
64.20,110.68,445.90
64.80,110.52,539.10
66.00,110.49,567.90
67.20,110.39,628.80
67.80,110.34,714.90
69.00,110.19,730.00
70.20,110.11,654.00
70.80,109.97,565.80
72.00,109.93,491.10
73.20,109.86,477.40
73.80,109.72,514.60
75.00,109.68,535.70
76.20,109.59,537.60
76.80,109.53,537.10
78.00,109.43,565.60
79.20,109.30,584.80
79.80,109.25,586.20
81.00,109.17,583.60
82.20,109.04,597.70
82.80,108.99,594.80
84.00,108.92,614.50
85.20,108.78,699.30
85.80,108.74,830.50
87.00,108.65,832.40
88.20,108.54,810.60
88.80,108.50,778.70
90.00,108.42,756.20
91.20,108.28,648.20
91.80,108.24,616.30
93.00,108.16,628.50
94.20,108.12,647.00
94.80,107.97,678.40
96.00,107.91,698.80
97.20,107.80,734.10
97.80,107.75,685.20
99.00,107.69,664.70
100.20,107.57,642.30
100.80,107.53,600.60
102.00,107.46,616.20
103.20,107.33,710.50
103.80,107.28,784.00
105.00,107.21,783.30
106.20,107.11,747.20
106.80,107.05,675.80
108.00,106.99,652.70
109.20,106.84,626.90
109.80,106.80,580.90
111.00,106.75,525.80
112.20,106.63,494.80
112.80,106.59,519.30
114.00,106.51,542.20
115.20,106.40,533.10
115.80,106.35,452.70
117.00,106.29,426.40
118.20,106.19,408.00
118.80,106.15,468.90
120.00,106.07,507.50
121.20,105.96,585.20
121.80,105.92,580.20
123.00,105.85,547.60
124.20,105.74,486.90
124.80,105.71,427.20
126.00,105.64,453.90
127.20,105.59,517.20
127.80,105.46,540.30
129.00,105.42,527.10
130.20,105.30,517.50
130.80,105.27,542.60
