Time (s),Mass (g),HRR (kW/m2)
0,119.60,0.00
5,119.40,7.40
10,119.23,0.00
15,119.10,3.00
20,118.84,48.50
25,118.45,105.80
30,117.87,146.80
35,117.23,188.40
40,116.48,220.50
45,115.82,231.30
50,115.07,224.60
55,114.45,216.80
60,113.76,202.00
65,113.19,189.80
70,112.55,179.70
75,112.02,170.60
80,111.42,164.90
85,110.91,166.20
90,110.32,157.60
95,109.86,150.80
100,109.33,145.40
105,108.84,145.60
110,108.36,148.40
115,107.92,135.40
120,107.42,130.80
125,107.02,130.40
130,106.52,131.20
135,106.12,122.60
140,105.67,122.70
145,105.26,123.40
150,104.80,121.30
155,104.37,121.90
160,103.97,120.50
165,103.55,118.70
170,103.14,113.30
175,102.75,114.00
180,102.32,114.10
185,101.92,107.60
190,101.52,107.90
195,101.16,108.40
200,100.74,109.20
205,100.38,103.90
210,99.97,103.70
215,99.61,103.10
220,99.20,103.70
225,98.84,96.60
230,98.46,95.70
235,98.10,96.60
240,97.73,97.60
245,97.39,92.50
250,96.99,94.00
255,96.65,93.90
260,96.28,93.20
265,95.93,92.30
270,95.60,91.00
275,95.28,90.00
280,94.90,90.30
285,94.57,93.50
290,94.25,91.10
295,93.89,91.10
300,93.58,89.60
305,93.22,89.30
310,92.91,89.70
315,92.56,88.80
320,92.24,88.50
325,91.90,86.90
330,91.61,86.40
335,91.27,85.70
340,90.96,84.50
345,90.63,84.30
350,90.33,85.70
355,90.00,86.50
360,89.70,85.40
365,89.34,83.90
370,89.04,85.00
375,88.74,85.30
380,88.40,82.40
385,88.10,83.10
390,87.82,88.00
395,87.49,81.80
400,87.20,82.40
405,86.85,83.60
410,86.55,83.30
415,86.26,85.60
420,85.94,86.60
425,85.62,86.90
430,85.35,85.60
435,85.01,86.40
440,84.71,87.20
445,84.39,87.60
450,84.12,86.40
455,83.80,86.70
460,83.51,92.10
465,83.16,90.30
470,82.86,89.20
475,82.58,88.20
480,82.23,89.20
485,81.93,90.10
490,81.62,90.40
495,81.32,89.50
500,81.00,90.50
505,80.69,91.90
510,80.40,91.70
515,80.07,90.60
520,79.80,96.50
525,79.44,94.20
530,79.13,93.50
535,78.84,93.40
540,78.51,90.80
545,78.20,96.80
550,77.92,96.60
555,77.57,95.00
560,77.26,94.10
565,76.96,93.90
570,76.62,94.60
575,76.33,94.90
580,75.97,93.20
585,75.67,94.40
590,75.39,95.20
595,75.02,96.00
600,74.70,96.20
605,74.42,100.90
610,74.06,99.80
615,73.75,98.40
620,73.40,97.60
625,73.10,96.90
630,72.75,102.90
635,72.45,102.40
640,72.09,101.00
645,71.76,100.10
650,71.41,98.20
655,71.11,99.40
660,70.75,99.40
665,70.39,98.40
670,70.06,104.10
675,69.76,105.20
680,69.35,103.40
685,69.02,102.60
690,68.69,102.00
695,68.33,105.00
700,68.02,103.70
705,67.61,103.20
710,67.26,103.30
715,66.97,109.40
720,66.58,107.70
725,66.25,106.80
730,65.84,105.80
735,65.49,106.00
740,65.15,106.60
745,64.78,107.00
750,64.43,106.40
755,64.06,106.10
760,63.73,111.70
765,63.32,109.80
770,62.97,108.60
775,62.63,107.50
780,62.23,113.50
785,61.86,106.20
790,61.51,106.70
795,61.15,107.20
800,60.80,108.50
805,60.39,109.70
810,60.06,110.50
815,59.64,110.40
820,59.29,109.80
825,58.91,114.60
830,58.55,114.00
835,58.22,112.40
840,57.81,116.50
845,57.47,116.40
850,57.05,108.90
855,56.70,107.90
860,56.34,107.50
865,55.96,109.40
870,55.65,111.30
875,55.25,113.00
880,54.90,108.90
885,54.53,116.10
890,54.17,115.30
895,53.76,107.50
900,53.41,107.50
905,53.08,112.00
910,52.70,112.30
915,52.37,111.70
920,51.97,109.20
925,51.62,108.30
930,51.28,108.40
935,50.92,109.20
940,50.61,108.30
945,50.22,107.30
950,49.90,108.30
955,49.53,109.20
960,49.18,106.30
965,48.87,107.20
970,48.50,105.90
975,48.19,104.70
980,47.81,109.70
985,47.48,105.70
990,47.17,103.50
995,46.81,111.20
1000,46.48,109.90
1005,46.18,103.50
1010,45.82,102.10
1015,45.48,102.40
1020,45.20,103.90
1025,44.84,104.60
1030,44.53,104.90
1035,44.22,103.70
1040,43.92,104.10
1045,43.59,102.90
1050,43.31,102.40
1055,42.98,101.20
1060,42.70,100.80
1065,42.34,101.50
1070,42.06,99.90
1075,41.78,98.50
1080,41.46,98.40
1085,41.20,98.90
1090,40.87,100.30
1095,40.59,98.70
1100,40.29,96.80
1105,40.03,98.20
1110,39.72,99.20
1115,39.45,99.40
1120,39.14,96.90
1125,38.87,96.30
1130,38.60,95.50
1135,38.35,96.40
1140,38.09,95.10
1145,37.80,93.00
1150,37.57,93.90
1155,37.28,93.80
1160,37.03,93.80
1165,36.79,90.30
1170,36.52,91.10
1175,36.30,85.90
1180,36.03,84.50
1185,35.80,85.80
1190,35.60,87.80
1195,35.33,88.70
1200,35.11,82.90
1205,34.89,83.30
1210,34.67,84.20
1215,34.46,84.20
1220,34.23,80.00
1225,34.02,81.10
1230,33.80,79.80
1235,33.62,81.30
1240,33.39,82.20
1245,33.20,79.90
1250,32.97,79.60
1255,32.79,79.80
1260,32.61,79.10
1265,32.39,78.50
1270,32.21,76.10
1275,32.01,75.90
1280,31.83,77.50
1285,31.63,77.10
1290,31.45,73.90
1295,31.29,72.40
1300,31.09,73.60
1305,30.93,71.80
1310,30.75,70.80
1315,30.58,69.70
1320,30.42,70.50
1325,30.25,64.80
1330,30.10,66.20
1335,29.94,65.30
1340,29.79,66.10
1345,29.64,66.50
1350,29.48,60.80
1355,29.35,62.20
1360,29.19,63.80
1365,29.05,64.20
1370,28.90,57.60
1375,28.75,58.20
1380,28.65,59.20
1385,28.50,59.60
1390,28.38,58.80
1395,28.25,57.70
1400,28.13,56.50
1405,28.02,55.40
1410,27.89,56.30
1415,27.78,55.60
1420,27.67,53.60
1425,27.57,50.80
1430,27.45,50.30
1435,27.37,44.50
1440,27.27,44.10
1445,27.18,44.20
1450,27.11,45.00
1455,27.02,45.50
1460,26.95,45.00
1465,26.87,41.90
1470,26.78,42.10
1475,26.72,42.20
1480,26.67,37.10
1485,26.60,36.40
1490,26.54,35.80
1495,26.47,35.80
1500,26.41,35.10
1505,26.36,33.40
1510,26.30,32.90
1515,26.25,33.10
1520,26.18,32.60
1525,26.13,32.10
1530,26.08,31.20
