Time (s),Mass (g)
0,118.80
1,118.80
2,118.79
3,118.77
4,118.72
5,118.70
6,118.68
7,118.65
8,118.64
9,118.61
10,118.61
11,118.57
12,118.56
13,118.53
14,118.48
15,118.46
16,118.44
17,118.42
18,118.41
19,118.36
20,118.32
21,118.27
22,118.27
23,118.23
24,118.20
25,118.17
26,118.09
27,118.07
28,118.02
29,117.99
30,117.95
31,117.85
32,117.82
33,117.78
34,117.73
35,117.71
36,117.62
37,117.58
38,117.52
39,117.45
40,117.40
41,117.34
42,117.29
43,117.22
44,117.17
45,117.09
46,117.04
47,116.99
48,116.91
49,116.83
50,116.80
51,116.71
52,116.61
53,116.57
54,116.51
55,116.47
56,116.38
57,116.33
58,116.25
59,116.20
60,116.12
61,116.02
62,115.99
63,115.91
64,115.82
65,115.78
66,115.73
67,115.62
68,115.59
69,115.52
70,115.41
71,115.37
72,115.32
73,115.26
74,115.21
75,115.06
76,115.03
77,114.97
78,114.88
79,114.85
80,114.78
81,114.68
82,114.63
83,114.57
84,114.46
85,114.44
86,114.38
87,114.27
88,114.24
89,114.17
90,114.14
91,114.07
92,114.00
93,113.90
94,113.84
95,113.80
96,113.73
97,113.67
98,113.59
99,113.55
100,113.49
101,113.36
102,113.33
103,113.28
104,113.18
105,113.13
106,113.08
107,113.03
108,112.99
109,112.87
110,112.84
111,112.76
112,112.67
113,112.63
114,112.59
115,112.53
116,112.45
117,112.40
118,112.36
119,112.24
120,112.20
121,112.16
122,112.11
123,112.05
124,111.92
125,111.89
126,111.84
127,111.75
128,111.73
129,111.66
130,111.61
131,111.52
132,111.48
133,111.39
134,111.36
135,111.31
136,111.21
137,111.18
138,111.13
139,111.02
140,110.99
141,110.93
142,110.86
143,110.82
144,110.75
145,110.71
146,110.63
147,110.59
148,110.49
149,110.45
150,110.42
151,110.32
152,110.28
153,110.23
154,110.16
155,110.08
156,110.05
157,109.99
158,109.90
159,109.87
160,109.80
161,109.71
162,109.68
163,109.63
164,109.55
165,109.51
166,109.46
167,109.36
168,109.33
169,109.27
170,109.19
171,109.18
172,109.12
173,109.01
174,108.99
175,108.94
176,108.85
177,108.81
178,108.77
179,108.74
180,108.65
181,108.61
182,108.57
183,108.47
184,108.42
185,108.39
186,108.35
187,108.24
188,108.20
189,108.14
190,108.06
191,108.03
192,107.99
193,107.89
194,107.87
195,107.82
196,107.71
197,107.68
198,107.64
199,107.55
200,107.52
201,107.46
202,107.39
203,107.35
204,107.30
205,107.25
206,107.22
207,107.10
208,107.07
209,107.03
210,106.99
211,106.89
212,106.84
213,106.81
214,106.74
215,106.65
216,106.63
217,106.57
218,106.49
219,106.46
220,106.41
221,106.36
222,106.30
223,106.21
224,106.18
225,106.12
226,106.05
227,106.02
228,105.97
229,105.92
230,105.83
231,105.79
232,105.76
233,105.74
234,105.63
235,105.60
236,105.55
237,105.51
238,105.46
239,105.36
240,105.33
241,105.29
242,105.19
243,105.17
244,105.12
245,105.06
246,105.02
247,104.93
248,104.90
249,104.85
250,104.77
251,104.75
252,104.69
253,104.61
254,104.58
255,104.53
256,104.45
257,104.42
258,104.37
259,104.30
260,104.26
261,104.22
262,104.12
263,104.10
264,104.05
265,103.97
266,103.95
267,103.89
268,103.82
269,103.80
270,103.75
271,103.70
272,103.62
273,103.58
274,103.55
275,103.46
276,103.42
277,103.35
278,103.33
279,103.27
280,103.18
281,103.15
282,103.10
283,103.03
284,103.00
285,102.97
286,102.88
287,102.86
288,102.82
289,102.77
290,102.71
291,102.65
292,102.62
293,102.56
294,102.49
295,102.46
296,102.42
297,102.38
298,102.31
299,102.24
300,102.22
301,102.16
302,102.13
303,102.05
304,102.01
305,101.93
306,101.91
307,101.86
308,101.78
309,101.75
310,101.71
311,101.64
312,101.61
313,101.55
314,101.49
315,101.46
316,101.41
317,101.34
318,101.31
319,101.26
320,101.17
321,101.15
322,101.11
323,101.07
324,101.03
325,100.93
326,100.91
327,100.86
328,100.79
329,100.76
330,100.72
331,100.64
332,100.62
333,100.56
334,100.49
335,100.46
336,100.41
337,100.35
338,100.30
339,100.21
340,100.19
341,100.16
342,100.08
343,100.06
344,100.01
345,99.95
346,99.92
347,99.86
348,99.79
349,99.77
350,99.72
351,99.65
352,99.62
353,99.57
354,99.49
355,99.45
356,99.41
357,99.32
358,99.30
359,99.25
360,99.18
361,99.16
362,99.11
363,99.07
364,98.99
365,98.95
366,98.92
367,98.85
368,98.81
369,98.73
370,98.69
371,98.65
372,98.59
373,98.56
374,98.50
375,98.44
376,98.41
377,98.35
378,98.29
379,98.27
380,98.21
381,98.13
382,98.11
383,98.05
384,97.98
385,97.96
386,97.90
387,97.81
388,97.79
389,97.76
390,97.67
391,97.64
392,97.59
393,97.56
394,97.48
395,97.44
396,97.38
397,97.35
398,97.30
399,97.21
400,97.19
401,97.14
402,97.11
403,97.04
404,97.00
405,96.93
406,96.90
407,96.85
408,96.76
409,96.73
410,96.68
411,96.66
412,96.58
413,96.54
414,96.47
415,96.45
416,96.40
417,96.32
418,96.29
419,96.25
420,96.21
421,96.12
422,96.09
423,96.02
424,96.00
425,95.95
426,95.87
427,95.84
428,95.80
429,95.72
430,95.70
431,95.65
432,95.58
433,95.55
434,95.51
435,95.41
436,95.40
437,95.35
438,95.28
439,95.25
440,95.21
441,95.16
442,95.09
443,95.03
444,94.99
445,94.95
446,94.87
447,94.84
448,94.80
449,94.76
450,94.70
451,94.63
452,94.61
453,94.55
454,94.51
455,94.43
456,94.38
457,94.32
458,94.29
459,94.25
460,94.18
461,94.16
462,94.12
463,94.05
464,94.02
465,93.96
466,93.88
467,93.86
468,93.82
469,93.73
470,93.71
471,93.66
472,93.58
473,93.57
474,93.51
475,93.44
476,93.41
477,93.36
478,93.29
479,93.26
480,93.22
481,93.18
482,93.14
483,93.04
484,93.02
485,92.98
486,92.90
487,92.87
488,92.83
489,92.75
490,92.72
491,92.67
492,92.59
493,92.57
494,92.52
495,92.45
496,92.43
497,92.37
498,92.30
499,92.28
500,92.25
501,92.16
502,92.13
503,92.08
504,92.04
505,91.96
506,91.92
507,91.86
508,91.83
509,91.80
510,91.76
511,91.71
512,91.66
513,91.58
514,91.54
515,91.50
516,91.44
517,91.40
518,91.32
519,91.31
520,91.26
521,91.19
522,91.16
523,91.11
524,91.04
525,91.01
526,90.97
527,90.91
528,90.88
529,90.84
530,90.76
531,90.74
532,90.70
533,90.61
534,90.59
535,90.54
536,90.51
537,90.42
538,90.38
539,90.33
540,90.31
541,90.26
542,90.17
543,90.15
544,90.11
545,90.08
546,90.01
547,89.95
548,89.92
549,89.86
550,89.79
551,89.77
552,89.73
553,89.67
554,89.64
555,89.58
556,89.50
557,89.48
558,89.44
559,89.36
560,89.34
561,89.29
562,89.26
563,89.18
564,89.15
565,89.08
566,89.05
567,89.02
568,88.98
569,88.90
570,88.86
571,88.78
572,88.76
573,88.72
574,88.69
575,88.61
576,88.57
577,88.50
578,88.48
579,88.44
580,88.36
581,88.34
582,88.30
583,88.28
584,88.18
585,88.15
586,88.09
587,88.05
588,88.02
589,87.94
590,87.92
591,87.87
592,87.80
593,87.77
594,87.73
595,87.67
596,87.64
597,87.60
598,87.56
599,87.49
600,87.46
601,87.39
602,87.36
603,87.32
604,87.24
605,87.22
606,87.17
607,87.09
608,87.06
609,87.03
610,86.96
611,86.94
612,86.89
613,86.82
614,86.79
615,86.74
616,86.68
617,86.65
618,86.63
619,86.54
620,86.52
621,86.47
622,86.40
623,86.38
624,86.34
625,86.26
626,86.24
627,86.20
628,86.12
629,86.11
630,86.07
631,85.98
632,85.96
633,85.91
634,85.84
635,85.81
636,85.78
637,85.72
638,85.68
639,85.63
640,85.56
641,85.54
642,85.50
643,85.43
644,85.41
645,85.38
646,85.34
647,85.27
648,85.22
649,85.17
650,85.14
651,85.10
652,85.04
653,85.01
654,84.96
655,84.88
656,84.86
657,84.82
658,84.75
659,84.72
660,84.68
661,84.61
662,84.59
663,84.55
664,84.48
665,84.46
666,84.41
667,84.33
668,84.31
669,84.27
670,84.21
671,84.18
672,84.13
673,84.09
674,84.05
675,83.99
676,83.96
677,83.91
678,83.85
679,83.83
680,83.78
681,83.71
682,83.69
683,83.65
684,83.58
685,83.56
686,83.51
687,83.45
688,83.42
689,83.38
690,83.31
691,83.28
692,83.25
693,83.17
694,83.15
695,83.11
696,83.05
697,83.02
698,82.98
699,82.90
700,82.88
701,82.85
702,82.78
703,82.75
704,82.71
705,82.67
706,82.61
707,82.57
708,82.54
709,82.50
710,82.42
711,82.40
712,82.36
713,82.30
714,82.27
715,82.24
716,82.16
717,82.14
718,82.10
719,82.04
720,82.01
721,81.96
722,81.90
723,81.88
724,81.84
725,81.76
726,81.74
727,81.70
728,81.63
729,81.60
730,81.58
731,81.51
732,81.48
733,81.44
734,81.38
735,81.35
736,81.30
737,81.24
738,81.21
739,81.17
740,81.11
741,81.09
742,81.03
743,81.01
744,80.95
745,80.90
746,80.86
747,80.83
748,80.79
749,80.75
750,80.67
751,80.65
752,80.60
753,80.57
754,80.53
755,80.47
756,80.44
757,80.40
758,80.33
759,80.30
760,80.26
761,80.20
762,80.18
763,80.13
764,80.07
765,80.04
766,79.99
767,79.97
768,79.90
769,79.86
770,79.81
771,79.78
772,79.75
773,79.68
774,79.66
775,79.62
776,79.59
777,79.52
778,79.48
779,79.46
780,79.38
781,79.35
782,79.31
783,79.28
784,79.23
785,79.16
786,79.14
787,79.11
788,79.04
789,79.01
790,78.98
791,78.91
792,78.88
793,78.84
794,78.78
795,78.76
796,78.72
797,78.66
798,78.63
799,78.59
800,78.56
801,78.48
802,78.45
803,78.44
804,78.37
805,78.33
806,78.30
807,78.23
808,78.21
809,78.15
810,78.12
811,78.08
812,78.02
813,78.00
814,77.96
815,77.89
816,77.87
817,77.82
818,77.76
819,77.73
820,77.70
821,77.64
822,77.61
823,77.58
