Time (s),Temperature (K),Mass (mg)
0,313.15,7.427
42.2064,313.64887,7.420859356
54.5988,314.14775,7.419549234
63.7314,314.64662,7.420830391
71.3202,315.1455,7.420686307
77.9868,315.64437,7.420199839
84.0258,316.14324,7.420996013
89.6022,316.64212,7.421943698
94.8354,317.14099,7.422333616
99.8154,317.63987,7.421478026
104.6142,318.13874,7.422916635
109.266,318.63761,7.421224022
113.7846,319.13649,7.42015602
118.1784,319.63536,7.419485361
122.475,320.13424,7.419337564
126.6864,320.63311,7.419421489
130.8378,321.13198,7.419019689
134.916,321.63086,7.417703624
138.9312,322.12973,7.418650567
142.8846,322.62861,7.417777151
146.79,323.12748,7.41739986
150.6564,323.62635,7.417849193
154.488,324.12523,7.418248023
158.28,324.6241,7.41818935
162.0252,325.12298,7.418903827
165.726,325.62185,7.418350516
169.3746,326.12072,7.417136201
172.983,326.6196,7.417872217
176.5554,327.11847,7.417416942
180.1014,327.61735,7.416689096
183.6252,328.11622,7.416598487
187.1244,328.61509,7.416364536
190.6002,329.11397,7.415596584
194.04,329.61284,7.415094519
197.4492,330.11172,7.41453081
200.8206,330.61059,7.413739092
204.1512,331.10946,7.413187265
207.4506,331.60834,7.413084773
210.7134,332.10721,7.412821857
213.9378,332.60609,7.412338359
217.1364,333.10496,7.411601601
220.3038,333.60383,7.410793543
223.4418,334.10271,7.410016679
226.5552,334.60158,7.409236101
229.638,335.10046,7.408467407
232.686,335.59933,7.407705397
235.7016,336.0982,7.407389007
238.686,336.59708,7.407039195
241.6422,337.09595,7.406535644
244.5726,337.59483,7.405545625
247.4826,338.0937,7.404391469
250.3734,338.59257,7.403689618
253.2444,339.09145,7.40325291
256.0968,339.59032,7.402729307
258.9354,340.0892,7.401999233
261.7644,340.58807,7.401411014
264.579,341.08694,7.400662373
267.3864,341.58582,7.400134313
270.1812,342.08469,7.399669383
272.9628,342.58357,7.399109387
275.7276,343.08244,7.398360003
278.4774,343.58131,7.397843083
281.211,344.08019,7.39672532
283.9284,344.57906,7.395337956
286.6308,345.07794,7.39487971
289.3182,345.57681,7.394797271
291.9924,346.07568,7.394278123
294.6558,346.57456,7.393649799
297.3108,347.07343,7.393019247
299.9556,347.57231,7.392310711
302.5956,348.07118,7.391772254
305.2326,348.57005,7.391276873
307.8636,349.06893,7.390568337
310.4868,349.5678,7.389704577
313.104,350.06668,7.388835618
315.7194,350.56555,7.387948834
318.3288,351.06442,7.386970698
320.9262,351.5633,7.38592869
323.5194,352.06217,7.384966894
326.1042,352.56105,7.384132099
328.6818,353.05992,7.383558734
331.2498,353.55879,7.38300468
333.8106,354.05767,7.382455082
336.3684,354.55654,7.382025802
338.9196,355.05542,7.38151111
341.4678,355.55429,7.381332862
344.01,356.05316,7.381061777
346.5474,356.55204,7.380631011
349.0788,357.05091,7.380258918
351.6066,357.54979,7.379897223
354.1296,358.04866,7.379485025
356.6466,358.54753,7.379320888
359.1594,359.04641,7.379099564
361.665,359.54528,7.378788372
364.1646,360.04416,7.378418508
366.6606,360.54303,7.377977344
369.1512,361.0419,7.37758297
371.64,361.54078,7.377419576
374.1234,362.03965,7.37721979
376.6068,362.53853,7.37680165
379.0884,363.0374,7.376266163
381.5658,363.53627,7.37580866
384.042,364.03515,7.375495983
