Time (s),Mass (g)
930,61.76
931,61.73
932,61.69
933,61.62
934,61.59
935,61.54
936,61.47
937,61.44
938,61.40
939,61.33
940,61.29
941,61.23
942,61.16
943,61.13
944,61.08
945,61.00
946,60.98
947,60.93
948,60.86
949,60.84
950,60.78
951,60.70
952,60.69
953,60.63
954,60.55
955,60.53
956,60.47
957,60.39
958,60.37
959,60.32
960,60.23
961,60.21
962,60.16
963,60.08
964,60.06
965,60.01
966,59.92
967,59.89
968,59.84
969,59.77
970,59.74
971,59.70
972,59.61
973,59.59
974,59.53
975,59.45
976,59.43
977,59.38
978,59.29
979,59.27
980,59.22
981,59.15
982,59.12
983,59.07
984,58.98
985,58.96
986,58.91
987,58.82
988,58.79
989,58.75
990,58.66
991,58.63
992,58.58
993,58.53
994,58.49
995,58.39
996,58.35
997,58.31
998,58.22
999,58.20
1000,58.15
1001,58.10
1002,58.02
1003,57.98
1004,57.90
1005,57.87
1006,57.82
1007,57.72
1008,57.70
1009,57.66
1010,57.56
1011,57.53
1012,57.48
1013,57.43
1014,57.38
1015,57.27
1016,57.25
1017,57.20
1018,57.12
1019,57.08
1020,57.01
1021,56.94
1022,56.90
1023,56.86
1024,56.81
1025,56.73
1026,56.67
1027,56.59
1028,56.56
1029,56.51
1030,56.43
1031,56.41
1032,56.34
1033,56.27
1034,56.23
1035,56.16
1036,56.07
1037,56.04
1038,55.99
1039,55.90
1040,55.88
1041,55.82
1042,55.73
1043,55.70
1044,55.62
1045,55.53
1046,55.50
1047,55.45
1048,55.37
1049,55.33
1050,55.28
1051,55.19
1052,55.15
1053,55.10
1054,55.01
1055,54.99
1056,54.93
1057,54.83
1058,54.79
1059,54.74
1060,54.65
1061,54.61
1062,54.55
1063,54.46
1064,54.42
1065,54.37
1066,54.27
1067,54.24
1068,54.17
1069,54.08
1070,54.05
1071,54.00
1072,53.89
1073,53.88
1074,53.82
1075,53.71
1076,53.68
1077,53.64
1078,53.53
1079,53.50
1080,53.44
1081,53.40
1082,53.35
1083,53.22
1084,53.18
1085,53.12
1086,53.02
1087,52.99
1088,52.94
1089,52.84
1090,52.81
1091,52.74
1092,52.63
1093,52.61
1094,52.55
1095,52.46
1096,52.42
1097,52.36
1098,52.27
1099,52.23
1100,52.16
1101,52.06
1102,52.03
1103,51.97
1104,51.87
1105,51.83
1106,51.79
1107,51.67
1108,51.63
1109,51.57
1110,51.47
1111,51.44
1112,51.39
1113,51.28
1114,51.25
1115,51.19
1116,51.08
1117,51.05
1118,50.99
1119,50.88
1120,50.84
1121,50.77
1122,50.68
1123,50.64
1124,50.59
1125,50.53
1126,50.43
1127,50.39
1128,50.28
1129,50.25
1130,50.20
1131,50.07
1132,50.04
1133,49.98
1134,49.89
1135,49.85
1136,49.78
1137,49.67
1138,49.63
1139,49.57
1140,49.48
1141,49.44
1142,49.36
1143,49.27
1144,49.23
1145,49.17
1146,49.06
1147,49.03
1148,48.95
1149,48.85
1150,48.82
1151,48.75
1152,48.65
1153,48.62
1154,48.55
1155,48.44
1156,48.41
1157,48.34
1158,48.23
1159,48.20
1160,48.14
1161,48.08
1162,47.96
1163,47.91
1164,47.82
1165,47.79
1166,47.72
1167,47.62
1168,47.59
1169,47.53
1170,47.40
1171,47.37
1172,47.31
1173,47.20
1174,47.16
1175,47.09
1176,46.98
1177,46.94
1178,46.87
1179,46.78
1180,46.74
1181,46.67
1182,46.63
1183,46.51
1184,46.45
1185,46.35
1186,46.32
1187,46.25
1188,46.14
1189,46.10
1190,46.04
1191,45.94
1192,45.90
1193,45.84
1194,45.72
1195,45.69
1196,45.63
1197,45.50
1198,45.45
1199,45.41
1200,45.34
1201,45.29
1202,45.16
1203,45.13
1204,45.05
1205,44.95
1206,44.90
1207,44.84
1208,44.74
1209,44.70
1210,44.65
1211,44.58
1212,44.45
1213,44.41
1214,44.31
1215,44.29
1216,44.20
1217,44.16
1218,44.04
1219,43.99
1220,43.89
1221,43.86
1222,43.77
1223,43.67
1224,43.64
1225,43.57
1226,43.46
1227,43.43
1228,43.36
1229,43.24
1230,43.20
1231,43.13
1232,43.02
1233,42.99
1234,42.92
1235,42.81
1236,42.77
1237,42.70
1238,42.60
1239,42.56
1240,42.48
1241,42.38
1242,42.35
1243,42.29
1244,42.17
1245,42.14
1246,42.06
1247,41.98
1248,41.93
1249,41.86
1250,41.75
1251,41.71
1252,41.65
1253,41.54
1254,41.50
1255,41.44
1256,41.33
1257,41.30
1258,41.23
1259,41.11
1260,41.07
1261,41.01
1262,40.90
1263,40.87
1264,40.80
1265,40.69
1266,40.65
1267,40.58
1268,40.47
1269,40.44
1270,40.36
1271,40.27
1272,40.23
1273,40.16
1274,40.06
1275,40.02
1276,39.96
1277,39.86
1278,39.82
1279,39.74
1280,39.64
1281,39.60
1282,39.53
1283,39.43
1284,39.39
1285,39.32
1286,39.24
1287,39.22
1288,39.13
1289,39.02
1290,38.99
1291,38.92
1292,38.87
1293,38.76
1294,38.71
1295,38.67
1296,38.61
1297,38.49
1298,38.44
1299,38.38
1300,38.27
1301,38.23
1302,38.16
1303,38.07
1304,38.03
1305,37.98
1306,37.86
1307,37.82
1308,37.77
1309,37.67
1310,37.63
1311,37.56
1312,37.47
1313,37.43
1314,37.37
1315,37.27
1316,37.24
1317,37.17
1318,37.09
1319,37.06
1320,36.99
1321,36.88
1322,36.85
1323,36.79
1324,36.69
1325,36.67
1326,36.60
1327,36.51
1328,36.47
1329,36.42
1330,36.32
1331,36.29
1332,36.23
1333,36.15
1334,36.12
1335,36.07
1336,35.97
1337,35.94
1338,35.88
1339,35.80
1340,35.76
1341,35.71
1342,35.61
1343,35.58
1344,35.53
1345,35.44
1346,35.41
1347,35.36
1348,35.27
1349,35.25
1350,35.19
1351,35.11
1352,35.08
1353,35.03
1354,34.94
1355,34.92
1356,34.87
1357,34.78
1358,34.75
1359,34.70
1360,34.66
1361,34.59
1362,34.54
1363,34.47
1364,34.45
1365,34.40
1366,34.34
1367,34.30
1368,34.25
1369,34.17
1370,34.15
1371,34.10
1372,34.04
1373,34.00
1374,33.95
1375,33.88
1376,33.86
1377,33.80
1378,33.75
1379,33.72
1380,33.68
1381,33.61
1382,33.59
1383,33.55
1384,33.48
1385,33.46
1386,33.41
1387,33.34
1388,33.33
1389,33.30
1390,33.24
1391,33.22
1392,33.19
1393,33.12
1394,33.10
1395,33.05
1396,33.01
1397,32.99
1398,32.94
1399,32.92
1400,32.89
1401,32.80
1402,32.78
1403,32.76
1404,32.70
1405,32.69
1406,32.64
1407,32.60
1408,32.57
1409,32.53
1410,32.48
1411,32.47
1412,32.43
1413,32.38
1414,32.36
1415,32.34
1416,32.31
1417,32.24
1418,32.21
1419,32.18
1420,32.16
1421,32.13
1422,32.09
1423,32.08
1424,32.05
1425,32.00
1426,31.99
1427,31.95
1428,31.92
1429,31.90
1430,31.86
1431,31.82
1432,31.81
1433,31.79
1434,31.75
1435,31.73
1436,31.70
1437,31.66
1438,31.64
1439,31.61
1440,31.58
1441,31.55
1442,31.52
1443,31.50
1444,31.48
1445,31.46
1446,31.41
1447,31.40
1448,31.39
1449,31.35
1450,31.33
1451,31.30
1452,31.27
1453,31.26
1454,31.25
1455,31.20
1456,31.19
1457,31.16
1458,31.13
1459,31.11
1460,31.10
1461,31.07
1462,31.06
1463,31.03
1464,31.00
1465,30.99
1466,30.97
1467,30.93
1468,30.92
1469,30.91
1470,30.89
1471,30.88
1472,30.85
1473,30.84
1474,30.80
1475,30.78
1476,30.77
1477,30.75
1478,30.72
1479,30.71
1480,30.69
1481,30.66
1482,30.65
1483,30.63
1484,30.60
1485,30.60
1486,30.59
1487,30.55
1488,30.55
1489,30.53
1490,30.50
1491,30.50
1492,30.47
1493,30.46
1494,30.45
1495,30.43
1496,30.41
1497,30.42
1498,30.39
1499,30.37
1500,30.36
1501,30.35
1502,30.33
1503,30.32
1504,30.29
1505,30.28
1506,30.26
1507,30.24
1508,30.23
1509,30.21
1510,30.19
1511,30.19
1512,30.18
1513,30.16
1514,30.16
1515,30.12
1516,30.11
1517,30.10
1518,30.07
1519,30.06
1520,30.05
1521,30.02
1522,30.02
1523,29.99
1524,29.98
1525,29.98
1526,29.96
1527,29.95
1528,29.94
1529,29.92
1530,29.90
1531,29.90
1532,29.88
1533,29.85
1534,29.84
1535,29.84
1536,29.81
1537,29.79
1538,29.79
1539,29.77
1540,29.76
1541,29.74
1542,29.74
1543,29.72
1544,29.71
1545,29.69
1546,29.68
1547,29.66
1548,29.66
1549,29.64
1550,29.62
1551,29.62
1552,29.60
1553,29.59
1554,29.57
1555,29.56
1556,29.55
1557,29.54
1558,29.52
1559,29.53
1560,29.52
1561,29.49
1562,29.46
1563,29.45
1564,29.44
1565,29.43
1566,29.43
1567,29.41
1568,29.41
1569,29.38
1570,29.37
1571,29.37
1572,29.33
1573,29.34
1574,29.32
1575,29.32
1576,29.30
1577,29.28
1578,29.28
1579,29.26
1580,29.24
1581,29.25
1582,29.23
1583,29.21
1584,29.20
1585,29.20
1586,29.18
1587,29.18
1588,29.16
1589,29.15
1590,29.13
1591,29.12
1592,29.11
1593,29.10
1594,29.09
1595,29.08
1596,29.06
1597,29.04
1598,29.02
1599,29.02
1600,29.03
1601,28.99
1602,28.99
1603,28.99
1604,28.98
1605,28.97
1606,28.96
