Time (s),Temperature (K),Mass (mg),,,
1294.8680,743.2,1.653,,,
1296.3640,743.7,1.651,,,
1297.8590,744.2,1.649,,,
1299.3590,744.7,1.647,,,
1300.8610,745.2,1.645,,,
1302.3640,745.7,1.643,,,
1303.8710,746.2,1.642,,,
1305.3790,746.7,1.640,,,
1306.8860,747.2,1.638,,,
1308.3950,747.7,1.637,,,
1309.9050,748.2,1.634,,,
1311.4130,748.7,1.633,,,
1312.9210,749.2,1.631,,,
1314.4280,749.7,1.629,,,
1315.9340,750.2,1.627,,,
1317.4400,750.7,1.626,,,
1318.9450,751.2,1.625,,,
1320.4490,751.7,1.623,,,
1321.9540,752.2,1.621,,,
1323.4570,752.7,1.620,,,
1324.9610,753.2,1.618,,,
1326.4650,753.7,1.617,,,
1327.9700,754.2,1.615,,,
1329.4760,754.7,1.614,,,
1330.9820,755.2,1.611,,,
1332.4900,755.7,1.610,,,
1333.9960,756.2,1.608,,,
1335.5020,756.7,1.607,,,
1337.0070,757.2,1.605,,,
1338.5100,757.7,1.604,,,
1340.0120,758.2,1.601,,,
1341.5140,758.7,1.601,,,
1343.0170,759.2,1.600,,,
1344.5210,759.7,1.599,,,
1346.0270,760.2,1.597,,,
1347.5330,760.7,1.596,,,
1349.0400,761.2,1.594,,,
1350.5450,761.7,1.593,,,
1352.0500,762.2,1.590,,,
1353.5540,762.7,1.590,,,
1355.0580,763.2,1.588,,,
1356.5620,763.7,1.587,,,
1358.0660,764.2,1.585,,,
1359.5700,764.7,1.584,,,
1361.0740,765.2,1.583,,,
1362.5800,765.7,1.581,,,
1364.0870,766.2,1.579,,,
1365.5940,766.7,1.578,,,
1367.1010,767.2,1.577,,,
1368.6070,767.7,1.576,,,
1370.1130,768.2,1.574,,,
1371.6210,768.7,1.573,,,
1373.1300,769.2,1.572,,,
1374.6410,769.7,1.571,,,
1376.1520,770.2,1.570,,,
1377.6630,770.7,1.567,,,
1379.1720,771.2,1.566,,,
1380.6810,771.7,1.566,,,
1382.1900,772.2,1.564,,,
1383.7000,772.7,1.563,,,
1385.2090,773.2,1.562,,,
1386.7180,773.7,1.560,,,
1388.2260,774.2,1.559,,,
1389.7330,774.7,1.557,,,
1391.2390,775.2,1.556,,,
1392.7460,775.7,1.556,,,
1394.2540,776.2,1.555,,,
1395.7610,776.7,1.553,,,
1397.2690,777.2,1.552,,,
1398.7760,777.7,1.552,,,
1400.2820,778.2,1.552,,,
1401.7860,778.7,1.551,,,
1403.2910,779.2,1.549,,,
1404.7960,779.7,1.548,,,
1406.3020,780.2,1.547,,,
1407.8090,780.7,1.546,,,
1409.3170,781.2,1.545,,,
1410.8240,781.7,1.543,,,
1412.3320,782.2,1.542,,,
1413.8420,782.7,1.541,,,
1415.3540,783.2,1.540,,,
1416.8690,783.7,1.539,,,
1418.3880,784.2,1.537,,,
1419.9090,784.7,1.537,,,
1421.4310,785.2,1.536,,,
1422.9550,785.7,1.534,,,
1424.4790,786.2,1.533,,,
1426.0060,786.7,1.532,,,
1427.5330,787.2,1.531,,,
1429.0610,787.7,1.530,,,
1430.5910,788.2,1.529,,,
1432.1200,788.7,1.528,,,
1433.6510,789.2,1.527,,,
1435.1830,789.7,1.526,,,
1436.7150,790.2,1.524,,,
1438.2480,790.7,1.524,,,
1439.7820,791.2,1.522,,,
1441.3170,791.7,1.521,,,
1442.8510,792.2,1.520,,,
1444.3870,792.7,1.520,,,
1445.9210,793.2,1.518,,,
1447.4560,793.7,1.517,,,
1448.9920,794.2,1.516,,,
1450.5300,794.7,1.516,,,
1452.0680,795.2,1.515,,,
1453.6060,795.7,1.514,,,
1455.1420,796.2,1.513,,,
1456.6760,796.7,1.512,,,
1458.2090,797.2,1.511,,,
1459.7430,797.7,1.510,,,
1461.2780,798.2,1.509,,,
1462.8140,798.7,1.508,,,
1464.3500,799.2,1.508,,,
1465.8850,799.7,1.507,,,
1467.4200,800.2,1.506,,,
1468.9570,800.7,1.505,,,
1470.4970,801.2,1.504,,,
1472.0380,801.7,1.502,,,
1473.5810,802.2,1.501,,,
1475.1230,802.7,1.500,,,
1476.6650,803.2,1.499,,,
1478.2100,803.7,1.498,,,
1479.7570,804.2,1.497,,,
1481.3060,804.7,1.496,,,
1482.8590,805.2,1.495,,,
1484.4130,805.7,1.494,,,
1485.9680,806.2,1.493,,,
1487.5250,806.7,1.492,,,
1489.0820,807.2,1.491,,,
1490.6380,807.7,1.491,,,
1492.1950,808.2,1.489,,,
1493.7530,808.7,1.488,,,
1495.3140,809.2,1.488,,,
1496.8790,809.7,1.487,,,
1498.4460,810.2,1.486,,,
1500.0140,810.7,1.485,,,
1501.5810,811.2,1.485,,,
1503.1460,811.7,1.484,,,
1504.7120,812.2,1.482,,,
1506.2750,812.7,1.482,,,
1507.8400,813.2,1.481,,,
1509.4030,813.7,1.480,,,
1510.9610,814.2,1.479,,,
1512.5190,814.7,1.478,,,
1514.0750,815.2,1.477,,,
1515.6310,815.7,1.476,,,
1517.1880,816.2,1.475,,,
1518.7450,816.7,1.474,,,
1520.2990,817.2,1.473,,,
1521.8500,817.7,1.473,,,
1523.3970,818.2,1.472,,,
1524.9430,818.7,1.470,,,
1526.4870,819.2,1.470,,,
1528.0310,819.7,1.469,,,
1529.5750,820.2,1.468,,,
1531.1180,820.7,1.467,,,
1532.6600,821.2,1.466,,,
1534.2010,821.7,1.465,,,
1535.7410,822.2,1.463,,,
1537.2790,822.7,1.462,,,
1538.8190,823.2,1.462,,,
1540.3590,823.7,1.461,,,
1541.8990,824.2,1.460,,,
1543.4330,824.7,1.459,,,
1544.9610,825.2,1.459,,,
1546.4820,825.7,1.458,,,
1547.9980,826.2,1.457,,,
1549.5130,826.7,1.456,,,
1551.0280,827.2,1.455,,,
1552.5450,827.7,1.454,,,
1554.0610,828.2,1.454,,,
1555.5760,828.7,1.453,,,
1557.0890,829.2,1.452,,,
1558.6000,829.7,1.451,,,
1560.1100,830.2,1.450,,,
1561.6200,830.7,1.448,,,
1563.1310,831.2,1.448,,,
1564.6440,831.7,1.447,,,
1566.1580,832.2,1.447,,,
1567.6740,832.7,1.446,,,
1569.1900,833.2,1.445,,,
1570.7060,833.7,1.444,,,
1572.2210,834.2,1.443,,,
1573.7360,834.7,1.442,,,
1575.2530,835.2,1.441,,,
1576.7720,835.7,1.440,,,
1578.2940,836.2,1.440,,,
1579.8170,836.7,1.439,,,
1581.3430,837.2,1.438,,,
1582.8690,837.7,1.437,,,
1584.3970,838.2,1.436,,,
1585.9260,838.7,1.435,,,
1587.4560,839.2,1.433,,,
1588.9850,839.7,1.433,,,
1590.5150,840.2,1.432,,,
1592.0440,840.7,1.431,,,
1593.5740,841.2,1.430,,,
1595.1040,841.7,1.430,,,
1596.6320,842.2,1.429,,,
1598.1580,842.7,1.428,,,
1599.6800,843.2,1.427,,,
1601.1980,843.7,1.426,,,
1602.7130,844.2,1.426,,,
1604.2250,844.7,1.425,,,
1605.7350,845.2,1.424,,,
1607.2420,845.7,1.423,,,
1608.7470,846.2,1.423,,,
1610.2490,846.7,1.422,,,
1611.7510,847.2,1.421,,,
1613.2510,847.7,1.420,,,
1614.7510,848.2,1.419,,,
1616.2490,848.7,1.418,,,
1617.7460,849.2,1.418,,,
1619.2440,849.7,1.417,,,
1620.7430,850.2,1.417,,,
1622.2430,850.7,1.416,,,
1623.7460,851.2,1.415,,,
1625.2500,851.7,1.415,,,
1626.7550,852.2,1.414,,,
1628.2590,852.7,1.413,,,
1629.7630,853.2,1.412,,,
1631.2670,853.7,1.411,,,
1632.7720,854.2,1.410,,,
1634.2790,854.7,1.410,,,
1635.7870,855.2,1.409,,,
1637.2970,855.7,1.408,,,
1638.8070,856.2,1.407,,,
1640.3180,856.7,1.406,,,
1641.8290,857.2,1.406,,,
1643.3400,857.7,1.405,,,
1644.8530,858.2,1.405,,,
1646.3680,858.7,1.404,,,
1647.8850,859.2,1.404,,,
1649.4040,859.7,1.403,,,
1650.9230,860.2,1.402,,,
1652.4430,860.7,1.402,,,
1653.9610,861.2,1.401,,,
1655.4770,861.7,1.401,,,
1656.9950,862.2,1.400,,,
1658.5140,862.7,1.399,,,
1660.0330,863.2,1.399,,,
1661.5510,863.7,1.398,,,
1663.0680,864.2,1.397,,,
1664.5860,864.7,1.397,,,
1666.1050,865.2,1.396,,,
1667.6240,865.7,1.395,,,
1669.1440,866.2,1.395,,,
1670.6620,866.7,1.394,,,
1672.1790,867.2,1.394,,,
1673.6960,867.7,1.392,,,
1675.2130,868.2,1.391,,,
1676.7310,868.7,1.391,,,
1678.2490,869.2,1.390,,,
1679.7680,869.7,1.390,,,
1681.2870,870.2,1.389,,,
1682.8070,870.7,1.388,,,
1684.3290,871.2,1.387,,,
1685.8500,871.7,1.386,,,
1687.3710,872.2,1.386,,,
1688.8910,872.7,1.385,,,
1690.4100,873.2,1.385,,,
1691.9290,873.7,1.384,,,
1693.4470,874.2,1.384,,,
1694.9630,874.7,1.383,,,
1696.4790,875.2,1.383,,,
1697.9930,875.7,1.382,,,
1699.5070,876.2,1.381,,,
1701.0220,876.7,1.381,,,
1702.5370,877.2,1.380,,,
1704.0510,877.7,1.379,,,
1705.5660,878.2,1.378,,,
1707.0810,878.7,1.377,,,
1708.5960,879.2,1.377,,,
1710.1130,879.7,1.377,,,
1711.6300,880.2,1.376,,,
1713.1460,880.7,1.376,,,
1714.6610,881.2,1.375,,,
1716.1720,881.7,1.375,,,
1717.6830,882.2,1.374,,,
1719.1920,882.7,1.373,,,
1720.7020,883.2,1.373,,,
1722.2130,883.7,1.372,,,
1723.7240,884.2,1.371,,,
1725.2360,884.7,1.370,,,
1726.7500,885.2,1.370,,,
1728.2620,885.7,1.369,,,
1729.7740,886.2,1.369,,,
1731.2840,886.7,1.368,,,
1732.7930,887.2,1.368,,,
1734.2990,887.7,1.367,,,
1735.8050,888.2,1.366,,,
1737.3080,888.7,1.366,,,
1738.8130,889.2,1.365,,,
1740.3190,889.7,1.365,,,
1741.8260,890.2,1.364,,,
1743.3340,890.7,1.364,,,
1744.8430,891.2,1.363,,,
1746.3530,891.7,1.362,,,
1747.8640,892.2,1.361,,,
1749.3770,892.7,1.360,,,
1750.8920,893.2,1.360,,,
1752.4060,893.7,1.359,,,
1753.9180,894.2,1.359,,,
1755.4300,894.7,1.358,,,
1756.9390,895.2,1.357,,,
1758.4480,895.7,1.357,,,
1759.9580,896.2,1.356,,,
1761.4690,896.7,1.356,,,
1762.9800,897.2,1.355,,,
1764.4920,897.7,1.355,,,
1766.0030,898.2,1.354,,,
1767.5150,898.7,1.354,,,
1769.0240,899.2,1.353,,,
1770.5330,899.7,1.353,,,
1772.0420,900.2,1.352,,,
1773.5520,900.7,1.352,,,
1775.0620,901.2,1.351,,,
1776.5720,901.7,1.351,,,
1778.0830,902.2,1.350,,,
1779.5900,902.7,1.350,,,
1781.0970,903.2,1.349,,,
1782.6030,903.7,1.349,,,
1784.1080,904.2,1.348,,,
1785.6140,904.7,1.348,,,
1787.1220,905.2,1.347,,,
1788.6290,905.7,1.347,,,
1790.1370,906.2,1.346,,,
1791.6420,906.7,1.345,,,
1793.1460,907.2,1.345,,,
1794.6500,907.7,1.344,,,
1796.1550,908.2,1.343,,,
1797.6620,908.7,1.342,,,
1799.1690,909.2,1.342,,,
1800.6770,909.7,1.342,,,
1802.1820,910.2,1.341,,,
1803.6860,910.7,1.341,,,
1805.1890,911.2,1.340,,,
1806.6910,911.7,1.339,,,
1808.1930,912.2,1.339,,,
1809.6960,912.7,1.338,,,
1811.1980,913.2,1.338,,,
1812.6980,913.7,1.338,,,
1814.1970,914.2,1.337,,,
1815.6970,914.7,1.337,,,
1817.1970,915.2,1.336,,,
1818.6970,915.7,1.336,,,
1820.1970,916.2,1.335,,,
1821.6950,916.7,1.335,,,
1823.1940,917.2,1.335,,,
1824.6920,917.7,1.334,,,
1826.1910,918.2,1.334,,,
1827.6920,918.7,1.334,,,
1829.1950,919.2,1.333,,,
1830.6970,919.7,1.333,,,
1832.1970,920.2,1.332,,,
1833.6940,920.7,1.331,,,
1835.1890,921.2,1.331,,,
1836.6830,921.7,1.331,,,
1838.1790,922.2,1.330,,,
1839.6770,922.7,1.329,,,
1841.1760,923.2,1.328,,,
1842.6770,923.7,1.328,,,
1844.1780,924.2,1.328,,,
1845.6800,924.7,1.327,,,
1847.1810,925.2,1.327,,,
1848.6830,925.7,1.327,,,
1850.1850,926.2,1.326,,,
1851.6880,926.7,1.326,,,
1853.1920,927.2,1.326,,,
1854.7000,927.7,1.326,,,
1856.2070,928.2,1.326,,,
1857.7150,928.7,1.325,,,
1859.2220,929.2,1.324,,,
1860.7270,929.7,1.324,,,
1862.2320,930.2,1.324,,,
1863.7360,930.7,1.324,,,
1865.2400,931.2,1.324,,,
1866.7430,931.7,1.323,,,
1868.2460,932.2,1.323,,,
1869.7490,932.7,1.323,,,
1871.2520,933.2,1.323,,,
1872.7560,933.7,1.322,,,
1874.2610,934.2,1.322,,,
1875.7660,934.7,1.322,,,
1877.2710,935.2,1.321,,,
1878.7770,935.7,1.321,,,
1880.2840,936.2,1.320,,,
1881.7890,936.7,1.319,,,
1883.2940,937.2,1.319,,,
1884.7970,937.7,1.318,,,
1886.3000,938.2,1.317,,,
1887.8050,938.7,1.316,,,
1889.3090,939.2,1.316,,,
1890.8150,939.7,1.316,,,
1892.3210,940.2,1.316,,,
1893.8260,940.7,1.316,,,
1895.3300,941.2,1.315,,,
1896.8350,941.7,1.315,,,
1898.3360,942.2,1.315,,,
1899.8390,942.7,1.314,,,
1901.3400,943.2,1.314,,,
1902.8400,943.7,1.314,,,
1904.3410,944.2,1.314,,,
1905.8410,944.7,1.313,,,
1907.3410,945.2,1.313,,,
1908.8380,945.7,1.313,,,
1910.3330,946.2,1.312,,,
1911.8260,946.7,1.312,,,
1913.3180,947.2,1.311,,,
1914.8100,947.7,1.311,,,
1916.3000,948.2,1.311,,,
1917.7890,948.7,1.310,,,
1919.2780,949.2,1.310,,,
1920.7670,949.7,1.309,,,
1922.2570,950.2,1.309,,,
1923.7490,950.7,1.308,,,
1925.2430,951.2,1.308,,,
1926.7380,951.7,1.308,,,
1928.2340,952.2,1.307,,,
1929.7290,952.7,1.307,,,
1931.2240,953.2,1.307,,,
1932.7190,953.7,1.306,,,
1934.2130,954.2,1.306,,,
1935.7090,954.7,1.305,,,
1937.2040,955.2,1.305,,,
1938.7000,955.7,1.305,,,
1940.1980,956.2,1.304,,,
1941.6980,956.7,1.304,,,
1943.2010,957.2,1.304,,,
1944.7070,957.7,1.303,,,
1946.2140,958.2,1.303,,,
1947.7220,958.7,1.302,,,
1949.2310,959.2,1.302,,,
1950.7410,959.7,1.301,,,
1952.2540,960.2,1.301,,,
1953.7660,960.7,1.301,,,
1955.2800,961.2,1.300,,,
1956.7940,961.7,1.300,,,
1958.3060,962.2,1.300,,,
1959.8190,962.7,1.299,,,
1961.3320,963.2,1.299,,,
1962.8470,963.7,1.299,,,
1964.3630,964.2,1.299,,,
1965.8800,964.7,1.298,,,
1967.3970,965.2,1.298,,,
1968.9130,965.7,1.298,,,
1970.4270,966.2,1.298,,,
1971.9400,966.7,1.297,,,
1973.4530,967.2,1.297,,,
1974.9670,967.7,1.296,,,
1976.4820,968.2,1.296,,,
1977.9970,968.7,1.296,,,
1979.5100,969.2,1.295,,,
1981.0230,969.7,1.295,,,
1982.5340,970.2,1.295,,,
1984.0450,970.7,1.295,,,
1985.5550,971.2,1.295,,,
1987.0650,971.7,1.295,,,
1988.5750,972.2,1.295,,,
1990.0830,972.7,1.294,,,
1991.5880,973.2,1.294,,,
1993.0920,973.7,1.294,,,
1994.5950,974.2,1.294,,,
1996.0970,974.7,1.294,,,
1997.5990,975.2,1.294,,,
1999.0990,975.7,1.294,,,
2000.5970,976.2,1.294,,,
2002.0930,976.7,1.294,,,
2003.5870,977.2,1.294,,,
2005.0790,977.7,1.293,,,
2006.5690,978.2,1.293,,,
2008.0580,978.7,1.293,,,
2009.5470,979.2,1.293,,,
2011.0340,979.7,1.292,,,
2012.5200,980.2,1.292,,,
2014.0060,980.7,1.292,,,
2015.4900,981.2,1.291,,,
2016.9760,981.7,1.291,,,
2018.4640,982.2,1.290,,,
2019.9530,982.7,1.290,,,
2021.4470,983.2,1.289,,,
2022.9410,983.7,1.289,,,
2024.4370,984.2,1.289,,,
2025.9310,984.7,1.289,,,
2027.4250,985.2,1.288,,,
2028.9190,985.7,1.288,,,
2030.4140,986.2,1.288,,,
2031.9100,986.7,1.287,,,
2033.4080,987.2,1.287,,,
2034.9070,987.7,1.287,,,
2036.4080,988.2,1.287,,,
2037.9130,988.7,1.286,,,
2039.4190,989.2,1.286,,,
2040.9260,989.7,1.286,,,
2042.4360,990.2,1.285,,,
2043.9450,990.7,1.285,,,
2045.4520,991.2,1.285,,,
2046.9560,991.7,1.285,,,
2048.4580,992.2,1.284,,,
2049.9590,992.7,1.284,,,
2051.4610,993.2,1.284,,,
2052.9640,993.7,1.284,,,
2054.4680,994.2,1.284,,,
2055.9710,994.7,1.283,,,
2057.4730,995.2,1.283,,,
2058.9720,995.7,1.283,,,
2060.4710,996.2,1.283,,,
2061.9700,996.7,1.282,,,
2063.4710,997.2,1.282,,,
2064.9730,997.7,1.282,,,
2066.4750,998.2,1.281,,,
2067.9780,998.7,1.281,,,
2069.4820,999.2,1.281,,,
2070.9860,999.7,1.281,,,
2072.4910,1000.2,1.280,,,
2073.9950,1000.7,1.280,,,
2075.5000,1001.2,1.280,,,
2077.0040,1001.7,1.280,,,
2078.5100,1002.2,1.280,,,
2080.0190,1002.7,1.280,,,
2081.5310,1003.2,1.279,,,
2083.0450,1003.7,1.279,,,
2084.5600,1004.2,1.279,,,
2086.0770,1004.7,1.278,,,
2087.5950,1005.2,1.278,,,
2089.1120,1005.7,1.277,,,
2090.6300,1006.2,1.277,,,
2092.1460,1006.7,1.276,,,
2093.6610,1007.2,1.276,,,
2095.1740,1007.7,1.276,,,
2096.6870,1008.2,1.276,,,
2098.2000,1008.7,1.275,,,
2099.7130,1009.2,1.275,,,
2101.2250,1009.7,1.275,,,
2102.7360,1010.2,1.274,,,
2104.2450,1010.7,1.274,,,
2105.7520,1011.2,1.274,,,
2107.2590,1011.7,1.273,,,
2108.7670,1012.2,1.273,,,
2110.2750,1012.7,1.273,,,
2111.7840,1013.2,1.273,,,
2113.2920,1013.7,1.272,,,
2114.7990,1014.2,1.272,,,
2116.3040,1014.7,1.272,,,
2117.8070,1015.2,1.272,,,
2119.3070,1015.7,1.271,,,
2120.8080,1016.2,1.271,,,
2122.3060,1016.7,1.271,,,
2123.8040,1017.2,1.270,,,
2125.3010,1017.7,1.270,,,
2126.7950,1018.2,1.269,,,
2128.2900,1018.7,1.269,,,
2129.7830,1019.2,1.269,,,
2131.2770,1019.7,1.268,,,
2132.7710,1020.2,1.268,,,
2134.2660,1020.7,1.269,,,
2135.7610,1021.2,1.268,,,
2137.2560,1021.7,1.268,,,
2138.7520,1022.2,1.268,,,
2140.2470,1022.7,1.268,,,
2141.7430,1023.2,1.268,,,
2143.2380,1023.7,1.267,,,
2144.7340,1024.2,1.267,,,
2146.2310,1024.7,1.267,,,
2147.7280,1025.2,1.267,,,
2149.2250,1025.7,1.267,,,
2150.7230,1026.2,1.267,,,
2152.2200,1026.7,1.267,,,
2153.7170,1027.2,1.267,,,
2155.2140,1027.7,1.267,,,
2156.7110,1028.2,1.266,,,
2158.2100,1028.7,1.266,,,
2159.7080,1029.2,1.266,,,
2161.2080,1029.7,1.266,,,
2162.7070,1030.2,1.265,,,
2164.2060,1030.7,1.265,,,
2165.7040,1031.2,1.265,,,
2167.2030,1031.7,1.265,,,
2168.7020,1032.2,1.264,,,
2170.2010,1032.7,1.264,,,
2171.6990,1033.2,1.263,,,
2173.1980,1033.7,1.263,,,
2174.6960,1034.2,1.263,,,
2176.1960,1034.7,1.262,,,
2177.6960,1035.2,1.262,,,
2179.1960,1035.7,1.262,,,
2180.6950,1036.2,1.262,,,
2182.1940,1036.7,1.262,,,
2183.6920,1037.2,1.262,,,
2185.1890,1037.7,1.261,,,
2186.6860,1038.2,1.261,,,
2188.1830,1038.7,1.260,,,
2189.6810,1039.2,1.259,,,
2191.1810,1039.7,1.259,,,
2192.6810,1040.2,1.259,,,
2194.1830,1040.7,1.259,,,
2195.6840,1041.2,1.259,,,
2197.1860,1041.7,1.259,,,
2198.6870,1042.2,1.259,,,
2200.1890,1042.7,1.259,,,
2201.6900,1043.2,1.259,,,
2203.1920,1043.7,1.258,,,
2204.6920,1044.2,1.258,,,
2206.1920,1044.7,1.258,,,
2207.6930,1045.2,1.258,,,
2209.1930,1045.7,1.258,,,
2210.6930,1046.2,1.258,,,
2212.1920,1046.7,1.258,,,
2213.6910,1047.2,1.258,,,
2215.1900,1047.7,1.258,,,
2216.6890,1048.2,1.257,,,
2218.1880,1048.7,1.257,,,
2219.6860,1049.2,1.257,,,
2221.1820,1049.7,1.257,,,
2222.6780,1050.2,1.256,,,
2224.1730,1050.7,1.256,,,
2225.6690,1051.2,1.256,,,
2227.1660,1051.7,1.256,,,
2228.6620,1052.2,1.256,,,
2230.1600,1052.7,1.256,,,
2231.6580,1053.2,1.256,,,
2233.1540,1053.7,1.256,,,
2234.6520,1054.2,1.256,,,
2236.1480,1054.7,1.255,,,
2237.6440,1055.2,1.255,,,
2239.1390,1055.7,1.255,,,
2240.6340,1056.2,1.255,,,
2242.1290,1056.7,1.254,,,
2243.6240,1057.2,1.254,,,
2245.1210,1057.7,1.254,,,
2246.6180,1058.2,1.253,,,
2248.1160,1058.7,1.253,,,
2249.6140,1059.2,1.253,,,
2251.1110,1059.7,1.252,,,
2252.6090,1060.2,1.252,,,
2254.1080,1060.7,1.252,,,
2255.6080,1061.2,1.252,,,
2257.1060,1061.7,1.252,,,
2258.6060,1062.2,1.251,,,
2260.1050,1062.7,1.251,,,
2261.6040,1063.2,1.251,,,
2263.1050,1063.7,1.251,,,
2264.6050,1064.2,1.251,,,
2266.1050,1064.7,1.251,,,
2267.6040,1065.2,1.250,,,
2269.1020,1065.7,1.250,,,
2270.5990,1066.2,1.250,,,
2272.0970,1066.7,1.250,,,
2273.5950,1067.2,1.250,,,
2275.0940,1067.7,1.250,,,
2276.5930,1068.2,1.250,,,
2278.0910,1068.7,1.250,,,
2279.5850,1069.2,1.249,,,
