Time (s),Mass (g),HRR (kW/m2)
0.00,99.80,0.00
1.20,99.80,517.70
1.80,99.78,557.30
3.00,99.78,605.10
4.20,99.75,499.50
4.80,99.71,436.40
6.00,99.70,320.30
7.20,99.68,189.80
7.80,99.65,149.60
9.00,99.64,161.10
10.20,99.62,160.70
10.80,99.61,160.50
12.00,99.58,195.90
13.20,99.56,219.80
13.80,99.51,235.10
15.00,99.49,218.20
16.20,99.46,174.10
16.80,99.45,161.60
18.00,99.41,168.60
19.20,99.40,234.50
19.80,99.37,258.10
21.00,99.32,297.90
22.20,99.30,299.20
22.80,99.28,298.50
24.00,99.21,332.70
25.20,99.19,387.00
25.80,99.16,470.60
27.00,99.12,461.70
28.20,99.08,416.50
28.80,99.03,406.10
30.00,98.98,389.70
31.20,98.93,329.20
31.80,98.85,328.90
33.00,98.82,379.20
34.20,98.77,367.50
34.80,98.66,299.10
36.00,98.61,259.10
37.20,98.57,259.20
37.80,98.51,246.70
39.00,98.42,230.30
40.20,98.33,242.20
40.80,98.29,294.40
42.00,98.22,323.20
43.20,98.16,339.70
43.80,98.11,320.90
45.00,97.99,253.20
46.20,97.93,77.70
46.80,97.79,2.10
48.00,97.75,1.70
49.20,97.66,10.20
49.80,97.57,87.00
51.00,97.49,102.70
52.20,97.43,74.20
52.80,97.36,69.20
54.00,97.26,135.70
55.20,97.13,241.80
55.80,97.09,278.00
57.00,97.01,242.40
58.20,96.89,180.00
58.80,96.84,137.90
60.00,96.76,113.00
61.20,96.63,182.50
61.80,96.57,217.30
63.00,96.50,217.50
64.20,96.38,137.90
64.80,96.34,87.70
66.00,96.27,148.60
67.20,96.20,255.50
67.80,96.07,281.70
69.00,96.01,204.70
70.20,95.89,121.40
70.80,95.85,94.80
72.00,95.78,157.90
73.20,95.71,187.30
73.80,95.62,167.90
75.00,95.49,126.10
76.20,95.45,118.10
76.80,95.39,97.70
78.00,95.27,74.00
79.20,95.22,43.20
79.80,95.16,27.30
81.00,95.02,45.70
82.20,94.98,46.50
82.80,94.91,2.10
84.00,94.80,2.10
85.20,94.76,2.10
85.80,94.69,2.10
87.00,94.62,2.20
88.20,94.54,2.20
88.80,94.42,35.90
90.00,94.37,160.80
91.20,94.31,213.80
91.80,94.20,179.70
93.00,94.16,160.80
94.20,94.09,160.70
94.80,94.04,133.40
96.00,93.96,82.20
97.20,93.90,88.00
97.80,93.83,196.50
99.00,93.70,249.20
100.20,93.66,219.70
100.80,93.59,167.60
102.00,93.48,191.70
103.20,93.45,240.80
103.80,93.38,264.90
105.00,93.31,257.80
106.20,93.24,214.40
106.80,93.19,186.50
108.00,93.06,219.90
109.20,93.02,265.70
109.80,92.92,370.40
111.00,92.88,394.10
112.20,92.82,369.70
112.80,92.72,182.90
114.00,92.69,102.80
115.20,92.62,3.50
115.80,92.51,2.10
117.00,92.48,2.10
118.20,92.41,5.70
118.80,92.38,82.70
120.00,92.26,168.70
121.20,92.21,211.10
121.80,92.17,217.30
123.00,92.13,217.40
124.20,91.99,182.90
124.80,91.95,156.90
126.00,91.89,111.40
127.20,91.84,111.80
127.80,91.74,138.40
129.00,91.69,168.70
130.20,91.65,185.00
130.80,91.55,206.10
132.00,91.49,277.60
133.20,91.45,348.50
133.80,91.41,298.90
135.00,91.28,266.30
136.20,91.26,233.50
136.80,91.20,193.10
138.00,91.10,96.70
139.20,91.06,1.70
139.80,91.00,1.70
141.00,90.96,1.70
142.20,90.84,1.70
142.80,90.80,14.70
144.00,90.72,100.00
145.20,90.69,115.20
145.80,90.63,94.30
147.00,90.59,94.20
148.20,90.48,168.10
148.80,90.43,292.40
150.00,90.35,410.90
151.20,90.32,368.80
151.80,90.25,246.60
153.00,90.17,116.10
154.20,90.13,48.60
154.80,90.08,93.80
156.00,89.99,187.50
157.20,89.95,258.60
157.80,89.89,284.40
159.00,89.80,309.80
160.20,89.76,278.80
160.80,89.70,237.10
162.00,89.66,143.80
163.20,89.56,97.90
163.80,89.52,142.00
165.00,89.42,142.60
166.20,89.40,72.40
166.80,89.34,2.10
168.00,89.24,1.70
169.20,89.21,1.70
169.80,89.15,1.70
171.00,89.06,1.70
172.20,89.04,1.70
172.80,88.97,57.90
174.00,88.88,148.30
175.20,88.85,209.40
175.80,88.79,252.60
177.00,88.74,267.20
178.20,88.70,238.80
178.80,88.58,192.50
180.00,88.55,81.80
181.20,88.49,51.40
181.80,88.40,35.50
183.00,88.37,77.20
184.20,88.32,91.20
184.80,88.22,140.90
186.00,88.19,181.30
187.20,88.14,170.50
187.80,88.04,108.00
189.00,88.01,70.30
190.20,87.97,78.30
190.80,87.87,141.40
192.00,87.84,183.40
193.20,87.77,221.40
193.80,87.69,276.40
195.00,87.66,295.80
196.20,87.59,309.20
196.80,87.50,309.40
198.00,87.46,253.70
199.20,87.41,88.70
199.80,87.36,34.70
201.00,87.31,1.70
202.20,87.19,7.00
202.80,87.16,1.70
204.00,87.10,1.70
205.20,87.05,1.70
205.80,87.01,1.70
207.00,86.89,28.60
208.20,86.86,81.30
208.80,86.80,81.20
210.00,86.75,81.60
211.20,86.65,70.80
211.80,86.61,18.30
213.00,86.57,38.10
214.20,86.52,102.80
214.80,86.40,222.90
216.00,86.37,267.20
217.20,86.31,175.30
217.80,86.22,52.30
219.00,86.19,72.20
220.20,86.14,112.90
220.80,86.08,189.50
222.00,85.99,148.80
223.20,85.94,108.30
223.80,85.85,20.60
225.00,85.82,2.10
226.20,85.77,9.60
226.80,85.68,97.40
228.00,85.65,158.60
229.20,85.59,221.20
229.80,85.49,231.30
231.00,85.47,170.80
232.20,85.42,123.00
232.80,85.31,141.00
234.00,85.29,151.10
235.20,85.24,185.70
235.80,85.14,270.70
237.00,85.10,287.30
238.20,85.05,275.70
238.80,84.96,148.00
240.00,84.92,92.30
241.20,84.86,2.10
241.80,84.79,2.10
243.00,84.75,5.00
244.20,84.69,156.90
244.80,84.64,193.20
246.00,84.59,172.60
247.20,84.47,134.20
247.80,84.45,121.70
249.00,84.38,117.00
250.20,84.29,88.10
250.80,84.26,117.70
252.00,84.21,157.50
253.20,84.11,119.40
253.80,84.08,107.10
255.00,84.03,107.40
256.20,83.94,123.90
256.80,83.91,124.00
258.00,83.85,157.20
259.20,83.77,187.60
259.80,83.73,251.50
261.00,83.67,246.10
262.20,83.58,225.50
262.80,83.55,194.20
264.00,83.49,152.70
265.20,83.44,120.30
265.80,83.38,99.10
267.00,83.29,99.40
268.20,83.26,117.00
268.80,83.20,169.80
270.00,83.12,254.40
271.20,83.09,270.00
271.80,83.03,245.70
273.00,82.98,152.50
274.20,82.92,147.00
274.80,82.82,125.90
276.00,82.80,88.00
277.20,82.74,115.50
277.80,82.65,192.90
279.00,82.62,225.10
280.20,82.57,257.30
280.80,82.49,234.00
282.00,82.46,204.30
283.20,82.40,230.30
283.80,82.32,296.30
285.00,82.28,315.70
286.20,82.24,261.80
286.80,82.15,175.10
288.00,82.12,94.50
289.20,82.06,73.90
289.80,82.02,12.80
291.00,81.93,2.10
292.20,81.89,2.10
292.80,81.82,2.10
294.00,81.79,106.40
295.20,81.73,159.50
295.80,81.63,272.20
297.00,81.59,263.10
298.20,81.56,245.10
298.80,81.50,253.80
300.00,81.42,262.60
301.20,81.36,262.40
301.80,81.29,309.70
303.00,81.26,351.40
304.20,81.21,351.10
304.80,81.13,307.20
306.00,81.11,276.30
307.20,81.05,268.50
307.80,80.96,313.50
309.00,80.93,335.40
310.20,80.88,343.50
310.80,80.79,266.90
312.00,80.77,240.40
313.20,80.72,231.80
313.80,80.64,232.50
315.00,80.60,186.30
316.20,80.54,147.80
316.80,80.51,167.50
318.00,80.42,197.90
319.20,80.37,174.50
319.80,80.34,113.10
321.00,80.31,68.20
322.20,80.19,67.80
322.80,80.17,96.80
324.00,80.11,111.80
325.20,80.02,111.90
325.80,80.00,121.10
327.00,79.95,145.70
328.20,79.86,185.50
328.80,79.83,195.60
330.00,79.78,245.40
331.20,79.74,329.70
331.80,79.66,310.80
333.00,79.61,297.80
334.20,79.55,276.30
334.80,79.52,264.60
336.00,79.46,301.10
337.20,79.42,370.10
337.80,79.37,355.90
339.00,79.28,220.10
340.20,79.26,77.10
340.80,79.21,44.40
342.00,79.12,93.10
343.20,79.09,88.70
343.80,79.03,76.90
345.00,78.96,89.20
346.20,78.92,98.50
346.80,78.88,98.60
348.00,78.81,125.30
349.20,78.78,267.00
349.80,78.73,307.30
351.00,78.64,283.50
352.20,78.61,207.50
352.80,78.57,156.70
354.00,78.50,164.60
355.20,78.46,256.30
355.80,78.41,363.30
357.00,78.33,418.70
358.20,78.30,390.50
358.80,78.26,330.30
360.00,78.18,236.10
361.20,78.16,42.70
361.80,78.11,3.70
363.00,78.03,1.30
364.20,78.00,56.70
364.80,77.96,76.10
366.00,77.87,118.80
367.20,77.85,201.30
367.80,77.80,248.00
369.00,77.72,284.30
370.20,77.69,389.90
370.80,77.65,502.70
372.00,77.57,549.30
373.20,77.55,509.90
373.80,77.50,445.40
375.00,77.41,387.00
376.20,77.38,296.30
376.80,77.33,230.60
378.00,77.26,203.30
379.20,77.23,142.00
379.80,77.19,116.90
381.00,77.11,82.90
382.20,77.09,40.80
382.80,77.04,1.70
384.00,76.96,33.40
385.20,76.93,90.10
385.80,76.89,193.10
387.00,76.82,298.40
388.20,76.79,361.90
388.80,76.76,357.10
390.00,76.68,309.80
391.20,76.65,333.50
391.80,76.61,366.60
393.00,76.52,358.60
394.20,76.50,302.90
394.80,76.46,241.40
396.00,76.42,162.30
397.20,76.38,172.80
397.80,76.27,246.10
399.00,76.25,309.10
400.20,76.21,294.00
400.80,76.13,262.70
402.00,76.09,290.70
403.20,76.06,290.10
403.80,76.03,254.50
405.00,75.93,170.10
406.20,75.90,94.90
406.80,75.84,76.00
408.00,75.81,203.50
409.20,75.76,336.30
409.80,75.68,376.30
411.00,75.65,388.80
412.20,75.61,405.30
412.80,75.55,362.80
414.00,75.52,305.70
415.20,75.48,306.00
415.80,75.40,411.30
417.00,75.38,432.90
418.20,75.33,433.40
418.80,75.25,419.00
420.00,75.23,417.60
421.20,75.19,387.80
421.80,75.15,325.40
423.00,75.07,314.70
424.20,75.03,291.20
424.80,74.99,272.90
426.00,74.96,237.50
427.20,74.90,196.90
427.80,74.83,166.30
429.00,74.80,137.20
430.20,74.72,136.70
430.80,74.70,154.20
432.00,74.66,154.30
433.20,74.58,148.30
433.80,74.56,85.50
435.00,74.51,85.50
436.20,74.44,136.50
436.80,74.42,187.10
438.00,74.37,187.30
439.20,74.30,227.00
439.80,74.27,338.50
441.00,74.23,397.50
442.20,74.16,438.20
442.80,74.14,431.60
444.00,74.10,368.80
445.20,74.02,265.20
445.80,73.99,155.90
447.00,73.95,102.20
448.20,73.87,158.90
448.80,73.86,284.40
450.00,73.82,358.80
451.20,73.74,335.30
451.80,73.72,312.70
453.00,73.69,324.60
454.20,73.61,324.50
454.80,73.60,324.50
456.00,73.54,340.60
457.20,73.51,330.40
457.80,73.46,283.00
459.00,73.42,282.90
460.20,73.34,273.20
460.80,73.31,229.70
462.00,73.25,186.30
463.20,73.22,162.60
463.80,73.19,162.10
465.00,73.14,195.10
466.20,73.09,224.40
466.80,73.02,215.50
468.00,72.99,189.00
469.20,72.95,137.90
469.80,72.87,76.00
471.00,72.85,2.10
472.20,72.82,2.10
472.80,72.74,2.10
474.00,72.71,2.10
475.20,72.68,2.10
475.80,72.61,2.10
477.00,72.59,23.70
478.20,72.54,132.20
478.80,72.47,257.00
480.00,72.45,342.90
481.20,72.41,406.90
481.80,72.34,500.50
483.00,72.32,559.90
484.20,72.27,588.80
484.80,72.21,565.20
486.00,72.18,470.90
487.20,72.13,419.90
487.80,72.06,326.00
489.00,72.04,279.20
490.20,72.00,279.10
490.80,71.93,292.70
492.00,71.91,274.30
493.20,71.87,264.80
