Time,Mass,HRR
[s],[g],[kW/m2]
0,67.005,2.965842327
1.02,67.005,2.957327535
2.03,67.005,3.004061053
3.05,66.995,3.066537839
4.04,66.995,2.926434127
5.05,66.995,3.142846316
6.05,66.995,3.125808421
7.06,66.995,3.013027368
8.06,67.005,2.981099723
9.07,66.995,2.935701717
10.09,66.995,3.033255956
11.09,66.995,3.115439446
12.1,66.995,3.020446205
13.11,66.995,2.985444211
14.12,66.995,3.069180609
15.12,66.985,3.039030471
16.12,66.985,3.127203546
17.12,66.985,3.231340055
18.11,66.985,3.109509806
19.11,66.985,3.10298892
20.12,66.985,2.926354349
21.12,66.985,3.247782715
22.12,66.995,3.142836233
23.11,66.995,3.053574404
24.12,66.995,3.043213961
25.12,66.995,2.881227479
26.13,66.985,2.811882438
27.14,66.975,2.869200443
28.15,66.975,3.093987368
29.16,66.985,3.068116898
30.16,66.985,2.970985263
31.16,66.985,2.951636565
32.17,66.975,3.001874127
33.19,66.975,3.018244321
34.2,66.975,3.177509584
35.21,66.965,3.109977839
36.22,66.975,3.092496177
37.23,66.975,2.992551911
38.25,66.975,3.070328975
39.25,66.985,3.153141274
40.25,66.975,3.104928421
41.24,66.975,3.290221607
42.24,66.965,3.022388698
43.25,66.965,2.959774515
44.25,66.975,3.19518205
45.24,66.975,3.21855856
46.24,66.965,3.17212687
47.24,66.955,3.194894294
48.24,66.955,3.073912909
49.25,66.965,2.973345042
50.24,66.965,3.271599446
51.25,66.955,3.205405429
52.24,66.945,3.173625374
53.24,66.945,2.988423601
54.24,66.955,2.947939945
55.25,66.955,2.827512133
56.27,66.945,3.104512465
57.25,66.935,3.141365097
58.24,66.935,3.101134072
59.25,66.935,2.901264377
60.24,66.935,2.733129086
61.24,66.925,2.728690748
62.24,66.915,2.909675789
63.25,66.885,2.864707701
64.24,66.855,2.808627812
65.25,66.825,2.84057518
66.25,66.795,2.648282881
67.25,66.745,2.6305959
68.25,66.685,2.795088532
69.24,66.605,2.86460554
70.26,66.535,2.625056177
71.27,66.455,2.716544155
72.28,66.355,2.6919241
73.29,66.245,2.628202992
74.31,66.135,2.842020166
75.3,66.015,2.704245762
76.32,65.895,2.732177729
77.33,65.775,2.559309806
78.34,65.655,2.541052964
79.34,65.535,2.615884654
80.35,65.415,2.634076343
81.36,65.295,2.481682992
82.35,65.175,2.433783934
83.37,65.055,2.52006626
84.37,64.935,2.521189474
85.38,64.835,2.462437452
86.36,64.715,2.562485873
87.37,64.585,2.508793352
88.37,64.465,2.467165097
89.36,64.335,5.440857839
90.38,64.215,8.474784377
91.37,64.085,11.31357806
92.37,63.955,12.14314028
93.37,63.825,16.05018626
94.38,63.695,21.67024055
95.37,63.565,26.9485467
96.38,63.435,31.45094116
97.37,63.295,37.13388609
98.37,63.165,44.50123524
99.37,63.045,53.2702841
100.36,62.915,62.19488377
