Time,Mass,HRR,Back Temp
91.3,52.276,655.6,35.6
92.3,51.986,629.8,35.8
93.3,51.696,627.6,36
94.3,51.396,647.7,36.3
95.3,51.106,659.1,36.5
96.3,50.826,630.2,36.7
97.3,50.526,637.5,36.9
98.4,50.246,657.7,37.2
99.4,49.946,681.6,37.4
100.4,49.656,648.9,37.6
101.4,49.356,660.8,37.8
102.4,49.056,645.8,38.1
103.4,48.766,651.8,38.3
104.4,48.496,637.4,38.6
105.5,48.196,627.9,38.8
106.5,47.906,668.7,39
107.5,47.606,638.6,39.2
108.5,47.316,664,39.4
109.5,47.046,622.8,39.8
110.5,46.776,680.3,39.9
112.3,46.276,630.4,40
113,46.056,642.2,40.1
113.8,45.826,641.2,40.3
114.6,45.596,649.3,40.5
115.6,45.296,683.7,40.6
116.6,44.996,668,40.8
117.6,44.696,676.3,41
118.6,44.406,679.2,41.1
119.7,44.106,644,41.3
120.7,43.806,671.2,41.5
121.7,43.496,658.2,41.6
122.7,43.186,717,41.8
123.7,42.896,687.1,41.9
124.7,42.596,689.4,42.1
125.7,42.316,685.6,42.3
126.8,42.026,669.9,42.4
127.8,41.726,699,42.6
128.8,41.436,668,42.8
129.8,41.136,655.7,42.9
130.8,40.836,675.8,43.1
131.8,40.536,708.5,43.3
132.8,40.246,686.3,43.5
133.8,39.936,664.8,43.6
134.9,39.626,701.2,43.8
135.9,39.316,677.7,44
136.9,39.006,672.6,44.2
137.9,38.696,705.5,44.4
138.9,38.386,692.6,44.5
139.9,38.076,702.8,44.7
140.9,37.756,735.2,44.9
142,37.456,696.9,45
143,37.146,702.7,45.3
144,36.826,684.1,45.4
145,36.526,683.9,45.6
146,36.206,695.6,45.8
147,35.876,710.9,45.9
148,35.556,714,46.2
149.1,35.236,723.5,46.3
150.1,34.906,718.5,46.5
151.1,34.586,721.8,46.7
152.1,34.246,703.2,46.8
153.1,33.916,729.5,47.1
154.1,33.586,718.8,47.2
155.1,33.256,717.2,47.4
156.2,32.926,712.3,47.7
157.2,32.616,738.5,47.8
158.2,32.266,729.6,48
159.2,31.916,744.7,48.2
160.2,31.566,705,48.3
161.2,31.196,678.2,48.5
162.2,30.836,706,48.7
163.3,30.516,720.7,48.9
164.3,30.176,699.5,49.1
165.3,29.816,745.1,49.3
166.3,29.456,761.7,49.5
167.3,29.086,761.6,49.7
168.3,28.736,723.1,49.9
169.3,28.386,715.6,50.1
170.4,28.026,765.9,50.2
171.4,27.656,730.5,50.5
172.4,27.276,764.1,50.7
173.4,26.906,747.1,50.8
174.4,26.516,768.5,51
175.4,26.136,767.7,51.2
176.4,25.756,752.4,51.6
177.5,25.356,761.3,51.8
179.4,24.626,818.8,51.9
180.1,24.346,754.2,52.1
180.9,24.066,776.5,52.3
181.6,23.796,793,52.5
182.5,23.456,812.3,52.9
183.5,23.086,825.5,53
184.6,22.706,797.3,53.3
185.6,22.346,856.9,53.6
186.6,21.966,795.1,53.9
187.6,21.586,839.9,54.2
188.6,21.216,866.4,54.5
189.6,20.846,816.9,54.8
190.6,20.486,877.2,55.2
191.6,20.126,882.2,55.5
192.7,19.756,864.5,56
193.7,19.386,872.9,56.3
194.7,19.006,891.3,56.7
195.7,18.626,877.3,57.1
196.7,18.256,828.8,57.5
197.7,17.896,895,58
198.7,17.526,862.1,58.4
199.8,17.156,900.2,58.8
200.8,16.776,866.3,59.2
201.8,16.406,911.2,59.7
202.8,16.036,896.7,60.1
203.8,15.676,883.3,60.6
204.8,15.316,930.6,61.1
205.8,14.956,905.1,61.6
206.9,14.596,862.2,62.1
207.9,14.226,851.9,62.6
208.9,13.846,906.7,63.1
209.9,13.486,884.7,63.7
210.9,13.116,843.1,64.1
211.9,12.736,962.5,64.7
212.9,12.366,885.4,65.2
214,12.006,923.7,65.7
215,11.666,927,66.1
216,11.336,879.1,66.5
217,10.996,930.6,66.9
218,10.646,885.7,67.4
219,10.296,910.7,67.9
220,9.966,904.9,68.4
221.1,9.646,909.7,68.9
222.1,9.336,937,69.4
223.1,9.046,979.4,69.9
224.1,8.776,969.5,70.4
225.1,8.506,992.5,71
226.1,8.236,991.7,71.5
227.1,7.996,1008,72
228.2,7.766,986.7,72.6
229.2,7.536,992.9,73.2
230.2,7.316,1004.1,73.9
231.2,7.126,1017.5,74.7
232.2,6.956,1029.1,75.5
233.2,6.776,1043.9,76.4
234.2,6.626,1041.3,77.2
235.2,6.456,1026.1,78.1
236.3,6.316,1017.6,78.9
237.3,6.196,1028.7,79.7
238.3,6.066,988.7,80.5
239.3,5.956,969.4,81.3
240.3,5.836,965.9,82.1
241.3,5.716,970.5,82.9
242.3,5.596,926.7,83.7
243.4,5.496,888.4,84.6
244.4,5.386,888.8,85.4
245.4,5.276,843.7,86.3
246.4,5.176,841,87.1
247.4,5.066,818.5,87.9
248.4,4.966,760,88.8
249.4,4.866,755.9,89.7
250.5,4.766,700.4,90.5
251.5,4.656,677.4,91.5
252.5,4.556,681,92.3
253.5,4.456,627.3,93.2
254.5,4.346,611.4,94
255.5,4.246,580.1,94.8
256.5,4.136,544.3,95.7
257.6,4.036,521.2,96.4
258.6,3.936,512.3,97.2
259.6,3.836,493.5,97.7
260.6,3.726,465.6,98.1
261.6,3.626,459.6,98.1
262.6,3.516,444.6,98
263.6,3.406,432,97.7
264.7,3.316,418.6,97.4
265.7,3.216,400.4,97.4
266.7,3.116,387.2,97.4
267.7,3.006,371.2,97.6
268.7,2.916,365,97.7
269.7,2.826,356.3,97.8
270.7,2.726,338,98
271.8,2.656,336.3,98.2
272.8,2.566,311.3,98.8
273.8,2.486,318.7,100.1
274.8,2.406,307.9,102.4
275.8,2.316,304.9,104.6
276.8,2.246,290.4,106.4
277.8,2.176,279.4,108.9
278.9,2.106,275.1,109.8
280.6,1.986,276.6,110.6
281.4,1.946,266.6,111.4
282.1,1.896,260.2,112.4
282.9,1.836,257.1,113.3
283.9,1.766,262.4,114.1
284.9,1.666,246.1,115
285.9,1.596,242,115.8
287,1.536,232.2,116.5
288,1.476,238.9,117.3
289,1.416,240.1,118.1
290,1.346,231.6,118.8
291,1.276,227.4,119.5
292,1.216,220.9,120.3
293,1.156,221.1,120.9
294.1,1.096,217.9,121.7
295.1,1.036,223,122.4
296.1,0.976,213.9,123.1
297.1,0.926,215.3,123.9
298.1,0.886,207.3,124.7
299.1,0.836,202.6,125.4
300.1,0.776,206.5,126
301.2,0.716,199.1,126.8
302.2,0.686,201.9,127.6
303.2,0.656,191,128.3
304.2,0.616,196.1,129
305.2,0.556,188.1,129.7
306.2,0.516,188.9,130.5
307.2,0.456,180.9,131.1
308.3,0.416,181.3,131.9
309.3,0.376,180.1,132.5
310.3,0.326,170.9,133.2
311.3,0.276,172.3,133.9
312.3,0.226,170.4,134.5
313.3,0.186,166.5,135.2
314.3,0.156,164.1,135.7
315.4,0.106,157.2,136.4
316.4,0.076,161,137
317.4,0.026,153.7,137.6
318.4,-0.014,151.1,138.3
319.4,-0.054,148.7,138.9
320.4,-0.094,147.5,139.5
321.4,-0.134,145.2,140
322.5,-0.174,137.6,140.7
323.5,-0.204,139.8,141.1
324.5,-0.244,132.4,141.8
325.5,-0.284,131.1,142.4
326.5,-0.314,132.2,142.9
327.5,-0.344,126.4,143.5
328.5,-0.364,125.8,144.1
329.6,-0.404,122.9,144.7
330.6,-0.444,119.9,145.2
331.6,-0.484,121.6,145.8
332.6,-0.504,118,146.2
333.6,-0.524,115.8,146.8
334.6,-0.544,114,147.3
335.6,-0.574,111.2,147.8
336.7,-0.604,111.8,148.3
337.7,-0.644,108.6,148.8
338.7,-0.684,107.2,149.4
339.7,-0.694,105.9,150
340.7,-0.724,103.9,150.5
341.7,-0.754,100,151
342.7,-0.794,102.3,151.5
343.7,-0.824,99.2,152
344.8,-0.834,96.7,152.5
345.8,-0.844,97.6,152.9
346.8,-0.874,92.3,153.5
347.8,-0.904,92.7,153.9
348.8,-0.944,91.9,154.4
349.8,-0.964,90.4,154.9
350.8,-0.974,90.7,155.2
351.9,-1.004,88.2,155.8
352.9,-1.014,85.7,156.2
353.9,-1.044,85.9,156.7
354.9,-1.064,83.3,157.1
355.9,-1.084,83.9,157.5
356.9,-1.094,81.1,157.9
357.9,-1.134,81.6,158.4
359,-1.154,80,158.8
360,-1.174,80.5,159.3
361,-1.204,78,159.7
362,-1.234,76.6,160.2
363,-1.254,75.6,160.6
364,-1.274,70.9,161.1
365,-1.284,72.7,161.5
366.1,-1.314,71.2,162
367.1,-1.344,70.8,162.4
368.1,-1.364,70.5,162.9
369.1,-1.374,69.1,163.3
370.1,-1.394,68.3,163.7
371.1,-1.414,65.8,164.2
372.1,-1.414,66.2,164.6
373.2,-1.414,62,165
374.2,-1.444,63.9,165.4
375.2,-1.474,61.4,165.9
376.2,-1.494,61.4,166.4
377.2,-1.514,61.5,166.8
378.2,-1.544,58.8,167.2
379.2,-1.564,59.4,168
380.3,-1.574,56.8,168.3
382,-1.604,56.5,168.8
382.7,-1.614,56.7,169
383.5,-1.634,54.7,169.5
384.3,-1.644,55.2,169.9
385.3,-1.654,51.7,170.3
386.3,-1.664,52.4,170.7
387.4,-1.674,52.6,171.2
388.4,-1.694,52.9,171.5
389.4,-1.704,50,172
390.4,-1.724,50.9,172.4
391.4,-1.734,50.9,172.8
392.4,-1.754,48.1,173.2
393.4,-1.764,48.6,173.6
394.4,-1.784,49.2,174
395.5,-1.794,45.9,174.4
396.5,-1.804,45,174.8
397.5,-1.814,46.2,175.2
398.5,-1.824,42.4,175.6
399.5,-1.834,42.5,176
400.5,-1.844,42.9,176.4
401.5,-1.854,39.8,176.8
402.6,-1.864,40.8,177.1
403.6,-1.864,40.8,177.6
404.6,-1.874,37.9,177.9
405.6,-1.884,37.9,178.3
406.6,-1.884,38.3,178.7
407.6,-1.884,35.2,179
408.6,-1.884,36.1,179.4
409.7,-1.894,34.9,179.8
410.7,-1.894,32.8,180.2
411.7,-1.904,33.2,180.5
412.7,-1.914,33.4,180.9
413.7,-1.914,30.2,181.3
414.7,-1.924,30.3,181.7
415.7,-1.924,31.2,182
416.8,-1.924,30.5,182.4
417.8,-1.924,27.6,182.8
418.8,-1.924,28.3,183.1
419.8,-1.934,27.8,183.5
420.8,-1.944,28.5,183.8
421.8,-1.944,25.3,184.2
422.8,-1.944,25.2,184.5
423.9,-1.964,25.9,184.9
424.9,-1.974,22.6,185.2
425.9,-1.974,23.4,185.6
426.9,-1.964,23.2,185.9
427.9,-1.974,23.5,186.3
428.9,-1.984,20.3,186.7
429.9,-1.994,20.5,187
431,-2.004,20.6,187.4
432,-2.004,20.6,187.7
433,-2.004,17.7,188.1
434,-2.004,17.6,188.4
435,-1.994,18.2,188.8
436,-2.004,17.6,189.1
437,-2.004,14.8,189.5
438.1,-2.004,15.5,189.8
439.1,-2.004,15.3,190.2
440.1,-2.004,15.4,190.4
441.1,-1.994,15.8,190.8
442.1,-2.004,12.7,191.1
443.1,-2.004,12.5,191.5
444.1,-2.004,12.5,191.8
445.2,-1.994,13,192.1
446.2,-2.004,12.5,192.5
447.2,-2.014,12.9,192.8
448.2,-2.024,12.9,193.1
449.2,-2.014,12.7,193.5
450.2,-2.014,13,193.8
451.2,-2.044,13.1,194.2
452.2,-2.044,10.3,194.5
453.3,-2.044,10,194.8
454.3,-2.044,10.3,195.2
455.3,-2.044,10.3,195.5
456.3,-2.044,10.3,195.8
457.3,-2.054,10.5,196.2
458.3,-2.054,10.4,196.5
459.3,-2.054,10.1,196.8
460.4,-2.064,10.2,197.2
461.4,-2.074,10.6,197.4
462.4,-2.074,10.8,197.8
463.4,-2.074,10.9,198.1
464.4,-2.074,10.3,198.4
465.4,-2.074,10.5,198.8
466.4,-2.074,10.7,199.1
467.5,-2.074,7.5,199.4
468.5,-2.084,7.6,199.7
469.5,-2.094,7.7,200
470.5,-2.084,7.8,200.4
471.5,-2.074,7.6,200.7
472.5,-2.084,8,201
473.5,-2.094,8,201.3
474.6,-2.084,8,201.6
