Time,Mass,HRR,Back Temp
229.2,10.276,1027.5,329.35
230.2,10.106,1003.1,329.85
231.2,9.926,978.4,330.45
232.2,9.786,998.1,330.95
233.2,9.666,966.9,331.45
234.2,9.526,970.7,332.05
235.3,9.376,933.3,332.55
236.3,9.226,917.7,333.15
237.3,9.096,903,333.75
238.3,8.956,874.5,334.25
239.3,8.806,844.5,334.75
240.3,8.676,822.7,335.65
241.3,8.456,806.1,336.15
243,8.366,771.2,336.55
243.7,8.266,770.5,337.05
244.5,8.146,730.6,337.55
245.4,8.026,702,338.15
246.4,7.916,696.1,338.75
247.4,7.826,684.4,339.35
248.4,7.726,653.9,339.95
249.4,7.636,669.1,340.55
250.5,7.516,606.6,341.15
251.5,7.386,580.1,341.75
252.5,7.276,578.3,342.35
253.5,7.166,567.6,342.95
254.5,7.056,547.5,343.55
255.5,6.966,530.8,344.25
256.5,6.876,491.7,344.85
257.6,6.796,483.4,345.45
258.6,6.716,476.2,346.05
259.6,6.636,451.4,346.65
260.6,6.556,436.5,347.25
261.6,6.446,425,347.95
262.6,6.346,416.9,348.55
263.6,6.276,409.5,349.15
264.7,6.206,402.2,349.75
265.7,6.086,380.2,350.45
266.7,5.936,368.2,351.05
267.7,5.826,366.5,351.65
268.7,5.746,358,352.35
269.7,5.686,361.8,352.95
270.7,5.596,341.6,353.55
271.8,5.506,330.9,354.25
272.8,5.436,318.1,354.85
273.8,5.356,316,355.55
274.8,5.276,308.2,356.15
275.8,5.176,312,356.85
276.8,5.096,291.2,357.45
277.8,5.006,282.9,358.15
278.9,4.956,288,358.75
279.9,4.896,275.1,359.45
280.9,4.846,272.4,360.05
281.9,4.806,267.1,360.75
282.9,4.766,255.4,361.45
283.9,4.706,252.7,362.05
284.9,4.656,256.4,362.75
286,4.636,243.5,363.45
287,4.606,238.5,364.05
288,4.586,237.1,364.75
289,4.546,226.7,365.35
290,4.506,230.6,366.05
291,4.486,225.1,366.65
292,4.456,230.2,367.35
293,4.436,220,367.95
294.1,4.436,212.5,368.65
295.1,4.396,211.1,369.25
296.1,4.346,213.3,369.85
297.1,4.296,207.8,370.45
298.1,4.266,198.6,370.85
299.1,4.236,200.1,371.05
300.1,4.206,197.9,371.25
301.2,4.156,191.2,371.15
302.2,4.106,196.2,370.65
303.2,4.076,192.2,370.55
304.2,4.046,189.2,370.55
305.2,4.016,186.4,370.55
306.2,4.006,186.3,370.75
307.2,3.986,184.7,370.85
308.3,3.956,179.1,371.25
309.3,3.946,177.3,371.85
310.3,3.936,168.6,372.35
311.3,3.896,171.3,372.95
312.3,3.876,166.7,373.55
313.3,3.866,167.6,374.15
314.3,3.846,161.8,374.75
315.4,3.896,154.4,375.35
316.4,3.916,155,376.05
317.4,3.906,151.5,376.95
318.4,3.886,149.9,377.85
319.4,3.846,147.9,378.85
320.4,3.806,144.6,379.75
321.4,3.766,141.2,380.75
322.5,3.766,140.4,381.55
323.5,3.766,138.1,382.45
324.5,3.796,137.5,383.25
325.5,3.786,130.9,384.05
326.5,3.756,131.9,384.75
327.5,3.756,124.8,385.45
328.5,3.756,124.2,386.15
329.6,3.736,121.4,386.85
330.6,3.696,117.2,387.45
331.6,3.686,116.4,388.05
332.6,3.676,112,388.75
333.6,3.686,113.2,389.25
334.6,3.686,113.4,389.95
335.6,3.676,106.8,390.45
336.7,3.686,103,390.95
337.7,3.716,102.6,391.55
338.7,3.756,101,392.05
339.7,3.776,97.9,392.55
340.7,3.796,96.3,393.05
341.7,3.816,93.5,393.95
342.7,3.856,91.4,394.25
344.4,3.856,88.1,394.75
345.2,3.866,91.5,395.15
345.9,3.866,87.2,395.65
346.8,3.866,85.3,396.15
347.8,3.866,85.6,396.65
348.8,3.846,81.6,397.15
349.8,3.826,80.1,397.65
350.8,3.816,81,398.05
351.9,3.816,79.1,398.65
352.9,3.806,76.7,399.05
353.9,3.786,77,399.55
354.9,3.756,72.4,400.05
355.9,3.736,72.9,400.45
356.9,3.726,71.2,400.95
357.9,3.726,69.4,401.45
359,3.716,70.4,401.95
360,3.706,70.1,402.45
361,3.706,67.7,402.95
362,3.706,68.7,403.45
363,3.696,65.8,403.95
364,3.686,66.3,404.35
365,3.676,65.9,404.85
366.1,3.666,63.7,405.35
367.1,3.656,63.7,405.75
368.1,3.646,63.5,406.25
369.1,3.626,62.7,406.65
370.1,3.616,60.1,407.15
371.1,3.586,62.1,407.55
372.1,3.576,58,407.95
373.2,3.576,58.9,408.35
374.2,3.546,60.2,408.85
375.2,3.516,59.6,409.25
376.2,3.496,59.8,409.65
377.2,3.476,57.1,410.25
378.2,3.456,56.5,410.65
379.2,3.466,57.4,411.05
380.3,3.446,56.9,411.55
381.3,3.416,55.3,411.95
382.3,3.416,54.4,412.35
383.3,3.406,54.4,412.75
384.3,3.396,55.6,413.15
385.3,3.376,52.4,413.65
386.3,3.376,51.8,414.15
387.4,3.366,51.7,414.55
388.4,3.356,52.1,415.05
389.4,3.356,52.1,415.45
390.4,3.376,49.7,415.85
391.4,3.376,49.5,416.35
392.4,3.376,48.6,416.75
393.4,3.376,48.9,417.25
394.5,3.366,49.8,417.65
395.5,3.366,49.7,418.05
396.5,3.366,46.4,418.55
397.5,3.356,46.8,418.95
398.5,3.366,46.1,419.35
399.5,3.376,47,419.85
400.5,3.396,47,420.25
401.5,3.406,46.7,420.65
402.6,3.416,47.9,421.05
403.6,3.396,43.8,421.45
404.6,3.366,44.4,421.85
405.6,3.356,44.4,422.35
406.6,3.346,45.3,422.75
407.6,3.346,44.2,423.15
408.6,3.346,45.3,423.55
409.7,3.326,45,423.95
410.7,3.316,44.5,424.35
411.7,3.306,41.9,424.75
412.7,3.306,41.3,425.15
413.7,3.296,41.9,425.65
414.7,3.306,42.4,425.95
415.7,3.306,42.4,426.35
416.8,3.306,39.8,426.75
417.8,3.296,39.9,427.15
418.8,3.276,39.6,427.55
419.8,3.276,40.2,427.95
420.8,3.276,39.8,428.35
421.8,3.266,37.1,428.75
422.8,3.236,37.4,429.15
423.9,3.186,36.9,429.45
424.9,3.166,38.3,429.95
425.9,3.166,37.1,430.25
426.9,3.166,34.9,430.65
427.9,3.146,35.5,431.05
428.9,3.156,34.8,431.45
429.9,3.156,35.2,431.85
431,3.166,35.5,432.25
432,3.166,32.5,432.65
433,3.156,32.3,433.05
434,3.136,32,433.35
435,3.116,32.1,433.75
436,3.126,32.4,434.15
437,3.146,32.6,434.55
438.1,3.146,32,434.95
439.1,3.136,29.8,435.25
440.1,3.116,29.7,435.65
441.1,3.116,29.4,436.05
442.1,3.116,30,436.35
443.1,3.106,29.3,437.05
444.1,3.106,30.2,437.35
445.9,3.096,30.1,437.65
446.6,3.096,30.4,437.95
447.4,3.096,27,438.25
448.2,3.096,27.3,438.65
449.2,3.106,27.4,439.05
450.2,3.086,27.9,439.45
451.2,3.056,27.6,439.75
452.2,3.036,27.6,440.15
453.3,3.016,28.5,440.55
454.3,3.016,24.8,440.85
455.3,3.006,24.9,441.25
456.3,2.986,25.3,441.55
457.3,2.996,24.8,441.95
458.3,3.006,24.9,442.35
459.3,2.996,25.1,442.65
460.4,2.996,22.4,442.95
461.4,3.016,22.3,443.35
462.4,3.016,22.1,443.65
463.4,3.016,22.7,444.05
464.4,2.996,22.3,444.45
465.4,3.006,19.2,444.75
466.4,3.006,19.8,445.15
467.5,2.996,20,445.45
468.5,2.996,20,445.75
469.5,2.996,16.4,446.15
470.5,2.996,16.8,446.45
471.5,3.016,17.2,446.85
472.5,3.006,17,447.15
473.5,2.996,17.4,447.45
474.6,2.986,17.2,447.85
475.6,2.976,14.1,448.15
476.6,2.966,14.1,448.45
477.6,2.956,14.1,448.75
478.6,2.966,14.5,449.15
479.6,2.976,14.5,449.45
480.6,2.986,14.8,449.85
481.7,2.986,14.6,450.15
482.7,2.976,14.8,450.45
483.7,2.986,14.7,450.85
484.7,2.976,11.6,451.15
485.7,2.976,11.7,451.45
486.7,2.986,11.6,451.75
487.7,2.976,12,452.05
488.8,2.976,11.9,452.45
489.8,2.966,11.8,452.75
490.8,2.956,11.9,453.05
491.8,2.946,12.5,453.45
492.8,2.946,11.7,453.75
493.8,2.956,9,454.05
494.8,2.946,9.1,454.35
495.9,2.946,9.1,454.75
496.9,2.946,9,455.05
497.9,2.946,8.8,455.35
498.9,2.956,9.4,455.65
499.9,2.956,9.3,455.95
500.9,2.936,9.3,456.35
501.9,2.936,9.5,456.65
502.9,2.926,9.3,456.95
504,2.926,9.3,457.25
505,2.936,9.2,457.55
506,2.926,9.2,457.85
507,2.936,9.6,458.25
508,2.946,9.4,458.55
509,2.956,9.5,458.85
510,2.956,9.6,459.15
511.1,2.946,6.4,459.45
512.1,2.936,6.5,459.75
513.1,2.926,6.6,460.05
514.1,2.936,6.7,460.35
515.1,2.936,6.6,460.75
516.1,2.916,6.6,460.95
517.1,2.926,6.9,461.35
518.2,2.946,6.8,461.65
519.2,2.946,6.8,461.95
520.2,2.936,6.9,462.25
521.2,2.946,7.1,462.55
522.2,2.956,7.1,462.85
523.2,2.946,6.9,463.15
524.2,2.926,7.2,463.45
525.3,2.916,7,463.75
526.3,2.946,6.6,464.05
527.3,2.946,7.2,464.45
528.3,2.936,4.2,464.65
529.3,2.946,4.2,465.05
530.3,2.946,4.2,465.25
531.3,2.956,4.1,465.55
532.4,2.956,4.1,465.85
533.4,2.946,4.1,466.25
534.4,2.936,4.2,466.45
535.4,2.926,4.2,466.85
536.4,2.906,4.1,467.05
537.4,2.916,4.2,467.35
538.4,2.916,4.2,467.65
539.5,2.926,4.3,467.95
540.5,2.936,4.3,468.25
541.5,2.946,4.4,468.55
542.5,2.936,4.4,468.85
543.5,2.936,4.3,469.15
544.5,2.936,4.5,469.65
545.5,2.916,4.4,469.85
547.3,2.916,4.5,470.15
548.1,2.926,4.4,470.35
548.8,2.916,4.3,470.65
549.6,2.916,4.4,470.95
550.6,2.936,4.4,471.25
551.6,2.926,1.2,471.55
552.6,2.926,1.4,471.75
553.6,2.946,1.4,472.15
554.7,2.946,1.2,472.35
