Time,Mass,HRR
[s],[g],[kW/m2]
0.01,70.55,-0.230341717
1,70.31,-0.240863047
2,70.06,-0.203523878
3.01,69.82,-0.193991357
4.01,69.56,-0.170450748
5.01,69.3,-0.254754681
6.01,69.04,-0.262180166
7.01,68.77,-0.250254626
8,68.5,-0.167058283
9,68.23,-0.237403546
10,67.95,2.336464488
11.01,67.68,2.402891745
12.01,67.41,2.372815623
13.02,67.13,2.469508366
14.02,66.86,2.302378726
15.02,66.58,2.299757673
16.02,66.3,4.763389363
17.02,66.02,4.510332964
18.03,65.73,8.56665518
19.03,65.43,15.8383856
20.05,65.16,22.16752199
21.05,64.87,34.01841175
22.07,64.58,39.57497651
23.08,64.27,53.43588454
24.09,63.97,66.67809662
25.09,63.67,87.74070305
26.09,63.36,97.48026759
27.11,63.07,109.4216952
28.12,62.77,135.5503165
29.13,62.48,157.7440582
30.13,62.19,179.9727172
31.14,61.89,201.6671634
32.12,61.58,217.2866106
33.12,61.28,226.2195941
34.13,60.98,248.3847931
35.13,60.68,281.8533125
36.13,60.37,298.5818177
37.14,60.08,322.8144054
38.13,59.78,318.0832047
39.13,59.48,359.799976
40.13,59.18,380.9006914
41.13,58.87,393.6057291
42.13,58.57,381.6045682
43.13,58.27,411.7607909
44.13,57.98,439.4484351
45.13,57.68,430.8402173
46.14,57.38,426.6602745
47.13,57.06,476.1527217
48.12,56.77,493.2738266
49.14,56.47,480.1651869
50.15,56.17,508.6956435
51.13,55.86,509.6900598
52.13,55.57,519.4803858
53.14,55.25,550.7543873
54.13,54.93,555.4024432
55.13,54.62,566.6757549
56.13,54.31,575.9961657
57.14,54,595.2711018
58.14,53.68,577.0660734
59.14,53.37,595.1987332
60.15,53.07,584.0869223
61.15,52.76,604.7834992
62.15,52.44,646.8998618
63.15,52.12,600.7751377
64.16,51.81,629.8249497
65.17,51.49,618.2586543
66.18,51.18,647.571966
67.19,50.87,643.3216541
68.18,50.55,644.0851262
69.17,50.24,659.3265017
70.18,49.93,639.7920193
71.18,49.62,652.5789438
72.19,49.3,656.1802012
73.19,48.97,686.3684422
74.2,48.66,665.4825994
75.21,48.34,683.2360868
76.22,48.02,684.0609347
77.23,47.7,684.864731
78.23,47.38,685.2238268
79.23,47.04,682.7780607
80.24,46.72,689.8512806
81.25,46.4,683.8039527
82.26,46.07,671.8447586
83.26,45.74,688.1884103
84.26,45.42,697.1400603
85.25,45.1,660.3172342
86.26,44.77,693.818203
